ID	class	order	family	subfamily	tribe	genus	species
GWORL728-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORU418-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSA395-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM3143-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMX101-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOQ210-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GDIP3679-22	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLI199-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP1390-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBORT1062-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM6994-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMI505-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMA1586-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA588-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU1363-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB844-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOD780-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIN29789-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOK020-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOK330-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOB449-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOL614-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOF040-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MIDGE142-06	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOC762-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU685-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA678-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA566-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSA388-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPC478-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV4377-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMU5354-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMR1697-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM4915-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLI046-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP596-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSN592-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL9684-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL8795-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL9117-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL2543-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMK1243-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB100-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCON696-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BASYM1368-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMS116-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORL551-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MIDGE899-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB587-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOH005-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSI669-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW566-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOC061-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOJ757-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP8698-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE426-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL12605-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMM1440-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB1736-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIN41204-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2597-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO724-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBGST082-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOB808-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1574-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1202-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT901-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORO333-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA502-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMX209-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORR792-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM4248-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMNF23387-22	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT628-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ693-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMA1488-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRB2091-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCON248-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPB324-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU011-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSD795-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10728-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLL196-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMW1024-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ3925-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
NEPTA850-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSI161-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ661-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
PELEA186-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL8004-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPD3267-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMK891-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMD1413-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM2930-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM2037-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOK332-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMS015-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOC926-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA206-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV050-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB087-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA15218-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV790-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ184-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPF5811-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM9393-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCL15250-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU3068-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU2325-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPB902-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT014-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM217-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORL449-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU719-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM952-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSD771-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB1277-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV911-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL10185-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL9365-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GST357-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB1435-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF726-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOJ800-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOI806-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOH106-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV133-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOJ031-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA9968-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL11450-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL12256-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL8002-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM11061-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM10762-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPD794-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBA14669-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCHI061-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB634-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOG038-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPB278-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU1142-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA953-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOE878-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOG115-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10737-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ4100-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMO604-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPF3647-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMN1383-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMH715-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA583-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT011-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOF617-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1674-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOJ396-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1264-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BASYM1054-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPB704-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT029-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPC673-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL12842-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM1530-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOP070-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTL187-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU2308-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT571-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOR3926-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORM044-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW214-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB759-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW119-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU1373-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBARB086-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAD545-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10713-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMU913-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU1433-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLL209-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMO1262-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF275-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAC996-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO525-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCON401-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCL11068-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSP860-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCAD065-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORR384-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW051-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU1114-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
NEPT017-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG346-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM16705-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMU3117-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MJBRC069-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLH301-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ258-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL5030-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMF1121-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU1620-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU1008-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG1089-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG570-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOD793-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU405-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPD493-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
NEPTA2411-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU3748-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HRZYG003-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL9484-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPC347-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT772-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM180-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE754-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORM156-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBORT339-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM831-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB083-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW634-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPC550-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBARB455-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB452-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCM4993-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIX3394-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ717-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL12782-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL3897-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM11102-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM10742-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA1309-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB1750-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA919-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF384-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2159-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOP336-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1306-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB796-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOI833-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOI180-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EUBUG1001-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT503-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA007-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA004-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA116-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV988-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBARB097-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTD466-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL12987-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL4665-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF718-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOP237-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSU1009-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORZ531-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV1553-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM5092-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ208-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ759-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA2037-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMYR116-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRG1607-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLGC256-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSR003-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBORT275-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPB447-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT1404-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOK310-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB462-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU562-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMU1621-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLH140-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL5443-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORB3930-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA876-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRD3651-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB767-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRA113-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT900-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MYFAB273-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBARB463-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTH871-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAC1116-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM399-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRH561-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT459-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORR423-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA296-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV3768-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSBT019-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMB710-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU3572-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2592-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCON547-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU1490-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOF157-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTD203-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE084-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW493-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU3216-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIN47934-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIN64295-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL5783-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL5780-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLG291-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP394-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPE909-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU3669-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOP283-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EUBUG603-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT401-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORK552-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM212-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA257-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBIIA614-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB796-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MYFAB299-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSM067-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOD456-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
