ID	class	Prob_class	order	Prob_order	family	Prob_family	 subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	 species	Prob_species
GBLAB683-13		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Acronictinae	1.00	dummy_Acronictinae	1.00	Moma	1.00	Moma_alpium	1.00
FBAQU773-10		Insecta	0.98	Diptera	0.32	Chironomidae	0.12	Larentiinae	0.08	dummy_Larentiinae	0.06	Chrysolina	0.06	Chrysolina_varians	0.06
GBORT1009-15		Insecta	1.00	Lepidoptera	0.45	Chironomidae	0.15	Chironominae	0.13	Tanytarsini	0.11	Tanytarsus	0.09	Tanytarsus_smolandicus	0.07
FBNE261-13		Insecta	0.96	Diptera	0.49	Chironomidae	0.16	Orthocladiinae	0.13	dummy_Orthocladiinae	0.13	Cricotopus	0.09	Cricotopus_sylvestris	0.07
GBCOG141-13		Insecta	1.00	Coleoptera	0.57	Staphylinidae	0.26	Aphodiinae	0.17	Aphodiini	0.17	Melinopterus	0.12	Melinopterus_punctatosulcatus	0.10
GBCOB135-12		Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Cassidinae	1.00	Cassidini	1.00	Cassida	1.00	Cassida_sanguinosa	1.00
FBCOD601-11		Insecta	1.00	Coleoptera	0.50	Staphylinidae	0.12	Staphylininae	0.07	dummy_Corticariinae	0.06	Corticaria	0.06	Quedius_cinctus	0.03
ODOPE805-11		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	dummy_Pyraustinae	1.00	Loxostege	1.00	Loxostege_turbidalis	1.00
FBAPB597-09		Insecta	1.00	Hymenoptera	0.97	Colletidae	0.79	Hylaeinae	0.78	Hylaeini	0.78	Hylaeus	0.78	Hylaeus_gracilicornis	0.23
FBCOC755-10		Insecta	1.00	Coleoptera	1.00	Scarabaeidae	1.00	Aphodiinae	1.00	Aphodiini	1.00	Bodilopsis	1.00	Bodilopsis_rufa	1.00
FBAQU921-10		Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Hydroporinae	1.00	Hygrotini	1.00	Clemnius	1.00	Clemnius_decoratus	1.00
FBCOA546-10		Insecta	1.00	Coleoptera	0.75	Curculionidae	0.61	Curculioninae	0.50	Anthonomini	0.46	Anthonomus	0.42	Anthonomus_pomorum	0.15
GBSYM2107-13		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Allantinae	1.00	dummy_Allantinae	1.00	Empria	1.00	Empria_pumila	1.00
FBACA870-10		Insecta	1.00	Hymenoptera	1.00	Astatidae	1.00	dummy_Astatidae	1.00	dummy_Astatidae	1.00	Astata	1.00	Astata_boops	1.00
MYFAB274-10		Insecta	0.96	Lepidoptera	0.38	Geometridae	0.06	Larentiinae	0.04	dummy_Larentiinae	0.04	Dicheirotrichus	0.04	Mompha_miscella	0.03
GDIP3677-22		Insecta	1.00	Diptera	1.00	Chironomidae	1.00	Orthocladiinae	1.00	dummy_Orthocladiinae	1.00	Psectrocladius	1.00	Psectrocladius_ventricosus	1.00
GBCOG118-13		Insecta	1.00	Coleoptera	0.55	Brentidae	0.17	Apioninae	0.17	Apionini	0.17	Protapion	0.08	Protapion_fulvipes	0.05
GST333-15		Insecta	1.00	Trichoptera	0.40	Leptoceridae	0.39	Leptocerinae	0.39	dummy_Leptocerinae	0.39	Triaenodes	0.17	Triaenodes_bicolor	0.08
GMGMF1576-14		Insecta	1.00	Diptera	1.00	Heleomyzidae	1.00	Heleomyzinae	1.00	Heleomyzini	1.00	Scoliocentra	1.00	Scoliocentra_villosa	1.00
GMGMT1322-20		Insecta	1.00	Lepidoptera	0.40	Ichneumonidae	0.24	Phygadeuontinae	0.14	dummy_Phygadeuontinae	0.14	Coleophora	0.07	Phygadeuon_fumator	0.03
FGMLF364-15		Insecta	1.00	Lepidoptera	1.00	Plutellidae	0.95	Plutellinae	0.95	dummy_Plutellinae	0.95	Plutella	0.95	Plutella_hyperboreella	0.60
GMGMA263-14		Insecta	1.00	Hemiptera	0.76	Miridae	0.60	Mirinae	0.31	Mirini	0.22	Orthotylus	0.10	Dichrooscytus_fervens	0.08
FBLMU021-09		Insecta	1.00	Lepidoptera	1.00	Tineidae	1.00	Tineinae	1.00	dummy_Tineinae	1.00	Tineola	1.00	Tineola_bisselliella	1.00
GBLAB034-13		Insecta	1.00	Lepidoptera	1.00	Lasiocampidae	1.00	Poecilocampinae	1.00	dummy_Poecilocampinae	1.00	Poecilocampa	1.00	Poecilocampa_populi	1.00
FBLMT310-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Grapholitini	1.00	Dichrorampha	1.00	Dichrorampha_petiverella	1.00
GBMWB1413-15		Insecta	1.00	Diptera	1.00	Sphaeroceridae	1.00	Copromyzinae	1.00	dummy_Copromyzinae	1.00	Copromyza	1.00	Copromyza_equina	1.00
FBLMV102-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Leucaniini	1.00	Leucania	1.00	Leucania_obsoleta	0.99
ODOPE313-11		Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.79	Olethreutinae	0.59	Eucosmini	0.30	Ancylis	0.14	Notocelia_tetragonana	0.08
FBLMV020-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Noctuini	1.00	Protolampra	1.00	Protolampra_sobrina	1.00
FBAPB722-09		Insecta	0.96	Hymenoptera	0.63	Megachilidae	0.44	Megachilinae	0.44	Osmiini	0.30	Osmia	0.14	Osmia_bicornis	0.06
FBAPC523-11		Insecta	1.00	Hymenoptera	0.96	Megachilidae	0.81	Megachilinae	0.81	Megachilini	0.74	Megachile	0.60	Megachile_circumcincta	0.27
GDIP3577-22		Insecta	1.00	Diptera	1.00	Chironomidae	1.00	Chironominae	1.00	Chironomini	1.00	Endochironomus	1.00	Endochironomus_albipennis	0.77
GBCM4987-17		Insecta	0.88	Diptera	0.61	Chironomidae	0.10	Orthocladiinae	0.09	dummy_Orthocladiinae	0.09	Cricotopus	0.05	Spania_nigra	0.03
GCOL8725-16		Insecta	1.00	Coleoptera	1.00	Cleridae	1.00	Clerinae	1.00	dummy_Clerinae	1.00	Thanasimus	1.00	Thanasimus_femoralis	1.00
AMTPC166-15		Insecta	1.00	Lepidoptera	0.91	Geometridae	0.81	Larentiinae	0.75	dummy_Larentiinae	0.62	Colostygia	0.34	Colostygia_turbata	0.29
BCHYM10888-15		Insecta	0.95	Hymenoptera	0.75	Crabronidae	0.39	Crabroninae	0.39	Crabronini	0.39	Lestica	0.26	Lestica_alata	0.15
GBACU3305-13		Insecta	1.00	Hymenoptera	0.61	Halictidae	0.16	Halictinae	0.16	Halictini	0.16	Spilomena	0.09	Sphecodes_puncticeps	0.06
FBAQU358-09		Insecta	1.00	Trichoptera	1.00	Hydroptilidae	1.00	Hydroptilinae	1.00	dummy_Hydroptilinae	1.00	Hydroptila	1.00	Hydroptila_tineoides	1.00
FBLMS458-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Crambinae	1.00	dummy_Crambinae	1.00	Crambus	1.00	Crambus_uliginosellus	1.00
GBCOU1760-13		Insecta	1.00	Coleoptera	0.70	Carabidae	0.60	Harpalinae	0.50	Platynini	0.16	Agonum	0.14	Anisodactylus_binotatus	0.10
BCHYM9120-15		Insecta	1.00	Hymenoptera	0.71	Tenthredinidae	0.23	dummy_Crabronidae	0.17	Miscophini	0.17	Miscophus	0.17	Miscophus_spurius	0.12
BCHYM083-13		Insecta	0.97	Hymenoptera	0.77	Ichneumonidae	0.32	Crabroninae	0.13	Crabronini	0.13	Crossocerus	0.08	Diadegma_laterale	0.04
FBLMS122-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.99	Tortricinae	0.98	Cnephasiini	0.98	Doloploca	0.90	Doloploca_punctulana	0.90
FBLMU856-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Crambinae	1.00	dummy_Crambinae	1.00	Platytes	1.00	Platytes_cerussella	1.00
GBLAB996-14		Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Gracillariinae	1.00	dummy_Gracillariinae	1.00	Caloptilia	1.00	Caloptilia_falconipennella	1.00
GBCOU2734-13		Insecta	1.00	Coleoptera	1.00	Cerambycidae	1.00	Lamiinae	1.00	Exocentrini	1.00	Exocentrus	1.00	Exocentrus_lusitanus	1.00
FBAPD458-11		Insecta	0.98	Hymenoptera	0.81	Halictidae	0.42	Halictinae	0.42	Halictini	0.42	Halictus	0.14	Sphecodes_crassus	0.12
GDIP22229-23		Insecta	1.00	Diptera	0.66	Mycetophilidae	0.13	Gnoristinae	0.09	dummy_Gnoristinae	0.09	Gnoriste	0.05	Gnoriste_apicalis	0.05
GMGMU4972-20		Insecta	0.91	Hymenoptera	0.33	Ichneumonidae	0.19	Lithocolletinae	0.09	dummy_Lithocolletinae	0.09	Phyllonorycter	0.09	Spilogona_pacifica	0.04
GMGMQ3649-18		Insecta	1.00	Hymenoptera	0.99	Ichneumonidae	0.99	Campopleginae	0.95	dummy_Campopleginae	0.95	Diadegma	0.74	Diadegma_semiclausum	0.29
GWOSX1028-11		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Ennominae	1.00	dummy_Ennominae	1.00	Lomaspilis	1.00	Lomaspilis_opis	0.99
GMGMP2905-18		Insecta	0.98	Hymenoptera	0.64	Ichneumonidae	0.30	Phygadeuontinae	0.14	dummy_Phygadeuontinae	0.14	Eriocampa	0.07	Eriocampa_umbratica	0.07
GCOL7785-16		Insecta	1.00	Coleoptera	0.50	Brentidae	0.20	Apioninae	0.20	Apionini	0.20	Ceratapion	0.18	Ceratapion_onopordi	0.18
GBCOU2083-13		Insecta	0.99	Coleoptera	0.53	Staphylinidae	0.24	Aleocharinae	0.19	Athetini	0.12	Nanophyes	0.09	Nanophyes_marmoratus	0.09
GBBSP111-15		Arachnida	0.98	Araneae	0.98	Lycosidae	0.66	dummy_Lycosidae	0.66	dummy_Lycosidae	0.66	Pardosa	0.35	Pardosa_hyperborea	0.15
GWORO707-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	dummy_Noctuinae	1.00	Spodoptera	1.00	Spodoptera_exigua	1.00
GBSYM525-12		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Nematinae	1.00	dummy_Nematinae	1.00	Hoplocampa	1.00	Hoplocampa_alpina	1.00
GBCOU157-13		Insecta	1.00	Coleoptera	0.53	Staphylinidae	0.10	Ciinae	0.07	dummy_Ciinae	0.07	Stenus	0.06	Myrmechixenus_vaporariorum	0.03
FBLMU804-09		Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	dummy_Phycitinae	1.00	Nephopterix	1.00	Nephopterix_angustella	1.00
FBLMS337-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Eucosmini	1.00	Gypsonoma	1.00	Gypsonoma_dealbana	0.99
FBLMW466-10		Insecta	1.00	Lepidoptera	1.00	Adelidae	1.00	Adelinae	1.00	dummy_Adelinae	1.00	Nemophora	1.00	Nemophora_metallica	1.00
FBLMV772-09		Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Gracillariinae	1.00	dummy_Gracillariinae	1.00	Caloptilia	1.00	Caloptilia_cuculipennella	1.00
FBAPC116-10		Insecta	1.00	Hymenoptera	0.79	Melittidae	0.43	Melittinae	0.43	Melittini	0.43	Melitta	0.43	Melitta_haemorrhoidalis	0.43
FBCON632-13		Insecta	1.00	Coleoptera	0.88	Curculionidae	0.72	Scolytinae	0.61	Cryphalini	0.58	Cryphalus	0.56	Cryphalus_abietis	0.34
GBCOG451-13		Insecta	1.00	Lepidoptera	0.43	Chrysomelidae	0.11	Galerucinae	0.10	Alticini	0.08	Longitarsus	0.08	Quedius_cinctus	0.03
GBCOU1707-13		Insecta	1.00	Coleoptera	0.49	Chironomidae	0.09	Galerucinae	0.06	Alticini	0.06	Longitarsus	0.06	Longitarsus_luridus	0.05
GBDP21639-19		Insecta	1.00	Diptera	0.73	Sphaeroceridae	0.12	Limosininae	0.05	dummy_Limosininae	0.05	Sphaerocera	0.04	Sphaerocera_curvipes	0.04
FGMLH118-16		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	dummy_Gelechiinae	1.00	Caryocolum	1.00	Caryocolum_kroesmanniella	1.00
FBSYB650-11		Insecta	1.00	Hymenoptera	0.94	Tenthredinidae	0.93	Nematinae	0.63	dummy_Nematinae	0.63	Pristiphora	0.25	Pseudodineura_enslini	0.11
GMGRD2797-13		Insecta	1.00	Diptera	1.00	Mycetophilidae	0.98	Mycetophilinae	0.98	Mycetophilini	0.98	Mycetophila	0.98	Mycetophila_attonsa	0.98
GBLAD254-14		Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Erebinae	1.00	Euclidiini	1.00	Euclidia	1.00	Euclidia_glyphica	1.00
FBARB501-11		Arachnida	1.00	Araneae	1.00	Lycosidae	1.00	dummy_Lycosidae	1.00	dummy_Lycosidae	1.00	Pirata	1.00	Pirata_piscatorius	1.00
GCOL2919-16		Insecta	1.00	Coleoptera	0.59	Staphylinidae	0.39	Omaliinae	0.20	Omaliini	0.17	Omalium	0.07	Omalium_septentrionis	0.06
GBORT1040-15		Insecta	0.99	Diptera	0.59	Chironomidae	0.14	Orthocladiinae	0.09	dummy_Orthocladiinae	0.09	Meromyza	0.07	Meromyza_variegata	0.03
GMGRF5603-13		Insecta	1.00	Hymenoptera	0.45	Ichneumonidae	0.23	Nematinae	0.14	dummy_Nematinae	0.14	Euura	0.11	Plutella_xylostella	0.03
GMGMH880-14		Insecta	1.00	Hymenoptera	0.43	Tenthredinidae	0.26	Nematinae	0.12	dummy_Nematinae	0.12	Sterictiphora	0.09	Sterictiphora_geminata	0.09
GWOTF714-12		Insecta	1.00	Lepidoptera	0.94	Geometridae	0.76	Sterrhinae	0.61	dummy_Sterrhinae	0.61	Idaea	0.59	Idaea_humiliata	0.16
FBCOK434-13		Insecta	1.00	Coleoptera	0.75	Ptinidae	0.21	Dorcatominae	0.21	Dorcatomini	0.21	Dorcatoma	0.21	Dorcatoma_dresdensis	0.16
FBAPB564-09		Insecta	1.00	Hymenoptera	1.00	Colletidae	1.00	Hylaeinae	1.00	Hylaeini	1.00	Hylaeus	1.00	Hylaeus_hyalinatus	1.00
FBLMT330-09		Insecta	1.00	Lepidoptera	1.00	Cossidae	1.00	Zeuzerinae	1.00	dummy_Zeuzerinae	1.00	Zeuzera	1.00	Zeuzera_pyrina	1.00
GWORE2221-09		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Ennominae	1.00	dummy_Ennominae	1.00	Alcis	1.00	Alcis_deversata	1.00
FBLMS129-09		Insecta	1.00	Lepidoptera	0.99	Tortricidae	0.80	Tortricinae	0.72	Cnephasiini	0.63	Eana	0.37	Eana_penziana	0.33
FBACA057-10		Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabronini	1.00	Crossocerus	1.00	Crossocerus_styrius	1.00
FBACA252-10		Insecta	1.00	Hymenoptera	0.82	Vespidae	0.68	Eumeninae	0.65	dummy_Eumeninae	0.65	Ancistrocerus	0.33	Euodynerus_notatus	0.13
FBLMV763-09		Insecta	1.00	Lepidoptera	1.00	Notodontidae	1.00	Notodontinae	1.00	Notodontini	1.00	Pheosia	1.00	Pheosia_gnoma	1.00
FBAQU817-10		Insecta	0.99	Diptera	0.67	Staphylinidae	0.10	dummy_Anthomyiidae	0.09	dummy_Anthomyiidae	0.09	Alliopsis	0.09	Alliopsis_silvestris	0.09
FBACB125-11		Insecta	1.00	Hymenoptera	0.88	Crabronidae	0.56	dummy_Crabronidae	0.50	Miscophini	0.50	Miscophus	0.50	Miscophus_concolor	0.17
GTRI056-18		Insecta	1.00	Trichoptera	1.00	Hydroptilidae	1.00	Hydroptilinae	1.00	dummy_Hydroptilinae	1.00	Hydroptila	1.00	Hydroptila_simulans	1.00
GBCOC434-12		Insecta	1.00	Coleoptera	0.79	Nitidulidae	0.66	Meligethinae	0.64	dummy_Meligethinae	0.64	Brassicogethes	0.55	Brassicogethes_aeneus	0.35
GDIP21554-23		Insecta	1.00	Diptera	0.98	Sepsidae	0.31	Sepsinae	0.31	dummy_Sepsinae	0.31	Sepsis	0.31	Sepsis_punctum	0.15
FBCON245-13		Insecta	1.00	Coleoptera	0.89	Elateridae	0.34	Dendrometrinae	0.17	Prosternini	0.13	Atheta	0.08	Agriotes_lineatus	0.05
MIDGE942-11		Insecta	1.00	Diptera	1.00	Chironomidae	0.96	Chironominae	0.96	Tanytarsini	0.94	Tanytarsus	0.93	Tanytarsus_bathophilus	0.89
GBMIN88537-17		Insecta	1.00	Odonata	1.00	Aeshnidae	1.00	Aeshninae	1.00	dummy_Aeshninae	1.00	Aeshna	1.00	Aeshna_subarctica	1.00
GBMIX2405-15		Insecta	1.00	Hymenoptera	0.98	Crabronidae	0.95	Crabroninae	0.95	Crabronini	0.95	Ectemnius	0.61	Ectemnius_rubicola	0.51
GCOL2638-16		Insecta	1.00	Coleoptera	0.68	Chrysomelidae	0.24	Galerucinae	0.22	Alticini	0.22	Longitarsus	0.20	Longitarsus_succineus	0.10
GBEPT663-14		Insecta	1.00	Trichoptera	1.00	Beraeidae	1.00	dummy_Beraeidae	1.00	dummy_Beraeidae	1.00	Beraeodes	1.00	Beraeodes_minutus	1.00
FGMLF662-15		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anacampsinae	1.00	Anarsiini	1.00	Anarsia	1.00	Anarsia_innoxiella	1.00
GBCOU2958-13		Insecta	1.00	Coleoptera	1.00	Latridiidae	1.00	Corticariinae	1.00	dummy_Corticariinae	1.00	Melanophthalma	1.00	Melanophthalma_transversalis	1.00
GMGRC2899-13		Insecta	1.00	Hymenoptera	1.00	Ichneumonidae	1.00	Orthocentrinae	1.00	dummy_Orthocentrinae	1.00	Helictes	1.00	Helictes_borealis	1.00
FBACB806-11		Insecta	0.99	Hymenoptera	0.75	Vespidae	0.51	Eumeninae	0.26	dummy_Eumeninae	0.26	Eumenes	0.25	Eumenes_coronatus	0.16
FBLMU236-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Olethreutini	1.00	Phiaris	1.00	Phiaris_micana	1.00
FBLMT139-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Cnephasiini	1.00	Eana	1.00	Eana_osseana	1.00
FBAPB541-09		Insecta	1.00	Hymenoptera	0.98	Colletidae	0.96	Colletinae	0.96	Colletini	0.96	Colletes	0.96	Colletes_daviesanus	0.50
FBLMS210-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Spilomelinae	1.00	dummy_Spilomelinae	1.00	Agrotera	1.00	Agrotera_nemoralis	1.00
ODOPE815-11		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Spilomelinae	1.00	dummy_Spilomelinae	1.00	Udea	1.00	Udea_nebulalis	1.00
FBLMU602-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Eucosmini	1.00	Eucosma	1.00	Eucosma_campoliliana	1.00
FBHAP390-09		Insecta	1.00	Hymenoptera	1.00	Megachilidae	1.00	Megachilinae	1.00	Anthidiini	1.00	Trachusa	1.00	Trachusa_byssina	1.00
FBNE001-11		Insecta	1.00	Neuroptera	1.00	Sisyridae	1.00	Sisyrinae	1.00	dummy_Sisyrinae	1.00	Sisyra	1.00	Sisyra_nigra	1.00
FBLMT795-09		Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	dummy_Phycitinae	1.00	Nephopterix	1.00	Nephopterix_angustella	1.00
GWORO325-09		Insecta	1.00	Lepidoptera	0.99	Geometridae	0.66	Ennominae	0.59	dummy_Ennominae	0.59	Lomaspilis	0.10	Agriopis_marginaria	0.07
FBNE083-11		Insecta	1.00	Neuroptera	1.00	Chrysopidae	1.00	Chrysopinae	1.00	Chrysopini	1.00	Chrysoperla	1.00	Chrysoperla_carnea	1.00
GWORU085-10		Insecta	1.00	Lepidoptera	0.99	Pieridae	0.91	Coliadinae	0.91	dummy_Coliadinae	0.91	Gonepteryx	0.91	Gonepteryx_rhamni	0.91
FBLMX180-11		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	dummy_Noctuinae	1.00	Euxoa	1.00	Euxoa_obelisca	0.59
FBCOO935-13		Insecta	1.00	Coleoptera	0.97	Carabidae	0.96	Harpalinae	0.95	Harpalini	0.89	Anisodactylus	0.76	Anisodactylus_binotatus	0.76
BCHYM15979-17		Insecta	0.99	Hymenoptera	0.85	Eulophidae	0.46	Eulophinae	0.23	dummy_Eulophinae	0.23	Baryscapus	0.18	Baryscapus_pallidae	0.18
GCOL6733-16		Insecta	1.00	Coleoptera	0.46	Staphylinidae	0.17	Aleocharinae	0.06	Syrphini	0.05	Acrolocha	0.04	Acrolocha_sulcula	0.03
FBLMS397-09		Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	dummy_Phycitinae	1.00	Catastia	1.00	Catastia_marginea	1.00
GCOL12598-16		Insecta	1.00	Coleoptera	0.53	Scarabaeidae	0.17	Aphodiinae	0.17	Aphodiini	0.17	Esymus	0.08	Esymus_pusillus	0.08
GBLAB690-13		Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.85	Noctuinae	0.76	Noctuini	0.23	Agrotis	0.13	Agrotis_vestigialis	0.07
GBACU1999-12		Insecta	1.00	Hymenoptera	1.00	Apidae	1.00	Nomadinae	1.00	Nomadini	1.00	Nomada	1.00	Nomada_ferruginata	0.39
FBACA043-10		Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabronini	1.00	Crossocerus	1.00	Crossocerus_nigritus	1.00
FBLMS353-09		Insecta	1.00	Lepidoptera	0.94	Tortricidae	0.73	Olethreutinae	0.65	Eucosmini	0.47	Ancylis	0.13	Retinia_perangustana	0.10
FBSYM510-10		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Nematinae	1.00	dummy_Nematinae	1.00	Euura	1.00	Euura_vicina	0.82
FBACA005-10		Insecta	1.00	Hymenoptera	1.00	Crabronidae	0.99	Crabroninae	0.99	Crabronini	0.99	Crossocerus	0.96	Crossocerus_cetratus	0.15
FBACB641-11		Insecta	1.00	Hymenoptera	1.00	Bembicidae	1.00	Bembicinae	1.00	Bembicini	1.00	Argogorytes	1.00	Argogorytes_fargeii	1.00
GDIP3543-22		Insecta	1.00	Diptera	1.00	Chironomidae	1.00	Chironominae	1.00	Chironomini	1.00	Glyptotendipes	1.00	Glyptotendipes_cauliginellus	1.00
AMTPD1168-15		Insecta	1.00	Diptera	1.00	Tipulidae	1.00	Tipulinae	1.00	dummy_Tipulinae	1.00	Tipula	1.00	Tipula_excisa	1.00
GMGMV3093-20		Insecta	1.00	Diptera	0.96	Phoridae	0.41	Metopininae	0.40	dummy_Metopininae	0.40	Megaselia	0.40	Megaselia_woodi	0.40
GWOTF667-12		Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Satyrinae	1.00	Satyrini	1.00	Erebia	1.00	Erebia_pandrose	1.00
GBLAD899-14		Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Gracillariinae	1.00	dummy_Gracillariinae	1.00	Caloptilia	1.00	Caloptilia_hemidactylella	0.99
PHLAH180-12		Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Depressariinae	1.00	dummy_Depressariinae	1.00	Depressaria	0.99	Depressaria_douglasella	0.54
BCHYM2919-14		Insecta	1.00	Hymenoptera	0.96	Tenthredinidae	0.96	Allantinae	0.80	dummy_Allantinae	0.80	Allantus	0.79	Allantus_cinctus	0.41
GMGRD2944-13		Insecta	1.00	Hymenoptera	1.00	Ichneumonidae	1.00	Orthocentrinae	1.00	dummy_Orthocentrinae	1.00	Stenomacrus	1.00	Stenomacrus_minutissimus	1.00
GDIP3760-22		Insecta	1.00	Diptera	1.00	Chironomidae	1.00	Orthocladiinae	1.00	dummy_Orthocladiinae	1.00	Psectrocladius	1.00	Psectrocladius_ventricosus	1.00
FBCOJ354-12		Insecta	1.00	Coleoptera	0.65	Brentidae	0.49	Apioninae	0.49	Apionini	0.49	Taeniapion	0.36	Taeniapion_urticarium	0.36
FBLMT076-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Grapholitini	1.00	Pammene	1.00	Pammene_fasciana	1.00
GMGMN1038-14		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Tachininae	1.00	Graphogastrini	1.00	Phytomyptera	1.00	Phytomyptera_zonella	1.00
GMGMU4152-20		Insecta	1.00	Diptera	0.89	Scathophagidae	0.29	Scathophaginae	0.21	dummy_Anthomyiidae	0.19	Delina	0.07	Delina_nigrita	0.07
GMGMU344-20		Insecta	0.97	Diptera	0.56	Cecidomyiidae	0.45	Micromyinae	0.44	Bryomyiini	0.41	Bryomyia	0.41	Bryomyia_bergrothi	0.41
GMGMQ1808-18		Insecta	1.00	Coleoptera	0.33	Cicadellidae	0.10	Deltocephalinae	0.10	dummy_Limnephilinae	0.07	Elophila	0.05	Elophila_nymphaeata	0.05
FBSYB1251-12		Insecta	1.00	Hymenoptera	1.00	Diprionidae	0.96	Diprioninae	0.96	dummy_Diprioninae	0.96	Gilpinia	0.96	Gilpinia_hercyniae	0.94
FBSYB1662-12		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Nematinae	1.00	dummy_Nematinae	1.00	Euura	1.00	Euura_bridgmanii	1.00
FBLMT606-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Enarmoniini	1.00	Ancylis	1.00	Ancylis_mitterbacheriana	1.00
BASYM504-11		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Allantinae	1.00	dummy_Allantinae	1.00	Allantus	1.00	Allantus_truncatus	0.68
FBCOD922-11		Insecta	0.99	Coleoptera	0.48	Staphylinidae	0.19	Aleocharinae	0.10	dummy_Orthocladiinae	0.06	Oxypoda	0.04	Oxypoda_funebris	0.04
FBSYM161-09		Insecta	1.00	Hymenoptera	0.81	Tenthredinidae	0.75	Nematinae	0.25	dummy_Nematinae	0.25	Pristiphora	0.14	Strongylogaster_macula	0.09
GMGRH606-13		Insecta	1.00	Diptera	1.00	Mycetophilidae	1.00	Mycetophilinae	1.00	Mycetophilini	1.00	Phronia	1.00	Phronia_siebeckii	1.00
GMGMO678-18		Insecta	1.00	Diptera	0.53	Sciaridae	0.12	dummy_Sciaridae	0.12	dummy_Sciaridae	0.12	Coleophora	0.06	Camptochaeta_stammeri	0.03
FBLMW593-10		Insecta	1.00	Lepidoptera	1.00	Coleophoridae	0.90	Coleophorinae	0.90	dummy_Coleophorinae	0.90	Coleophora	0.90	Coleophora_binderella	0.13
FBAQU517-10		Insecta	1.00	Coleoptera	0.42	Staphylinidae	0.12	Tachyporinae	0.08	Tachyporini	0.08	Tachyporus	0.08	Tachyporus_chrysomelinus	0.04
CNCDB598-11		Insecta	1.00	Diptera	0.94	Syrphidae	0.71	Eristalinae	0.64	Rhingiini	0.42	Cheilosia	0.42	Brachypalpus_laphriformis	0.06
GWOTK500-12		Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.38	Noctuinae	0.30	Hadenini	0.15	Lacanobia	0.10	Lacanobia_suasa	0.07
