ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	species	Prob_species
GBLAB851-13		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	dummy_Larentiinae	1.00	Euphyia	1.00	Euphyia_biangulata	1.00
GBCOD031-13		Insecta	1.00	Coleoptera	1.00	Ptiliidae	1.00	Ptiliinae	1.00	Ptenidiini	1.00	Ptenidium	1.00	Ptenidium_nitidum	1.00
GBACU145-12		Insecta	1.00	Hymenoptera	0.64	Crabronidae	0.28	dummy_Crabronidae	0.17	Miscophini	0.13	Nitela	0.13	Nitela_borealis	0.13
FBIIA1084-10		Insecta	1.00	Hymenoptera	1.00	Ichneumonidae	1.00	Ichneumoninae	1.00	dummy_Ichneumoninae	1.00	Syspasis	1.00	Syspasis_scutellator	1.00
FBLMV139-09		Insecta	1.00	Lepidoptera	0.99	Noctuidae	0.46	Noctuinae	0.25	dummy_Noctuinae	0.10	Cucullia	0.05	Xestia_c-nigrum	0.03
GBLGC376-12		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	dummy_Noctuinae	1.00	Lithophane	1.00	Lithophane_socia	1.00
FGMLA588-12		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	dummy_Gelechiinae	1.00	Gelechia	1.00	Gelechia_sestertiella	1.00
FBLMV847-09		Insecta	1.00	Lepidoptera	0.95	Geometridae	0.16	Larentiinae	0.13	dummy_Larentiinae	0.10	Coleophora	0.09	Oeneis_norna	0.04
GMGME164-14		Insecta	1.00	Dermaptera	1.00	Forficulidae	1.00	Forficulinae	1.00	dummy_Forficulinae	1.00	Forficula	1.00	Forficula_auricularia-A	1.00
BCHYM10941-15		Insecta	1.00	Hymenoptera	0.81	Pemphredonidae	0.62	Pemphredoninae	0.62	Pemphredonini	0.57	Passaloecus	0.35	Passaloecus_monilicornis	0.17
GBCOU2824-13		Insecta	1.00	Coleoptera	0.54	Staphylinidae	0.20	Aleocharinae	0.11	Athetini	0.06	Atheta	0.06	Carcelia_bombylans	0.02
GMGRG1481-13		Insecta	1.00	Diptera	0.45	Cecidomyiidae	0.12	Micromyinae	0.10	Mycetophilini	0.06	Pamphilius	0.05	Campylomyza_dilatata	0.05
GBCOE915-13		Insecta	1.00	Coleoptera	0.64	Elateridae	0.41	Cardiophorinae	0.24	dummy_Cardiophorinae	0.24	Cardiophorus	0.24	Cardiophorus_ruficollis	0.24
FBCON618-13		Insecta	1.00	Coleoptera	0.69	Brentidae	0.50	Apioninae	0.50	Apionini	0.50	Protapion	0.49	Protapion_apricans	0.29
MJBRC003-15		Insecta	1.00	Diptera	0.52	Cecidomyiidae	0.31	Micromyinae	0.31	Aprionini	0.30	Aprionus	0.30	Aprionus_betulae	0.18
GBACU370-12		Insecta	1.00	Hymenoptera	0.97	Pemphredonidae	0.95	Pemphredoninae	0.95	Pemphredonini	0.93	Pemphredon	0.93	Pemphredon_lugubris	0.86
FBLMZ008-12		Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Gracillariinae	1.00	dummy_Gracillariinae	1.00	Caloptilia	1.00	Caloptilia_populetorum	1.00
FBAQU848-10		Insecta	1.00	Diptera	0.41	Chironomidae	0.09	Olethreutinae	0.06	dummy_Metretopodinae	0.05	Metretopus	0.05	Metretopus_alter	0.04
FBCOF395-12		Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Entiminae	1.00	Sitonini	1.00	Sitona	1.00	Sitona_obsoletus	1.00
FBLMV844-09		Insecta	1.00	Lepidoptera	1.00	Momphidae	1.00	dummy_Momphidae	1.00	dummy_Momphidae	1.00	Mompha	1.00	Mompha_epilobiella	1.00
GBMNB16828-20		Insecta	0.99	Lepidoptera	0.29	Ichneumonidae	0.07	Pamphiliinae	0.04	dummy_Pamphiliinae	0.04	Pamphilius	0.04	Spungisomyia_fenestrata	0.02
GBLAF585-14		Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Nymphalinae	1.00	Nymphalini	1.00	Vanessa	1.00	Vanessa_atalanta	1.00
GBBSP1046-15		Arachnida	1.00	Araneae	1.00	Salticidae	1.00	dummy_Salticidae	1.00	dummy_Salticidae	1.00	Myrmarachne	1.00	Myrmarachne_formicaria	1.00
FGMLG308-15		Insecta	1.00	Lepidoptera	1.00	Nepticulidae	1.00	dummy_Nepticulidae	1.00	dummy_Nepticulidae	1.00	Stigmella	1.00	Stigmella_roborella	0.99
GWOTF697-12		Insecta	1.00	Lepidoptera	1.00	Lycaenidae	1.00	Lycaeninae	1.00	Lycaenini	1.00	Lycaena	1.00	Lycaena_dispar	1.00
FBCOD491-11		Insecta	1.00	Coleoptera	1.00	Brentidae	1.00	Apioninae	1.00	Apionini	1.00	Eutrichapion	1.00	Eutrichapion_ervi	1.00
FBLMX206-11		Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Apaturinae	1.00	dummy_Apaturinae	1.00	Apatura	1.00	Apatura_iris	1.00
FBCOK642-13		Insecta	1.00	Coleoptera	0.67	Staphylinidae	0.33	Aleocharinae	0.18	Athetini	0.12	Atheta	0.06	Lypoglossa_lateralis	0.02
GBLAF545-14		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Apameini	1.00	Staurophora	1.00	Staurophora_celsia	1.00
ODOPE222-11		Insecta	1.00	Lepidoptera	0.98	Pyralidae	0.36	Phycitinae	0.36	dummy_Phycitinae	0.36	Acrobasis	0.27	Acrobasis_repandana	0.26
FBHAP116-09		Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabronini	1.00	Crossocerus	1.00	Crossocerus_leucostoma	1.00
FBCOJ521-12		Insecta	1.00	Coleoptera	0.74	Staphylinidae	0.71	Staphylininae	0.50	Xantholinini	0.39	Xantholinus	0.38	Xantholinus_tricolor	0.32
GBSYM595-12		Insecta	1.00	Hymenoptera	0.96	Tenthredinidae	0.96	Tenthredininae	0.55	dummy_Tenthredininae	0.55	Tenthredo	0.53	Tenthredo_zonula	0.25
FBLMS077-09		Insecta	1.00	Lepidoptera	1.00	Yponomeutidae	1.00	Yponomeutinae	1.00	dummy_Yponomeutinae	1.00	Yponomeuta	1.00	Yponomeuta_evonymella	0.99
FBCOC676-10		Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Scolytinae	1.00	Xyleborini	1.00	Anisandrus	1.00	Anisandrus_dispar	1.00
GBCOU3404-13		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Staphylininae	1.00	Staphylinini	1.00	Bisnius	1.00	Bisnius_subuliformis	1.00
FBLMS257-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Archipini	1.00	Archips	1.00	Archips_crataegana	1.00
GBDTA10292-21		Insecta	1.00	Diptera	0.41	Tachinidae	0.10	Coleophorinae	0.07	dummy_Coleophorinae	0.07	Coleophora	0.07	Dexiosoma_caninum	0.02
FBLMW889-10		Insecta	1.00	Lepidoptera	1.00	Glyphipterigidae	1.00	Glyphipteriginae	1.00	dummy_Glyphipteriginae	1.00	Glyphipterix	1.00	Glyphipterix_thrasonella	1.00
GBMNB16853-20		Insecta	0.98	Lepidoptera	0.38	Tenthredinidae	0.15	Nematinae	0.11	dummy_Nematinae	0.11	Euura	0.05	Selenia_tetralunaria	0.03
BCHYM2951-14		Insecta	1.00	Hymenoptera	0.48	Tenthredinidae	0.14	Nematinae	0.11	dummy_Nematinae	0.11	Euura	0.09	Spilomena_troglodytes	0.04
GCOL13326-16		Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Galerucinae	1.00	Alticini	1.00	Aphthona	1.00	Aphthona_euphorbiae	1.00
GCOL12521-16		Insecta	1.00	Coleoptera	1.00	Curculionidae	0.99	Hyperinae	0.98	Hyperini	0.98	Hypera	0.98	Hypera_nigrirostris	0.61
GBCOB626-12		Insecta	1.00	Lepidoptera	0.55	Tortricidae	0.22	Olethreutinae	0.13	Olethreutini	0.11	Phiaris	0.04	Phiaris_septentrionana	0.02
GWORU093-10		Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.57	Nymphalinae	0.51	Melitaeini	0.49	Melitaea	0.49	Melitaea_diamina	0.28
BCHYM6087-15		Insecta	1.00	Hymenoptera	0.82	Eulophidae	0.37	Pteromalinae	0.28	Pteromalini	0.28	Eulonchetron	0.28	Eulonchetron_torymoides	0.28
FBAQU1367-13		Insecta	1.00	Trichoptera	1.00	Leptoceridae	1.00	Leptocerinae	1.00	dummy_Leptocerinae	1.00	Ceraclea	1.00	Ceraclea_dissimilis	1.00
GBCOB419-12		Insecta	1.00	Coleoptera	0.52	Staphylinidae	0.20	Omaliinae	0.06	Anthophagini	0.04	Arpedium	0.02	Arpedium_brachypterum	0.02
GBCOL922-12		Insecta	1.00	Coleoptera	0.50	Staphylinidae	0.22	Aleocharinae	0.13	Aphodiini	0.05	Atheta	0.03	Melinopterus_punctatosulcatus	0.02
FBAPD948-11		Insecta	1.00	Hymenoptera	1.00	Megachilidae	1.00	Megachilinae	1.00	Anthidiini	1.00	Trachusa	1.00	Trachusa_byssina	1.00
GBMWB2551-15		Insecta	1.00	Diptera	1.00	Hybotidae	1.00	Tachydromiinae	1.00	Tachydromiini	1.00	Tachypeza	1.00	Tachypeza_fuscipennis	1.00
GBCL4159-09		Insecta	1.00	Coleoptera	1.00	Silvanidae	1.00	Silvaninae	1.00	dummy_Silvaninae	1.00	Oryzaephilus	1.00	Oryzaephilus_surinamensis	1.00
GBMWB2244-15		Insecta	1.00	Diptera	0.83	Mycetophilidae	0.13	Mycetophilinae	0.06	dummy_Gnoristinae	0.06	Boletina	0.06	Boletina_verticillata	0.04
FBCOB502-10		Insecta	1.00	Coleoptera	0.52	Staphylinidae	0.20	Aleocharinae	0.10	dummy_Gelechiinae	0.04	Coleophora	0.03	Cosmia_trapezina	0.02
FBLMU853-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Crambinae	1.00	dummy_Crambinae	1.00	Pediasia	1.00	Pediasia_fascelinella	1.00
FBLMU245-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Crambinae	1.00	dummy_Crambinae	1.00	Crambus	1.00	Crambus_lathoniellus	1.00
FBLMS276-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Archipini	1.00	Clepsis	1.00	Clepsis_senecionana	1.00
FBLMX163-11		Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.92	Noctuinae	0.91	Noctuini	0.47	Xestia	0.22	Xestia_triangulum	0.08
FBLMT618-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.99	Olethreutinae	0.98	Eucosmini	0.96	Epiblema	0.78	Epiblema_grandaevana	0.72
FBAPC746-11		Insecta	1.00	Hymenoptera	0.91	Megachilidae	0.89	Megachilinae	0.89	Megachilini	0.81	Megachile	0.79	Megachile_circumcincta	0.26
BCHYM3978-14		Insecta	1.00	Hymenoptera	0.65	Ichneumonidae	0.58	Pimplinae	0.20	Pimplini	0.11	Pimpla	0.07	Pimpla_rufipes	0.04
GWOSI045-10		Insecta	1.00	Lepidoptera	0.95	Geometridae	0.23	Ennominae	0.14	dummy_Ennominae	0.14	Colobochyla	0.04	Colobochyla_salicalis	0.04
GMGMO1934-18		Insecta	1.00	Diptera	1.00	Cecidomyiidae	1.00	Micromyinae	1.00	Campylomyzini	1.00	Campylomyza	1.00	Campylomyza_dilatata	1.00
GMGMN893-14		Insecta	1.00	Hymenoptera	1.00	Ichneumonidae	1.00	Phygadeuontinae	1.00	dummy_Phygadeuontinae	1.00	Thaumatogelis	1.00	Thaumatogelis_sylvicola	1.00
GCOL5284-16		Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Galerucinae	1.00	Alticini	1.00	Altica	1.00	Altica_carinthiaca	1.00
GMGRD3596-13		Insecta	1.00	Diptera	0.59	Tachinidae	0.16	Harpalinae	0.07	Pterostichini	0.03	Pterostichus	0.03	Macquartia_nudigena	0.03
GBCOU2431-13		Insecta	0.98	Coleoptera	0.46	Staphylinidae	0.18	Mycetophilinae	0.11	Mycetophilini	0.11	Atheta	0.05	Dynatosoma_dihaeta	0.05
GBLAF402-14		Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Arctiinae	1.00	Lithosiini	1.00	Pelosia	1.00	Pelosia_muscerda	1.00
GBLAA1283-15		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Hadenini	1.00	Sideridis	1.00	Sideridis_reticulata	1.00
GBCOD708-13		Insecta	1.00	Coleoptera	0.43	Curculionidae	0.21	Ceutorhynchinae	0.14	Ceutorhynchini	0.11	Ceutorhynchus	0.07	Eupithecia_plumbeolata	0.03
GWOSR456-11		Insecta	1.00	Lepidoptera	1.00	Geometridae	0.61	Ennominae	0.54	dummy_Ennominae	0.54	Biston	0.08	Biston_strataria	0.08
GMGRB791-13		Insecta	1.00	Diptera	0.78	Syrphidae	0.14	Harpalinae	0.12	dummy_Phorinae	0.08	Cheilosia	0.06	Hypocera_mordellaria	0.03
GBACU1958-12		Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	dummy_Eumeninae	1.00	Symmorphus	1.00	Symmorphus_murarius	1.00
FBLMU275-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Eucosmini	1.00	Gypsonoma	1.00	Gypsonoma_sociana	1.00
FBHAP433-09		Insecta	1.00	Hymenoptera	1.00	Apidae	1.00	Nomadinae	1.00	Nomadini	1.00	Nomada	1.00	Nomada_subcornuta	0.62
GWORL632-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Scopariinae	1.00	dummy_Scopariinae	1.00	Eudonia	1.00	Eudonia_pallida	1.00
GBEPT1469-14		Insecta	1.00	Trichoptera	1.00	Rhyacophilidae	1.00	dummy_Rhyacophilidae	1.00	dummy_Rhyacophilidae	1.00	Rhyacophila	1.00	Rhyacophila_nubila	1.00
GWORR666-10		Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Heliconiinae	1.00	Argynnini	1.00	Brenthis	1.00	Brenthis_ino	1.00
FBLMU052-09		Insecta	1.00	Lepidoptera	0.98	Gelechiidae	0.29	Gelechiinae	0.26	dummy_Pyraustinae	0.16	Chionodes	0.13	Chionodes_fumatella	0.13
GWOSI815-10		Insecta	1.00	Lepidoptera	0.99	Geometridae	0.58	Larentiinae	0.49	dummy_Larentiinae	0.40	Euphyia	0.12	Euphyia_unangulata	0.11
GCOL9084-16		Insecta	1.00	Coleoptera	0.40	Staphylinidae	0.08	Coenosiinae	0.06	Alticini	0.05	Limnophora	0.02	Coenosia_verralli	0.02
GCOL4190-16		Insecta	1.00	Coleoptera	1.00	Cerambycidae	1.00	Lamiinae	1.00	Phytoeciini	1.00	Oberea	1.00	Oberea_oculata	1.00
GBLAA1791-15		Insecta	1.00	Lepidoptera	1.00	Saturniidae	1.00	Saturniinae	1.00	Saturniini	1.00	Saturnia	1.00	Saturnia_pavonia	1.00
GBLAF246-14		Insecta	1.00	Lepidoptera	1.00	Notodontidae	1.00	Heterocampinae	1.00	dummy_Heterocampinae	1.00	Stauropus	1.00	Stauropus_fagi	1.00
GBLAA1011-14		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	dummy_Noctuinae	1.00	Eugnorisma	1.00	Eugnorisma_glareosa	1.00
GMGRH614-13		Insecta	1.00	Diptera	1.00	Mycetophilidae	1.00	Mycetophilinae	1.00	Mycetophilini	1.00	Phronia	1.00	Phronia_elegantula	1.00
GBLAB089-13		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Ennominae	1.00	dummy_Ennominae	1.00	Phigalia	1.00	Phigalia_pilosaria	1.00
GBSYM233-12		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Allantinae	0.93	dummy_Allantinae	0.93	Monostegia	0.90	Monostegia_abdominalis	0.90
FBCON574-13		Insecta	1.00	Coleoptera	0.54	Scarabaeidae	0.19	Aphodiinae	0.18	Aphodiini	0.18	Planolinoides	0.09	Planolinoides_borealis	0.09
GMGRD2172-13		Insecta	1.00	Diptera	0.82	Phoridae	0.25	Phorinae	0.21	dummy_Phorinae	0.21	Diplonevra	0.11	Diplonevra_nitidula	0.07
FBSYB864-12		Insecta	1.00	Hymenoptera	0.99	Tenthredinidae	0.99	Nematinae	0.96	dummy_Nematinae	0.96	Euura	0.89	Euura_leucopyga	0.09
FBAQU1347-13		Insecta	1.00	Diptera	0.52	Chironomidae	0.17	Orthocladiinae	0.09	dummy_Orthocladiinae	0.09	Medetera	0.07	Smittia_edwardsi	0.03
GBACU2857-13		Insecta	1.00	Hymenoptera	0.85	Bembicidae	0.61	Bembicinae	0.60	Gorytini	0.59	Gorytes	0.59	Gorytes_quinquecinctus	0.39
GWOR1603-07		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Eupitheciini	1.00	Eupithecia	1.00	Eupithecia_lanceata	1.00
FBLMV631-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Olethreutini	1.00	Phiaris	1.00	Phiaris_septentrionana	0.70
GWORU455-10		Insecta	1.00	Lepidoptera	0.98	Geometridae	0.39	Ennominae	0.24	dummy_Ennominae	0.24	Venusia	0.06	Venusia_blomeri	0.05
FBLMS139-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Olethreutini	1.00	Endothenia	1.00	Endothenia_ericetana	1.00
GBCOD646-13		Insecta	1.00	Diptera	0.42	Carabidae	0.13	Harpalinae	0.07	Coenosiini	0.04	Tipula	0.03	Pterostichus_rhaeticus	0.02
FBLMW919-10		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anacampsinae	1.00	Anarsiini	1.00	Anarsia	1.00	Anarsia_innoxiella	1.00
GBCOU3319-13		Insecta	1.00	Coleoptera	0.56	Staphylinidae	0.19	Aleocharinae	0.08	dummy_Mycetophaginae	0.05	Litargus	0.05	Litargus_connexus	0.05
BCHYM8576-15		Insecta	1.00	Hymenoptera	0.89	Pteromalidae	0.33	Pteromalinae	0.33	Pteromalini	0.33	Eulonchetron	0.32	Eulonchetron_torymoides	0.32
AMTPA493-15		Insecta	1.00	Hymenoptera	1.00	Ichneumonidae	1.00	Campopleginae	1.00	dummy_Campopleginae	1.00	Hyposoter	1.00	Hyposoter_inquinatus	1.00
GMGMP2227-18		Insecta	1.00	Hemiptera	0.30	Miridae	0.11	Harpalinae	0.10	Mirini	0.05	Orius	0.04	Orius_laticollis	0.04
GMGME721-14		Insecta	0.96	Diptera	0.39	Cecidomyiidae	0.10	Micromyinae	0.07	dummy_Sciaridae	0.06	Bryomyia	0.06	Bryomyia_bergrothi	0.06
FBCOP377-13		Insecta	1.00	Coleoptera	0.76	Brentidae	0.71	Apioninae	0.71	Apionini	0.71	Taeniapion	0.66	Taeniapion_urticarium	0.66
FBCON641-13		Insecta	1.00	Coleoptera	1.00	Histeridae	1.00	Abraeinae	1.00	Acritini	1.00	Acritus	1.00	Acritus_minutus	1.00
FBLMT179-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Archipini	1.00	Pandemis	1.00	Pandemis_corylana	1.00
GWORK421-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Xylenini	1.00	Leptologia	1.00	Leptologia_lota	1.00
GWORL677-09		Insecta	1.00	Lepidoptera	1.00	Geometridae	0.98	Larentiinae	0.97	dummy_Larentiinae	0.96	Xanthorhoe	0.95	Xanthorhoe_fluctuata	0.93
FBACA222-10		Insecta	1.00	Hymenoptera	0.42	Ichneumonidae	0.16	Eumeninae	0.13	dummy_Eumeninae	0.13	Euodynerus	0.08	Euodynerus_notatus	0.04
FBACB563-11		Insecta	0.99	Hymenoptera	0.64	Ichneumonidae	0.48	Phygadeuontinae	0.13	dummy_Phygadeuontinae	0.13	Zatypota	0.07	Zatypota_percontatoria	0.07
GBLAA1564-15		Insecta	1.00	Lepidoptera	0.97	Geometridae	0.77	Sterrhinae	0.69	dummy_Sterrhinae	0.69	Idaea	0.69	Idaea_sylvestraria	0.20
FBCOG774-12		Insecta	1.00	Diptera	0.45	Tachinidae	0.13	Aleocharinae	0.06	dummy_Haliplidae	0.06	Haliplus	0.06	Haliplus_lineolatus	0.04
BCHYM4928-14		Insecta	1.00	Hymenoptera	0.66	Ichneumonidae	0.23	Eumeninae	0.09	dummy_Eumeninae	0.09	Symmorphus	0.07	Symmorphus_bifasciatus	0.06
GCOL11548-16		Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Curculioninae	1.00	Mecinini	1.00	Mecinus	1.00	Mecinus_pascuorum	1.00
GMGMO347-18		Insecta	1.00	Diptera	0.87	Phoridae	0.19	Phorinae	0.16	dummy_Phorinae	0.16	Diplonevra	0.12	Diplonevra_concinna	0.07
GCOL9462-16		Insecta	1.00	Coleoptera	0.63	Staphylinidae	0.31	Tachyporinae	0.12	Tachyporini	0.10	Tachyporus	0.09	Tachyporus_pulchellus	0.04
FBCOG1123-12		Insecta	1.00	Coleoptera	0.67	Curculionidae	0.32	Curculioninae	0.12	Ellescini	0.09	Ellescus	0.05	Ellescus_bipunctatus	0.05
GCOL8193-16		Insecta	1.00	Coleoptera	0.46	Carabidae	0.16	Harpalinae	0.12	Lebiini	0.05	Philorhizus	0.05	Philorhizus_sigma	0.05
FBCOJ760-13		Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Sphodrini	1.00	Calathus	1.00	Calathus_micropterus	1.00
FBCOJ164-12		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Athetini	1.00	Atheta	1.00	Atheta_malleus	1.00
GBMWH075-15		Insecta	0.98	Hymenoptera	0.42	Tenthredinidae	0.20	Selandriinae	0.08	Dolerini	0.07	Dolerus	0.07	Helcystogramma_lineolella	0.02
GBLAB352-13		Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.97	Noctuinae	0.97	dummy_Noctuinae	0.69	Xestia	0.57	Eurois_occulta	0.14
FBLMV086-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	dummy_Noctuinae	1.00	Mythimna	1.00	Mythimna_conigera	1.00
GBDTA9938-21		Insecta	1.00	Diptera	0.29	Ichneumonidae	0.07	Limnephilinae	0.04	dummy_Limnephilinae	0.04	Stenichnus	0.03	Stenichnus_collaris	0.03
FBCOA227-10		Insecta	1.00	Coleoptera	0.76	Staphylinidae	0.61	Omaliinae	0.52	Omaliini	0.51	Omalium	0.48	Omalium_strigicolle	0.18
GMGMU1665-20		Insecta	1.00	Hymenoptera	0.84	Ichneumonidae	0.82	Orthocentrinae	0.23	dummy_Orthocentrinae	0.23	Helictes	0.20	Helictes_borealis	0.20
GBSYM1042-12		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Nematinae	1.00	dummy_Nematinae	1.00	Euura	1.00	Euura_spiraeae	1.00
EULEP5082-16		Insecta	1.00	Lepidoptera	0.94	Nymphalidae	0.32	Satyrinae	0.28	Satyrini	0.25	Oeneis	0.21	Oeneis_jutta	0.08
FBLMV211-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Plusiinae	1.00	dummy_Plusiinae	1.00	Syngrapha	1.00	Syngrapha_interrogationis	1.00
GCOL2540-16		Insecta	1.00	Coleoptera	0.53	Chrysomelidae	0.22	Galerucinae	0.19	Alticini	0.17	Chaetocnema	0.13	Chaetocnema_sahlbergii	0.09
GBCOU2074-13		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Pselaphinae	1.00	Brachyglutini	1.00	Brachygluta	1.00	Brachygluta_fossulata	1.00
GCOL4501-16		Insecta	1.00	Coleoptera	1.00	Cerambycidae	1.00	Lamiinae	1.00	Saperdini	1.00	Saperda	1.00	Saperda_populnea	1.00
GBLAF582-14		Insecta	1.00	Lepidoptera	0.99	Noctuidae	0.93	Noctuinae	0.88	Apameini	0.34	Enargia	0.07	Enargia_paleacea	0.07
GBSYM583-12		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Blennocampinae	0.99	dummy_Blennocampinae	0.99	Claremontia	0.99	Claremontia_brevicornis	0.96
GBLAA894-14		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Metoponiinae	1.00	dummy_Metoponiinae	1.00	Tyta	1.00	Tyta_luctuosa	1.00
FBCOG523-12		Insecta	1.00	Diptera	0.52	Syrphidae	0.11	dummy_Eriocraniidae	0.09	dummy_Eriocraniidae	0.09	Dyseriocrania	0.05	Dyseriocrania_subpurpurella	0.05
GMGRB1839-13		Insecta	1.00	Hymenoptera	0.94	Ichneumonidae	0.94	Orthocentrinae	0.52	dummy_Orthocentrinae	0.52	Orthocentrus	0.46	Orthocentrus_attenuatus	0.28
ODOPE149-11		Insecta	1.00	Lepidoptera	0.99	Gracillariidae	0.72	Lithocolletinae	0.72	dummy_Lithocolletinae	0.72	Phyllonorycter	0.72	Phyllonorycter_stettinensis	0.13
GWORL510-09		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Eupitheciini	1.00	Eupithecia	1.00	Eupithecia_cauchiata	1.00
FBSYM705-10		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Heterarthrinae	1.00	dummy_Heterarthrinae	1.00	Heterarthrus	1.00	Heterarthrus_vagans	1.00
FBCOA103-10		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Myllaenini	1.00	Myllaena	1.00	Myllaena_intermedia	1.00
FBAPC628-11		Insecta	0.99	Hymenoptera	0.62	Mycetophilidae	0.13	Mycetophilinae	0.13	Crabronini	0.10	Trichonta	0.09	Trichonta_atricauda	0.09
GBCOU1918-13		Insecta	1.00	Coleoptera	0.76	Staphylinidae	0.60	Staphylininae	0.33	Staphylinini	0.33	Quedius	0.33	Quedius_cinctus	0.13
GBMNA36116-19		Insecta	1.00	Diptera	0.91	Tachinidae	0.14	Culicinae	0.13	Aedini	0.11	Aedes	0.11	Lonchoptera_lutea	0.05
FBCOD346-11		Insecta	1.00	Coleoptera	0.47	Staphylinidae	0.15	Anaspidinae	0.11	Anaspidini	0.11	Anaspis	0.11	Anaspis_arctica	0.08
MJBRC001-15		Insecta	1.00	Diptera	0.62	Cecidomyiidae	0.36	Micromyinae	0.36	Aprionini	0.35	Aprionus	0.35	Aprionus_longicollis	0.20
GBLAF264-14		Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Arctiinae	1.00	Arctiini	1.00	Coscinia	1.00	Coscinia_cribraria	1.00
NORSC2095-17		Insecta	1.00	Diptera	1.00	Sciaridae	1.00	dummy_Sciaridae	1.00	dummy_Sciaridae	1.00	Corynoptera	1.00	Corynoptera_subdentata	1.00
GBMWB500-15		Insecta	1.00	Diptera	1.00	Empididae	1.00	Empidinae	1.00	Empidini	1.00	Empis	1.00	Empis_acinerea	1.00
BCHYM8893-15		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Tenthredininae	1.00	dummy_Tenthredininae	1.00	Macrophya	1.00	Macrophya_punctumalbum	1.00
FGMLB698-13		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anomologinae	1.00	dummy_Anomologinae	1.00	Monochroa	1.00	Monochroa_tenebrella	1.00
FBSYR1233-13		Insecta	1.00	Diptera	1.00	Tachinidae	1.00	Dexiinae	1.00	Voriini	1.00	Athrycia	1.00	Athrycia_trepida	0.79
