ID	class	Prob_class	order	Prob_order	family	Prob_family	 subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	 species	Prob_species
GCOL7876-16		Insecta	1.00	Coleoptera	0.37	Tortricidae	0.14	Olethreutinae	0.11	Eucosmini	0.06	Trixagus	0.04	Trixagus_meybohmi	0.04
GCOL8124-16		Insecta	1.00	Coleoptera	0.67	Staphylinidae	0.43	Aleocharinae	0.18	Athetini	0.15	Atheta	0.10	Atheta_nigripes	0.09
GWOTH875-12		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Ennominae	1.00	Ennominae_dummy_tribe	1.00	Charissa	1.00	Charissa_obscurata	1.00
GBMTB751-15		Insecta	1.00	Diptera	0.88	Syrphidae	0.17	Eristalinae	0.17	Eristalini	0.11	Eristalinus	0.06	Eristalinus_sepulchralis	0.06
FGMLG029-15		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anacampsinae	1.00	Anacampsini	1.00	Aproaerema	1.00	Aproaerema_sangiella	1.00
GMGML338-14		Insecta	1.00	Hymenoptera	1.00	Ichneumonidae	1.00	Campopleginae	0.98	Campopleginae_dummy_tribe	0.98	Olesicampe	0.83	Olesicampe_annulitarsis	0.37
BCHYM8249-15		Insecta	0.85	Hymenoptera	0.51	Braconidae	0.29	Exothecinae	0.29	Exothecinae_dummy_tribe	0.29	Colastes	0.29	Colastes_braconius	0.29
GBLAF407-14		Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Lymantriinae	1.00	Nygmiini	1.00	Sphrageidus	1.00	Sphrageidus_similis	1.00
GBMIN29818-13		Insecta	1.00	Coleoptera	0.73	Curculionidae	0.41	Entiminae	0.20	Brachyderini	0.08	Strophosoma	0.08	Strophosoma_capitatum	0.08
GBCOU3639-13		Insecta	1.00	Coleoptera	0.63	Carabidae	0.54	Trechinae	0.35	Bembidiini	0.34	Bembidion	0.33	Bembidion_hyperboraeorum	0.09
GBLAB176-13		Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Arctiinae	1.00	Lithosiini	1.00	Cybosia	1.00	Cybosia_mesomella	1.00
FBCOK263-13		Insecta	1.00	Coleoptera	0.71	Staphylinidae	0.50	Aleocharinae	0.38	Athetini	0.23	Atheta	0.19	Atheta_spatuloides	0.06
FBSYB1171-12		Insecta	1.00	Hymenoptera	1.00	Pamphiliidae	1.00	Cephalciinae	1.00	Cephalciinae_dummy_tribe	1.00	Cephalcia	1.00	Cephalcia_arvensis	0.90
BASYM1394-11		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Nematinae	1.00	Nematinae_dummy_tribe	1.00	Pristiphora	1.00	Pristiphora_leucopus	1.00
FBLMT217-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Olethreutini	1.00	Hedya	1.00	Hedya_dimidiana	1.00
FBAQU855-10		Insecta	1.00	Ephemeroptera	1.00	Siphlonuridae	1.00	Siphlonuridae_dummy_subfamily	1.00	Siphlonuridae_dummy_tribe	1.00	Siphlonurus	1.00	Siphlonurus_lacustris	1.00
GWOR3922-09		Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Nymphalinae	1.00	Nymphalini	1.00	Nymphalis	1.00	Nymphalis_polychloros	1.00
FBSYM1004-10		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Selandriinae	1.00	Selandriinae_dummy_tribe	1.00	Aneugmenus	1.00	Aneugmenus_temporalis	1.00
FBACA857-10		Insecta	0.98	Hymenoptera	0.95	Crabronidae	0.92	Crabronidae_dummy_subfamily	0.79	Larrini	0.79	Tachysphex	0.79	Tachysphex_helveticus	0.29
FBAPD612-11		Insecta	1.00	Hymenoptera	1.00	Apidae	1.00	Apinae	1.00	Bombini	1.00	Bombus	1.00	Bombus_semenoviellus	1.00
GWOSM052-11		Insecta	1.00	Lepidoptera	0.93	Geometridae	0.62	Ennominae	0.43	Ennominae_dummy_tribe	0.43	Macaria	0.11	Macaria_carbonaria	0.11
BCHYM1527-14		Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabronini	1.00	Crabro	1.00	Crabro_scutellatus	1.00
FBCOE422-12		Insecta	1.00	Coleoptera	0.53	Carabidae	0.44	Harpalinae	0.43	Zabrini	0.21	Amara	0.21	Amara_municipalis	0.16
ODOPE462-11		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Olethreutini	1.00	Apotomis	1.00	Apotomis_betuletana	0.44
GWOTF371-12		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Larentiinae_dummy_tribe	1.00	Entephria	1.00	Entephria_flavicinctata	1.00
FGMLG012-15		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anomologinae	1.00	Anomologinae_dummy_tribe	1.00	Metzneria	0.99	Metzneria_metzneriella	0.97
FBSYB920-12		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Allantinae	1.00	Allantinae_dummy_tribe	1.00	Eriocampa	1.00	Eriocampa_umbratica	1.00
FBCOD701-11		Insecta	0.98	Coleoptera	0.58	Coccinellidae	0.33	Coccinellinae	0.33	Coccinellini	0.32	Sospita	0.07	Sospita_vigintiguttata	0.07
FBLMS463-09		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Crambinae	1.00	Crambinae_dummy_tribe	1.00	Agriphila	1.00	Agriphila_tristella	1.00
FBLMS362-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Enarmoniini	1.00	Ancylis	1.00	Ancylis_upupana	1.00
GWORM283-09		Insecta	1.00	Lepidoptera	0.93	Geometridae	0.42	Sterrhinae	0.32	Sterrhinae_dummy_tribe	0.32	Idaea	0.26	Idaea_sylvestraria	0.08
FBAQU1213-12		Insecta	1.00	Lepidoptera	0.32	Gracillariidae	0.06	Limnephilinae	0.04	Limnephilinae_dummy_tribe	0.04	Limnephilus	0.04	Eriocrania_sangii	0.04
FBAPC302-10		Insecta	1.00	Hymenoptera	0.92	Andrenidae	0.77	Andreninae	0.77	Andrenini	0.77	Andrena	0.77	Andrena_fulvida	0.46
FBAPC1011-11		Insecta	1.00	Hymenoptera	0.88	Halictidae	0.82	Halictinae	0.82	Halictini	0.82	Lasioglossum	0.68	Lasioglossum_quadrinotatum	0.40
GBCOC492-12		Insecta	1.00	Coleoptera	1.00	Ptiliidae	1.00	Ptiliinae	1.00	Ptenidiini	1.00	Ptenidium	1.00	Ptenidium_nitidum	1.00
FBCOG492-12		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Scydmaeninae	1.00	Stenichnini	1.00	Neuraphes	1.00	Neuraphes_angulatus	1.00
FBCON073-13		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Omaliinae	1.00	Coryphiini	1.00	Coryphium	1.00	Coryphium_angusticolle	1.00
GDIP3718-22		Insecta	1.00	Diptera	1.00	Chironomidae	1.00	Chironominae	1.00	Tanytarsini	1.00	Tanytarsus	1.00	Tanytarsus_usmaensis	1.00
GMGMU1288-20		Insecta	1.00	Diptera	0.82	Chironomidae	0.57	Chironominae	0.45	Chironomini	0.24	Tanytarsus	0.10	Cladopelma_edwardsi	0.05
GMGMP9035-18		Insecta	1.00	Diptera	1.00	Dryomyzidae	1.00	Dryomyzinae	1.00	Dryomyzinae_dummy_tribe	1.00	Dryomyza	1.00	Dryomyza_anilis	1.00
GBACU1668-12		Insecta	1.00	Hymenoptera	0.41	Pemphredonidae	0.11	Pemphredoninae	0.10	Pemphredonini	0.09	Passaloecus	0.08	Pterophorus_pentadactyla	0.07
AMTPF3696-16		Insecta	1.00	Diptera	0.97	Anthomyiidae	0.15	Anthomyiidae_dummy_subfamily	0.15	Anthomyiidae_dummy_tribe	0.15	Fannia	0.08	Chaetopodella_scutellaris	0.05
FGMLK086-17		Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Gracillariinae	1.00	Gracillariinae_dummy_tribe	1.00	Caloptilia	1.00	Caloptilia_cuculipennella	1.00
GCOL413-16		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Oxyporinae	1.00	Oxyporinae_dummy_tribe	1.00	Oxyporus	1.00	Oxyporus_maxillosus	1.00
BASYM2897-13		Insecta	1.00	Hymenoptera	1.00	Diprionidae	1.00	Diprioninae	1.00	Diprioninae_dummy_tribe	1.00	Gilpinia	1.00	Gilpinia_variegata	1.00
GBCOB867-12		Insecta	1.00	Coleoptera	0.60	Chrysomelidae	0.09	Ciinae	0.05	Ciinae_dummy_tribe	0.05	Anthicus	0.04	Adelphocoris_lineolatus	0.04
FBSYB886-12		Insecta	1.00	Hymenoptera	0.99	Tenthredinidae	0.98	Blennocampinae	0.46	Blennocampinae_dummy_tribe	0.46	Euura	0.23	Monophadnoides_rubi	0.19
GWORQ466-10		Insecta	1.00	Lepidoptera	0.97	Geometridae	0.70	Sterrhinae	0.60	Sterrhinae_dummy_tribe	0.60	Idaea	0.58	Idaea_emarginata	0.16
FBAQU985-10		Insecta	1.00	Coleoptera	0.92	Dytiscidae	0.83	Hydroporinae	0.81	Hydroporini	0.81	Hydroporus	0.80	Hydroporus_erythrocephalus	0.17
BASYM114-10		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Tenthredininae	1.00	Tenthredininae_dummy_tribe	1.00	Tenthredo	1.00	Tenthredo_omissa	1.00
FBLMX047-11		Insecta	1.00	Lepidoptera	0.98	Gracillariidae	0.79	Gracillariinae	0.79	Gracillariinae_dummy_tribe	0.79	Calybites	0.77	Calybites_phasianipennella	0.77
GBDTA15989-21		Insecta	0.82	Hymenoptera	0.31	Salticidae	0.09	Salticidae_dummy_subfamily	0.09	Salticidae_dummy_tribe	0.09	Attulus	0.08	Attulus_caricis	0.08
GMGMV1334-20		Insecta	1.00	Hymenoptera	0.80	Ichneumonidae	0.38	Phygadeuontinae	0.15	Phygadeuontinae_dummy_tribe	0.15	Hylaeus	0.09	Dolerus_germanicus	0.06
GWOTH909-12		Insecta	1.00	Lepidoptera	0.99	Geometridae	0.40	Noctuinae	0.36	Ennominae_dummy_tribe	0.30	Psodos	0.12	Psodos_coracina	0.12
GWOSN635-11		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Eupitheciini	1.00	Eupithecia	1.00	Eupithecia_pusillata	1.00
FBLMZ548-12		Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.91	Noctuinae	0.84	Apameini	0.25	Mythimna	0.15	Mythimna_impura	0.09
ODOPE362-11		Insecta	1.00	Lepidoptera	0.90	Geometridae	0.69	Larentiinae	0.68	Eupitheciini	0.62	Eupithecia	0.62	Eupithecia_centaureata	0.31
GCOL3034-16		Insecta	1.00	Coleoptera	0.60	Curculionidae	0.42	Scolytinae	0.26	Polygraphini	0.14	Polygraphus	0.14	Polygraphus_subopacus	0.13
GBLAD1125-14		Insecta	1.00	Lepidoptera	0.95	Geometridae	0.58	Larentiinae	0.27	Larentiinae_dummy_tribe	0.25	Scopula	0.07	Ligdia_adustata	0.06
BCHYM8171-15		Insecta	1.00	Hymenoptera	0.94	Ichneumonidae	0.94	Ichneumoninae	0.67	Ichneumoninae_dummy_tribe	0.67	Tycherus	0.25	Tycherus_ophthalmicus	0.19
FBSYB1312-12		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Nematinae	1.00	Nematinae_dummy_tribe	1.00	Pristiphora	1.00	Pristiphora_laricis	0.86
FBAQU1459-13		Insecta	1.00	Trichoptera	0.39	Phryganeidae	0.13	Phryganeinae	0.13	Phryganeinae_dummy_tribe	0.13	Micrasema	0.08	Micrasema_(gelidum)_gelidum	0.08
FBORT540-13		Insecta	1.00	Lepidoptera	0.44	Chloropidae	0.09	Chloropinae	0.08	Meromyzini	0.08	Meromyza	0.08	Denisia_similella	0.05
GBCOB907-12		Insecta	1.00	Coleoptera	0.70	Staphylinidae	0.43	Omaliinae	0.23	Omaliini	0.16	Acrolocha	0.12	Aleochara_signata	0.10
GBACU844-12		Insecta	1.00	Hymenoptera	1.00	Apidae	1.00	Nomadinae	1.00	Epeolini	1.00	Epeolus	1.00	Epeolus_cruciger	0.99
FBHET1135-12		Insecta	1.00	Hemiptera	0.40	Rhyparochromidae	0.25	Rhyparochrominae	0.24	Megalonotini	0.12	Sphragisticus	0.11	Sphragisticus_nebulosus	0.11
FBCOD1186-11		Insecta	1.00	Coleoptera	0.62	Curculionidae	0.28	Entiminae	0.15	Otiorhynchini	0.08	Otiorhynchus	0.08	Otiorhynchus_arcticus	0.05
FBLMT937-09		Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Galleriinae	1.00	Galleriinae_dummy_tribe	1.00	Achroia	1.00	Achroia_grisella	1.00
GWORP413-09		Insecta	1.00	Lepidoptera	1.00	Geometridae	0.38	Larentiinae	0.22	Ennominae_dummy_tribe	0.16	Macaria	0.08	Gandaritis_pyraliata	0.06
GBDTA10550-21		Insecta	0.99	Hymenoptera	0.27	Ichneumonidae	0.17	Gelechiinae	0.05	Gelechiinae_dummy_tribe	0.05	Caryocolum	0.04	Caryocolum_petryi	0.04
GBDTA10756-21		Insecta	0.97	Diptera	0.41	Cecidomyiidae	0.17	Micromyinae	0.17	Aprionini	0.14	Aprionus	0.14	Aprionus_arcticus	0.08
GCOL1258-16		Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Trechinae	1.00	Bembidiini	1.00	Asaphidion	1.00	Asaphidion_pallipes	1.00
GWOSQ515-11		Insecta	1.00	Lepidoptera	1.00	Erebidae	0.99	Arctiinae	0.98	Arctiini	0.97	Arctia	0.88	Arctia_alpina	0.65
GBLAA1194-15		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Plusiinae	1.00	Plusiinae_dummy_tribe	1.00	Syngrapha	1.00	Syngrapha_interrogationis	1.00
GMGMJ121-14		Insecta	1.00	Hymenoptera	0.84	Tenthredinidae	0.83	Tenthredininae	0.33	Tenthredininae_dummy_tribe	0.33	Pristiphora	0.22	Pristiphora_cincta	0.09
FBARB736-12		Arachnida	1.00	Araneae	1.00	Linyphiidae	1.00	Linyphiidae_dummy_subfamily	1.00	Linyphiidae_dummy_tribe	1.00	Kaestneria	1.00	Kaestneria_dorsalis	1.00
FBCOF029-12		Insecta	1.00	Coleoptera	0.99	Cerambycidae	0.94	Cerambycinae	0.94	Clytini	0.94	Clytus	0.94	Clytus_arietis	0.94
FBLMV149-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Xylenini	1.00	Xylena	1.00	Xylena_vetusta	1.00
FBAQU280-09		Insecta	1.00	Lepidoptera	0.38	Rhyacophilidae	0.29	Rhyacophilidae_dummy_subfamily	0.29	Rhyacophilidae_dummy_tribe	0.29	Rhyacophila	0.29	Rhyacophila_nubila	0.17
ODOPE366-11		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Eupitheciini	1.00	Eupithecia	1.00	Eupithecia_abietaria	1.00
FBAQU961-10		Insecta	1.00	Coleoptera	0.97	Dytiscidae	0.96	Hydroporinae	0.95	Hydroporini	0.95	Hydroporus	0.95	Hydroporus_umbrosus	0.88
FBACA044-10		Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabronini	1.00	Crossocerus	1.00	Crossocerus_nigritus	1.00
GBCOB052-12		Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Ciinae_dummy_tribe	1.00	Ennearthron	1.00	Ennearthron_cornutum	1.00
FBLMX177-11		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Noctuinae_dummy_tribe	1.00	Hadena	1.00	Hadena_compta	1.00
GCOL11512-16		Insecta	0.99	Coleoptera	0.61	Curculionidae	0.29	Entiminae	0.12	Sitonini	0.12	Sitona	0.12	Sitona_lineellus	0.08
FBLMZ584-12		Insecta	1.00	Lepidoptera	1.00	Incurvariidae	1.00	Incurvariinae	1.00	Incurvariinae_dummy_tribe	1.00	Phylloporia	1.00	Phylloporia_bistrigella	1.00
GWORA2877-15		Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Nymphalinae	1.00	Nymphalini	1.00	Nymphalis	1.00	Nymphalis_polychloros	1.00
GCOL3968-16		Insecta	1.00	Coleoptera	0.98	Cantharidae	0.95	Cantharinae	0.95	Cantharini	0.86	Cantharis	0.64	Cantharis_obscura	0.17
GBACU2464-13		Insecta	1.00	Hymenoptera	1.00	Apidae	1.00	Nomadinae	1.00	Nomadini	1.00	Nomada	1.00	Nomada_marshamella	1.00
GBLAA1689-15		Insecta	1.00	Lepidoptera	0.96	Geometridae	0.16	Momphidae_dummy_subfamily	0.11	Momphidae_dummy_tribe	0.11	Mompha	0.11	Mompha_sturnipennella	0.11
GBLAD416-14		Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Boletobiinae	1.00	Phytometrini	1.00	Phytometra	1.00	Phytometra_viridaria	1.00
GBMWB182-15		Insecta	1.00	Diptera	1.00	Pipunculidae	1.00	Chalarinae	1.00	Chalarinae_dummy_tribe	1.00	Verrallia	1.00	Verrallia_villosa	1.00
GBACU3699-13		Insecta	1.00	Hymenoptera	0.74	Megachilidae	0.67	Megachilinae	0.67	Osmiini	0.51	Osmia	0.47	Osmia_bicornis	0.29
BCHYM7367-15		Insecta	1.00	Hymenoptera	0.93	Ichneumonidae	0.83	Mesochorinae	0.44	Mesochorinae_dummy_tribe	0.44	Mesochorus	0.44	Mesochorus_tachypus	0.13
FBORT081-09		Insecta	1.00	Lepidoptera	0.37	Staphylinidae	0.09	Chironominae	0.07	Oecophorinae_dummy_tribe	0.06	Denisia	0.06	Dasytes_niger	0.04
GBCOU3037-13		Insecta	1.00	Coleoptera	0.60	Nitidulidae	0.23	Meligethinae	0.23	Meligethinae_dummy_tribe	0.23	Meligethes	0.15	Meligethes_flavimanus	0.10
FBLMW024-10		Insecta	1.00	Lepidoptera	1.00	Argyresthiidae	1.00	Argyresthiidae_dummy_subfamily	1.00	Argyresthiidae_dummy_tribe	1.00	Argyresthia	1.00	Argyresthia_brockeella	1.00
FBCOA934-10		Insecta	1.00	Coleoptera	0.53	Staphylinidae	0.17	Aleocharinae	0.11	Bacchini	0.09	Platycheirus	0.09	Harpalus_tardus	0.05
FBAPC122-10		Insecta	1.00	Hymenoptera	1.00	Apidae	0.78	Nomadinae	0.67	Nomadini	0.54	Nomada	0.54	Nomada_lathburiana	0.12
GWOSM003-11		Insecta	1.00	Lepidoptera	0.99	Geometridae	0.67	Ennominae	0.62	Ennominae_dummy_tribe	0.62	Biston	0.22	Biston_strataria	0.22
GWOSO813-11		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Eustrotiinae	1.00	Eustrotiinae_dummy_tribe	1.00	Deltote	1.00	Deltote_uncula	1.00
FBLMW114-10		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Plusiinae	1.00	Plusiini	0.98	Autographa	0.98	Autographa_gamma	0.29
FBAPC511-11		Insecta	1.00	Hymenoptera	0.81	Colletidae	0.44	Hylaeinae	0.44	Hylaeini	0.44	Hylaeus	0.44	Hylaeus_incongruus	0.34
GBPSS084-20		Insecta	0.76	Diptera	0.33	Linyphiidae	0.14	Linyphiidae_dummy_subfamily	0.14	Linyphiidae_dummy_tribe	0.14	Pityohyphantes	0.04	Pityohyphantes_phrygianus	0.04
FGMLL109-17		Insecta	1.00	Lepidoptera	0.91	Gracillariidae	0.23	Parornichinae	0.18	Parornichinae_dummy_tribe	0.18	Callisto	0.17	Callisto_coffeella	0.10
BCHYM9333-15		Insecta	0.95	Hymenoptera	0.84	Crabronidae	0.26	Crabroninae	0.24	Crabronini	0.24	Crossocerus	0.19	Astata_minor	0.06
GWOTF695-12		Insecta	1.00	Lepidoptera	1.00	Lycaenidae	1.00	Lycaeninae	1.00	Lycaenini	1.00	Lycaena	1.00	Lycaena_hippothoe	1.00
GBMIX1703-15		Insecta	1.00	Lepidoptera	0.64	Noctuidae	0.14	Noctuinae	0.13	Noctuini	0.07	Agrotis	0.05	Pechipogo_strigilata	0.03
FBCOI052-12		Insecta	1.00	Coleoptera	1.00	Leiodidae	1.00	Cholevinae	1.00	Cholevini	1.00	Catops	1.00	Catops_tristis	1.00
FBCOH577-12		Insecta	1.00	Coleoptera	0.73	Chrysomelidae	0.44	Galerucinae	0.44	Galerucini	0.43	Galeruca	0.28	Galeruca_tanaceti	0.28
FBARB538-11		Arachnida	0.98	Araneae	0.98	Gnaphosidae	0.38	Gnaphosidae_dummy_subfamily	0.38	Gnaphosidae_dummy_tribe	0.38	Gnaphosa	0.29	Gnaphosa_lapponum	0.24
FBLMV281-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Noctuinae_dummy_tribe	1.00	Diarsia	1.00	Diarsia_rubi	1.00
FBLMS401-09		Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	Phycitinae_dummy_tribe	1.00	Selagia	1.00	Selagia_spadicella	1.00
GWOSF849-10		Insecta	1.00	Lepidoptera	1.00	Pieridae	1.00	Pierinae	1.00	Pierini	1.00	Pieris	1.00	Pieris_napi	1.00
GBCOC367-12		Insecta	1.00	Coleoptera	1.00	Brentidae	1.00	Apioninae	1.00	Apionini	1.00	Protapion	1.00	Protapion_assimile	1.00
GBCOU2415-13		Insecta	1.00	Coleoptera	1.00	Cerambycidae	1.00	Lamiinae	1.00	Monochamini	1.00	Monochamus	1.00	Monochamus_sutor	0.98
GCOL10006-16		Insecta	1.00	Coleoptera	1.00	Histeridae	1.00	Histerinae	1.00	Platysomatini	1.00	Eblisia	1.00	Eblisia_minor	1.00
GWOSI810-10		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Sterrhinae	1.00	Sterrhinae_dummy_tribe	1.00	Scopula	1.00	Scopula_incanata	1.00
BCHYM10850-15		Insecta	1.00	Hymenoptera	0.44	Tenthredinidae	0.16	Selandriinae	0.08	Bombini	0.05	Bombus	0.05	Woldstedtius_holarcticus	0.02
GBMIX768-14		Insecta	1.00	Hymenoptera	1.00	Astatidae	1.00	Astatidae_dummy_subfamily	1.00	Astatidae_dummy_tribe	1.00	Astata	1.00	Astata_minor	1.00
FBAPD761-11		Insecta	1.00	Hymenoptera	1.00	Colletidae	1.00	Hylaeinae	1.00	Hylaeini	1.00	Hylaeus	1.00	Hylaeus_cardioscapus	0.66
GBLAB822-13		Insecta	1.00	Lepidoptera	0.99	Geometridae	0.25	Chloephorinae	0.16	Sarrothripini	0.16	Nycteola	0.16	Nycteola_revayana	0.16
GMGRB1944-13		Insecta	1.00	Hymenoptera	0.96	Ichneumonidae	0.95	Campopleginae	0.63	Campopleginae_dummy_tribe	0.63	Diadegma	0.27	Diadegma_sordipes	0.09
GBACU2763-13		Insecta	1.00	Hymenoptera	1.00	Psenidae	1.00	Psenidae_dummy_subfamily	1.00	Psenidae_dummy_tribe	1.00	Psenulus	1.00	Psenulus_chevrieri	1.00
FBLMT857-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Noctuinae_dummy_tribe	1.00	Euxoa	1.00	Euxoa_obelisca	0.49
GBCOD676-13		Insecta	1.00	Coleoptera	0.99	Nitidulidae	0.90	Meligethinae	0.90	Meligethinae_dummy_tribe	0.90	Brassicogethes	0.46	Brassicogethes_subaeneus	0.29
FBCOA897-10		Insecta	1.00	Coleoptera	0.76	Staphylinidae	0.41	Aleocharinae	0.25	Silphinae_dummy_tribe	0.11	Oxypoda	0.09	Necrodes_littoralis	0.08
GMGMU1659-20		Insecta	0.89	Hymenoptera	0.36	Ichneumonidae	0.19	Lithocolletinae	0.09	Lithocolletinae_dummy_tribe	0.09	Phyllonorycter	0.09	Colastes_braconius	0.04
GASBB287-18		Insecta	1.00	Diptera	0.49	Chironomidae	0.14	Orthocladiinae	0.09	Orthocladiinae_dummy_tribe	0.09	Ameletus	0.05	Ameletus_inopinatus	0.05
FGMLA141-12		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Thiotrichinae	1.00	Thiotrichinae_dummy_tribe	1.00	Thiotricha	1.00	Thiotricha_subocellea	1.00
GWOSR350-11		Insecta	1.00	Lepidoptera	0.96	Geometridae	0.56	Larentiinae	0.37	Larentiinae_dummy_tribe	0.31	Archiearis	0.08	Archiearis_notha	0.08
ODOPE203-11		Insecta	1.00	Lepidoptera	0.98	Crambidae	0.83	Pyraustinae	0.80	Pyraustinae_dummy_tribe	0.80	Loxostege	0.69	Loxostege_turbidalis	0.43
GBLAF447-14		Insecta	1.00	Lepidoptera	1.00	Notodontidae	1.00	Cerurinae	1.00	Cerurinae_dummy_tribe	1.00	Furcula	1.00	Furcula_furcula	1.00
GBLAA199-14		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Noctuinae_dummy_tribe	1.00	Luperina	1.00	Luperina_testacea	1.00
GBCOU3055-13		Insecta	1.00	Coleoptera	0.56	Staphylinidae	0.16	Aleocharinae	0.11	Calopodinae_dummy_tribe	0.04	Calopus	0.04	Calopus_serraticornis	0.04
FBSYM965-10		Insecta	1.00	Hymenoptera	0.95	Tenthredinidae	0.93	Nematinae	0.48	Nematinae_dummy_tribe	0.48	Euura	0.29	Allantus_togatus	0.09
GBSYM1709-13		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Selandriinae	1.00	Selandriinae_dummy_tribe	1.00	Strongylogaster	1.00	Strongylogaster_filicis	1.00
GWOTL179-13		Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Satyrinae	1.00	Satyrini	1.00	Erebia	1.00	Erebia_ligea	1.00
GBCOD396-13		Insecta	1.00	Coleoptera	0.56	Rhadalidae	0.21	Rhadalinae	0.21	Aplocnemini	0.21	Aplocnemus	0.21	Aplocnemus_nigricornis	0.11
FBCOI390-12		Insecta	1.00	Coleoptera	1.00	Leiodidae	1.00	Cholevinae	1.00	Cholevini	1.00	Catops	1.00	Catops_tristis	1.00
FGMLA719-12		Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Lithocolletinae	1.00	Lithocolletinae_dummy_tribe	1.00	Phyllonorycter	1.00	Phyllonorycter_emberizaepenella	1.00
GWOSU974-11		Insecta	1.00	Lepidoptera	0.98	Pieridae	0.50	Pierinae	0.43	Anthocharidini	0.43	Anthocharis	0.43	Anthocharis_cardamines	0.43
ODOPE086-11		Insecta	1.00	Lepidoptera	1.00	Adelidae	1.00	Nematopogoninae	1.00	Nematopogoninae_dummy_tribe	1.00	Nematopogon	1.00	Nematopogon_swammerdamella	1.00
FBCOC341-10		Insecta	0.98	Coleoptera	0.58	Dytiscidae	0.10	Hydroporinae	0.05	Hydroporini	0.05	Meligethes	0.04	Enochrus_melanocephalus	0.04
BCHYM3820-14		Insecta	1.00	Hymenoptera	0.79	Crabronidae	0.56	Crabronidae_dummy_subfamily	0.52	Trypoxylini	0.52	Trypoxylon	0.52	Trypoxylon_figulus	0.20
GMGMT1291-20		Insecta	1.00	Hemiptera	0.95	Anthocoridae	0.95	Anthocoridae_dummy_subfamily	0.95	Anthocorini	0.95	Anthocoris	0.94	Anthocoris_nemoralis	0.89
MJBRC067-17		Insecta	0.95	Lepidoptera	0.42	Crambidae	0.06	Scopariinae	0.05	Scopariinae_dummy_tribe	0.05	Eudonia	0.05	Korscheltellus_lupulina	0.04
GDIP020-18		Insecta	1.00	Diptera	1.00	Pediciidae	1.00	Pediciinae	1.00	Pediciinae_dummy_tribe	1.00	Dicranota	1.00	Dicranota_bimaculata	1.00
