ID	class	Prob_class	order	Prob_order	family	Prob_family	 subfamily	Prob_subfamily	tribe	Prob_tribe	genus	Prob_genus	 species	Prob_species
GMGMR1241-18		Insecta	0.98	Lepidoptera	0.43	Crabronidae	0.08	Crabroninae	0.08	Crabronini	0.08	Crabro	0.08	Crabro_maeklini	0.07
GBDTA10757-21		Insecta	0.95	Diptera	0.41	Cecidomyiidae	0.26	Micromyinae	0.26	Aprionini	0.26	Aprionus	0.26	Aprionus_arcticus	0.19
FBCOG989-12		Insecta	1.00	Coleoptera	0.95	Carabidae	0.94	Harpalinae	0.93	Harpalini	0.88	Acupalpus	0.85	Acupalpus_parvulus	0.79
FBCOB808-10		Insecta	1.00	Diptera	0.57	Tachinidae	0.14	Harpalinae	0.12	Hilarini	0.09	Hilara	0.09	Harpalus_tardus	0.04
FBAQU133-09		Insecta	1.00	Lepidoptera	0.35	Tortricidae	0.10	Olethreutinae	0.09	Phryganeinae_dummy_tribe	0.08	Coleophora	0.07	Thiodia_citrana	0.05
FBCOF668-12		Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Sphodrini	1.00	Synuchus	1.00	Synuchus_vivalis	1.00
GBCOU1783-13		Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Patrobinae	1.00	Patrobini	1.00	Patrobus	1.00	Patrobus_septentrionis	0.93
FBLMU907-09		Insecta	1.00	Lepidoptera	1.00	Notodontidae	1.00	Notodontinae	1.00	Notodontinae_dummy_tribe	1.00	Notodonta	1.00	Notodonta_torva	1.00
GBSYM1925-13		Insecta	1.00	Hymenoptera	0.92	Tenthredinidae	0.90	Selandriinae	0.39	Selandriinae_dummy_tribe	0.25	Dolerus	0.14	Selandria_serva	0.11
GMGMP2808-18		Insecta	1.00	Lepidoptera	1.00	Nepticulidae	0.90	Nepticulidae_dummy_subfamily	0.90	Nepticulidae_dummy_tribe	0.90	Etainia	0.81	Etainia_sericopeza	0.81
GBMNC69855-20		Insecta	0.95	Diptera	0.27	Perlodidae	0.09	Perlodinae	0.09	Perlodinae_dummy_tribe	0.09	Diura	0.09	Diura_bicaudata	0.08
GCOL237-16		Insecta	1.00	Coleoptera	1.00	Tenebrionidae	1.00	Diaperinae	1.00	Myrmechixenini	1.00	Myrmechixenus	1.00	Myrmechixenus_subterraneus	1.00
BCHYM6593-15		Insecta	1.00	Hymenoptera	1.00	Psenidae	1.00	Psenidae_dummy_subfamily	1.00	Psenidae_dummy_tribe	1.00	Psenulus	1.00	Psenulus_chevrieri	1.00
GMGMT124-20		Insecta	0.99	Hymenoptera	0.45	Ichneumonidae	0.11	Chrysidinae	0.09	Chrysidinae_dummy_tribe	0.09	Chrysis	0.07	Chrysis_borealis	0.05
AMTPD529-15		Insecta	1.00	Diptera	0.96	Tachinidae	0.23	Exoristinae	0.13	Gnoristinae_dummy_tribe	0.07	Boletina	0.07	Carcelia_tibialis	0.06
ODOPE612-11		Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Hypeninae	1.00	Hypeninae_dummy_tribe	1.00	Colobochyla	1.00	Colobochyla_salicalis	1.00
GBLAA1102-15		Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Nymphalinae	1.00	Nymphalini	1.00	Aglais	1.00	Aglais_io	1.00
BCHYM10914-15		Insecta	1.00	Hymenoptera	0.38	Tenthredinidae	0.11	Eumeninae	0.05	Eumeninae_dummy_tribe	0.05	Claremontia	0.04	Claremontia_uncta	0.03
GWORB3933-14		Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.83	Olethreutinae	0.52	Archipini	0.22	Ancylis	0.12	Pandemis_cinnamomeana	0.05
GBCOU2619-13		Insecta	1.00	Coleoptera	0.59	Staphylinidae	0.11	Galerucinae	0.09	Galerucini	0.07	Anthicus	0.05	Anthicus_flavipes	0.05
AMTPC263-15		Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.65	Satyrinae	0.62	Satyrini	0.61	Erebia	0.55	Erebia_pandrose	0.37
ODOPE795-11		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Spilomelinae	1.00	Spilomelinae_dummy_tribe	1.00	Udea	1.00	Udea_olivalis	1.00
NEPT202-10		Insecta	1.00	Lepidoptera	1.00	Nepticulidae	1.00	Nepticulidae_dummy_subfamily	1.00	Nepticulidae_dummy_tribe	1.00	Ectoedemia	1.00	Ectoedemia_subbimaculella	1.00
BCHYM5119-14		Insecta	1.00	Hymenoptera	0.75	Ichneumonidae	0.42	Phygadeuontinae	0.15	Phygadeuontinae_dummy_tribe	0.15	Philanthus	0.07	Philanthus_triangulum	0.07
BCHYM12219-15		Insecta	1.00	Hymenoptera	0.98	Crabronidae	0.98	Crabronidae_dummy_subfamily	0.93	Larrini	0.92	Tachysphex	0.92	Tachysphex_dimidiatus	0.81
FBAQU827-10		Insecta	1.00	Diptera	0.42	Geometridae	0.13	Larentiinae	0.10	Eupitheciini	0.09	Eupithecia	0.09	Eupithecia_expallidata	0.05
GCOL5721-16		Insecta	1.00	Coleoptera	1.00	Cerambycidae	1.00	Lamiinae	1.00	Pogonocherini	1.00	Pogonocherus	1.00	Pogonocherus_decoratus	1.00
GBCOD032-13		Insecta	1.00	Coleoptera	0.58	Staphylinidae	0.45	Aleocharinae	0.45	Hypocyphtini	0.42	Holobus	0.41	Holobus_flavicornis	0.41
GBSYM1245-12		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Selandriinae	1.00	Selandriinae_dummy_tribe	1.00	Strongylogaster	1.00	Strongylogaster_macula	1.00
GST351-15		Insecta	0.99	Lepidoptera	0.34	Leptoceridae	0.16	Leptocerinae	0.16	Leptocerinae_dummy_tribe	0.16	Triaenodes	0.10	Triaenodes_bicolor	0.06
GWOSA793-10		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Larentiinae_dummy_tribe	1.00	Rheumaptera	1.00	Rheumaptera_hastata	1.00
FBCOB437-10		Insecta	1.00	Coleoptera	1.00	Leiodidae	1.00	Cholevinae	1.00	Cholevini	1.00	Nargus	1.00	Nargus_velox	1.00
GACAC003-12		Insecta	0.98	Diptera	0.34	Chironomidae	0.10	Chironominae	0.06	Dexiini	0.05	Billaea	0.05	Billaea_triangulifera	0.05
FBCOG1572-12		Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Zabrini	1.00	Amara	1.00	Amara_ingenua	1.00
FGMLB665-13		Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.92	Noctuinae	0.76	Noctuinae_dummy_tribe	0.26	Polia	0.14	Polia_lamuta	0.10
GBORT820-15		Insecta	1.00	Lepidoptera	0.33	Staphylinidae	0.08	Olethreutinae	0.04	Ennominae_dummy_tribe	0.04	Alcis	0.04	Alcis_deversata	0.04
GBCOB232-12		Insecta	1.00	Coleoptera	0.72	Staphylinidae	0.67	Steninae	0.63	Steninae_dummy_tribe	0.63	Stenus	0.63	Stenus_atratulus	0.22
GBMAB2067-15		Insecta	0.98	Hymenoptera	0.44	Tenthredinidae	0.15	Nematinae	0.09	Nematinae_dummy_tribe	0.09	Euura	0.04	Euura_papillosa	0.04
GBLAA1254-15		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Pantheinae	1.00	Pantheinae_dummy_tribe	1.00	Panthea	1.00	Panthea_coenobita	1.00
GBLAA2761-15		Insecta	1.00	Lepidoptera	0.98	Geometridae	0.57	Larentiinae	0.39	Larentiinae_dummy_tribe	0.32	Xanthorhoe	0.11	Archiearis_notha	0.09
FBSYB236-11		Insecta	1.00	Hymenoptera	1.00	Tenthredinidae	1.00	Tenthredininae	1.00	Tenthredininae_dummy_tribe	1.00	Rhogogaster	1.00	Rhogogaster_scalaris	0.86
GCOL8208-16		Insecta	1.00	Coleoptera	0.82	Helophoridae	0.34	Helophoridae_dummy_subfamily	0.34	Helophoridae_dummy_tribe	0.34	Helophorus	0.34	Helophorus_flavipes	0.15
GWORK451-09		Insecta	1.00	Lepidoptera	0.99	Geometridae	0.54	Ennominae	0.29	Ennominae_dummy_tribe	0.28	Ennomos	0.14	Ennomos_erosaria	0.14
FBCOJ448-12		Insecta	1.00	Coleoptera	0.64	Staphylinidae	0.37	Aleocharinae	0.12	Omaliini	0.09	Acrolocha	0.07	Aleochara_signata	0.07
GBCOU3450-13		Insecta	1.00	Lepidoptera	0.48	Geometridae	0.17	Olethreutinae	0.11	Ennominae_dummy_tribe	0.10	Erannis	0.05	Erannis_defoliaria	0.05
GBCHA1137-13		Insecta	1.00	Hymenoptera	0.95	Halictidae	0.89	Halictinae	0.89	Halictini	0.89	Lasioglossum	0.85	Lasioglossum_villosulum	0.51
FBLMS405-09		Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	Phycitinae_dummy_tribe	1.00	Rhodophaea	0.94	Rhodophaea_formosa	0.94
FGMLF057-15		Insecta	1.00	Lepidoptera	1.00	Noctuidae	0.23	Gelechiinae	0.17	Cuculliinae_dummy_tribe	0.16	Cucullia	0.16	Cucullia_lactucae	0.12
GWORB798-07		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Ennominae	1.00	Ennominae_dummy_tribe	1.00	Epione	1.00	Epione_repandaria	1.00
GBCOC422-12		Insecta	1.00	Coleoptera	0.93	Mordellidae	0.92	Mordellinae	0.92	Mordellistenini	0.92	Mordellistena	0.92	Mordellistena_pseudopumila	0.73
GBCL4144-09		Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Ciinae_dummy_tribe	1.00	Cis	1.00	Cis_boleti	1.00
FBLMT771-09		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anomologinae	1.00	Anomologinae_dummy_tribe	1.00	Argolamprotes	1.00	Argolamprotes_micella	1.00
GWOSA404-10		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Xylenini	1.00	Anchoscelis	1.00	Anchoscelis_helvola	1.00
FBLMW601-10		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Tortricini	1.00	Acleris	1.00	Acleris_abietana	1.00
GBCOU3046-13		Insecta	1.00	Coleoptera	1.00	Ptinidae	1.00	Eucradinae	1.00	Hedobiini	1.00	Ptinomorphus	1.00	Ptinomorphus_imperialis	1.00
GBCOU2018-13		Insecta	1.00	Coleoptera	0.50	Melyridae	0.18	Dasytinae	0.18	Dasytini	0.18	Dolichosoma	0.09	Dolichosoma_lineare	0.09
FGMLF795-15		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Gelechiinae_dummy_tribe	1.00	Caryocolum	1.00	Caryocolum_tischeriella	1.00
GWORR676-10		Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Nymphalinae	1.00	Melitaeini	1.00	Euphydryas	1.00	Euphydryas_aurinia	1.00
GCOL7441-16		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Athetini	1.00	Liogluta	1.00	Liogluta_granigera	1.00
GBLAB913-13		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	0.99	Gelechiinae	0.98	Gelechiinae_dummy_tribe	0.98	Carpatolechia	0.95	Carpatolechia_alburnella	0.46
GMGMP5236-18		Insecta	0.91	Lepidoptera	0.31	Ichneumonidae	0.13	Larentiinae	0.06	Salticidae_dummy_tribe	0.05	Myrmarachne	0.04	Myrmarachne_formicaria	0.04
GBCOU1997-13		Insecta	1.00	Coleoptera	0.39	Curculionidae	0.18	Curculioninae	0.08	Ctenopelmatinae_dummy_tribe	0.04	Byturus	0.03	Byturus_ochraceus	0.03
AMTPC074-15		Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Pyraustinae_dummy_tribe	1.00	Anania	1.00	Anania_crocealis	1.00
FBCOE808-12		Insecta	1.00	Coleoptera	0.71	Carabidae	0.56	Harpalinae	0.49	Platynini	0.33	Agonum	0.25	Agonum_versutum	0.09
FBAPD763-11		Insecta	1.00	Hymenoptera	1.00	Colletidae	1.00	Hylaeinae	1.00	Hylaeini	1.00	Hylaeus	1.00	Hylaeus_cardioscapus	0.74
GBBSP632-15		Arachnida	0.97	Araneae	0.97	Gnaphosidae	0.56	Gnaphosidae_dummy_subfamily	0.56	Gnaphosidae_dummy_tribe	0.56	Gnaphosa	0.55	Gnaphosa_nigerrima	0.25
GMGMT597-20		Insecta	1.00	Diptera	1.00	Empididae	1.00	Empidinae	1.00	Empidini	1.00	Rhamphomyia	1.00	Rhamphomyia_pilifer	1.00
GBCOU2069-13		Insecta	1.00	Coleoptera	1.00	Brentidae	1.00	Apioninae	1.00	Apionini	1.00	Apion	1.00	Apion_cruentatum	1.00
GWORO438-09		Insecta	1.00	Lepidoptera	0.95	Geometridae	0.16	Momphidae_dummy_subfamily	0.13	Momphidae_dummy_tribe	0.13	Mompha	0.13	Mompha_sturnipennella	0.13
GCOL8320-16		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Oxypodini	1.00	Oxypoda	1.00	Oxypoda_flavicornis	1.00
GBEPT873-14		Insecta	0.99	Diptera	0.57	Chironomidae	0.19	Orthocladiinae	0.15	Orthocladiinae_dummy_tribe	0.15	Ameletus	0.08	Ameletus_inopinatus	0.08
GBCOU2660-13		Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Lixinae	1.00	Lixini	1.00	Larinus	1.00	Larinus_sturnus	1.00
GBBSP1773-15		Arachnida	1.00	Araneae	1.00	Theridiidae	1.00	Theridiidae_dummy_subfamily	1.00	Theridiidae_dummy_tribe	1.00	Robertus	1.00	Robertus_scoticus	1.00
GWORE2194-09		Insecta	1.00	Lepidoptera	0.97	Geometridae	0.44	Ennominae	0.36	Ennominae_dummy_tribe	0.36	Ennomos	0.06	Pseudopanthera_macularia	0.06
GBSYM596-12		Insecta	1.00	Hymenoptera	0.97	Tenthredinidae	0.97	Tenthredininae	0.52	Tenthredininae_dummy_tribe	0.52	Tenthredo	0.47	Tenthredo_zonula	0.13
GBDTA10751-21		Insecta	0.97	Lepidoptera	0.32	Coleophoridae	0.06	Coleophorinae	0.06	Coleophorinae_dummy_tribe	0.06	Coleophora	0.06	Omalium_septentrionis	0.04
GBLAF276-14		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Hadenini	1.00	Polia	1.00	Polia_nebulosa	1.00
BCHYM7650-15		Insecta	1.00	Hymenoptera	1.00	Ichneumonidae	1.00	Pimplinae	1.00	Pimplini	1.00	Apechthis	1.00	Apechthis_quadridentata	1.00
GBLAB1434-14		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Gelechiinae_dummy_tribe	1.00	Neofriseria	1.00	Neofriseria_peliella	1.00
GCOL11336-16		Insecta	1.00	Coleoptera	0.79	Brentidae	0.44	Apioninae	0.44	Apionini	0.44	Stenopterapion	0.13	Stenopterapion_meliloti	0.13
GBCOU2583-13		Insecta	1.00	Coleoptera	1.00	Cerambycidae	1.00	Lamiinae	1.00	Monochamini	1.00	Monochamus	1.00	Monochamus_sutor	0.94
GBEPT808-14		Insecta	1.00	Trichoptera	0.82	Limnephilidae	0.79	Limnephilinae	0.77	Limnephilinae_dummy_tribe	0.77	Chaetopteryx	0.28	Potamophylax_nigricornis	0.14
GBCOU2492-13		Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Entiminae	1.00	Polydrusini	1.00	Polydrusus	1.00	Polydrusus_fulvicornis	1.00
GBACU2225-13		Insecta	1.00	Hymenoptera	1.00	Psenidae	1.00	Psenidae_dummy_subfamily	1.00	Psenidae_dummy_tribe	1.00	Mimumesa	1.00	Mimumesa_littoralis	0.99
GBORT873-15		Insecta	0.99	Coleoptera	0.34	Staphylinidae	0.10	Limnephilinae	0.06	Limnephilinae_dummy_tribe	0.06	Limnephilus	0.06	Oxyethira_distinctella	0.03
GBCOU3621-13		Insecta	0.99	Coleoptera	0.62	Staphylinidae	0.37	Staphylininae	0.14	Staphylinini	0.13	Gabrius	0.07	Gabrius_piliger	0.07
GWORL571-09		Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Galleriinae	1.00	Galleriinae_dummy_tribe	1.00	Galleria	1.00	Galleria_mellonella	1.00
GWORL411-09		Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Metoponiinae	1.00	Metoponiinae_dummy_tribe	1.00	Panemeria	1.00	Panemeria_tenebrata	1.00
FBARB698-12		Arachnida	1.00	Araneae	1.00	Gnaphosidae	1.00	Gnaphosidae_dummy_subfamily	1.00	Gnaphosidae_dummy_tribe	1.00	Drassodes	1.00	Drassodes_pubescens	1.00
FBACA220-10		Insecta	1.00	Hymenoptera	0.99	Vespidae	0.99	Eumeninae	0.99	Eumeninae_dummy_tribe	0.99	Ancistrocerus	0.99	Ancistrocerus_scoticus	0.46
FBCOK728-13		Insecta	1.00	Coleoptera	0.58	Brentidae	0.32	Apioninae	0.32	Apionini	0.32	Oxystoma	0.12	Oxystoma_subulatum	0.11
GBCOB405-12		Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Ciinae_dummy_tribe	1.00	Octotemnus	1.00	Octotemnus_glabriculus	1.00
ODOPE615-11		Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Depressariinae	1.00	Depressariinae_dummy_tribe	1.00	Depressaria	1.00	Depressaria_douglasella	0.98
GBCOU1725-13		Insecta	1.00	Coleoptera	1.00	Byrrhidae	1.00	Byrrhinae	1.00	Byrrhinae_dummy_tribe	1.00	Cytilus	1.00	Cytilus_sericeus	1.00
GWORM182-09		Insecta	1.00	Lepidoptera	0.93	Geometridae	0.39	Larentiinae	0.29	Larentiinae_dummy_tribe	0.25	Cnaemidophorus	0.10	Cnaemidophorus_rhododactyla	0.10
FBSYB284-11		Insecta	1.00	Hymenoptera	0.93	Tenthredinidae	0.88	Nematinae	0.69	Nematinae_dummy_tribe	0.69	Euura	0.33	Monostegia_abdominalis	0.05
GBLAC754-13		Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Larentiinae	1.00	Eupitheciini	1.00	Eupithecia	1.00	Eupithecia_valerianata	1.00
FBLMZ702-12		Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.94	Olethreutinae	0.84	Grapholitini	0.76	Pammene	0.72	Pammene_luedersiana	0.43
GMGMR1567-18		Insecta	0.99	Coleoptera	0.53	Latridiidae	0.25	Latridiinae	0.25	Latridiinae_dummy_tribe	0.25	Cartodere	0.25	Cartodere_nodifer	0.15
GBBSP029-15		Arachnida	1.00	Araneae	1.00	Lycosidae	1.00	Lycosidae_dummy_subfamily	1.00	Lycosidae_dummy_tribe	1.00	Arctosa	1.00	Arctosa_alpigena	1.00
FGMLF606-15		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Gelechiinae_dummy_tribe	1.00	Caryocolum	1.00	Caryocolum_vicinella	0.95
GBCOU3555-13		Insecta	1.00	Coleoptera	0.75	Chrysomelidae	0.46	Galerucinae	0.46	Galerucini	0.42	Galeruca	0.30	Galeruca_tanaceti	0.30
FBLMT294-09		Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Grapholitini	1.00	Pammene	1.00	Pammene_albuginana	1.00
FBCOD1190-11		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Staphylininae	1.00	Staphylinini	1.00	Platydracus	1.00	Platydracus_fulvipes	1.00
GCOL3902-16		Insecta	1.00	Coleoptera	0.70	Staphylinidae	0.20	Silphinae	0.16	Silphinae_dummy_tribe	0.16	Aclypea	0.08	Aclypea_opaca	0.08
FBCOA157-10		Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Mycetoporinae	1.00	Mycetoporinae_dummy_tribe	1.00	Ischnosoma	1.00	Ischnosoma_splendidum	1.00
FBCOO719-13		Insecta	1.00	Coleoptera	1.00	Corylophidae	1.00	Corylophinae	1.00	Orthoperini	1.00	Orthoperus	1.00	Orthoperus_rogeri	1.00
GCOL13226-16		Insecta	1.00	Coleoptera	0.50	Curculionidae	0.20	Nematinae	0.08	Nematinae_dummy_tribe	0.08	Pristiphora	0.07	Dicranomyia_rufiventris	0.03
GMGMQ593-18		Insecta	1.00	Diptera	1.00	Chironomidae	1.00	Chironominae	1.00	Chironomini	1.00	Chironomus	1.00	Chironomus_cingulatus	1.00
FBCOC723-10		Insecta	1.00	Diptera	0.52	Tachinidae	0.10	Syrphinae	0.05	Corticariinae_dummy_tribe	0.05	Cheilosia	0.03	Corticaria_elongata	0.03
FBNE256-13		Insecta	1.00	Neuroptera	1.00	Chrysopidae	1.00	Chrysopinae	1.00	Ankylopterygini	1.00	Chrysopidia	1.00	Chrysopidia_ciliata	1.00
GBCOG454-13		Insecta	1.00	Coleoptera	0.98	Brentidae	0.97	Apioninae	0.97	Apionini	0.97	Apion	0.97	Apion_cruentatum	0.81
FBHET929-12		Insecta	1.00	Hemiptera	1.00	Corixidae	1.00	Corixinae	1.00	Glaenocorisini	1.00	Glaenocorisa	1.00	Glaenocorisa_cavifrons	1.00
FBCOA921-10		Insecta	1.00	Coleoptera	0.69	Curculionidae	0.52	Ceutorhynchinae	0.40	Ceutorhynchini	0.39	Ceutorhynchus	0.25	Ceutorhynchus_rapae	0.07
GDIP3826-22		Insecta	1.00	Diptera	1.00	Chironomidae	1.00	Orthocladiinae	1.00	Orthocladiinae_dummy_tribe	1.00	Smittia	1.00	Smittia_edwardsi	1.00
GBCOU854-13		Insecta	1.00	Coleoptera	0.56	Chrysomelidae	0.08	Galerucinae	0.08	Alticini	0.07	Hydroporus	0.05	Gnathacmaeops_pratensis	0.03
GCOL6257-16		Insecta	1.00	Coleoptera	1.00	Silphidae	1.00	Nicrophorinae	1.00	Nicrophorinae_dummy_tribe	1.00	Nicrophorus	1.00	Nicrophorus_investigator	1.00
GWORM797-09		Insecta	1.00	Lepidoptera	0.96	Geometridae	0.39	Ennominae	0.20	Ennominae_dummy_tribe	0.20	Coleophora	0.12	Erannis_defoliaria	0.12
GMGRH2098-13		Insecta	1.00	Diptera	1.00	Therevidae	1.00	Therevinae	1.00	Therevinae_dummy_tribe	1.00	Thereva	1.00	Thereva_handlirschi	1.00
GBCOC279-12		Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Scolytinae	1.00	Ipini	1.00	Pityogenes	1.00	Pityogenes_chalcographus	1.00
FBLMX016-11		Insecta	1.00	Lepidoptera	1.00	Yponomeutidae	1.00	Yponomeutinae	1.00	Yponomeutinae_dummy_tribe	1.00	Zelleria	1.00	Zelleria_hepariella	1.00
GCOL5050-16		Insecta	1.00	Coleoptera	0.67	Curculionidae	0.41	Ceutorhynchinae	0.15	Ceutorhynchini	0.14	Ceutorhynchus	0.06	Hypera_arator	0.05
GBBSP2098-16		Arachnida	0.91	Araneae	0.91	Linyphiidae	0.19	Linyphiidae_dummy_subfamily	0.19	Linyphiidae_dummy_tribe	0.19	Ozyptila	0.07	Philodromus_fuscomarginatus	0.06
FBCON246-13		Insecta	1.00	Lepidoptera	0.58	Chrysomelidae	0.10	Phycitinae	0.09	Phycitinae_dummy_tribe	0.09	Chrysolina	0.07	Sciota_lucipetella	0.04
GMGMW1165-20		Insecta	0.98	Hymenoptera	0.48	Ichneumonidae	0.21	Phygadeuontinae	0.11	Phygadeuontinae_dummy_tribe	0.11	Elachista	0.09	Gelechia_jakovlevi	0.03
FBCOB178-10		Insecta	1.00	Coleoptera	0.42	Staphylinidae	0.23	Aleocharinae	0.07	Bacchini	0.06	Platycheirus	0.06	Lathrobium_longulum	0.03
FBCOB504-10		Insecta	1.00	Coleoptera	0.46	Staphylinidae	0.25	Aleocharinae	0.14	Athetini	0.09	Atheta	0.06	Rhaphium_umbripenne	0.04
GBDTA1547-21		Insecta	1.00	Hymenoptera	0.81	Braconidae	0.56	Microgastrinae	0.56	Microgastrinae_dummy_tribe	0.56	Pholetesor	0.56	Pholetesor_ornigis	0.49
GWOSM069-11		Insecta	1.00	Lepidoptera	1.00	Geometridae	0.61	Ennominae	0.35	Ennominae_dummy_tribe	0.35	Scopula	0.10	Cepphis_advenaria	0.07
FBCOG1045-12		Insecta	1.00	Coleoptera	0.64	Staphylinidae	0.16	Tenebrioninae	0.06	Tenebrionini	0.05	Bius	0.05	Bius_thoracicus	0.05
BCHYM10982-15		Insecta	0.99	Hymenoptera	0.92	Crabronidae	0.86	Crabronidae_dummy_subfamily	0.64	Oxybelini	0.63	Oxybelus	0.63	Oxybelus_mandibularis	0.22
GBDTA10014-21		Insecta	1.00	Lepidoptera	0.47	Geometridae	0.09	Geometrinae	0.04	Geometrinae_dummy_tribe	0.04	Jodis	0.04	Micropsectra_klinki	0.03
GMGMO763-18		Insecta	0.99	Diptera	0.60	Sciaridae	0.34	Sciaridae_dummy_subfamily	0.34	Sciaridae_dummy_tribe	0.34	Claustropyga	0.10	Bradysia_normalis	0.08
GCOL4719-16		Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Trechinae	1.00	Bembidiini	1.00	Bembidion	1.00	Bembidion_transparens	1.00
GBCM4995-17		Insecta	0.97	Diptera	0.58	Chironomidae	0.25	Orthocladiinae	0.16	Orthocladiinae_dummy_tribe	0.16	Chaetocladius	0.04	Smittia_edwardsi	0.03
ODOPE948-11		Insecta	1.00	Lepidoptera	0.99	Pyralidae	0.35	Phycitinae	0.35	Phycitinae_dummy_tribe	0.35	Nyctegretis	0.16	Nyctegretis_lineana	0.16
GCOL4048-16		Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Chrysomelinae	1.00	Chrysomelinae_dummy_tribe	1.00	Chrysolina	1.00	Chrysolina_hyperici	1.00
FGMLB689-13		Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anomologinae	1.00	Anomologinae_dummy_tribe	1.00	Monochroa	1.00	Monochroa_lucidella	1.00
FBPSS071-16		Insecta	0.92	Coleoptera	0.32	Staphylinidae	0.14	Aleocharinae	0.12	Athetini	0.09	Atheta	0.05	Notothecta_flavipes	0.03
GBMND77311-21		Insecta	1.00	Hymenoptera	0.62	Ichneumonidae	0.24	Nematinae	0.18	Nematinae_dummy_tribe	0.18	Euura	0.10	Micropterix_aruncella	0.03
GBLAB048-13		Insecta	1.00	Lepidoptera	1.00	Drepanidae	0.77	Thyatirinae	0.77	Thyatirinae_dummy_tribe	0.77	Achlya	0.71	Achlya_flavicornis	0.71
EUBUG552-11		Insecta	1.00	Hemiptera	1.00	Miridae	1.00	Mirinae	1.00	Mirini	1.00	Apolygus	1.00	Apolygus_limbatus	1.00
GMGMD1369-14		Insecta	1.00	Diptera	1.00	Chloropidae	1.00	Oscinellinae	1.00	Fiebrigellini	1.00	Lasiambia	1.00	Lasiambia_palposa	1.00
GMGRF6284-13		Insecta	1.00	Hymenoptera	1.00	Ichneumonidae	1.00	Phygadeuontinae	1.00	Phygadeuontinae_dummy_tribe	1.00	Gelis	1.00	Gelis_festinans	1.00
GMGMD314-14		Insecta	1.00	Hymenoptera	0.94	Ichneumonidae	0.91	Phygadeuontinae	0.34	Phygadeuontinae_dummy_tribe	0.34	Orthocentrus	0.13	Orthocentrus_asper	0.08
GBBSP974-15		Arachnida	1.00	Araneae	1.00	Gnaphosidae	1.00	Gnaphosidae_dummy_subfamily	1.00	Gnaphosidae_dummy_tribe	1.00	Zelotes	1.00	Zelotes_clivicola	0.72
FBCOA452-10		Insecta	1.00	Coleoptera	1.00	Hydrophilidae	1.00	Sphaeridiinae	1.00	Megasternini	1.00	Cercyon	1.00	Cercyon_nigriceps	1.00
