ID	kingdom	phylum	class	order	family	genus	species
MW144761	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB018797	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KP242152	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF977844	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW827637	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ718127	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JF770452	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC153098	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB738885	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KM519195	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK819291	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF669702	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX134278	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF932961	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF932962	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ718178	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HE994451	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG012025	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB699644	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ303023	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MZ318421	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF881960	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ839628	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB699660	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY720727	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ775434	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW290176	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX190848	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ775443	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206209	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB900869	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF988364	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX536175	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF988366	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB0778384	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MZ422813	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206217	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KT167169	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG828966	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG828969	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF988378	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KP456014	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN849458	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY083206	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206229	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JF795387	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX501775	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB900886	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB900888	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206233	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206239	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU037051	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC424596	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB900891	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN572902	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN572906	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LN881740	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206247	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX720579	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN631375	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LT594157	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX923905	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC150787	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206250	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206252	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206258	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH594737	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC014566	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG945983	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU367444	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU367446	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU367449	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FM205663	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ860728	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY157844	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH793285	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX923923	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HE974447	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU850647	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GU237735	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206289	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK314552	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC014599	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC461491	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GU237749	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206293	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206299	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU941853	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GU137823	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY953383	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN325017	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF530734	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF492089	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ860771	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GU237767	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ940031	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW732246	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GU227717	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF492093	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ860782	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN108124	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB001997	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN205919	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC496870	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX089467	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ426989	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN954339	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC790403	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN205932	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN954345	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT192528	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY233867	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OM001634	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ906746	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ937284	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF661176	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN258788	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB020314	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MF360006	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OM868230	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB016349	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MF615226	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ906753	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ906757	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY305174	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK511908	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX657353	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH795088	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN205976	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB016368	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN130088	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK511918	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ006927	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT428549	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AJ535305	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX344056	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN686433	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN205995	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ515595	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KM207860	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY742702	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK511931	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY742049	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY051786	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HE672150	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK799948	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY051795	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OM959497	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK113975	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HQ630301	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JF910285	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG012702	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX975857	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY742078	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ104710	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB032153	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF669943	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF669946	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF669947	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK138817	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX882652	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU163479	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN509711	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU999072	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GQ922538	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KT389480	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF037431	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KR045620	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KR045628	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ862834	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MZ493298	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FR715515	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ862841	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ862854	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH793458	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX000102	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG585275	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KR045651	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB576865	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GU237903	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MZ661775	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OM501388	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ862871	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KT936269	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
DQ097847	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ998301	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JF740187	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK214368	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF245486	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK214370	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG600580	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY087614	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY177233	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY083734	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH730663	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY024312	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY562154	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC171350	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK425607	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU071906	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY562160	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC373096	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY528998	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GU981613	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ801939	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KP297998	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY929338	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EU926229	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU572494	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY174990	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LT547714	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC061592	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY239209	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT568839	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF669612	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF516967	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU708544	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HF936710	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF325596	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY239216	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH909062	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT373377	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT373378	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC352943	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT918785	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LT623205	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FM205505	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW016389	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206102	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206104	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206108	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF984834	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX946902	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206112	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY176492	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MF685349	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN219718	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH368073	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JF495068	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF984878	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ948457	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ619879	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY026601	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW063162	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC312518	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB051643	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ167618	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KT964845	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF984885	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW063178	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KC584240	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG600713	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JQ619893	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF984895	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB001845	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KM484845	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB019683	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206187	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206193	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB001868	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF258724	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW261327	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MZ702470	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KT253585	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT137791	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK626919	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MF190151	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
NR_103614	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX976660	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GQ272617	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GQ272624	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF592109	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN205813	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN205814	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN205815	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX976687	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU850590	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KU850597	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF777146	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN205828	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK626957	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MZ923760	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ718202	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH427960	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KF706439	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MZ351727	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ718214	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC096162	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF679363	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HM365253	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AJ547874	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY102857	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF592154	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN205865	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF374661	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
UDB016713	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY552328	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EF422845	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN356454	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK088065	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY313611	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ718257	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY339317	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KJ718261	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN205895	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	unidentified
JN205898	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MN369540	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MW301064	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KX839678	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF033401	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AJ305235	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AY339338	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY435638	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF033422	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC222314	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC222319	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG846963	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG846967	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AF454082	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LN873931	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB524789	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JF742659	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OK283078	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY249287	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN206303	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MZ056799	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB524792	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH320736	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MG934209	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY687918	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
HM191731	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JN626104	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH229914	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK926827	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AM947668	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AB934074	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LC461524	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY687920	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK926830	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MK926837	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY687935	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
KY687939	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MT622765	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ860800	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FJ860803	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MH793357	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
JX158405	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
