ID	order	family	subfamily	tribe	genus	species	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus	Prob_species
GCOL10271-16	Diptera	Curculionidae	Lixinae	Macrocerini	Mesopsocus	Auleutes_epilobii	0.99743134	0.5138813	0.150126	0.2125164	0.374693	0.2583265
GCOL11785-16	Hymenoptera	Dryinidae	Anteoninae	Mordellistenini	Lyctus	Anthaxia_quadripunctata	0.512574	0.16275604	0.9407557	0.052056387	0.047770675	0.12748507
GBBSP468-15	Araneae	Gnaphosidae	Sphaerocerinae	Procladiini	Polopeustis	Megatoma_undata	0.99785656	0.83426154	0.2382976	0.29507795	0.043668702	0.04768848
AMTPC158-15	Trichoptera	Brachycentridae	Larentiinae	Protanypini	Cummingsiella	Micropsectra_lindebergi	0.9798933	0.46204498	0.44468194	0.2722741	0.14572254	0.20156364
GMGMN576-14	Hymenoptera	Ichneumonidae	Ophioninae	Cryptini	Orthocentrus	Orthocentrus_sannio	0.9999999	0.98804605	0.24434806	0.26125112	0.36569828	0.060977448
GMGMA1226-14	Hymenoptera	Dryinidae	Metopiinae	Aptesini	Tinagma	Nycteola_asiatica	0.99956983	0.1976331	0.27114645	0.2761219	0.40223205	0.09342746
FBAQU1280-12	Hemiptera	Coenagrionidae	Psocinae	Phymatini	Coranus	Isomira_murina	0.99973935	0.1149524	0.09611405	0.20542112	0.18143323	0.033526637
GWOSP903-11	Lepidoptera	Geometridae	Larentiinae	Operophterini	Pasiphila	Ourapteryx_sambucaria	0.9999963	0.7623609	0.6292226	0.4435532	0.31825227	0.36569664
GMGRG835-13	Diptera	Dolichopodidae	Phorinae	Hydrophorini	Sciapus	Argyra_auricollis	0.99841297	0.736808	0.22228627	0.079513416	0.11288991	0.2508794
GMGRF454-13	Diptera	Limoniidae	Tipulinae	Exechiini	Brevicornu	Cordyla_pusilla	0.9995459	0.3884384	0.29741517	0.27896076	0.110827684	0.33729056
GBCOG438-13	Coleoptera	Curculionidae	Entiminae	Mordellistenini	Polygraphus	Attagenus_smirnovi	0.9988446	0.42223644	0.18494174	0.064659685	0.08224714	0.09222817
GBSYM1128-12	Hymenoptera	Tenthredinidae	Tenthredininae	Philanthini	Tenthredo	Tenthredo_atra	0.9999957	0.9006933	0.8768676	0.35482517	0.99871504	0.89852965
FBCOF1061-12	Coleoptera	Scirtidae	Scirtinae	Xylitini	Abdera	Serropalpus_barbatus	0.99013644	0.1700499	0.280326	0.20939383	0.18117037	0.030864345
FBSYB965-12	Hymenoptera	Tenthredinidae	Allantinae	Dolerini	Empria	Isadelphus_inimicus	0.9999733	0.98620284	0.986147	0.9308033	0.98394877	0.15653199
FBAPB294-09	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	Nomada_ruficornis	0.9998542	0.9870689	0.99682593	0.9928697	0.9793952	0.3060255
FBACA037-10	Hymenoptera	Crabronidae	Crabroninae	Crabronini	Crossocerus	Lestica_subterranea	0.99608237	0.98143893	0.92226976	0.8791156	0.2953749	0.35521585
FBLMT049-09	Lepidoptera	Tortricidae	Cemiostominae	Enarmoniini	Ancylis	Ancylis_myrtillana	0.99999523	0.6811568	0.11106128	0.5509466	0.71230036	0.06484074
MYFAB149-10	Diptera	Chironomidae	Micromyinae	Macrocerini	Macrocera	Macrocera_parva	0.99999917	0.17810075	0.14664766	0.12290316	0.11843832	0.05648102
FBLMX032-11	Lepidoptera	Gracillariidae	Gracillariinae	Procridini	Caloptilia	Caloptilia_hemidactylella	0.9920289	0.28658554	0.6468968	0.2876894	0.057698723	0.5611802
GMGMO462-18	Lepidoptera	Choreutidae	Oecophorinae	Grapholitini	Megarthrus	Aroga_velocella	0.9974681	0.2430374	0.28792506	0.24390797	0.18315375	0.029635876
FBLMZ572-12	Lepidoptera	Tineidae	Batrachedrinae	Arctiini	Xylita	Amphimallon_solstitiale	0.99672395	0.23189282	0.29555252	0.25872543	0.045156166	0.05055907
GCOL13157-16	Diptera	Scarabaeidae	Aphodiinae	Aphodiini	Megarthrus	Oryctes_nasicornis	0.99620336	0.43645158	0.20693499	0.28014442	0.122932196	0.08453922
GBBSP069-15	Araneae	Lycosidae	Ecdyonurinae	Pericomaini	Pneumia	Pentastiridius_leporinus	1.0	0.3962449	0.2014162	0.47172335	0.04884551	0.062151156
BCHYM5013-14	Hymenoptera	Tenthredinidae	Nematinae	Dolerini	Pristiphora	Pristiphora_mollis	0.9999846	0.9482682	0.95889324	0.81120706	0.96275604	0.36100376
MIDGE1052-14	Diptera	Chironomidae	Orthocladiinae	Chironomini	Parachironomus	Pseudochironomus_prasinatus	0.99999	0.9981238	0.99439996	0.4065076	0.21179068	0.077230096
GBCHA1080-13	Hymenoptera	Halictidae	Ammophilinae	Halictini	Dufourea	Halictus_rubicundus	0.9999999	0.6107247	0.30119956	0.3779001	0.20370309	0.15601091
GMGRG808-13	Diptera	Mycetophilidae	Mycetophilinae	Exechiini	Platurocypta	Platurocypta_punctum	0.99816626	0.9813306	0.86016864	0.9166506	0.66980803	0.6508542
GBACU1450-12	Hymenoptera	Crabronidae	Diprioninae	Crabronini	Idiolispa	Colletes_daviesanus	0.99949634	0.27742147	0.1291132	0.2300358	0.12115022	0.12259616
GWOTI876-12	Lepidoptera	Geometridae	Ennominae	Philanthini	Discoelius	Ourapteryx_sambucaria	0.781428	0.91656286	0.9198338	0.09648046	0.9395473	0.13153887
FBAPD870-11	Hymenoptera	Apidae	Nomadinae	Pteromalini	Tinagma	Nomada_ferruginata	0.9999963	0.53511643	0.38330397	0.37564966	0.24698952	0.17084065
FBAPD746-11	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	Nomada_ruficornis	0.99998903	0.9958255	0.9909623	0.98259234	0.99125797	0.49231377
FBLMT064-09	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	Apotomis	Epinotia_tenerana	1.0	0.86007005	0.3563599	0.26108524	0.22409773	0.1734044
GWORG011-08	Lepidoptera	Geometridae	Ennominae	Exechiini	Discoelius	Ourapteryx_sambucaria	0.48286682	0.8971816	0.9202153	0.22110109	0.8892706	0.15048465
GWORL631-09	Lepidoptera	Erebidae	Glaphyriinae	Noctuini	Valenzuela	Tebenna_bjerkandrella	0.9999763	0.3474934	0.60004556	0.34150878	0.081455715	0.19940025
FBLMW156-10	Lepidoptera	Coleophoridae	Coleophorinae	Chironomini	Coleophora	Tranosemella_praerogator	0.9989864	0.95868915	0.97606236	0.6007304	0.9627586	0.360677
FBARB380-11	Araneae	Dictynidae	Liposcelidinae	Xyletinini	Carcina	Carterocephalus_palaemon	0.9999999	0.88169134	0.18279071	0.1647745	0.14392354	0.055019412
FBAPD026-11	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	Andrena_vaga	1.0	0.52655613	0.7862777	0.8951003	0.9183378	0.37663078
FBCOE081-11	Coleoptera	Staphylinidae	Paederinae	Lathrobiini	Lathrobium	Astenus_gracilis	0.9979699	0.51165026	0.48443052	0.61630005	0.124914184	0.14067063
GDIP3639-22	Diptera	Chironomidae	Orthocladiinae	Aedini	Culiseta	Culiseta_bergrothi	0.9999999	0.7962119	0.6186941	0.49829423	0.31015965	0.20365132
GBBSP1824-15	Araneae	Araneidae	Gasteruptiinae	Crabronini	Larinioides	Araneus_alsine	0.9999876	0.796443	0.42434508	0.26345462	0.13807718	0.12895897
AMTPB1422-15	Trichoptera	Leptoceridae	Leptocerinae	Coryphacini	Valenzuela	Paratanytarsus_dissimilis	0.9975292	0.26591375	0.6132295	0.52032644	0.27361125	0.48789313
FBSYR1196-13	Diptera	Tachinidae	Tachininae	Ernestiini	Loewia	Loewia_erecta	1.0	0.9900428	0.92525315	0.941233	0.47801682	0.23388653
FBCOE1314-12	Coleoptera	Curculionidae	Ceutorhynchinae	Lixini	Otiorhynchus	Dorytomus_ictor	0.9999814	0.9329106	0.3534202	0.11552249	0.09855291	0.099332035
ODOPE846-11	Lepidoptera	Crambidae	Ennominae	Sphingini	Papilio	Papilio_machaon	0.9998801	0.1263095	0.2488078	0.13398091	0.0709959	0.10820684
FBLMW515-10	Lepidoptera	Oecophoridae	Oecophorinae	Hesperiini	Denisia	Pentastiridius_leporinus	0.9997075	0.718794	0.9651923	0.50353175	0.1443583	0.06549933
COTW093-20	Diptera	Chironomidae	Orthocladiinae	Chironomini	Parachironomus	Parachironomus_parilis	0.9999951	0.9965429	0.8028776	0.9963948	0.88800514	0.14282101
GMGMP9051-18	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	Andrena_wilkella	0.9999999	0.40157524	0.73730755	0.9014546	0.56981486	0.25152063
GMGMP7340-18	Diptera	Tachinidae	Coenosiinae	Limnophorini	Lispe	Lispocephala_fuscitibia	0.9999999	0.28016707	0.36407977	0.54731137	0.17473365	0.07961265
GBMIN58900-17	Diptera	Muscidae	Chloropinae	Psilopini	Hapleginella	Megatoma_undata	0.99998486	0.60252386	0.17285818	0.107897736	0.14457227	0.19476637
GBCM5000-17	Ephemeroptera	Tetragnathidae	Ecdyonurinae	Thecophorini	Hygrotus	Deronectes_latus	0.74979055	0.28408992	0.60737675	0.25653005	0.16138348	0.049138274
GBBSP818-15	Araneae	Lycosidae	Liposcelidinae	Mycetophilini	Pseudobrachypeza	Megalopelma_nigroclavatum	0.99961334	0.2922352	0.098587364	0.3360776	0.059651762	0.09256533
FGMLF061-15	Lepidoptera	Gelechiidae	Gelechiinae	Gnorimoschemini	Metzneria	Carterocephalus_silvicola	0.9999945	0.99739695	0.39834478	0.318274	0.5375107	0.0692914
GMGMM1431-14	Hymenoptera	Bembicidae	Campopleginae	Nyssonini	Isadelphus	Nysson_distinguendus	0.99999654	0.6741875	0.28817177	0.7334704	0.40071067	0.13254596
GBLAB213-13	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Comibaena	Thera_juniperata	0.9966551	0.45511773	0.7223458	0.17651084	0.13499556	0.110724226
GMGRE2508-13	Hymenoptera	Ichneumonidae	Orthocentrinae	Mesoleiini	Campodorus	Stilpnus_rectangulus	0.9649356	0.99883384	0.64118344	0.75101745	0.5932951	0.19684605
GBACU3029-13	Diptera	Cecidomyiidae	Micromyinae	Crematogastrini	Tetramorium	Temnothorax_tuberum	0.9989913	0.3389414	0.40637845	0.77849257	0.13990542	0.33367193
GBACU2774-13	Hymenoptera	Crabronidae	Crabroninae	Crabronini	Crabro	Lestica_subterranea	0.99995685	0.97816193	0.9426095	0.995606	0.24951231	0.2519
GBCOB617-12	Trichoptera	Staphylinidae	Aleocharinae	Proteinini	Megarthrus	Brachyusa_concolor	0.6608598	0.9841282	0.4492664	0.6120319	0.17616521	0.13259605
GBCOB067-12	Coleoptera	Scarabaeidae	Ciinae	Melolonthini	Trogoderma	Chrysobothris_chrysostigma	0.9986645	0.37678194	0.116412625	0.12313404	0.16480274	0.061011344
FBCOG275-12	Coleoptera	Leiodidae	Leiodinae	Anisotomini	Agathidium	Liodopria_serricornis	0.72718054	0.6102978	0.49955598	0.22566733	0.11148406	0.2510657
PHLAG857-12	Lepidoptera	Crambidae	Oiketicinae	Mordellini	Caecilius	Dichelia_histrionana	0.8532613	0.1850603	0.061110515	0.13067625	0.077428155	0.16456068
FBLMS146-09	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	Apotomis	Apotomis_betuletana	0.9999999	0.91949236	0.22707032	0.526838	0.8941032	0.5127124
FBLMS232-09	Lepidoptera	Epermeniidae	Epermeniinae	Eriopygini	Panolis	Epermenia_falciformis	0.9999939	0.770888	0.6808154	0.8317911	0.25032634	0.66235787
GWORA2543-09	Lepidoptera	Sphingidae	Sphinginae	Sphingini	Agrius	Agrius_convolvuli	0.9997675	0.13682781	0.22640325	0.7733615	0.11301892	0.34126392
GBCOB471-12	Diptera	Limoniidae	Limnophilinae	Dorcatomini	Parachaetocladius	Dorcatoma_dresdensis	0.9998764	0.57278925	0.37723228	0.0729861	0.15066667	0.2136126
GWOSP712-11	Hemiptera	Scarabaeidae	Aphodiinae	Aphodiini	Bodilopsis	Bathysmatophorus_reuteri	0.9806826	0.5775482	0.52426255	0.72375727	0.10836215	0.09003603
GCOL13272-16	Lepidoptera	Scarabaeidae	Limoniinae	Proteinini	Megarthrus	Chamaemyia_elegans	0.5069631	0.3312795	0.3510398	0.36010474	0.41925964	0.16228606
GBMIN41162-14	Neuroptera	Carabidae	Trechinae	Bembidiini	Asaphidion	Porotachys_bisulcatus	0.7469404	0.5827991	0.3802609	0.91912705	0.37399742	0.14307605
FBCOK431-13	Coleoptera	Staphylinidae	Scirtinae	Anthribini	Psammotettix	Eupelix_cuspidata	0.999977	0.7789099	0.275991	0.18709613	0.06275806	0.09422126
FBCOI904-12	Psocodea	Mordellidae	Mordellinae	Mordellini	Mordella	Mordella_holomelaena	0.9989219	0.21366678	0.25597402	0.3554417	0.4319491	0.26366937
FBCOD924-11	Diptera	Miridae	Phylinae	Scenopinini	Macrotylus	Nemocoris_fallenii	0.9721462	0.46062836	0.4363937	0.09535319	0.09858718	0.0726254
GWORM076-09	Lepidoptera	Geometridae	Larentiinae	Xylenini	Entephria	Entephria_polata	0.9585882	0.9989812	0.97805095	0.16605459	0.37401143	0.44446337
FBCOB393-10	Coleoptera	Staphylinidae	Mycetoporinae	Proteinini	Scydmaenus	Neocrepidodera_motschulskii	0.98705196	0.7035809	0.11764456	0.11131511	0.056353536	0.11836169
GWOSM883-11	Lepidoptera	Noctuidae	Metoponiinae	Eriopygini	Eucarta	Eucarta_virgo	0.9976064	0.950955	0.57792205	0.41686377	0.3082314	0.40319544
NODES080-22	Diptera	Chironomidae	Tanypodinae	Exoristini	Tanypus	Macrocera_parva	0.9999908	0.17418778	0.39082676	0.6455493	0.0549318	0.15161191
FBLMX151-11	Lepidoptera	Geometridae	Ennominae	Leuconyctini	Abraxas	Abraxas_grossulariata	0.99999917	0.50225836	0.44971433	0.5383785	0.38491392	0.61398375
GCOL6243-16	Coleoptera	Staphylinidae	Omaliinae	Homalotini	Dermestes	Trogoderma_glabrum	0.9973787	0.9570183	0.11322229	0.2207557	0.24237852	0.09112629
GCOL11374-16	Coleoptera	Curculionidae	Mesoptiliinae	Magdalidini	Magdalis	Magdalis_violacea	0.67473686	0.3996713	0.14305837	0.38191575	0.25303847	0.15422462
GCOL1959-16	Hymenoptera	Curculionidae	Scolytinae	Hylesinini	Hylesinus	Tinea_trinotella	0.8854987	0.6312387	0.9244991	0.13911073	0.69899243	0.48696747
GBLAA2461-15	Diptera	Keroplatidae	Larentiinae	Macrocerini	Valenzuela	Macrocera_angulata	0.9541124	0.15830646	0.80711573	0.53927165	0.6322676	0.08681901
FGMLG309-15	Diptera	Dolichopodidae	Heteropterinae	Hydrophorini	Nomada	Tinea_trinotella	0.85517657	0.17866723	0.3071368	0.24405305	0.28137276	0.2684195
GBLAD140-14	Lepidoptera	Noctuidae	Condicinae	Leuconyctini	Eucarta	Eucarta_virgo	0.9999999	0.79848546	0.57966185	0.9486214	0.7668358	0.83818257
GWORB3620-08	Lepidoptera	Pterophoridae	Sesiinae	Chironomini	Ophiola	Ophiola_decumana	0.9984157	0.68330705	0.16444594	0.5084366	0.1285869	0.06612863
FBTAC080-13	Diptera	Scarabaeidae	Cylindrotominae	Siphonini	Siphona	Patrobus_australis	0.9999889	0.26033613	0.3757125	0.46785378	0.039274685	0.10148933
GBCHA1055-13	Hymenoptera	Megachilidae	Megachilinae	Osmiini	Hoplitis	Hoplitis_claviventris	0.99963284	0.41397732	0.925975	0.79100007	0.6027866	0.6035502
FBCOF337-12	Diptera	Staphylinidae	Coloninae	Procladiini	Pissodes	Anobium_rufipes	0.99989426	0.31697744	0.19320665	0.19175118	0.099316366	0.067416735
FBLMV195-09	Lepidoptera	Noctuidae	Acronictinae	Leuconyctini	Acronicta	Eucarta_virgo	0.9999279	0.99587005	0.6122262	0.25489908	0.805496	0.20209165
FBLMW176-10	Lepidoptera	Depressariidae	Depressariinae	Psocini	Agonopterix	Agonopterix_conterminella	0.9999958	0.9748834	0.90878254	0.18140866	0.93156046	0.4498907
FBLMW541-10	Lepidoptera	Gelechiidae	Gelechiinae	Thrypticini	Berdeniella	Micropsectra_styriaca	0.99494416	0.98232	0.29648212	0.18788303	0.12099685	0.19495884
FBAPB173-09	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	Andrena_nigrospina	0.99994695	0.25702384	0.5656341	0.97812027	0.42632082	0.24618366
FBLMU666-09	Lepidoptera	Crambidae	Gelechiinae	Gnorimoschemini	Dolicharthria	Wagneria_costata	0.99648523	0.8102855	0.52582264	0.60409915	0.2486772	0.07888553
FBCOQ270-13	Coleoptera	Staphylinidae	Oxytelinae	Thinobiini	Eusphalerum	Ochthephilus_omalinus	0.98665756	0.9878534	0.34306642	0.5998235	0.117332876	0.12406356
GBCOD249-13	Coleoptera	Lycidae	Corynidinae	Erotini	Octotemnus	Octotemnus_glabriculus	0.7923967	0.29654643	0.14295852	0.5704717	0.53603435	0.9737337
GMGMW713-20	Hymenoptera	Colletidae	Philanthinae	Nomadini	Cerceris	Nomada_roberjeotiana	0.9999416	0.19595724	0.15804353	0.53161114	0.10120951	0.12329416
FBAQU1208-12	Trichoptera	Limnephilidae	Limnephilinae	Tanytarsini	Asynarchus	Megamelus_notulus	0.9998888	0.5109109	0.58868843	0.35485798	0.06866311	0.049378987
GWOSP858-11	Diptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Costaconvexa_polygrammata	0.85019225	0.95280755	0.84012353	0.3864478	0.20111337	0.056963194
GCOL11341-16	Coleoptera	Curculionidae	Scirtinae	Clytrini	Smaragdina	Otiorhynchus_ovatus	0.9884403	0.34964237	0.122615024	0.17738801	0.62171793	0.14238067
GBCOU3310-13	Trichoptera	Lucanidae	Mycetoporinae	Sesiini	Tachyporus	Patrobus_australis	0.9324908	0.25237247	0.26848006	0.10029303	0.110585555	0.06898322
GBCOU1125-13	Coleoptera	Staphylinidae	Coloninae	Macrocerini	Monotoma	Corticeus_fraxini	0.74846804	0.09376774	0.073291585	0.06498851	0.13294242	0.07186315
GBMWH036-15	Hymenoptera	Bembicidae	Campopleginae	Aptesini	Drymeia	Bombus_sylvestris	0.9999559	0.51669884	0.7171539	0.39559618	0.3239078	0.15871271
FBORT041-09	Sarcoptiformes	Damaeidae	Caeciliusinae	Oryctini	Valenzuela	Synchita_humeralis	0.885581	0.5054821	0.41480088	0.23848891	0.48788455	0.090708576
ODOPE727-11	Lepidoptera	Pyralidae	Ennominae	Lithosiini	Melolontha	Liodopria_serricornis	0.9990464	0.79901814	0.26337942	0.43828	0.042263098	0.114766695
GMGMP5797-18	Hymenoptera	Braconidae	Cimbicinae	Philanthini	Ostrinia	Pentastiridius_leporinus	0.99996674	0.33980608	0.20029102	0.4936377	0.42914012	0.21461982
GWOTH365-12	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_goossensiata	0.99018747	0.98370355	0.9282366	0.8664096	0.86263704	0.21136785
FBLMZ088-12	Lepidoptera	Ypsolophidae	Ypsolophinae	Gelechiini	Ypsolopha	Ypsolopha_scabrella	0.99999976	0.9920427	0.8499088	0.27508643	0.3754713	0.44249266
GBMAB2065-15	Lepidoptera	Hesperiidae	Phycitinae	Hydrophorini	Polypedilum	Hypochalcia_ahenella	0.54351944	0.23836346	0.36343384	0.10676359	0.39853603	0.13902314
GMGMC874-14	Hymenoptera	Crabronidae	Cimbicinae	Philanthini	Ostrinia	Pentastiridius_leporinus	0.9999385	0.3245343	0.18638863	0.19163223	0.46441433	0.22827958
GBCOU180-13	Diptera	Argidae	Arginae	Aedini	Arge	Arge_ochropus	0.943292	0.52281004	0.61403346	0.43126145	0.15415786	0.24507321
GBEPT065-13	Sarcoptiformes	Scutoverticidae	Tachyporinae	Oryctini	Lacanobia	Oryctes_nasicornis	0.9744913	0.21573232	0.07824921	0.20672199	0.053131543	0.051315956
GBSYM1611-13	Hymenoptera	Tenthredinidae	Allantinae	Macrocerini	Dolerus	Dolerus_asper	0.99799037	0.8324794	0.31090608	0.34601063	0.12774672	0.054896876
FBCOK295-13	Coleoptera	Scarabaeidae	Scirtinae	Magdalidini	Magdalis	Prionus_coriarius	0.9948815	0.68596923	0.21307665	0.44519347	0.3230653	0.09470965
GBCOL004-12	Coleoptera	Carabidae	Trechinae	Trechini	Trechus	Asaphidion_flavipes	0.99944025	0.9974726	0.7155364	0.5534031	0.23084949	0.11383036
FBAQU451-10	Coleoptera	Melandryidae	Melandryinae	Xylitini	Abdera	Epuraea_biguttata	0.9999994	0.32344672	0.30338606	0.302106	0.063094646	0.10790664
FBAPB141-09	Hymenoptera	Andrenidae	Panurginae	Andrenini	Andrena	Andrena_nigrospina	0.9999757	0.27564076	0.35778752	0.3645866	0.5718533	0.10879773
FBLMS072-09	Lepidoptera	Lycaenidae	Ennominae	Eumaeini	Ourapteryx	Agrotera_nemoralis	0.99999523	0.37473318	0.2919514	0.30749965	0.048550226	0.38863656
MIDGE165-06	Diptera	Chironomidae	Chironominae	Tanytarsini	Micropsectra	Pseudochironomus_prasinatus	0.9405744	0.9989278	0.5492092	0.69270414	0.23640318	0.12414157
EUCAR363-10	Neuroptera	Carabidae	Trechinae	Bembidiini	Asaphidion	Porotachys_bisulcatus	0.8264379	0.47790548	0.288977	0.8993692	0.33403406	0.11191656
GWOSA392-10	Lepidoptera	Noctuidae	Noctuinae	Leuconyctini	Carcina	Eucarta_virgo	1.0	0.9773791	0.55283374	0.65902025	0.3474944	0.32419387
FBLMW150-10	Lepidoptera	Erebidae	Arctiinae	Tanytarsini	Menacanthus	Paratanytarsus_penicillatus	0.9002645	0.6466484	0.39662495	0.24168712	0.39754894	0.028436048
FBACA550-10	Trichoptera	Pemphredonidae	Pemphredoninae	Pemphredonini	Pemphredon	Apatania_dalecarlica	0.9358701	0.56649345	0.47875342	0.5834464	0.30343422	0.7701936
GMGMU550-20	Diptera	Buprestidae	Scirtinae	Culisetini	Dissoleucas	Dissoleucas_niveirostris	0.9999411	0.07988485	0.19710411	0.099984966	0.057788525	0.10778266
GMGMQ1105-18	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	Nomada_flavopicta	0.98769534	0.31936234	0.47646216	0.72902554	0.2122605	0.15216774
GMGMQ782-18	Trichoptera	Argyresthiidae	Leptocerinae	Chironomini	Argyresthia	Setodes_punctatus	0.538626	0.5999317	0.18607304	0.20371021	0.22331157	0.08053034
GBCOU10367-17	Coleoptera	Scarabaeidae	Cetoniinae	Psocini	Caecilius	Serropalpus_barbatus	0.57633394	0.2123028	0.22933257	0.56570655	0.3049132	0.042692088
GWOSR454-11	Lepidoptera	Geometridae	Ennominae	Ourapterygini	Ourapteryx	Ourapteryx_sambucaria	0.99944836	0.72167295	0.78576875	0.10395503	0.15001528	0.15123808
FBLMZ241-12	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	Cydia	Olindia_schumacherana	0.99999964	0.99963045	0.93778545	0.9479299	0.43774492	0.39114112
GWOSQ517-11	Lepidoptera	Gelechiidae	Tineinae	Cidariini	Trypodendron	Aporia_crataegi	0.9999845	0.13397214	0.24042475	0.11026931	0.08480979	0.06783552
FBLMZ248-12	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	Cydia	Cydia_medicaginis	0.99999964	0.9924859	0.9563849	0.64030594	0.48706508	0.45904613
GBLAA2316-15	Lepidoptera	Erebidae	Phycitinae	Noctuini	Valenzuela	Carterocephalus_palaemon	0.99304634	0.7833555	0.4971839	0.43109453	0.08213016	0.094960466
GBLAF578-14	Lepidoptera	Noctuidae	Noctuinae	Leuconyctini	Eucarta	Eucarta_virgo	0.99997926	0.9933941	0.8048091	0.46413845	0.15390871	0.30901074
GMGRC2431-13	Diptera	Chironomidae	Orthocladiinae	Chironomini	Cymbiodyta	Rhizedra_lutosa	0.99129385	0.5987562	0.7838155	0.4995355	0.24244675	0.16956916
GBACU2896-13	Hymenoptera	Crabronidae	Crabroninae	Crabronini	Ectemnius	Ectemnius_cavifrons	0.9999893	0.99092054	0.8908223	0.87113595	0.95465404	0.801585
BCHYM7466-15	Hymenoptera	Ichneumonidae	Banchinae	Atrophini	Lissonota	Hoplocryptus_coxator	0.9999963	0.96839327	0.50040877	0.82119864	0.36943793	0.3520727
GBACU314-12	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	Nomada_rufipes	0.99880636	0.9567552	0.97723085	0.9001767	0.9694895	0.41237143
GBACU176-12	Hymenoptera	Crabronidae	Crabroninae	Crabronini	Crossocerus	Lestica_subterranea	0.9999857	0.997623	0.98341274	0.9984023	0.4279509	0.27566478
FBHET519-12	Psocodea	Miridae	Orthotylinae	Halticini	Orthotylus	Mecomma_dispar	0.6994603	0.42638496	0.8763896	0.36998168	0.323026	0.18044461
FBAPB856-09	Hymenoptera	Megachilidae	Megachilinae	Megachilini	Coelioxys	Coelioxys_elongata	0.9999981	0.41991693	0.79185504	0.30616832	0.20969951	0.10847031
FBACA387-10	Hymenoptera	Chironomidae	Vespinae	Tanytarsini	Tanytarsus	Hypoponera_punctatissima	0.8125247	0.33155143	0.547981	0.31476292	0.42167887	0.15886372
FBCOO480-13	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	Oxyomus	Oryctes_nasicornis	0.99999547	0.48993784	0.8727063	0.89010465	0.100048564	0.08292854
FBCOK033-13	Diptera	Sciaridae	Phorinae	Hyperini	Brachypera	Phyllobius_argentatus	0.99859136	0.6543209	0.5997246	0.22586967	0.07667769	0.05944748
FGMLA043-12	Lepidoptera	Geometridae	Ennominae	Dypterygiini	Hypochalcia	Ourapteryx_sambucaria	0.99997175	0.7612482	0.520349	0.74211556	0.31318927	0.1732217
GMGMU2165-20	Hymenoptera	Eulophidae	Tetrastichinae	Crabronini	Agyneta	Entomognathus_brevis	0.9999379	0.5661392	0.15101233	0.8773962	0.06542081	0.088465996
ODOPE383-11	Lepidoptera	Epermeniidae	Aphodiinae	Grapholitini	Acrossus	Cydia_indivisa	0.99922955	0.30434692	0.31034365	0.33418125	0.0868303	0.09444149
AMTPD3770-15	Diptera	Empididae	Bibioninae	Culisetini	Dicranomyia	Dicranomyia_fusca	0.9997402	0.41714013	0.37319925	0.18642528	0.64067715	0.06085744
GBLAF787-14	Lepidoptera	Notodontidae	Ptilodontinae	Pennisetiini	Valenzuela	Horisme_tersata	0.99989986	0.5987176	0.6002022	0.22031362	0.24976318	0.62454265
FGMLD623-13	Lepidoptera	Tineidae	Pierinae	Pierini	Nomada	Aporia_crataegi	0.63374233	0.47039708	0.51475495	0.2843461	0.18707313	0.07890678
FBCOJ708-13	Diptera	Dolichopodidae	Phorinae	Tritomini	Melolontha	Xestobium_rufovillosum	0.8778851	0.6637084	0.3294117	0.167371	0.048702665	0.038669664
GBCOC818-12	Hemiptera	Cicadellidae	Bathysmatophorinae	Evacanthini	Salda	Melanophila_acuminata	0.99702495	0.44295597	0.35522857	0.17635737	0.07859123	0.07480048
GBACU1911-12	Hymenoptera	Philanthidae	Philanthinae	Philanthini	Cerceris	Cerceris_ruficornis	0.99215066	0.8096979	0.89851135	0.56792957	0.91747755	0.39979485
FBLMV690-09	Lepidoptera	Zygaenidae	Zygaeninae	Zygaenini	Zygaena	Zygaena_viciae	0.9999678	0.67267585	0.9081608	0.94016814	0.76028126	0.7371193
GWORU561-10	Lepidoptera	Geometridae	Ennominae	Sphingini	Ourapteryx	Ourapteryx_sambucaria	0.97058177	0.73743314	0.8327039	0.19111814	0.14907412	0.21020217
EUCAR498-10	Lepidoptera	Carabidae	Nematopogoninae	Cicindelini	Xylocoris	Amara_equestris	0.47688466	0.4943248	0.09758534	0.15285607	0.06430557	0.14529419
