ID	kingdom	phylum	class	order	family	genus	species
JX974654	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GU246257	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	Candida_montana
UDB015689	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JF740239	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Paraleptosphaeria	Paraleptosphaeria_rumicis
MT232389	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	unclassified
LT601380	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_terreus
KU296216	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ194074	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KT119887	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GQ166879	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB019571	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum_sanguinolentum
MN917866	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH332700	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AF401972	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ734260	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AM882915	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JQ666054	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gliocladiopsis	unclassified
KP859050	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Castanediellaceae	Castanediella	Castanediella_couratarii
MW149435	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB031414	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
HM068346	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	unclassified
EU073198	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK432654	Fungi	Ascomycota	Sordariomycetes	unclassified	unclassified	unclassified	unclassified
KP859053	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	unclassified	unclassified
AM882919	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JQ996421	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP859054	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Castanediellaceae	Castanediella	Castanediella_hyalopenicillata
JQ797439	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	unclassified
KY610419	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH862478	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Geejayessia	Geejayessia_atrofusca
KY104647	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_sporocuriosa
EU401775	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH558713	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	unclassified	unclassified
MH558714	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JF908137	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH558715	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KT284911	Fungi	Basidiomycota	Agaricomycetes	unclassified	unclassified	unclassified	unclassified
UDB001740	Fungi	Basidiomycota	Agaricomycetes	unclassified	unclassified	unclassified	unclassified
MH558716	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN688801	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	unclassified
KT284912	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	unclassified
MN688802	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	unclassified
HQ185348	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Parascedosporium	Parascedosporium_putredinis
KT284913	Fungi	Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
KY397949	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Sydowiellaceae	Sillia	Sillia_karstenii
UDB035301	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Harposporium	Harposporium_cylindrosporum
MN688804	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	unclassified
UDB035302	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	unclassified	unclassified
AF050269	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_dermatitidis
UDB035303	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Parachaetomium	unclassified
FJ752746	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum_mangiferae
UDB001744	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB035304	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pseudohalonectriaceae	Pseudohalonectria	unclassified
UDB035305	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB001747	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_olivaceum
AY781277	Fungi	Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
UDB035306	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	unclassified
AF072065	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AJ439439	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Aphanoascus	Aphanoascus_mephitalis
JQ414265	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	unclassified	unclassified
MH498515	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	unclassified	unclassified	unclassified
KU519107	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FM213340	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MT023344	Fungi	Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
KY490015	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB035309	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ295113	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JN943159	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces_yarrowii
MH241057	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ570709	Fungi	Ascomycota	Sordariomycetes	unclassified	unclassified	unclassified	unclassified
HG974255	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FR670785	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unclassified	unclassified	unclassified
LT985886	Fungi	Ascomycota	Eurotiomycetes	unclassified	unclassified	unclassified	unclassified
FR670786	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces_sydowiorum
FM213347	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
LT985888	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	unclassified	unclassified	unclassified
FM213349	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MT934952	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH861153	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Enterocarpus	Enterocarpus_grenotii
KP308802	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
LN850580	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU382205	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH784810	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AJ239122	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH784811	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KY421494	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
LN850582	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MT934956	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH784812	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU382208	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Sphaerostilbella	Sphaerostilbella_parabroomeana
KY131767	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP308805	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH784813	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
LN850584	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
LR736641	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	unclassified
LN850585	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU846467	Fungi	Ascomycota	Sordariomycetes	unclassified	unclassified	unclassified	unclassified
KU846468	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Parvothecium	Parvothecium_terrestre
AF312014	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta_concentrica
JQ766443	Fungi	Ascomycota	Eurotiomycetes	unclassified	unclassified	unclassified	unclassified
LN850589	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ450034	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AY243645	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ450035	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	unclassified
MF173432	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MF173433	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AY243646	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JX855031	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis_Mycoleptodonoides	Mycoleptodonoides	Mycoleptodonoides_sharmae
UDB000426	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP101584	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	unclassified
KY105973	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ450039	Fungi	Basidiomycota	Agaricomycetes	unclassified	unclassified	unclassified	unclassified
JX855033	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	unclassified
MW628100	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ898168	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_adeninivorans
KU189751	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ898169	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_illinoisensis
EU046087	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU189752	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
EU518663	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	unclassified
KU189754	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FJ023539	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria	Teratosphaeria_velox
UDB015690	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MT232390	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB015691	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	unclassified	unclassified
KX287501	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	unclassified
AY302523	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_ichthyophaga
GU246263	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FJ176721	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KX966026	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	unclassified
JQ693639	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	unclassified
UDB015699	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OK664698	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OK664699	Fungi	Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
MT530448	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JN685297	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FJ176728	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK050400	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JQ797440	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK050401	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	unclassified
MK050402	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	unclassified	unclassified
MG662160	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KY104650	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MG662162	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	unclassified
AY370684	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_dehoogii
MK050404	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus_fuzhouensis
AM882924	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MT339224	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK432661	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	unclassified
GU269851	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora_eucommiae
KM199778	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK050406	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Ruineniaceae	Ruinenia	unclassified
MK432663	Fungi	Ascomycota	Sordariomycetes	Diaporthales	unclassified	unclassified	unclassified
MK050408	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	unclassified
MH558720	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KF531830	Fungi	Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
MH558721	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK432665	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_citrichinensis
AM882929	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH120190	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AF050272	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	unclassified
MH120191	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GU269857	Fungi	Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
HQ185354	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium_minutisporum
MH558723	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Helicoma	unclassified
FR750142	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JN206082	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_guilliermondii
MK432667	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	unclassified	unclassified
GU269858	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora_coniogrammes
MH558724	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	unclassified	unclassified
JN206083	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_bacilliformis
AF050274	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_salmonis
MN688810	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	unclassified
EU716330	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	unclassified	unclassified
MH558726	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FJ200264	Fungi	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Ceratocystis	Ceratocystis_eucalypticola
KF771878	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB001751	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma_sphaerosporum
AJ439442	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB035311	Fungi	Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
MH498520	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	unclassified	unclassified	unclassified
UDB035312	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JQ414271	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	unclassified	unclassified
JN943160	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB035314	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MG763877	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB035315	Fungi	Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
MN688818	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	unclassified
UDB035316	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	unclassified	unclassified
KP267854	Fungi	Ascomycota	Sordariomycetes	Diaporthales	unclassified	unclassified	unclassified
MH498524	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	unclassified	unclassified
MN688819	Fungi	Ascomycota	Dothideomycetes	unclassified	unclassified	unclassified	unclassified
UDB001758	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB035318	Fungi	Ascomycota	Sordariomycetes	Diaporthales	unclassified	unclassified	unclassified
KM507324	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	unclassified
KU597790	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
LT985890	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	unclassified	unclassified	unclassified
AM158924	Fungi	Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
JQ414276	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	unclassified
JX454953	Fungi	Ascomycota	Leotiomycetes	Helotiales	Gelatinodiscaceae	Xerombrophila	Xerombrophila_crystallifera
UDB035319	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JQ414277	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
EU643513	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JQ414278	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia_tucumanensis
MH498529	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Apiosporaceae	Apiospora	unclassified
MK834523	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP109822	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	unclassified
FM213354	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AF254928	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	unclassified
DQ988046	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK834525	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU382210	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Nectriopsis	Nectriopsis_broomeana
MG934432	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MG934433	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Harknessiaceae	Harknessia	unclassified
MH861161	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Sagenomella	Sagenomella_verticillata
MT934961	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MG934434	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Harknessiaceae	Harknessia	unclassified
KU597799	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MG934435	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Harknessiaceae	Harknessia	unclassified
AB113017	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU846471	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Peethambara	Peethambara_sundara
MG657328	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP308813	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MG934438	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Harknessiaceae	Harknessia	unclassified
LN850592	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ201941	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	unclassified	unclassified	unclassified
LC312449	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MW263867	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MZ611629	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP308817	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP308818	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB0801842	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ898170	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_malaysiensis
DQ450042	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	unclassified
DQ898171	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_mokoenaii
UDB000433	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB000436	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KR859078	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis_Infundichalara	Infundichalara	Infundichalara_microchona
LC373107	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ509961	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Plagiostoma	unclassified
KR859079	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	unclassified	unclassified
KP232976	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unclassified	unclassified	unclassified
KJ509962	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Plagiostoma	unclassified
KJ509963	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Plagiostoma	Plagiostoma_barriae
KJ509964	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Plagiostoma	unclassified
AF298541	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
EU041802	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pachyramichloridium	Pachyramichloridium_pini
EF151246	Fungi	Basidiomycota	Microbotryomycetes	unclassified	unclassified	unclassified	unclassified
EU041803	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	Zasmidium_strelitziae
EU041805	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	Ramichloridium	Ramichloridium_anceps
JQ860305	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MF399458	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KX928955	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
EU280068	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_spirale
EU041807	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella_fasciculata
JF740253	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora_chrysanthemi
KX287513	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	unclassified	unclassified
JF740254	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria_veronicae
AY302534	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_muriae
JF740256	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB036646	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tubariaceae	Phaeomarasmius	Phaeomarasmius_erinaceus
KX287516	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	unclassified
LC552949	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FN547622	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FN547623	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
LC203321	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	unclassified	unclassified
U18360	Fungi	Ascomycota	Eurotiomycetes	Onygenales	unclassified	unclassified	unclassified
EU137291	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_samoensis
KM199780	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FJ176736	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KY203722	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	unclassified
KY203724	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	unclassified	unclassified
KP098544	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AM882934	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK432672	Fungi	Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
JQ314350	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JQ314351	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JF908152	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK432674	Fungi	Ascomycota	Sordariomycetes	Diaporthales	unclassified	unclassified	unclassified
AF050281	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora_macrospora
AM882939	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH558731	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JN603201	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AF050282	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unclassified	unclassified
