"ID" "Class" "Order" "Family" "Subfamily" "Genus" "Prob_Class" "Prob_Order" "Prob_Family" "Prob_Subfamily" "Prob_Genus"
"1503" "BCHYM8485-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Phygadeuontinae" "Gnotus" 1 1 1 0.77 0.25
"1504" "BCHYM8486-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Mesochorinae" "Mesochorus" 1 1 1 1 1
"1505" "BCHYM8487-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Banchinae" "Glypta" 1 1 1 1 1
"1506" "BCHYM8488-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Banchinae" "Glypta" 1 1 1 1 1
"1507" "BCHYM8490-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Phygadeuontinae" "Megacara" 0.99 0.85 0.53 0.41 0.34
"1508" "BCHYM8502-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Banchinae" "Lissonota" 1 1 1 0.99 0.99
"1509" "BCHYM8531-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Orthocentrus" 1 1 1 0.99 0.98
"1510" "BCHYM8533-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Aperileptus" 1 1 1 0.34 0.19
"1511" "BCHYM8548-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Tersilochinae" "Probles" 1 1 1 1 0.63
"1512" "BCHYM8557-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Gnathochorisis" 1 1 1 1 1
"1513" "BCHYM8575-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Orthocentrus" 1 0.99 0.98 0.7 0.66
"1514" "BCHYM8576-15" "Insecta" "Hymenoptera" "Torymidae" "Toryminae" "Torymus" 1 0.99 0.69 0.69 0.69
"1515" "BCHYM8579-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Orthocentrus" 1 1 1 1 1
"1516" "BCHYM8593-15" "Arachnida" "Araneae" "Salticidae" "dummy_Salticidae" "Marpissa" 0.19 0.19 0.14 0.14 0.14
"1517" "BCHYM8606-15" "Arachnida" "Araneae" "Uloboridae" "dummy_Uloboridae" "Hyptiotes" 0.71 0.7 0.23 0.23 0.23
"1518" "BCHYM8624-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Metopiinae" "Exochus" 1 0.99 0.99 0.64 0.64
"1519" "BCHYM8629-15" "Insecta" "Hymenoptera" "Eulophidae" "Eulophinae" "Cirrospilus" 1 1 1 1 1
"1520" "BCHYM8631-15" "Insecta" "Hymenoptera" "Braconidae" "Rhysipolinae" "Rhysipolis" 0.87 0.84 0.82 0.71 0.71
"1521" "BCHYM8632-15" "Insecta" "Hymenoptera" "Braconidae" "Rhysipolinae" "Rhysipolis" 0.87 0.83 0.82 0.72 0.72
"1522" "BCHYM8633-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Phygadeuontinae" "Phygadeuon" 1 1 1 0.82 0.38
"1523" "BCHYM8641-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Campopleginae" "Diadegma" 1 1 1 0.93 0.49
"1524" "BCHYM8660-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Plectiscidea" 1 0.99 0.98 0.41 0.35
"1525" "BCHYM8666-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Plectiscus" 1 1 1 1 1
"1526" "BCHYM8667-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Ichneumoninae" "Coelichneumon" 1 1 1 0.56 0.18
"1527" "BCHYM8668-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Ichneumoninae" "Sycaonia" 1 1 1 0.64 0.23
"1528" "BCHYM8670-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Ichneumoninae" "Coelichneumon" 1 1 1 0.56 0.18
"1529" "BCHYM8745-15" "Insecta" "Hymenoptera" "Eulophidae" "Eulophinae" "Aulogymnus" 1 0.95 0.68 0.5 0.38
"1530" "BCHYM8785-15" "Insecta" "Hymenoptera" "Braconidae" "Microgastrinae" "Pholetesor" 0.87 0.81 0.53 0.41 0.41
"1531" "BCHYM8786-15" "Insecta" "Hymenoptera" "Braconidae" "Microgastrinae" "Pholetesor" 0.87 0.81 0.53 0.41 0.41
"1532" "BCHYM8840-15" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Siobla" 1 0.78 0.77 0.47 0.39
"1533" "BCHYM8841-15" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Siobla" 1 0.78 0.77 0.47 0.39
"1534" "BCHYM8842-15" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Siobla" 1 0.78 0.77 0.47 0.39
"1535" "BCHYM8868-15" "Insecta" "Hymenoptera" "Tenthredinidae" "Blennocampinae" "Phymatocera" 1 1 1 1 1
"1536" "BCHYM8871-15" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Tenthredopsis" 1 1 1 1 1
"1537" "BCHYM8872-15" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Tenthredopsis" 1 1 1 1 1
"1538" "BCHYM8881-15" "Insecta" "Hymenoptera" "Diprionidae" "Monocteninae" "Monoctenus" 1 1 1 1 1
"1539" "BCHYM8893-15" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Macrophya" 1 1 1 1 1
"1540" "BCHYM8898-15" "Insecta" "Hymenoptera" "Tenthredinidae" "Selandriinae" "Dolerus" 1 1 1 1 1
"1541" "BCHYM8917-15" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Empria" 1 1 1 1 1
"1542" "BCHYM8923-15" "Insecta" "Hymenoptera" "Argidae" "Arginae" "Arge" 1 1 1 1 1
"1543" "BCHYM8927-15" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Tenthredo" 1 1 1 0.75 0.75
"1544" "BCHYM8928-15" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Tenthredo" 1 0.9 0.85 0.56 0.48
"1545" "BCHYM8935-15" "Insecta" "Hymenoptera" "Bembicidae" "Nyssoninae" "Nysson" 1 0.85 0.37 0.34 0.34
"1546" "BCHYM8936-15" "Insecta" "Hymenoptera" "Bembicidae" "Nyssoninae" "Nysson" 1 0.85 0.37 0.34 0.34
"1547" "BCHYM8937-15" "Insecta" "Hymenoptera" "Bembicidae" "Nyssoninae" "Nysson" 1 0.85 0.37 0.34 0.34
"1548" "BCHYM8952-15" "Insecta" "Hymenoptera" "Megachilidae" "Megachilinae" "Anthidiellum" 0.88 0.63 0.05 0.05 0.04
"1549" "BCHYM8953-15" "Insecta" "Hymenoptera" "Megachilidae" "Megachilinae" "Anthidiellum" 0.88 0.63 0.05 0.05 0.04
"1550" "BCHYM8956-15" "Insecta" "Hymenoptera" "Crabronidae" "Crabroninae" "Ectemnius" 1 1 1 1 1
"1551" "BCHYM8957-15" "Insecta" "Hymenoptera" "Crabronidae" "Crabroninae" "Ectemnius" 1 1 1 1 1
"1552" "BCHYM8958-15" "Insecta" "Hymenoptera" "Crabronidae" "Crabroninae" "Ectemnius" 1 1 1 1 1
"1553" "BCHYM8966-15" "Insecta" "Hymenoptera" "Psenidae" "dummy_Psenidae" "Psenulus" 1 1 1 1 0.98
"1554" "BCHYM8967-15" "Insecta" "Hymenoptera" "Pemphredonidae" "dummy_Pemphredonidae" "Stigmus" 1 1 1 1 1
"1555" "BCHYM8968-15" "Insecta" "Hymenoptera" "Pemphredonidae" "dummy_Pemphredonidae" "Stigmus" 1 1 1 1 1
"1556" "BCHYM8973-15" "Insecta" "Hymenoptera" "Vespidae" "Vespinae" "Dolichovespula" 1 1 1 1 1
"1557" "BCHYM8974-15" "Insecta" "Hymenoptera" "Vespidae" "Vespinae" "Dolichovespula" 1 1 1 1 1
"1558" "BCHYM8979-15" "Insecta" "Hymenoptera" "Bembicidae" "Bembicinae" "Gorytes" 1 0.97 0.93 0.93 0.93
"1559" "BCHYM8980-15" "Insecta" "Hymenoptera" "Bembicidae" "Bembicinae" "Gorytes" 1 0.97 0.93 0.93 0.93
"1560" "BCHYM8981-15" "Insecta" "Hymenoptera" "Bembicidae" "Bembicinae" "Gorytes" 1 0.97 0.93 0.93 0.93
"1561" "BCHYM8982-15" "Insecta" "Hymenoptera" "Bembicidae" "Bembicinae" "Gorytes" 1 0.97 0.93 0.93 0.93
"1562" "BCHYM9052-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Miscophus" 1 1 0.99 0.99 0.99
"1563" "BCHYM9053-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 0.98 0.97 0.97 0.97
"1564" "BCHYM9054-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 0.98 0.97 0.97 0.97
"1565" "BCHYM9055-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.98 0.94 0.8 0.75 0.75
"1566" "BCHYM9058-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1567" "BCHYM9059-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1568" "BCHYM9061-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 0.99 0.99
"1569" "BCHYM9062-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 0.99 0.99
"1570" "BCHYM9063-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1571" "BCHYM9064-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 0.98 0.98
"1572" "BCHYM9066-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1573" "BCHYM9067-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1574" "BCHYM9068-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1575" "BCHYM9069-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1576" "BCHYM9070-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1577" "BCHYM9072-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.98 0.96 0.93 0.93 0.93
"1578" "BCHYM9073-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1579" "BCHYM9074-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 0.99 0.99 0.99
"1580" "BCHYM9075-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.99 0.99 0.99 0.97 0.97
"1581" "BCHYM9077-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 0.99 0.99
"1582" "BCHYM9078-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1583" "BCHYM9079-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 0.98 0.98 0.98
"1584" "BCHYM9080-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.98 0.85 0.71 0.68 0.68
"1585" "BCHYM9082-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.97 0.91 0.9 0.9 0.9
"1586" "BCHYM9084-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.96 0.9 0.84 0.81 0.81
"1587" "BCHYM9085-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1588" "BCHYM9087-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1589" "BCHYM9088-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1590" "BCHYM9089-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.99 0.97 0.95 0.94 0.94
"1591" "BCHYM9090-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1592" "BCHYM9091-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1593" "BCHYM9092-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 0.96 0.9 0.9
"1594" "BCHYM9095-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 1 1 1
"1595" "BCHYM9096-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 0.99 0.95 0.92 0.92
"1596" "BCHYM9097-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.97 0.96 0.93 0.93 0.93
"1597" "BCHYM9099-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.96 0.96 0.91 0.91 0.91
"1598" "BCHYM9100-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.99 0.99 0.97 0.94 0.94
"1599" "BCHYM9101-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 1 1 0.99 0.99 0.99
"1600" "BCHYM9112-15" "Insecta" "Hymenoptera" "Crabronidae" "Crabroninae" "Crabro" 1 1 0.96 0.96 0.77
"1601" "BCHYM9113-15" "Insecta" "Hymenoptera" "Crabronidae" "Crabroninae" "Crabro" 1 1 0.96 0.96 0.77
"1602" "BCHYM9114-15" "Insecta" "Hymenoptera" "Crabronidae" "Crabroninae" "Crabro" 1 1 0.96 0.96 0.77
"1603" "BCHYM9115-15" "Insecta" "Hymenoptera" "Crabronidae" "Crabroninae" "Crabro" 1 0.99 0.6 0.52 0.27
"1604" "BCHYM9117-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Oxybelus" 1 1 0.88 0.85 0.85
"1605" "BCHYM9118-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Oxybelus" 0.98 0.92 0.79 0.74 0.74
"1606" "BCHYM9120-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Miscophus" 1 0.97 0.88 0.88 0.88
"1607" "BCHYM9311-15" "Insecta" "Hymenoptera" "Bembicidae" "Bembicinae" "Harpactus" 1 0.79 0.51 0.51 0.27
"1608" "BCHYM9312-15" "Insecta" "Hymenoptera" "Bembicidae" "Bembicinae" "Harpactus" 1 0.81 0.44 0.44 0.21
"1609" "BCHYM9313-15" "Insecta" "Hemiptera" "Delphacidae" "Delphacinae" "Megamelus" 0.99 0.14 0.09 0.09 0.09
"1610" "BCHYM9315-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Diplazontinae" "Campocraspedon" 0.98 0.7 0.47 0.09 0.09
"1611" "BCHYM9317-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Ichneumoninae" "Eutanyacra" 1 0.61 0.44 0.2 0.08
"1612" "BCHYM9318-15" "Insecta" "Hymenoptera" "Bembicidae" "Nyssoninae" "Nysson" 1 0.99 0.98 0.98 0.98
"1613" "BCHYM9320-15" "Insecta" "Hymenoptera" "Bembicidae" "Nyssoninae" "Nysson" 0.99 0.91 0.75 0.72 0.72
"1614" "BCHYM9321-15" "Insecta" "Hymenoptera" "Bembicidae" "Nyssoninae" "Nysson" 1 1 1 1 1
"1615" "BCHYM9322-15" "Insecta" "Hymenoptera" "Bembicidae" "Nyssoninae" "Nysson" 1 1 1 1 1
"1616" "BCHYM9324-15" "Insecta" "Hymenoptera" "Bembicidae" "Nyssoninae" "Nysson" 1 0.85 0.36 0.31 0.31
"1617" "BCHYM9325-15" "Insecta" "Hymenoptera" "Bembicidae" "Bembicinae" "Gorytes" 1 0.95 0.84 0.84 0.8
"1618" "BCHYM9326-15" "Insecta" "Hymenoptera" "Bembicidae" "Bembicinae" "Gorytes" 1 0.98 0.97 0.97 0.97
"1619" "BCHYM9328-15" "Insecta" "Hymenoptera" "Bembicidae" "Bembicinae" "Gorytes" 1 0.99 0.97 0.97 0.97
"1620" "BCHYM9330-15" "Insecta" "Hymenoptera" "Bembicidae" "Bembicinae" "Harpactus" 1 0.83 0.28 0.28 0.28
"1621" "BCHYM9331-15" "Insecta" "Hymenoptera" "Apidae" "Apinae" "Eucera" 0.97 0.58 0.07 0.07 0.07
"1622" "BCHYM9332-15" "Insecta" "Hymenoptera" "Bethylidae" "Scleroderminae" "Plastanoxus" 0.9 0.85 0.13 0.12 0.12
"1623" "BCHYM9333-15" "Insecta" "Hymenoptera" "Astatidae" "dummy_Astatidae" "Astata" 0.99 0.99 0.98 0.98 0.98
"1624" "BCHYM9334-15" "Insecta" "Hymenoptera" "Astatidae" "dummy_Astatidae" "Astata" 0.99 0.99 0.98 0.98 0.98
"1625" "BCHYM9335-15" "Insecta" "Hymenoptera" "Astatidae" "dummy_Astatidae" "Astata" 0.99 0.95 0.89 0.89 0.89
"1626" "BCHYM9337-15" "Insecta" "Hymenoptera" "Astatidae" "dummy_Astatidae" "Dryudella" 1 1 1 1 1
"1627" "BCHYM9338-15" "Insecta" "Hymenoptera" "Astatidae" "dummy_Astatidae" "Dryudella" 1 1 1 1 1
"1628" "BCHYM9339-15" "Insecta" "Hymenoptera" "Astatidae" "dummy_Astatidae" "Dryudella" 1 1 1 1 1
"1629" "BCHYM9340-15" "Insecta" "Hymenoptera" "Astatidae" "dummy_Astatidae" "Dryudella" 1 1 1 1 1
"1630" "BCHYM9341-15" "Arachnida" "Araneae" "Linyphiidae" "dummy_Linyphiidae" "Trichopternoides" 0.32 0.32 0.16 0.16 0.11
"1631" "BCHYM9342-15" "Arachnida" "Araneae" "Linyphiidae" "dummy_Linyphiidae" "Trichopternoides" 0.32 0.32 0.16 0.16 0.12
"1632" "BCHYM9343-15" "Insecta" "Hymenoptera" "Astatidae" "dummy_Astatidae" "Dryudella" 1 0.98 0.95 0.95 0.95
"1633" "BCHYM9344-15" "Insecta" "Hymenoptera" "Pemphredonidae" "Pemphredoninae" "Diodontus" 0.99 0.95 0.88 0.88 0.81
"1634" "BCHYM9345-15" "Insecta" "Hymenoptera" "Pemphredonidae" "Pemphredoninae" "Diodontus" 1 1 1 1 0.96
"1635" "BCHYM9346-15" "Insecta" "Hymenoptera" "Pemphredonidae" "Pemphredoninae" "Diodontus" 1 1 1 1 0.96
"1636" "BCHYM9347-15" "Insecta" "Hymenoptera" "Pemphredonidae" "Pemphredoninae" "Diodontus" 1 1 1 1 0.99
"1637" "BCHYM9349-15" "Insecta" "Hymenoptera" "Psenidae" "dummy_Psenidae" "Mimesa" 1 1 1 1 1
"1638" "BCHYM9350-15" "Insecta" "Hymenoptera" "Psenidae" "dummy_Psenidae" "Mimesa" 1 1 1 1 0.97
"1639" "BCHYM9351-15" "Insecta" "Hymenoptera" "Pemphredonidae" "Pemphredoninae" "Passaloecus" 1 0.99 0.81 0.81 0.4
"1640" "BCHYM9354-15" "Insecta" "Hymenoptera" "Psenidae" "dummy_Psenidae" "Mimumesa" 1 1 1 1 1
"1641" "BCHYM9355-15" "Insecta" "Hymenoptera" "Psenidae" "dummy_Psenidae" "Mimumesa" 1 1 1 1 1
"1642" "BCHYM9356-15" "Insecta" "Hymenoptera" "Psenidae" "dummy_Psenidae" "Mimumesa" 1 1 1 1 1
"1643" "BCHYM9357-15" "Insecta" "Hymenoptera" "Psenidae" "dummy_Psenidae" "Mimumesa" 1 1 0.87 0.87 0.52
"1644" "BCHYM9358-15" "Insecta" "Coleoptera" "Curculionidae" "Dryophthorinae" "Dryophthorus" 0.99 0.23 0.15 0.1 0.1
"1645" "BCHYM9359-15" "Insecta" "Hemiptera" "Caliscelidae" "Ommatidiotinae" "Ommatidiotus" 1 0.42 0.41 0.41 0.41
"1646" "BCHYM9360-15" "Insecta" "Hymenoptera" "Philanthidae" "Philanthinae" "Cerceris" 1 1 0.97 0.97 0.97
"1647" "BCHYM9361-15" "Insecta" "Hymenoptera" "Philanthidae" "Philanthinae" "Cerceris" 1 0.95 0.77 0.77 0.77
"1648" "BCHYM9362-15" "Insecta" "Hymenoptera" "Philanthidae" "Philanthinae" "Cerceris" 1 0.98 0.92 0.92 0.92
"1649" "BCHYM9363-15" "Insecta" "Hymenoptera" "Philanthidae" "Philanthinae" "Cerceris" 0.99 0.81 0.35 0.35 0.35
"1650" "BCHYM9364-15" "Insecta" "Hymenoptera" "Philanthidae" "Philanthinae" "Cerceris" 1 1 1 1 1
"1651" "BCHYM9366-15" "Insecta" "Hymenoptera" "Philanthidae" "Philanthinae" "Cerceris" 1 1 1 1 1
"1652" "BCHYM9367-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Oxybelus" 1 1 1 1 1
"1653" "BCHYM9368-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Oxybelus" 1 1 1 1 1
"1654" "BCHYM9370-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Oxybelus" 0.99 0.99 0.98 0.98 0.98
"1655" "BCHYM9371-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Oxybelus" 0.99 0.99 0.98 0.98 0.98
"1656" "BCHYM9372-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Oxybelus" 0.98 0.84 0.6 0.53 0.52
"1657" "BCHYM9373-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Oxybelus" 0.95 0.9 0.83 0.54 0.54
"1658" "BCHYM9374-15" "Insecta" "Hymenoptera" "Braconidae" "Aphidiinae" "Aphidius" 0.94 0.85 0.24 0.23 0.23
"1659" "BCHYM9377-15" "Insecta" "Hymenoptera" "Crabronidae" "Crabroninae" "Crossocerus" 1 1 0.99 0.99 0.96
"1660" "BCHYM9380-15" "Insecta" "Hymenoptera" "Crabronidae" "Crabroninae" "Ectemnius" 0.95 0.95 0.93 0.93 0.7
"1661" "BCHYM9385-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Trypoxylon" 1 1 0.97 0.97 0.97
"1662" "BCHYM9386-15" "Insecta" "Hemiptera" "Caliscelidae" "Ommatidiotinae" "Ommatidiotus" 1 0.42 0.41 0.41 0.41
"1663" "BCHYM9387-15" "Insecta" "Hymenoptera" "Pemphredonidae" "Pemphredoninae" "Diodontus" 1 1 0.98 0.98 0.57
"1664" "BCHYM9389-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.99 0.99 0.99 0.99 0.99
"1665" "BCHYM9390-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.94 0.9 0.77 0.7 0.7
"1666" "BCHYM9392-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.91 0.88 0.81 0.8 0.8
"1667" "BCHYM9393-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Phygadeuontinae" "Zoophthorus" 0.91 0.7 0.45 0.05 0.02
"1668" "BCHYM9394-15" "Insecta" "Hymenoptera" "Pemphredonidae" "Pemphredoninae" "Passaloecus" 0.96 0.94 0.72 0.72 0.3
"1669" "BCHYM9399-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.98 0.98 0.98 0.97 0.97
"1670" "BCHYM9400-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.97 0.96 0.93 0.93 0.93
"1671" "BCHYM9401-15" "Insecta" "Hymenoptera" "Crabronidae" "dummy_Crabronidae" "Tachysphex" 0.97 0.9 0.77 0.75 0.75
"1672" "BCHYM9419-15" "Insecta" "Hymenoptera" "Psenidae" "dummy_Psenidae" "Psenulus" 1 1 1 1 1
"1673" "BCHYM9446-15" "Insecta" "Hymenoptera" "Philanthidae" "Philanthinae" "Philanthus" 1 0.98 0.71 0.71 0.71
"1674" "BCHYM9455-15" "Insecta" "Hymenoptera" "Ichneumonidae" "Ctenopelmatinae" "Gunomeria" 0.99 0.94 0.32 0.19 0.18
"1675" "BCHYM9873-15" "Insecta" "Hymenoptera" "Vespidae" "Eumeninae" "Eumenes" 0.99 0.94 0.82 0.81 0.77
"1676" "BCHYM9874-15" "Insecta" "Hymenoptera" "Vespidae" "Eumeninae" "Eumenes" 1 0.97 0.91 0.9 0.81
"1677" "BCHYM9876-15" "Insecta" "Hymenoptera" "Vespidae" "Eumeninae" "Eumenes" 1 0.98 0.93 0.92 0.82
"1678" "BCHYM9877-15" "Insecta" "Hymenoptera" "Vespidae" "Eumeninae" "Ancistrocerus" 1 0.97 0.96 0.96 0.95
"1679" "BCHYM9879-15" "Insecta" "Hymenoptera" "Vespidae" "Eumeninae" "Ancistrocerus" 1 1 1 1 1
"1680" "BDE761-21" "Insecta" "Lepidoptera" "Nymphalidae" "Nymphalinae" "Aglais" 1 1 1 1 1
"1681" "BGSF015-15" "Insecta" "Hemiptera" "Cicadellidae" "Deltocephalinae" "Sonronius" 0.83 0.27 0.19 0.19 0.08
"1682" "BGSF016-15" "Insecta" "Hemiptera" "Cicadellidae" "Deltocephalinae" "Sonronius" 0.86 0.33 0.26 0.26 0.12
"1683" "BGSF017-15" "Insecta" "Hemiptera" "Cicadellidae" "Deltocephalinae" "Sonronius" 0.86 0.33 0.26 0.26 0.12
"1684" "BGSF078-15" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.96 0.32 0.22 0.21 0.11
"1685" "BGSF079-15" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.95 0.34 0.22 0.2 0.1
"1686" "BGSF080-15" "Insecta" "Diptera" "Camillidae" "dummy_Camillidae" "Camilla" 0.97 0.49 0.06 0.06 0.06
"1687" "BGSF081-15" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.95 0.34 0.22 0.2 0.1
"1688" "BGSF107-15" "Insecta" "Hemiptera" "Cicadellidae" "Deltocephalinae" "Sonronius" 0.86 0.33 0.26 0.26 0.12
"1689" "BGSF109-15" "Insecta" "Hemiptera" "Cicadellidae" "Deltocephalinae" "Sonronius" 0.86 0.33 0.26 0.26 0.12
"1690" "BGSF159-15" "Insecta" "Hemiptera" "Cicadellidae" "Deltocephalinae" "Sonronius" 0.88 0.35 0.27 0.26 0.13
"1691" "BGSF221-15" "Insecta" "Diptera" "Camillidae" "dummy_Camillidae" "Camilla" 0.97 0.47 0.12 0.12 0.12
"1692" "BGSF222-15" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.95 0.34 0.22 0.2 0.1
"1693" "BGSF223-15" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.95 0.34 0.22 0.2 0.1
"1694" "BIOAC006-11" "Insecta" "Coleoptera" "Eucinetidae" "dummy_Eucinetidae" "Eucilodes" 0.86 0.15 0.1 0.1 0.1
