ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	genus	Prob_genus	species	Prob_species
FBACA144-10	Insecta	1.00	Hymenoptera	0.96	Crabronidae	0.92	Crabroninae	0.91	Ectemnius	0.79	Ectemnius_guttatus	0.64
FBACA145-10	Insecta	1.00	Hymenoptera	0.96	Crabronidae	0.96	Crabroninae	0.95	Ectemnius	0.82	Ectemnius_guttatus	0.73
FBACA150-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabro	1.00	Crabro_scutellatus	1.00
FBACA154-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	0.99	Crabro	0.80	Crabro_cribrarius	0.59
FBACA152-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabro	1.00	Crabro_scutellatus	1.00
FBACA153-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	0.99	Crabroninae	0.97	Crabro	0.82	Crabro_cribrarius	0.63
FBACA151-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabro	1.00	Crabro_scutellatus	1.00
FBACA156-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabro	0.98	Crabro_peltarius	0.98
FBACA157-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabro	0.98	Crabro_peltarius	0.97
FBACA155-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabro	1.00	Crabro_peltarius	0.99
FBACA158-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Crabro	0.98	Crabro_peltarius	0.97
FBACA160-10	Insecta	0.96	Hymenoptera	0.92	Crabronidae	0.88	Crabroninae	0.86	Ectemnius	0.39	Ectemnius_rubicola	0.19
FBACA164-10	Insecta	0.98	Hymenoptera	0.96	Crabronidae	0.94	Crabroninae	0.94	Crossocerus	0.44	Ectemnius_rubicola	0.31
FBACA167-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Ectemnius	1.00	Ectemnius_cephalotes	1.00
FBACA161-10	Insecta	0.98	Hymenoptera	0.95	Crabronidae	0.86	Crabroninae	0.86	Ectemnius	0.39	Ectemnius_rubicola	0.21
FBACA168-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Ectemnius	1.00	Ectemnius_cephalotes	1.00
FBACA169-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Ectemnius	1.00	Ectemnius_cephalotes	1.00
FBACA170-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Ectemnius	1.00	Ectemnius_cephalotes	1.00
FBACA171-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Ectemnius	1.00	Ectemnius_cavifrons	1.00
FBACA172-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Ectemnius	1.00	Ectemnius_cavifrons	1.00
FBACA173-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Ectemnius	1.00	Ectemnius_cavifrons	1.00
FBACA174-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Ectemnius	1.00	Ectemnius_cavifrons	1.00
FBACA183-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Ectemnius	1.00	Ectemnius_guttatus	1.00
FBACA184-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Ectemnius	1.00	Ectemnius_guttatus	1.00
FBACA185-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	Crabroninae	1.00	Ectemnius	1.00	Ectemnius_guttatus	1.00
FBACA191-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Ancistrocerus	1.00	Ancistrocerus_antilope	1.00
FBACA192-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Ancistrocerus	1.00	Ancistrocerus_antilope	1.00
FBACA193-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Ancistrocerus	1.00	Ancistrocerus_antilope	1.00
FBACA194-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Ancistrocerus	1.00	Ancistrocerus_antilope	1.00
FBACA195-10	Insecta	1.00	Hymenoptera	0.70	Vespidae	0.48	Eumeninae	0.47	Ancistrocerus	0.38	Ancistrocerus_scoticus	0.16
FBACA197-10	Insecta	1.00	Hymenoptera	0.74	Vespidae	0.51	Eumeninae	0.47	Ancistrocerus	0.44	Ancistrocerus_scoticus	0.18
FBACA196-10	Insecta	1.00	Hymenoptera	0.73	Vespidae	0.43	Eumeninae	0.38	Ancistrocerus	0.30	Ancistrocerus_scoticus	0.14
FBACA198-10	Insecta	1.00	Hymenoptera	0.77	Vespidae	0.55	Eumeninae	0.55	Ancistrocerus	0.49	Ancistrocerus_scoticus	0.20
FBACA200-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Ancistrocerus	1.00	Ancistrocerus_claripennis	1.00
FBACA201-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Ancistrocerus	1.00	Ancistrocerus_claripennis	1.00
FBACA199-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	0.99	Ancistrocerus	0.99	Ancistrocerus_scoticus	0.53
FBACA202-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Ancistrocerus	1.00	Ancistrocerus_claripennis	1.00
FBACA203-10	Insecta	1.00	Hymenoptera	0.98	Vespidae	0.98	Eumeninae	0.97	Ancistrocerus	0.97	Ancistrocerus_scoticus	0.67
FBACA204-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Ancistrocerus	1.00	Ancistrocerus_claripennis	1.00
FBACA205-10	Insecta	1.00	Hymenoptera	0.99	Vespidae	0.99	Eumeninae	0.98	Ancistrocerus	0.98	Ancistrocerus_scoticus	0.45
FBACA206-10	Insecta	1.00	Hymenoptera	0.99	Vespidae	0.98	Eumeninae	0.97	Ancistrocerus	0.97	Ancistrocerus_scoticus	0.65
FBACA211-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Ancistrocerus	1.00	Ancistrocerus_parietinus	1.00
FBACA216-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Ancistrocerus	1.00	Ancistrocerus_parietum	0.97
FBACA217-10	Insecta	1.00	Hymenoptera	0.99	Vespidae	0.99	Eumeninae	0.99	Ancistrocerus	0.97	Ancistrocerus_scoticus	0.40
FBACA219-10	Insecta	1.00	Hymenoptera	0.99	Vespidae	0.99	Eumeninae	0.99	Ancistrocerus	0.99	Ancistrocerus_scoticus	0.50
FBACA218-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Ancistrocerus	1.00	Ancistrocerus_scoticus	0.47
FBACA220-10	Insecta	1.00	Hymenoptera	0.98	Vespidae	0.98	Eumeninae	0.98	Ancistrocerus	0.98	Ancistrocerus_scoticus	0.44
FBACA222-10	Insecta	1.00	Hymenoptera	0.60	Ichneumonidae	0.15	Eumeninae	0.13	Euodynerus	0.09	Euodynerus_quadrifasciatus	0.07
FBACA224-10	Insecta	1.00	Hymenoptera	0.70	Vespidae	0.34	Eumeninae	0.32	Ancistrocerus	0.11	Ancistrocerus_ichneumonideus	0.07
FBACA223-10	Insecta	1.00	Hymenoptera	0.49	Ichneumonidae	0.15	Eumeninae	0.12	Euodynerus	0.05	Euodynerus_notatus	0.05
FBACA225-10	Insecta	1.00	Hymenoptera	0.56	Vespidae	0.20	Eumeninae	0.15	Passaloecus	0.07	Passaloecus_corniger	0.05
FBACA227-10	Insecta	1.00	Hymenoptera	0.62	Vespidae	0.34	Eumeninae	0.27	Odynerus	0.11	Odynerus_spinipes	0.09
FBACA228-10	Insecta	0.98	Hymenoptera	0.71	Vespidae	0.41	Eumeninae	0.39	Ancistrocerus	0.20	Symmorphus_angustatus	0.07
FBACA229-10	Insecta	1.00	Hymenoptera	0.68	Vespidae	0.37	Eumeninae	0.34	Ancistrocerus	0.20	Ancistrocerus_ichneumonideus	0.07
FBACA226-10	Insecta	1.00	Hymenoptera	0.46	Vespidae	0.23	Eumeninae	0.22	Symmorphus	0.06	Stenodynerus_picticrus	0.06
FBACA232-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Euodynerus	1.00	Euodynerus_quadrifasciatus	1.00
FBACA233-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Euodynerus	1.00	Euodynerus_quadrifasciatus	1.00
FBACA238-10	Insecta	1.00	Hymenoptera	0.81	Vespidae	0.75	Eumeninae	0.74	Odynerus	0.72	Odynerus_spinipes	0.72
FBACA239-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Odynerus	1.00	Odynerus_spinipes	1.00
FBACA240-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Odynerus	1.00	Odynerus_spinipes	1.00
FBACA243-10	Insecta	0.96	Hymenoptera	0.74	Vespidae	0.36	Eumeninae	0.25	Eumenes	0.14	Eumenes_pedunculatus	0.10
FBACA244-10	Insecta	0.97	Hymenoptera	0.74	Ichneumonidae	0.21	Crabroninae	0.14	Crossocerus	0.09	Hylaeus_dilatatus	0.05
FBACA246-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Discoelius	1.00	Discoelius_dufourii	1.00
FBACA248-10	Insecta	0.99	Hymenoptera	0.66	Vespidae	0.38	Eumeninae	0.33	Ancistrocerus	0.24	Ancistrocerus_ichneumonideus	0.10
FBACA249-10	Insecta	0.99	Hymenoptera	0.67	Vespidae	0.30	Eumeninae	0.29	Ancistrocerus	0.11	Ancistrocerus_oviventris	0.05
FBACA245-10	Insecta	1.00	Hymenoptera	0.76	Ichneumonidae	0.20	Crabroninae	0.16	Dolichovespula	0.09	Dolichovespula_adulterina	0.04
FBACA250-10	Insecta	0.98	Hymenoptera	0.69	Vespidae	0.36	Eumeninae	0.34	Symmorphus	0.15	Symmorphus_angustatus	0.09
FBACA251-10	Insecta	1.00	Hymenoptera	0.62	Vespidae	0.35	Eumeninae	0.34	Ancistrocerus	0.20	Euodynerus_notatus	0.06
FBACA252-10	Insecta	1.00	Hymenoptera	0.70	Vespidae	0.46	Eumeninae	0.44	Ancistrocerus	0.26	Euodynerus_notatus	0.08
FBACA253-10	Insecta	1.00	Hymenoptera	0.63	Vespidae	0.40	Eumeninae	0.40	Euodynerus	0.17	Euodynerus_notatus	0.17
FBACA261-10	Insecta	0.99	Hymenoptera	0.52	Vespidae	0.26	Eumeninae	0.23	Ancistrocerus	0.09	Ancistrocerus_parietinus	0.05
FBACA262-10	Insecta	1.00	Hymenoptera	0.65	Vespidae	0.44	Eumeninae	0.35	Ancistrocerus	0.21	Ancistrocerus_parietinus	0.06
FBACA263-10	Insecta	0.98	Hymenoptera	0.66	Vespidae	0.38	Eumeninae	0.27	Ancistrocerus	0.16	Ancistrocerus_parietinus	0.10
FBACA264-10	Insecta	1.00	Hymenoptera	0.75	Vespidae	0.43	Eumeninae	0.35	Ancistrocerus	0.19	Ancistrocerus_oviventris	0.07
FBACA265-10	Insecta	0.98	Hymenoptera	0.72	Vespidae	0.37	Eumeninae	0.25	Ancistrocerus	0.14	Dolichovespula_pacifica	0.06
FBACA257-10	Insecta	0.99	Hymenoptera	0.68	Vespidae	0.38	Eumeninae	0.28	Ancistrocerus	0.17	Ancistrocerus_oviventris	0.07
FBACA266-10	Insecta	0.99	Hymenoptera	0.59	Vespidae	0.26	Eumeninae	0.24	Ancistrocerus	0.22	Ancistrocerus_ichneumonideus	0.12
FBACA275-10	Insecta	1.00	Hymenoptera	0.77	Vespidae	0.47	Eumeninae	0.40	Ancistrocerus	0.24	Euodynerus_quadrifasciatus	0.07
FBACA276-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Stenodynerus	1.00	Stenodynerus_dentisquama	1.00
FBACA277-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Stenodynerus	1.00	Stenodynerus_dentisquama	1.00
FBACA278-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Stenodynerus	1.00	Stenodynerus_dentisquama	1.00
FBACA279-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Stenodynerus	1.00	Stenodynerus_dentisquama	1.00
FBACA282-10	Insecta	1.00	Hymenoptera	0.93	Vespidae	0.79	Eumeninae	0.79	Stenodynerus	0.72	Stenodynerus_picticrus	0.55
FBACA280-10	Insecta	1.00	Hymenoptera	0.95	Vespidae	0.89	Eumeninae	0.89	Stenodynerus	0.83	Stenodynerus_picticrus	0.49
FBACA283-10	Insecta	1.00	Hymenoptera	0.59	Vespidae	0.24	Eumeninae	0.22	Stenodynerus	0.08	Stenodynerus_picticrus	0.07
FBACA285-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	0.99	Eumeninae	0.99	Symmorphus	0.99	Symmorphus_allobrogus	0.99
FBACA287-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_allobrogus	1.00
FBACA288-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_allobrogus	1.00
FBACA289-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_bifasciatus	1.00
FBACA286-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_allobrogus	1.00
FBACA292-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_bifasciatus	1.00
FBACA290-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_bifasciatus	1.00
FBACA293-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_connexus	1.00
FBACA294-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_connexus	1.00
FBACA295-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_connexus	1.00
FBACA297-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_crassicornis	0.96
FBACA296-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_crassicornis	0.95
FBACA298-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_crassicornis	0.99
FBACA299-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_crassicornis	0.94
FBACA300-10	Insecta	0.99	Hymenoptera	0.73	Vespidae	0.58	Eumeninae	0.57	Symmorphus	0.43	Symmorphus_connexus	0.22
FBACA301-10	Insecta	1.00	Hymenoptera	0.78	Vespidae	0.61	Eumeninae	0.60	Symmorphus	0.50	Symmorphus_connexus	0.26
FBACA302-10	Insecta	1.00	Hymenoptera	0.68	Vespidae	0.56	Eumeninae	0.56	Symmorphus	0.48	Symmorphus_connexus	0.24
FBACA304-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_gracilis	1.00
FBACA303-10	Insecta	1.00	Hymenoptera	0.77	Vespidae	0.67	Eumeninae	0.66	Symmorphus	0.53	Symmorphus_connexus	0.24
FBACA305-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_gracilis	1.00
FBACA306-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_gracilis	1.00
FBACA309-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_murarius	1.00
FBACA308-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_gracilis	1.00
FBACA310-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_murarius	1.00
FBACA311-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_murarius	1.00
FBACA312-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Eumeninae	1.00	Symmorphus	1.00	Symmorphus_murarius	1.00
FBACA327-10	Insecta	1.00	Hymenoptera	0.82	Vespidae	0.67	Eumeninae	0.65	Eumenes	0.62	Eumenes_coarctatus	0.44
FBACA328-10	Insecta	1.00	Hymenoptera	0.81	Vespidae	0.64	Eumeninae	0.62	Eumenes	0.61	Eumenes_coarctatus	0.36
FBACA326-10	Insecta	1.00	Hymenoptera	0.99	Vespidae	0.85	Eumeninae	0.84	Eumenes	0.83	Eumenes_coronatus	0.53
FBACA329-10	Insecta	1.00	Hymenoptera	0.84	Vespidae	0.61	Eumeninae	0.60	Eumenes	0.56	Eumenes_coarctatus	0.38
FBACA330-10	Insecta	1.00	Hymenoptera	0.81	Vespidae	0.53	Eumeninae	0.51	Eumenes	0.51	Eumenes_coarctatus	0.34
FBACA358-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_adulterina	1.00
FBACA359-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_adulterina	1.00
FBACA360-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_adulterina	1.00
FBACA361-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_adulterina	1.00
FBACA362-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_omissa	1.00
FBACA363-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_omissa	1.00
FBACA364-10	Insecta	0.98	Hymenoptera	0.64	Vespidae	0.17	Eumeninae	0.11	Formica	0.05	Euodynerus_quadrifasciatus	0.04
FBACA365-10	Insecta	0.99	Hymenoptera	0.68	Ichneumonidae	0.31	Phygadeuontinae	0.08	Dolichovespula	0.06	Euodynerus_quadrifasciatus	0.03
FBACA370-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Vespula	1.00	Vespula_austriaca	1.00
FBACA371-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Vespula	1.00	Vespula_austriaca	1.00
FBACA372-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Vespula	1.00	Vespula_austriaca	1.00
FBACA373-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Vespula	1.00	Vespula_austriaca	1.00
FBACA374-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Vespula	1.00	Vespula_rufa	1.00
FBACA375-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Vespula	1.00	Vespula_rufa	1.00
FBACA376-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Vespula	1.00	Vespula_rufa	1.00
FBACA377-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Vespula	1.00	Vespula_rufa	1.00
FBACA378-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_media	1.00
FBACA379-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_media	1.00
FBACA380-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_norwegica	1.00
FBACA381-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_norwegica	1.00
FBACA382-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_norwegica	1.00
FBACA383-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_norwegica	1.00
FBACA387-10	Insecta	1.00	Hymenoptera	1.00	Vespidae	1.00	Vespinae	1.00	Dolichovespula	1.00	Dolichovespula_adulterina	1.00
FBACA398-10	Insecta	0.99	Hymenoptera	0.54	Crabronidae	0.14	Crabroninae	0.13	Crossocerus	0.07	Crabro_lapponicus	0.03
FBACA399-10	Insecta	0.98	Hymenoptera	0.46	Ichneumonidae	0.12	Crabroninae	0.11	Crabro	0.07	Crabro_lapponicus	0.04
FBACA400-10	Insecta	1.00	Hymenoptera	0.56	Ichneumonidae	0.18	Crabroninae	0.07	Crabro	0.04	Crabro_lapponicus	0.03
FBACA401-10	Insecta	1.00	Hymenoptera	0.48	Crabronidae	0.17	dummy_Crabronidae	0.09	Oxybelus	0.09	Oxybelus_bipunctatus	0.06
FBACA455-10	Insecta	1.00	Hymenoptera	0.50	Ichneumonidae	0.19	Pemphredoninae	0.08	Passaloecus	0.06	Argogorytes_fargeii	0.03
FBACA456-10	Insecta	1.00	Hymenoptera	0.49	Ichneumonidae	0.17	Coleophorinae	0.06	Coleophora	0.06	Ammophila_pubescens	0.03
FBACA457-10	Insecta	1.00	Hymenoptera	0.53	Ichneumonidae	0.19	Pemphredoninae	0.08	Passaloecus	0.08	Ammophila_sabulosa	0.04
FBACA458-10	Insecta	1.00	Hymenoptera	0.56	Ichneumonidae	0.16	Megachilinae	0.07	Passaloecus	0.05	Myrmica_rubra	0.03
FBACA459-10	Insecta	0.99	Hymenoptera	0.58	Ichneumonidae	0.28	Ichneumoninae	0.07	Passaloecus	0.06	Coelichneumon_leucocerus	0.02
FBACA460-10	Insecta	1.00	Hymenoptera	0.44	Ichneumonidae	0.19	Phygadeuontinae	0.10	Passaloecus	0.06	Passaloecus_insignis	0.02
FBACA465-10	Insecta	0.99	Hymenoptera	0.50	Ichneumonidae	0.17	Ammophilinae	0.13	Ammophila	0.09	Ammophila_campestris	0.06
FBACA466-10	Insecta	1.00	Hymenoptera	0.57	Ichneumonidae	0.24	Ammophilinae	0.16	Ammophila	0.09	Podalonia_hirsuta	0.07
FBACA467-10	Insecta	1.00	Hymenoptera	0.53	Sphecidae	0.15	Ammophilinae	0.15	Ammophila	0.13	Ammophila_campestris	0.07
FBACA486-10	Insecta	1.00	Hymenoptera	0.99	Crabronidae	0.98	dummy_Crabronidae	0.98	Trypoxylon	0.98	Trypoxylon_attenuatum	0.47
FBACA487-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	0.99	dummy_Crabronidae	0.99	Trypoxylon	0.99	Trypoxylon_clavicerum	0.94
FBACA468-10	Insecta	0.99	Hymenoptera	0.63	Sphecidae	0.18	Ammophilinae	0.18	Ammophila	0.14	Ammophila_campestris	0.09
FBACA488-10	Insecta	1.00	Hymenoptera	1.00	Crabronidae	1.00	dummy_Crabronidae	1.00	Trypoxylon	1.00	Trypoxylon_clavicerum	0.97
FBACA489-10	Insecta	1.00	Hymenoptera	1.00	Pemphredonidae	1.00	dummy_Pemphredonidae	1.00	Stigmus	1.00	Stigmus_solskyi	1.00
FBACA490-10	Insecta	1.00	Hymenoptera	1.00	Pemphredonidae	1.00	dummy_Pemphredonidae	1.00	Stigmus	1.00	Stigmus_solskyi	1.00
FBACA509-10	Insecta	1.00	Hymenoptera	1.00	Pemphredonidae	1.00	Pemphredoninae	1.00	Pemphredon	1.00	Pemphredon_inornata	1.00
FBACA511-10	Insecta	1.00	Hymenoptera	0.99	Pemphredonidae	0.99	Pemphredoninae	0.99	Pemphredon	0.97	Pemphredon_littoralis	0.97
FBACA512-10	Insecta	1.00	Hymenoptera	0.99	Pemphredonidae	0.99	Pemphredoninae	0.99	Pemphredon	0.98	Pemphredon_littoralis	0.98
FBACA515-10	Insecta	1.00	Hymenoptera	0.99	Pemphredonidae	0.96	Pemphredoninae	0.95	Pemphredon	0.90	Pemphredon_littoralis	0.60
FBACA513-10	Insecta	1.00	Hymenoptera	1.00	Pemphredonidae	0.98	Pemphredoninae	0.98	Pemphredon	0.98	Pemphredon_littoralis	0.98
FBACA521-10	Insecta	1.00	Hymenoptera	0.89	Pemphredonidae	0.51	Pemphredoninae	0.51	Pemphredon	0.38	Pemphredon_littoralis	0.16
FBACA525-10	Insecta	1.00	Hymenoptera	1.00	Pemphredonidae	1.00	Pemphredoninae	1.00	Pemphredon	1.00	Pemphredon_lugubris	1.00
FBACA522-10	Insecta	1.00	Hymenoptera	0.95	Pemphredonidae	0.47	Pemphredoninae	0.47	Pemphredon	0.29	Pemphredon_littoralis	0.12
FBACA510-10	Insecta	1.00	Hymenoptera	1.00	Pemphredonidae	1.00	Pemphredoninae	1.00	Pemphredon	1.00	Pemphredon_inornata	1.00
FBACA527-10	Insecta	1.00	Hymenoptera	0.97	Pemphredonidae	0.96	Pemphredoninae	0.96	Pemphredon	0.94	Pemphredon_lugubris	0.90
FBACA528-10	Insecta	1.00	Hymenoptera	1.00	Pemphredonidae	1.00	Pemphredoninae	1.00	Pemphredon	1.00	Pemphredon_lugubris	1.00
FBACA540-10	Insecta	1.00	Hymenoptera	0.99	Pemphredonidae	0.93	Pemphredoninae	0.93	Diodontus	0.79	Diodontus_minutus	0.76
FBACA539-10	Insecta	1.00	Hymenoptera	0.75	Pemphredonidae	0.50	Pemphredoninae	0.50	Passaloecus	0.29	Passaloecus_monilicornis	0.12
FBACA542-10	Insecta	1.00	Hymenoptera	0.77	Pemphredonidae	0.59	Pemphredoninae	0.59	Passaloecus	0.31	Diodontus_medius	0.25
FBACA543-10	Insecta	1.00	Hymenoptera	0.75	Pemphredonidae	0.52	Pemphredoninae	0.52	Passaloecus	0.23	Diodontus_medius	0.22
FBACA544-10	Insecta	0.99	Hymenoptera	0.73	Pemphredonidae	0.48	Pemphredoninae	0.48	Diodontus	0.24	Diodontus_medius	0.23
FBACA546-10	Insecta	0.99	Hymenoptera	0.94	Pemphredonidae	0.46	Pemphredoninae	0.46	Pemphredon	0.30	Pemphredon_littoralis	0.14
FBACA545-10	Insecta	1.00	Hymenoptera	1.00	Pemphredonidae	1.00	Pemphredoninae	1.00	Pemphredon	1.00	Pemphredon_wesmaeli	1.00
FBACA547-10	Insecta	1.00	Hymenoptera	0.95	Pemphredonidae	0.51	Pemphredoninae	0.51	Pemphredon	0.30	Pemphredon_inornata	0.11
