ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	genus	Prob_genus	species	Prob_species
FBLMT638-09	Insecta	1.00	Lepidoptera	1.00	Pterophoridae	1.00	Pterophorinae	1.00	Amblyptilia	1.00	Amblyptilia_acanthadactyla	1.00
FBLMT636-09	Insecta	1.00	Lepidoptera	1.00	Pterophoridae	1.00	Pterophorinae	1.00	Cnaemidophorus	1.00	Cnaemidophorus_rhododactyla	1.00
FBLMT642-09	Insecta	1.00	Lepidoptera	1.00	Pterophoridae	1.00	Pterophorinae	1.00	Platyptilia	1.00	Platyptilia_gonodactyla	1.00
FBLMT639-09	Insecta	1.00	Lepidoptera	1.00	Pterophoridae	1.00	Pterophorinae	1.00	Buckleria	1.00	Buckleria_paludum	1.00
FBLMT618-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.98	Olethreutinae	0.98	Epiblema	0.80	Epiblema_grandaevana	0.70
FBLMT645-09	Insecta	1.00	Lepidoptera	0.88	Pterophoridae	0.46	Pterophorinae	0.46	Stenoptilia	0.30	Stenoptilia_veronicae	0.09
FBLMT646-09	Insecta	1.00	Lepidoptera	1.00	Pterophoridae	0.87	Pterophorinae	0.87	Stenoptilia	0.86	Stenoptilia_islandicus	0.41
FBLMT649-09	Insecta	1.00	Lepidoptera	1.00	Pterophoridae	1.00	Pterophorinae	1.00	Oxyptilus	1.00	Oxyptilus_pilosellae	1.00
FBLMT647-09	Insecta	1.00	Lepidoptera	0.99	Pterophoridae	0.86	Pterophorinae	0.86	Stenoptilia	0.86	Stenoptilia_islandicus	0.40
FBLMT648-09	Insecta	1.00	Lepidoptera	0.96	Pterophoridae	0.78	Pterophorinae	0.78	Stenoptilia	0.77	Stenoptilia_nolckeni	0.38
FBLMT651-09	Insecta	1.00	Lepidoptera	1.00	Pterophoridae	1.00	Pterophorinae	1.00	Merrifieldia	1.00	Merrifieldia_baliodactyla	1.00
FBLMT643-09	Insecta	1.00	Lepidoptera	1.00	Pterophoridae	1.00	Pterophorinae	1.00	Platyptilia	1.00	Platyptilia_gonodactyla	1.00
FBLMT655-09	Insecta	1.00	Lepidoptera	1.00	Pterophoridae	1.00	Pterophorinae	1.00	Merrifieldia	1.00	Merrifieldia_tridactyla	1.00
FBLMT656-09	Insecta	1.00	Lepidoptera	1.00	Pterophoridae	1.00	Pterophorinae	1.00	Adaina	1.00	Adaina_microdactyla	1.00
FBLMT658-09	Insecta	1.00	Lepidoptera	0.89	Noctuidae	0.24	Noctuinae	0.18	Coleophora	0.09	Adaina_microdactyla	0.08
FBLMT657-09	Insecta	0.99	Lepidoptera	0.85	Noctuidae	0.21	Pterophorinae	0.14	Adaina	0.11	Adaina_microdactyla	0.11
FBLMT661-09	Insecta	1.00	Lepidoptera	1.00	Epermeniidae	1.00	Epermeniinae	1.00	Epermenia	1.00	Epermenia_illigerella	1.00
FBLMT652-09	Insecta	1.00	Lepidoptera	1.00	Pterophoridae	1.00	Pterophorinae	1.00	Merrifieldia	1.00	Merrifieldia_leucodactyla	1.00
FBLMT670-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Eucosma	1.00	Eucosma_hohenwartiana	0.97
FBLMT684-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Gibberifera	1.00	Gibberifera_simplana	1.00
FBLMT671-09	Insecta	1.00	Lepidoptera	0.99	Tortricidae	0.90	Olethreutinae	0.85	Epinotia	0.61	Epinotia_crenana	0.13
FBLMT678-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Phiaris	1.00	Phiaris_bipunctana	1.00
FBLMT672-09	Insecta	1.00	Lepidoptera	0.93	Tortricidae	0.36	Olethreutinae	0.25	Eucosma	0.06	Helcystogramma_lineolella	0.04
FBLMT663-09	Insecta	1.00	Lepidoptera	0.81	Geometridae	0.18	Larentiinae	0.12	Coleophora	0.05	Rhopobota_naevana	0.02
FBLMT685-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Ancylis	1.00	Ancylis_myrtillana	1.00
FBLMT691-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Strophedra	1.00	Strophedra_nitidana	1.00
FBLMT697-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Cosmardia	1.00	Cosmardia_moritzella	1.00
FBLMT698-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anomologinae	1.00	Oxypteryx	1.00	Oxypteryx_superbella	1.00
FBLMT700-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Teleiodes	1.00	Teleiodes_flavimaculella	0.50
FBLMT710-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	0.99	Anacampsinae	0.99	Anarsia	0.99	Anarsia_innoxiella	0.99
FBLMT706-09	Insecta	1.00	Lepidoptera	0.98	Gelechiidae	0.31	Gelechiinae	0.26	Altenia	0.13	Altenia_perspersella	0.13
FBLMT689-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Olethreutes	1.00	Olethreutes_arcuella	1.00
FBLMT712-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anacampsinae	1.00	Anarsia	1.00	Anarsia_innoxiella	1.00
FBLMT715-09	Insecta	1.00	Lepidoptera	1.00	Glyphipterigidae	1.00	Acrolepiinae	1.00	Acrolepiopsis	1.00	Acrolepiopsis_assectella	1.00
FBLMT718-09	Insecta	1.00	Lepidoptera	1.00	Lypusidae	1.00	Lypusinae	1.00	Lypusa	1.00	Lypusa_maurella	1.00
FBLMT708-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anacampsinae	1.00	Mesophleps	1.00	Mesophleps_silacella	1.00
FBLMT722-09	Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Cryptolechiinae	1.00	Orophia	1.00	Orophia_ferrugella	1.00
FBLMT724-09	Insecta	1.00	Lepidoptera	1.00	Oecophoridae	1.00	Oecophorinae	1.00	Promalactis	1.00	Promalactis_procerella	1.00
FBLMT729-09	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Hypenodinae	1.00	Hypenodes	1.00	Hypenodes_humidalis	1.00
FBLMT734-09	Insecta	1.00	Lepidoptera	0.90	Noctuidae	0.17	Noctuinae	0.10	Mompha	0.04	Stathmopoda_pedella	0.04
FBLMT732-09	Insecta	1.00	Lepidoptera	0.70	Tineidae	0.28	dummy_Tineidae	0.28	Infurcitinea	0.28	Infurcitinea_ignicomella	0.28
FBLMT723-09	Insecta	1.00	Lepidoptera	0.98	Tortricidae	0.17	Tortricinae	0.10	Coleophora	0.08	Rhopobota_myrtillana	0.03
FBLMT735-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Neofriseria	1.00	Neofriseria_peliella	1.00
FBLMT738-09	Insecta	1.00	Lepidoptera	1.00	Yponomeutidae	1.00	Yponomeutinae	1.00	Zelleria	1.00	Zelleria_hepariella	1.00
FBLMT741-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Endothenia	1.00	Endothenia_quadrimaculana	1.00
FBLMT742-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Sitochroa	1.00	Sitochroa_verticalis	1.00
FBLMT745-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Adoxophyes	1.00	Adoxophyes_orana	1.00
FBLMT746-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Grapholita	1.00	Grapholita_funebrana	1.00
FBLMT736-09	Insecta	1.00	Lepidoptera	0.88	Coleophoridae	0.13	Coleophorinae	0.13	Coleophora	0.13	Oegoconia_deauratella	0.11
FBLMT756-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Neocochylis	1.00	Neocochylis_dubitana	1.00
FBLMT757-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anacampsinae	1.00	Anarsia	1.00	Anarsia_innoxiella	1.00
FBLMT758-09	Insecta	1.00	Lepidoptera	1.00	Coleophoridae	1.00	Coleophorinae	1.00	Coleophora	1.00	Coleophora_mayrella	1.00
FBLMT761-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Epinotia	1.00	Epinotia_tenerana	1.00
FBLMT763-09	Insecta	1.00	Lepidoptera	0.98	Gelechiidae	0.46	Gelechiinae	0.40	Carpatolechia	0.29	Carpatolechia_epomidella	0.18
FBLMT764-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anomologinae	1.00	Metzneria	1.00	Metzneria_aprilella	1.00
FBLMT768-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.99	Olethreutinae	0.98	Endothenia	0.97	Endothenia_gentianaeana	0.96
FBLMT771-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Anomologinae	1.00	Argolamprotes	1.00	Argolamprotes_micella	1.00
FBLMT747-09	Insecta	1.00	Lepidoptera	1.00	Depressariidae	0.94	Depressariinae	0.94	Agonopterix	0.91	Agonopterix_broennoeensis	0.24
FBLMT777-09	Insecta	1.00	Lepidoptera	0.96	Tortricidae	0.65	Tortricinae	0.57	Cochylimorpha	0.19	Cochylimorpha_alternana	0.19
FBLMT778-09	Insecta	1.00	Lepidoptera	0.99	Tortricidae	0.57	Tortricinae	0.48	Cochylimorpha	0.15	Cochylimorpha_alternana	0.15
FBLMT767-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.93	Olethreutinae	0.91	Eucosma	0.77	Eucosma_aspidiscana	0.14
FBLMT780-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Epinotia	1.00	Epinotia_solandriana	1.00
FBLMT775-09	Insecta	1.00	Lepidoptera	1.00	Argyresthiidae	1.00	dummy_Argyresthiidae	1.00	Argyresthia	1.00	Argyresthia_arceuthina	0.99
FBLMT781-09	Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Depressariinae	1.00	Semioscopis	1.00	Semioscopis_steinkellneriana	1.00
FBLMT782-09	Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Depressariinae	1.00	Agonopterix	1.00	Agonopterix_alstromeriana	1.00
FBLMT783-09	Insecta	1.00	Lepidoptera	1.00	Depressariidae	1.00	Depressariinae	1.00	Agonopterix	1.00	Agonopterix_propinquella	1.00
FBLMT786-09	Insecta	1.00	Lepidoptera	1.00	Ypsolophidae	1.00	Ypsolophinae	1.00	Ypsolopha	1.00	Ypsolopha_scabrella	1.00
FBLMT784-09	Insecta	1.00	Lepidoptera	1.00	Oecophoridae	1.00	Oecophorinae	1.00	Harpella	1.00	Harpella_forficella	1.00
FBLMT788-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Dichelia	1.00	Dichelia_histrionana	1.00
FBLMT791-09	Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Galleriinae	1.00	Achroia	1.00	Achroia_grisella	1.00
FBLMT793-09	Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	Acrobasis	1.00	Acrobasis_repandana	1.00
FBLMT792-09	Insecta	1.00	Lepidoptera	1.00	Pyralidae	0.92	Phycitinae	0.92	Acrobasis	0.92	Acrobasis_consociella	0.92
FBLMT794-09	Insecta	1.00	Lepidoptera	0.95	Noctuidae	0.29	Noctuinae	0.27	Acrobasis	0.14	Acrobasis_repandana	0.07
FBLMT790-09	Insecta	1.00	Lepidoptera	1.00	Pyralidae	0.25	Phycitinae	0.25	Acrobasis	0.16	Acrobasis_repandana	0.15
FBLMT795-09	Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	Nephopterix	1.00	Nephopterix_angustella	1.00
FBLMT800-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Crambinae	1.00	Crambus	1.00	Crambus_lathoniellus	1.00
FBLMT787-09	Insecta	1.00	Lepidoptera	1.00	Ypsolophidae	1.00	Ypsolophinae	1.00	Ypsolopha	1.00	Ypsolopha_falcella	1.00
FBLMT801-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Crambinae	1.00	Catoptria	1.00	Catoptria_falsella	0.99
FBLMT805-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Acentropinae	1.00	Cataclysta	1.00	Cataclysta_lemnata	1.00
FBLMT802-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Scopariinae	1.00	Eudonia	1.00	Eudonia_pallida	1.00
FBLMT806-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Crambinae	1.00	Platytes	1.00	Platytes_alpinella	1.00
FBLMT807-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Crambinae	1.00	Crambus	1.00	Crambus_ericella	0.99
FBLMT808-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Spilomelinae	1.00	Dolicharthria	1.00	Dolicharthria_punctalis	1.00
FBLMT804-09	Insecta	1.00	Lepidoptera	0.94	Crambidae	0.29	Gelechiinae	0.21	Chionodes	0.10	Anania_crocealis	0.10
FBLMT813-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Acentropinae	1.00	Parapoynx	1.00	Parapoynx_stratiotata	1.00
FBLMT812-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Scopariinae	1.00	Scoparia	1.00	Scoparia_subfusca	1.00
FBLMT820-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Apotomis	1.00	Apotomis_betuletana	1.00
FBLMT816-09	Insecta	1.00	Lepidoptera	0.90	Gelechiidae	0.17	Coleophorinae	0.15	Coleophora	0.15	Coleophora_tanaceti	0.03
FBLMT821-09	Insecta	1.00	Lepidoptera	1.00	Plutellidae	1.00	Plutellinae	1.00	Rhigognostis	1.00	Rhigognostis_incarnatella	0.95
FBLMT809-09	Insecta	1.00	Lepidoptera	0.98	Crambidae	0.64	Crambinae	0.59	Catoptria	0.25	Catoptria_permutatellus	0.14
FBLMT823-09	Insecta	1.00	Lepidoptera	0.93	Zygaenidae	0.48	Procridinae	0.47	Adscita	0.47	Adscita_statices	0.47
FBLMT822-09	Insecta	1.00	Lepidoptera	0.82	Psychidae	0.58	Psychinae	0.58	Proutia	0.57	Proutia_norvegica	0.42
FBLMT824-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Spilomelinae	1.00	Mecyna	1.00	Mecyna_flavalis	1.00
FBLMT815-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	0.91	Gelechiinae	0.83	Teleiopsis	0.73	Teleiopsis_diffinis	0.73
FBLMT825-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Glaphyriinae	1.00	Evergestis	1.00	Evergestis_limbata	1.00
FBLMT827-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	0.54	Pyraustinae	0.41	Anania	0.17	Anania_crocealis	0.11
FBLMT830-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Anania	1.00	Anania_lancealis	1.00
FBLMT828-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Psammotis	1.00	Psammotis_pulveralis	1.00
FBLMT831-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Ostrinia	1.00	Ostrinia_nubilalis	1.00
FBLMT832-09	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Arctiinae	1.00	Eilema	0.99	Eilema_pygmaeola	0.98
FBLMT840-09	Insecta	1.00	Lepidoptera	0.96	Tortricidae	0.14	Coleophorinae	0.13	Coleophora	0.13	Coleophora_glaucicolella	0.04
FBLMT842-09	Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Parornichinae	1.00	Parornix	1.00	Parornix_devoniella	1.00
FBLMT843-09	Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Lithocolletinae	1.00	Phyllonorycter	1.00	Phyllonorycter_strigulatella	1.00
FBLMT846-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.71	Tortricinae	0.62	Eana	0.23	Eana_penziana	0.14
FBLMT834-09	Insecta	1.00	Lepidoptera	0.96	Gelechiidae	0.19	Gelechiinae	0.11	Acleris	0.05	Biston_strataria	0.03
FBLMT829-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Crambinae	1.00	Agriphila	1.00	Agriphila_tristella	1.00
FBLMT851-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.94	Tortricinae	0.93	Aethes	0.91	Aethes_beatricella	0.54
FBLMT854-09	Insecta	1.00	Lepidoptera	0.97	Gelechiidae	0.22	Gelechiinae	0.16	Elachista	0.07	Eurois_occulta	0.04
FBLMT848-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	0.97	Tortricinae	0.97	Aethes	0.95	Aethes_beatricella	0.63
FBLMT852-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Aroga	1.00	Aroga_velocella	1.00
FBLMT857-09	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Euxoa	1.00	Euxoa_obelisca	0.83
FBLMT856-09	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Polia	1.00	Polia_bombycina	1.00
FBLMT859-09	Insecta	1.00	Lepidoptera	1.00	Lasiocampidae	1.00	Lasiocampinae	1.00	Phyllodesma	1.00	Phyllodesma_ilicifolia	1.00
FBLMT853-09	Insecta	1.00	Lepidoptera	1.00	Coleophoridae	1.00	Coleophorinae	1.00	Coleophora	1.00	Coleophora_trifolii	1.00
FBLMT864-09	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Enargia	1.00	Enargia_paleacea	1.00
FBLMT865-09	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Leucania	1.00	Leucania_obsoleta	1.00
FBLMT878-09	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Satyrinae	1.00	Erebia	1.00	Erebia_medusa	1.00
FBLMT870-09	Insecta	1.00	Lepidoptera	0.98	Nymphalidae	0.58	Nymphalinae	0.54	Melitaea	0.54	Melitaea_athalia	0.28
FBLMT880-09	Insecta	1.00	Lepidoptera	0.86	Tortricidae	0.23	Olethreutinae	0.20	Mythimna	0.05	Cymolomia_hartigiana	0.04
FBLMT881-09	Insecta	1.00	Lepidoptera	1.00	Hesperiidae	1.00	Heteropterinae	1.00	Carterocephalus	1.00	Carterocephalus_palaemon	0.72
FBLMT858-09	Insecta	1.00	Lepidoptera	0.98	Noctuidae	0.87	Noctuinae	0.84	Mythimna	0.31	Mythimna_impura	0.11
FBLMT884-09	Insecta	1.00	Lepidoptera	1.00	Lycaenidae	1.00	Polyommatinae	1.00	Scolitantides	1.00	Scolitantides_orion	1.00
FBLMT887-09	Insecta	1.00	Lepidoptera	1.00	Geometridae	1.00	Geometrinae	1.00	Chlorissa	1.00	Chlorissa_viridata	1.00
FBLMT866-09	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Heliothinae	1.00	Helicoverpa	1.00	Helicoverpa_armigera	1.00
FBLMT890-09	Insecta	1.00	Lepidoptera	1.00	Lycaenidae	1.00	Polyommatinae	1.00	Glaucopsyche	1.00	Glaucopsyche_alexis	1.00
FBLMT900-09	Insecta	1.00	Lepidoptera	1.00	Sphingidae	1.00	Macroglossinae	1.00	Hemaris	1.00	Hemaris_fuciformis	1.00
FBLMT892-09	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Erebinae	1.00	Euclidia	1.00	Euclidia_glyphica	1.00
FBLMT893-09	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Nymphalinae	1.00	Araschnia	1.00	Araschnia_levana	1.00
FBLMT897-09	Insecta	1.00	Lepidoptera	1.00	Erebidae	1.00	Lymantriinae	1.00	Gynaephora	1.00	Gynaephora_selenitica	1.00
FBLMT888-09	Insecta	1.00	Lepidoptera	1.00	Lycaenidae	1.00	Polyommatinae	1.00	Plebejus	1.00	Plebejus_idas	0.98
FBLMT904-09	Insecta	1.00	Lepidoptera	1.00	Sesiidae	1.00	Sesiinae	1.00	Sesia	1.00	Sesia_apiformis	1.00
FBLMT912-09	Insecta	1.00	Lepidoptera	1.00	Nymphalidae	1.00	Heliconiinae	1.00	Speyeria	1.00	Speyeria_aglaja	1.00
FBLMT911-09	Insecta	1.00	Lepidoptera	0.95	Nymphalidae	0.49	Satyrinae	0.47	Coenonympha	0.36	Coenonympha_tullia	0.19
FBLMT914-09	Insecta	1.00	Lepidoptera	1.00	Incurvariidae	1.00	Incurvariinae	1.00	Incurvaria	1.00	Incurvaria_pectinea	1.00
FBLMT913-09	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Caradrina	1.00	Caradrina_clavipalpis	1.00
FBLMT915-09	Insecta	1.00	Lepidoptera	1.00	Alucitidae	1.00	dummy_Alucitidae	1.00	Pterotopteryx	1.00	Pterotopteryx_dodecadactyla	1.00
FBLMT901-09	Insecta	1.00	Lepidoptera	1.00	Noctuidae	1.00	Noctuinae	1.00	Orthosia	1.00	Orthosia_populeti	1.00
FBLMT916-09	Insecta	1.00	Lepidoptera	0.86	Adelidae	0.78	Adelinae	0.78	Adela	0.59	Adela_cuprella	0.53
FBLMT918-09	Insecta	1.00	Lepidoptera	0.98	Tortricidae	0.82	Olethreutinae	0.73	Epiblema	0.39	Epiblema_simploniana	0.18
FBLMT920-09	Insecta	1.00	Lepidoptera	0.99	Coleophoridae	0.83	Coleophorinae	0.83	Coleophora	0.83	Coleophora_lixella	0.18
FBLMT921-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Olethreutes	1.00	Olethreutes_arcuella	1.00
FBLMT922-09	Insecta	1.00	Lepidoptera	0.97	Elachistidae	0.55	Elachistinae	0.55	Elachista	0.55	Elachista_subocellea	0.27
FBLMT924-09	Insecta	1.00	Lepidoptera	1.00	Coleophoridae	1.00	Coleophorinae	1.00	Coleophora	1.00	Coleophora_vacciniella	1.00
FBLMT923-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Dichrorampha	1.00	Dichrorampha_petiverella	1.00
FBLMT931-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Hedya	1.00	Hedya_pruniana	1.00
FBLMT932-09	Insecta	1.00	Lepidoptera	0.94	Gelechiidae	0.23	Tortricinae	0.14	Carpatolechia	0.05	Carpatolechia_epomidella	0.05
FBLMT930-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Tortricinae	1.00	Eulia	1.00	Eulia_ministrana	1.00
FBLMT933-09	Insecta	1.00	Lepidoptera	0.99	Pterophoridae	0.87	Platyptiliinae	0.85	Capperia	0.85	Capperia_trichodactyla	0.85
FBLMT936-09	Insecta	1.00	Lepidoptera	0.96	Cosmopterigidae	0.25	Antequerinae	0.25	Pancalia	0.25	Pancalia_schwarzella	0.25
FBLMT939-09	Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Gracillariinae	1.00	Gracillaria	1.00	Gracillaria_syringella	1.00
FBLMT938-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Acentropinae	1.00	Cataclysta	1.00	Cataclysta_lemnata	1.00
FBLMT927-09	Insecta	1.00	Lepidoptera	1.00	Gracillariidae	1.00	Gracillariinae	1.00	Aspilapteryx	1.00	Aspilapteryx_tringipennella	1.00
FBLMT940-09	Insecta	1.00	Lepidoptera	1.00	Incurvariidae	1.00	Incurvariinae	1.00	Incurvaria	1.00	Incurvaria_masculella	1.00
FBLMT934-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Anania	1.00	Anania_crocealis	1.00
FBLMT942-09	Insecta	1.00	Lepidoptera	0.84	Noctuidae	0.19	Noctuinae	0.19	Caradrina	0.08	Caradrina_morpheus	0.05
FBLMT943-09	Insecta	1.00	Lepidoptera	0.80	Noctuidae	0.22	Noctuinae	0.15	Coleophora	0.09	Coleophora_artemisicolella	0.04
FBLMT944-09	Insecta	1.00	Lepidoptera	0.82	Noctuidae	0.25	Noctuinae	0.20	Argyresthia	0.05	Pediasia_truncatellus	0.04
FBLMT945-09	Insecta	1.00	Lepidoptera	1.00	Elachistidae	1.00	Elachistinae	1.00	Elachista	1.00	Elachista_argentella	1.00
FBLMT937-09	Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Galleriinae	1.00	Achroia	1.00	Achroia_grisella	1.00
FBLMT946-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Grapholita	1.00	Grapholita_funebrana	1.00
FBLMT949-09	Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	Acrobasis	1.00	Acrobasis_repandana	1.00
FBLMT950-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Pyraustinae	1.00	Loxostege	1.00	Loxostege_sticticalis	1.00
FBLMT948-09	Insecta	1.00	Lepidoptera	1.00	Coleophoridae	1.00	Coleophorinae	1.00	Coleophora	1.00	Coleophora_sibiricella	1.00
FBLMU001-09	Insecta	1.00	Lepidoptera	1.00	Crambidae	1.00	Spilomelinae	1.00	Duponchelia	1.00	Duponchelia_fovealis	1.00
FBLMT947-09	Insecta	1.00	Lepidoptera	0.96	Noctuidae	0.24	Noctuinae	0.18	Chrysoclista	0.06	Chrysoclista_lathamella	0.06
FBLMU004-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Pammene	1.00	Pammene_fasciana	1.00
FBLMU005-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Pelochrista	1.00	Pelochrista_caecimaculana	1.00
FBLMU016-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Dichomeridinae	1.00	Brachmia	1.00	Brachmia_blandella	1.00
FBLMU018-09	Insecta	1.00	Lepidoptera	0.95	Gelechiidae	0.24	Gelechiinae	0.16	Chionodes	0.05	Chrysoclista_lathamella	0.04
FBLMU009-09	Insecta	1.00	Lepidoptera	1.00	Pyralidae	1.00	Phycitinae	1.00	Ephestia	1.00	Ephestia_elutella	1.00
FBLMU021-09	Insecta	1.00	Lepidoptera	1.00	Tineidae	1.00	Tineinae	1.00	Tineola	1.00	Tineola_bisselliella	1.00
FBLMU007-09	Insecta	1.00	Lepidoptera	1.00	Tortricidae	1.00	Olethreutinae	1.00	Ancylis	1.00	Ancylis_achatana	1.00
FBLMU026-09	Insecta	1.00	Lepidoptera	1.00	Argyresthiidae	1.00	dummy_Argyresthiidae	1.00	Argyresthia	1.00	Argyresthia_glabratella	1.00
FBLMU019-09	Insecta	1.00	Lepidoptera	1.00	Yponomeutidae	1.00	Yponomeutinae	1.00	Cedestis	1.00	Cedestis_gysseleniella	1.00
FBLMU029-09	Insecta	1.00	Lepidoptera	1.00	Gelechiidae	1.00	Gelechiinae	1.00	Scrobipalpa	1.00	Scrobipalpa_proclivella	1.00
FBLMU027-09	Insecta	1.00	Lepidoptera	1.00	Coleophoridae	1.00	Coleophorinae	1.00	Coleophora	1.00	Coleophora_otidipennella	0.69
