ID	class	Prob_class	order	Prob_order	family	Prob_family	subfamily	Prob_subfamily	genus	Prob_genus
FBCOD101-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Bradycellus	1.00
FBCOD102-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Bradycellus	1.00
FBCOD103-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Nebriinae	1.00	Notiophilus	1.00
FBCOD1043-11	Insecta	1.00	Coleoptera	0.74	Leiodidae	0.44	Cholevinae	0.43	Catops	0.36
FBCOD1046-11	Insecta	1.00	Coleoptera	0.96	Staphylinidae	0.89	Aleocharinae	0.82	Liogluta	0.59
FBCOD1047-11	Insecta	1.00	Coleoptera	0.94	Staphylinidae	0.87	Aleocharinae	0.82	Liogluta	0.59
FBCOD1052-11	Insecta	1.00	Coleoptera	0.81	Carabidae	0.69	Harpalinae	0.66	Amara	0.13
FBCOD1053-11	Insecta	1.00	Coleoptera	0.79	Carabidae	0.54	Harpalinae	0.49	Pterostichus	0.11
FBCOD1054-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Calathus	1.00
FBCOD1059-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Cymindis	1.00
FBCOD1060-11	Insecta	1.00	Coleoptera	0.66	Carabidae	0.38	Harpalinae	0.26	Hydroporus	0.09
FBCOD1061-11	Insecta	1.00	Coleoptera	0.74	Carabidae	0.49	Harpalinae	0.29	Nebria	0.13
FBCOD1064-11	Insecta	1.00	Coleoptera	0.85	Staphylinidae	0.79	Staphylininae	0.72	Quedius	0.71
FBCOD1065-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Harpalus	1.00
FBCOD1067-11	Insecta	1.00	Coleoptera	0.58	Staphylinidae	0.26	Leiodinae	0.14	Leiodes	0.13
FBCOD1066-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Harpalus	1.00
FBCOD1069-11	Insecta	1.00	Coleoptera	0.66	Chrysomelidae	0.37	Chrysomelinae	0.37	Chrysolina	0.32
FBCOD1073-11	Insecta	1.00	Coleoptera	0.70	Staphylinidae	0.46	Aleocharinae	0.27	Atheta	0.09
FBCOD1074-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Omaliinae	1.00	Geodromicus	1.00
FBCOD1076-11	Insecta	1.00	Coleoptera	0.88	Byrrhidae	0.38	Byrrhinae	0.34	Byrrhus	0.32
FBCOD1077-11	Insecta	1.00	Coleoptera	0.82	Byrrhidae	0.34	Byrrhinae	0.32	Byrrhus	0.25
FBCOD1070-11	Insecta	1.00	Coleoptera	0.62	Chrysomelidae	0.44	Chrysomelinae	0.42	Chrysolina	0.37
FBCOD1082-11	Insecta	1.00	Coleoptera	1.00	Byrrhidae	1.00	Byrrhinae	1.00	Byrrhus	1.00
FBCOD108-11	Insecta	1.00	Coleoptera	0.90	Carabidae	0.73	Harpalinae	0.65	Oodes	0.11
FBCOD1083-11	Insecta	1.00	Coleoptera	0.53	Carabidae	0.29	Harpalinae	0.15	Nebria	0.08
FBCOD1093-11	Insecta	1.00	Coleoptera	0.74	Curculionidae	0.30	Entiminae	0.14	Otiorhynchus	0.09
FBCOD1087-11	Insecta	0.98	Coleoptera	0.69	Carabidae	0.39	Harpalinae	0.22	Pterostichus	0.10
FBCOD109-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Nebriinae	1.00	Notiophilus	1.00
FBCOD1094-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Omaliinae	1.00	Anthophagus	1.00
FBCOD1084-11	Insecta	1.00	Coleoptera	0.70	Carabidae	0.39	Harpalinae	0.22	Amara	0.14
FBCOD1104-11	Insecta	1.00	Coleoptera	0.78	Megalopodidae	0.49	Zeugophorinae	0.49	Zeugophora	0.49
FBCOD1092-11	Insecta	1.00	Coleoptera	0.59	Curculionidae	0.30	Entiminae	0.21	Otiorhynchus	0.08
FBCOD1105-11	Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Entiminae	1.00	Polydrusus	1.00
FBCOD1106-11	Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Entiminae	1.00	Polydrusus	1.00
FBCOD1118-11	Insecta	1.00	Coleoptera	1.00	Brentidae	1.00	Apioninae	1.00	Cyanapion	1.00
FBCOD1113-11	Insecta	0.99	Coleoptera	0.73	Staphylinidae	0.55	Omaliinae	0.36	Eusphalerum	0.28
FBCOD1119-11	Insecta	1.00	Coleoptera	1.00	Brentidae	1.00	Apioninae	1.00	Cyanapion	1.00
FBCOD112-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Agonum	1.00
FBCOD113-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Agonum	1.00
FBCOD1134-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Trechinae	1.00	Trechus	1.00
FBCOD1135-11	Insecta	1.00	Coleoptera	0.79	Staphylinidae	0.26	Chrysomelinae	0.10	Arpedium	0.08
FBCOD1137-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Oxytelinae	1.00	Bledius	1.00
FBCOD1138-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Oxytelinae	1.00	Bledius	1.00
FBCOD1156-11	Insecta	1.00	Coleoptera	1.00	Elateridae	1.00	Lissominae	1.00	Drapetes	1.00
FBCOD1163-11	Insecta	1.00	Coleoptera	0.76	Staphylinidae	0.17	Alleculinae	0.07	Agabus	0.06
FBCOD1165-11	Insecta	1.00	Diptera	0.52	Chironomidae	0.16	Orthocladiinae	0.09	Exorista	0.04
FBCOD1164-11	Insecta	1.00	Coleoptera	0.58	Staphylinidae	0.30	Aphodiinae	0.11	Trichophya	0.06
FBCOD1172-11	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Galerucinae	1.00	Longitarsus	1.00
FBCOD117-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Calathus	1.00
FBCOD1173-11	Insecta	1.00	Coleoptera	0.77	Chrysomelidae	0.56	Galerucinae	0.55	Psylliodes	0.44
FBCOD1175-11	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Cassidinae	1.00	Cassida	1.00
FBCOD1177-11	Insecta	1.00	Coleoptera	1.00	Attelabidae	1.00	Rhynchitinae	1.00	Involvulus	1.00
FBCOD1176-11	Insecta	0.99	Coleoptera	0.61	Carabidae	0.10	Harpalinae	0.08	Selenia	0.04
FBCOD1186-11	Insecta	1.00	Coleoptera	0.60	Curculionidae	0.23	Entiminae	0.13	Otiorhynchus	0.06
FBCOD1189-11	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Chrysomelinae	1.00	Phratora	1.00
FBCOD1184-11	Insecta	1.00	Coleoptera	0.67	Curculionidae	0.24	Curculioninae	0.12	Ceutorhynchus	0.05
FBCOD1190-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Staphylininae	1.00	Platydracus	1.00
FBCOD122-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Dicheirotrichus	1.00
FBCOD1228-11	Insecta	1.00	Coleoptera	0.49	Staphylinidae	0.22	Aleocharinae	0.13	Aleochara	0.06
FBCOD1229-11	Insecta	1.00	Coleoptera	0.61	Staphylinidae	0.28	Aleocharinae	0.10	Carpelimus	0.04
FBCOD123-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Dicheirotrichus	1.00
FBCOD1231-11	Insecta	1.00	Coleoptera	0.75	Staphylinidae	0.18	Aleocharinae	0.07	Atheta	0.07
FBCOD130-11	Insecta	1.00	Coleoptera	0.83	Carabidae	0.75	Harpalinae	0.73	Pterostichus	0.25
FBCOD131-11	Insecta	1.00	Coleoptera	0.80	Carabidae	0.75	Harpalinae	0.74	Pterostichus	0.27
FBCOD132-11	Insecta	1.00	Coleoptera	0.82	Carabidae	0.69	Harpalinae	0.67	Oodes	0.12
FBCOD134-11	Insecta	1.00	Coleoptera	0.95	Carabidae	0.90	Harpalinae	0.82	Poecilus	0.19
FBCOD141-11	Insecta	1.00	Coleoptera	0.98	Carabidae	0.98	Harpalinae	0.98	Amara	0.93
FBCOD142-11	Insecta	1.00	Coleoptera	0.98	Carabidae	0.98	Harpalinae	0.98	Amara	0.90
FBCOD146-11	Insecta	1.00	Coleoptera	1.00	Carabidae	0.99	Harpalinae	0.99	Agonum	0.83
FBCOD147-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Limodromus	1.00
FBCOD148-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Limodromus	1.00
FBCOD153-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Scaritinae	1.00	Dyschirius	1.00
FBCOD154-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Scaritinae	1.00	Dyschirius	1.00
FBCOD163-11	Insecta	1.00	Coleoptera	0.93	Carabidae	0.92	Harpalinae	0.90	Acupalpus	0.81
FBCOD164-11	Insecta	1.00	Coleoptera	0.96	Carabidae	0.95	Harpalinae	0.94	Acupalpus	0.82
FBCOD169-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Cymindis	1.00
FBCOD170-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Cymindis	1.00
FBCOD172-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Calathus	1.00
FBCOD175-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Harpalus	1.00
FBCOD179-11	Insecta	1.00	Coleoptera	0.93	Carabidae	0.84	Harpalinae	0.81	Poecilus	0.20
FBCOD176-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Harpalus	0.99
FBCOD180-11	Insecta	1.00	Coleoptera	0.76	Carabidae	0.76	Harpalinae	0.72	Stenolophus	0.20
FBCOD189-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Scaritinae	1.00	Dyschirius	1.00
FBCOD183-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Calathus	1.00
FBCOD191-11	Insecta	1.00	Coleoptera	1.00	Haliplidae	0.99	dummy_Haliplidae	0.99	Haliplus	0.99
FBCOD192-11	Insecta	1.00	Coleoptera	1.00	Haliplidae	1.00	dummy_Haliplidae	1.00	Haliplus	1.00
FBCOD193-11	Insecta	1.00	Coleoptera	1.00	Haliplidae	1.00	dummy_Haliplidae	1.00	Haliplus	1.00
FBCOD194-11	Insecta	1.00	Coleoptera	0.66	Carabidae	0.46	Harpalinae	0.42	Ophonus	0.09
FBCOD195-11	Insecta	1.00	Coleoptera	0.72	Carabidae	0.51	Harpalinae	0.47	Pterostichus	0.10
FBCOD198-11	Insecta	1.00	Coleoptera	0.96	Dytiscidae	0.90	Agabinae	0.90	Ilybius	0.90
FBCOD204-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Hydroporinae	1.00	Hydroporus	1.00
FBCOD209-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Agabinae	1.00	Agabus	1.00
FBCOD210-11	Insecta	1.00	Coleoptera	0.49	Staphylinidae	0.14	Orthocladiinae	0.06	Chaetarthria	0.04
FBCOD212-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Hydroporinae	1.00	Hydroporus	1.00
FBCOD211-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Agabinae	1.00	Agabus	1.00
FBCOD213-11	Insecta	1.00	Coleoptera	0.72	Haliplidae	0.48	dummy_Haliplidae	0.48	Haliplus	0.48
FBCOD218-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Hydroporinae	1.00	Hydroporus	1.00
FBCOD215-11	Insecta	1.00	Coleoptera	0.68	Carabidae	0.40	Harpalinae	0.36	Ophonus	0.08
FBCOD220-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Hydroporinae	1.00	Hygrotus	1.00
FBCOD232-11	Insecta	1.00	Coleoptera	0.95	Dytiscidae	0.91	Hydroporinae	0.90	Hydroporus	0.90
FBCOD234-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Hydroporinae	1.00	Hydroporus	1.00
FBCOD241-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Hydroporinae	1.00	Laccornis	1.00
FBCOD235-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Hydroporinae	1.00	Hydroporus	1.00
FBCOD251-11	Insecta	1.00	Coleoptera	0.68	Haliplidae	0.43	dummy_Haliplidae	0.43	Haliplus	0.43
FBCOD252-11	Insecta	1.00	Coleoptera	0.93	Haliplidae	0.86	dummy_Haliplidae	0.86	Haliplus	0.86
FBCOD254-11	Insecta	1.00	Coleoptera	0.98	Haliplidae	0.90	dummy_Haliplidae	0.90	Haliplus	0.90
FBCOD253-11	Insecta	1.00	Coleoptera	0.68	Haliplidae	0.47	dummy_Haliplidae	0.47	Haliplus	0.47
FBCOD255-11	Insecta	1.00	Coleoptera	1.00	Hydrochidae	1.00	dummy_Hydrochidae	1.00	Hydrochus	1.00
FBCOD256-11	Insecta	1.00	Coleoptera	1.00	Hydrochidae	1.00	dummy_Hydrochidae	1.00	Hydrochus	1.00
FBCOD257-11	Insecta	1.00	Coleoptera	1.00	Hydrochidae	1.00	dummy_Hydrochidae	1.00	Hydrochus	1.00
FBCOD262-11	Insecta	1.00	Coleoptera	0.88	Dytiscidae	0.66	Dytiscinae	0.59	Graphoderus	0.54
FBCOD247-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Agabinae	1.00	Agabus	1.00
FBCOD259-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Colymbetinae	1.00	Rhantus	1.00
FBCOD260-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Colymbetinae	1.00	Rhantus	1.00
FBCOD263-11	Insecta	1.00	Coleoptera	0.94	Dytiscidae	0.80	Dytiscinae	0.76	Graphoderus	0.74
FBCOD273-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Colymbetinae	1.00	Colymbetes	1.00
FBCOD274-11	Insecta	1.00	Coleoptera	1.00	Dytiscidae	1.00	Colymbetinae	1.00	Colymbetes	1.00
FBCOD279-11	Insecta	1.00	Coleoptera	0.43	Staphylinidae	0.16	Aleocharinae	0.06	Stigmella	0.05
FBCOD285-11	Insecta	1.00	Coleoptera	1.00	Attelabidae	1.00	Rhynchitinae	1.00	Byctiscus	1.00
FBCOD316-11	Insecta	1.00	Coleoptera	0.71	Curculionidae	0.28	Scolytinae	0.14	Crypturgus	0.05
FBCOD282-11	Insecta	1.00	Coleoptera	1.00	Attelabidae	1.00	Rhynchitinae	1.00	Byctiscus	1.00
FBCOD345-11	Insecta	1.00	Coleoptera	0.59	Staphylinidae	0.11	Anaspidinae	0.08	Anaspis	0.08
FBCOD346-11	Insecta	1.00	Coleoptera	0.55	Staphylinidae	0.13	Anaspidinae	0.09	Anaspis	0.09
FBCOD351-11	Insecta	1.00	Coleoptera	0.83	Nitidulidae	0.53	Meligethinae	0.52	Brassicogethes	0.26
FBCOD360-11	Insecta	0.99	Diptera	0.28	Staphylinidae	0.07	Phaoniinae	0.06	Phaonia	0.05
FBCOD361-11	Insecta	0.95	Lepidoptera	0.25	Noctuidae	0.09	Noctuinae	0.09	Chrysura	0.04
FBCOD378-11	Insecta	1.00	Coleoptera	0.50	Chironomidae	0.20	Orthocladiinae	0.11	Phyllotreta	0.06
FBCOD405-11	Insecta	0.98	Coleoptera	0.61	Staphylinidae	0.23	Aleocharinae	0.10	Atheta	0.04
FBCOD379-11	Insecta	1.00	Coleoptera	0.63	Staphylinidae	0.39	Aleocharinae	0.31	Atheta	0.17
FBCOD427-11	Insecta	1.00	Coleoptera	0.42	Staphylinidae	0.10	Noctuinae	0.05	Eudorylas	0.05
FBCOD430-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Steninae	0.99	Stenus	0.99
FBCOD431-11	Insecta	1.00	Coleoptera	1.00	Nitidulidae	1.00	Meligethinae	1.00	Sagittogethes	1.00
FBCOD448-11	Insecta	1.00	Coleoptera	1.00	Cryptophagidae	1.00	Cryptophaginae	1.00	Antherophagus	1.00
FBCOD471-11	Insecta	1.00	Coleoptera	0.40	Staphylinidae	0.10	Orthocladiinae	0.05	Xylophagus	0.03
FBCOD456-11	Insecta	1.00	Coleoptera	0.69	Brentidae	0.25	Apioninae	0.25	Catapion	0.22
FBCOD485-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Dromius	1.00
FBCOD488-11	Insecta	1.00	Coleoptera	1.00	Chrysomelidae	1.00	Galerucinae	1.00	Lochmaea	1.00
FBCOD491-11	Insecta	1.00	Coleoptera	1.00	Brentidae	1.00	Apioninae	1.00	Eutrichapion	1.00
FBCOD497-11	Insecta	1.00	Coleoptera	1.00	Attelabidae	1.00	Rhynchitinae	1.00	Neocoenorrhinus	1.00
FBCOD514-11	Insecta	1.00	Coleoptera	0.99	Carabidae	0.98	Harpalinae	0.98	Ophonus	0.49
FBCOD541-11	Insecta	1.00	Coleoptera	0.73	Leiodidae	0.34	Cholevinae	0.33	Catops	0.26
FBCOD542-11	Insecta	1.00	Coleoptera	1.00	Curculionidae	1.00	Curculioninae	1.00	Dorytomus	1.00
FBCOD547-11	Insecta	0.99	Coleoptera	0.72	Chrysomelidae	0.24	Cassidinae	0.24	Cassida	0.24
FBCOD562-11	Insecta	0.99	Coleoptera	0.64	Staphylinidae	0.23	Aleocharinae	0.09	Fleutiauxellus	0.04
FBCOD564-11	Insecta	1.00	Coleoptera	0.52	Curculionidae	0.20	Aleocharinae	0.08	Stenus	0.04
FBCOD552-11	Insecta	1.00	Coleoptera	0.98	Staphylinidae	0.97	Aleocharinae	0.93	Zyras	0.68
FBCOD548-11	Insecta	1.00	Coleoptera	0.79	Carabidae	0.43	Harpalinae	0.20	Carabus	0.19
FBCOD565-11	Insecta	1.00	Coleoptera	0.59	Carabidae	0.22	Harpalinae	0.21	Amara	0.07
FBCOD566-11	Insecta	0.99	Coleoptera	0.60	Carabidae	0.22	Harpalinae	0.21	Amara	0.07
FBCOD572-11	Insecta	1.00	Coleoptera	0.36	Staphylinidae	0.12	Olethreutinae	0.05	Stenus	0.03
FBCOD573-11	Insecta	1.00	Coleoptera	0.48	Staphylinidae	0.19	Steninae	0.07	Stenus	0.07
FBCOD593-11	Insecta	1.00	Coleoptera	1.00	Cryptophagidae	1.00	Cryptophaginae	1.00	Cryptophagus	1.00
FBCOD591-11	Insecta	1.00	Coleoptera	0.63	Chironomidae	0.11	Anaspidinae	0.10	Anaspis	0.10
FBCOD592-11	Insecta	1.00	Coleoptera	0.63	Carabidae	0.11	Anaspidinae	0.10	Anaspis	0.10
FBCOD587-11	Insecta	1.00	Coleoptera	0.54	Staphylinidae	0.20	Aleocharinae	0.11	Haliplus	0.05
FBCOD599-11	Insecta	1.00	Coleoptera	0.96	Elateridae	0.89	Elaterinae	0.85	Melanotus	0.80
FBCOD613-11	Insecta	1.00	Coleoptera	0.88	Ciidae	0.59	Ciinae	0.59	Orthocis	0.56
FBCOD611-11	Insecta	1.00	Coleoptera	0.49	Staphylinidae	0.12	Corticariinae	0.07	Corticaria	0.06
FBCOD601-11	Insecta	0.99	Coleoptera	0.56	Staphylinidae	0.21	Lepturinae	0.08	Quedius	0.06
FBCOD625-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Pselaphinae	1.00	Euplectus	1.00
FBCOD620-11	Insecta	1.00	Coleoptera	0.99	Ptiliidae	0.97	Ptiliinae	0.97	Acrotrichis	0.97
FBCOD626-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Pselaphinae	1.00	Euplectus	1.00
FBCOD622-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Scydmaeninae	1.00	Stenichnus	1.00
FBCOD627-11	Insecta	1.00	Coleoptera	0.58	Staphylinidae	0.16	Aleocharinae	0.10	Necrobia	0.06
FBCOD646-11	Insecta	1.00	Coleoptera	0.70	Scarabaeidae	0.42	Aphodiinae	0.42	Melinopterus	0.28
FBCOD681-11	Insecta	1.00	Coleoptera	0.68	Curculionidae	0.34	Entiminae	0.26	Otiorhynchus	0.19
FBCOD682-11	Insecta	1.00	Coleoptera	0.70	Curculionidae	0.38	Entiminae	0.16	Otiorhynchus	0.06
FBCOD669-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Omaliinae	1.00	Geodromicus	1.00
FBCOD680-11	Insecta	1.00	Coleoptera	0.64	Curculionidae	0.35	Entiminae	0.19	Phyllobius	0.06
FBCOD685-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Staphylininae	1.00	Philonthus	1.00
FBCOD684-11	Insecta	1.00	Coleoptera	1.00	Carabidae	1.00	Harpalinae	1.00	Cymindis	1.00
FBCOD686-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Staphylininae	1.00	Staphylinus	1.00
FBCOD691-11	Insecta	0.99	Coleoptera	0.51	Staphylinidae	0.22	Staphylininae	0.10	Quedius	0.09
FBCOD692-11	Insecta	1.00	Coleoptera	0.67	Carabidae	0.53	Nebriinae	0.38	Leistus	0.38
FBCOD693-11	Insecta	1.00	Coleoptera	0.77	Chrysomelidae	0.25	Galerucinae	0.25	Neocrepidodera	0.14
FBCOD694-11	Insecta	1.00	Coleoptera	0.79	Chrysomelidae	0.38	Galerucinae	0.36	Neocrepidodera	0.27
FBCOD699-11	Insecta	1.00	Coleoptera	0.50	Brentidae	0.10	Apioninae	0.10	Protapion	0.04
FBCOD700-11	Insecta	0.97	Coleoptera	0.73	Coccinellidae	0.48	Coccinellinae	0.48	Myrrha	0.09
FBCOD701-11	Insecta	0.99	Coleoptera	0.74	Coccinellidae	0.51	Coccinellinae	0.51	Hippodamia	0.14
FBCOD690-11	Insecta	1.00	Coleoptera	0.54	Staphylinidae	0.31	Staphylininae	0.11	Quedius	0.10
FBCOD702-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Omaliinae	1.00	Olophrum	1.00
FBCOD703-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Omaliinae	1.00	Olophrum	1.00
FBCOD706-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Omaliinae	1.00	Lesteva	1.00
FBCOD707-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Omaliinae	1.00	Lesteva	1.00
FBCOD708-11	Insecta	1.00	Coleoptera	0.58	Carabidae	0.44	Nebriinae	0.28	Leistus	0.27
FBCOD709-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Pella	1.00
FBCOD710-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Pella	1.00
FBCOD714-11	Insecta	1.00	Coleoptera	0.93	Carabidae	0.84	Trechinae	0.68	Bembidion	0.68
FBCOD711-11	Insecta	0.96	Coleoptera	0.41	Staphylinidae	0.20	Scydmaeninae	0.11	Euconnus	0.10
FBCOD715-11	Insecta	1.00	Coleoptera	0.85	Carabidae	0.77	Trechinae	0.69	Bembidion	0.69
FBCOD716-11	Insecta	1.00	Coleoptera	0.64	Carabidae	0.42	Harpalinae	0.30	Pterostichus	0.20
FBCOD717-11	Insecta	1.00	Coleoptera	0.70	Carabidae	0.40	Harpalinae	0.32	Pterostichus	0.20
FBCOD718-11	Insecta	0.99	Coleoptera	0.75	Staphylinidae	0.25	Staphylininae	0.13	Philonthus	0.06
FBCOD719-11	Insecta	1.00	Coleoptera	0.80	Staphylinidae	0.26	Aleocharinae	0.14	Augyles	0.07
FBCOD733-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Haploglossa	1.00
FBCOD737-11	Insecta	1.00	Coleoptera	1.00	Mycetophagidae	1.00	Mycetophaginae	1.00	Mycetophagus	1.00
FBCOD738-11	Insecta	1.00	Coleoptera	1.00	Mycetophagidae	1.00	Mycetophaginae	1.00	Mycetophagus	1.00
FBCOD741-11	Insecta	1.00	Coleoptera	0.78	Staphylinidae	0.66	Aleocharinae	0.55	Atheta	0.12
FBCOD752-11	Insecta	1.00	Coleoptera	0.62	Coccinellidae	0.17	Coccinellinae	0.17	Chilocorus	0.07
FBCOD763-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Scydmaeninae	1.00	Neuraphes	1.00
FBCOD753-11	Insecta	1.00	Coleoptera	0.65	Coccinellidae	0.13	Coccinellinae	0.13	Chilocorus	0.05
FBCOD772-11	Insecta	1.00	Coleoptera	0.83	Staphylinidae	0.55	Aleocharinae	0.47	Ischnoglossa	0.27
FBCOD775-11	Insecta	1.00	Coleoptera	0.43	Staphylinidae	0.11	Aleocharinae	0.08	Meromyza	0.03
FBCOD792-11	Insecta	1.00	Coleoptera	0.68	Curculionidae	0.40	Scolytinae	0.21	Dryocoetes	0.12
FBCOD793-11	Insecta	1.00	Coleoptera	0.74	Curculionidae	0.43	Scolytinae	0.31	Dryocoetes	0.24
FBCOD845-11	Insecta	1.00	Coleoptera	0.50	Chironomidae	0.14	Orthocladiinae	0.07	Gyrinus	0.03
FBCOD811-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Oxytelinae	1.00	Aploderus	1.00
FBCOD824-11	Insecta	1.00	Coleoptera	0.70	Leiodidae	0.46	Cholevinae	0.40	Catops	0.33
FBCOD856-11	Insecta	1.00	Coleoptera	0.60	Staphylinidae	0.28	Aleocharinae	0.13	Choleva	0.06
FBCOD857-11	Insecta	1.00	Coleoptera	0.69	Staphylinidae	0.24	Aleocharinae	0.09	Agathidium	0.03
FBCOD859-11	Insecta	1.00	Coleoptera	0.70	Leiodidae	0.28	Cholevinae	0.19	Nargus	0.08
FBCOD913-11	Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Ennearthron	1.00
FBCOD916-11	Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Octotemnus	1.00
FBCOD881-11	Insecta	1.00	Coleoptera	1.00	Staphylinidae	1.00	Aleocharinae	1.00	Aleochara	1.00
FBCOD888-11	Insecta	1.00	Coleoptera	1.00	Alexiidae	1.00	dummy_Alexiidae	1.00	Sphaerosoma	1.00
FBCOD918-11	Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Cis	1.00
FBCOD917-11	Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Octotemnus	1.00
FBCOD919-11	Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Cis	1.00
FBCOD920-11	Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Cis	1.00
FBCOD922-11	Insecta	0.99	Coleoptera	0.65	Staphylinidae	0.21	Ciinae	0.11	Cis	0.08
FBCOD921-11	Insecta	1.00	Coleoptera	0.66	Staphylinidae	0.08	Ciinae	0.06	Cis	0.04
FBCOD926-11	Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Sulcacis	1.00
FBCOD924-11	Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Cis	1.00
FBCOD927-11	Insecta	1.00	Coleoptera	1.00	Ciidae	1.00	Ciinae	1.00	Sulcacis	1.00
