ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	 order	Prob_order	family	Prob_family	genus	Prob_genus	 species	Prob_species
MF410323		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	0.96	Hymenochaetaceae	0.96	Phylloporia	0.46	Phylloporia_ribis	0.46
MW286496		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.97	Sordariales	0.49	Chaetomiaceae	0.43	Humicola	0.20	Humicola_nigrescens	0.16
EF669582		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	0.68	Aspergillus_janus	0.58
MK759885		Fungi	1.00	Ascomycota	0.94	Eurotiomycetes	0.63	Eurotiales	0.48	Aspergillaceae	0.26	Talaromyces	0.21	Talaromyces_viridis	0.12
UDB019546		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Psathyrellaceae	1.00	Tulosesus	1.00	Tulosesus_pallidus	1.00
KP986517		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	0.99	Tremellales	0.99	Cuniculitremaceae	0.50	Kockovaella	0.50	Papiliotrema_laurentii	0.19
HG965031		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Sarocladiaceae	1.00	Sarocladium	1.00	Sarocladium_implicatum	1.00
MK432622		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Cytosporaceae	1.00	Cytospora	1.00	Cytospora_acaciae	0.75
DQ989329		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.98	Hymenogastraceae	0.51	Psilocybe	0.23	Psilocybe_caerulescens	0.20
FJ385273		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Chaetothyriales	1.00	Herpotrichiellaceae	1.00	Cladophialophora	0.87	Cladophialophora_chaetospira	0.66
UDB019548		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Auriculariales	1.00	Auriculariaceae	1.00	Exidia	1.00	Exidia_thuretiana	0.51
HM536091		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Gloeophyllales	1.00	Gloeophyllaceae	1.00	Gloeophyllum	1.00	Gloeophyllum_sepiarium	1.00
FJ385276		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.91	Chaetothyriales	0.91	Herpotrichiellaceae	0.91	Cladophialophora	0.56	Cladophialophora_carrionii	0.38
AB454260		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	1.00	Phyllosticta_citriasiatica	0.68
JX010219		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Glomerellales	1.00	Glomerellaceae	1.00	Colletotrichum	1.00	Colletotrichum_xanthorrhoeae	0.64
HG965034		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Sarocladiaceae	1.00	Sarocladium	1.00	Sarocladium_summerbellii	1.00
UDB009021		Fungi	1.00	Basidiomycota	0.79	Agaricomycetes	0.69	Agaricales	0.40	Hymenochaetaceae	0.18	Hymenochaete	0.10	Armillaria_borealis	0.07
AB454269		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	1.00	Phyllosticta_ilicis-aquifolii	0.66
MT627683		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.97	Pleosporales	0.97	Latoruaceae	0.51	Polyschema	0.39	Polyschema_congolense	0.22
JQ003642		Fungi	1.00	Basidiomycota	0.92	Agaricomycetes	0.90	Boletales	0.48	Boletaceae	0.44	Boletus	0.44	Boletus_reticulatus	0.43
JQ414230		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Ophiognomonia	0.81	Ophiognomonia_longispora	0.54
HM536094		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Gloeophyllales	1.00	Gloeophyllaceae	1.00	Gloeophyllum	1.00	Gloeophyllum_trabeum	1.00
MN096190		Fungi	1.00	Basidiomycota	0.78	Agaricomycetes	0.68	Agaricales	0.41	Agaricaceae	0.19	Agaricus	0.19	Coprinopsis_atramentaria	0.05
MT627682		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Latoruaceae	0.42	Latorua	0.42	Latorua_caligans	0.42
KF926669		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Xylariaceae	1.00	Xylaria	0.96	Xylaria_digitata	0.45
AY854069		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Boletales	1.00	Suillaceae	0.78	Suillus	0.78	Suillus_quiescens	0.45
MT627680		Fungi	1.00	Ascomycota	0.98	Dothideomycetes	0.76	Pleosporales	0.75	Sporormiaceae	0.46	Preussia	0.27	Preussia_terricola	0.16
MH107900		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Sporocadaceae	1.00	Seimatosporium	0.61	Seimatosporium_pistaciae	0.61
KP033485		Fungi	1.00	Basidiomycota	0.96	Agaricomycetes	0.95	Russulales	0.48	Russulaceae	0.43	Lactarius	0.43	Lactarius_subdulcis	0.42
JN206048		Fungi	1.00	Mucoromycota	1.00	Mucoromycetes	1.00	Mucorales	1.00	Mucoraceae	1.00	Mucor	0.70	Mucor_saturninus	0.42
MH107901		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.90	Diaporthales	0.39	Cytosporaceae	0.24	Cytospora	0.24	Cordana_terrestris	0.13
JQ003645		Fungi	1.00	Basidiomycota	0.93	Agaricomycetes	0.88	Agaricales	0.38	Boletaceae	0.21	Boletus	0.21	Boletus_reticulatus	0.16
LC314592		Fungi	1.00	Basidiomycota	0.51	Agaricomycetes	0.48	Russulales	0.23	Lachnocladiaceae	0.23	Scytinostroma	0.23	Scytinostroma_alutum	0.23
MT627686		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.65	Pleosporales	0.45	Pleomonodictydaceae	0.21	Pleomonodictys	0.21	Pleomonodictys_descalsii	0.21
UDB001715		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.96	Polyporales	0.67	Phanerochaetaceae	0.26	Phlebiopsis	0.17	Phlebiopsis_gigantea	0.17
EU514294		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Zasmidium	1.00	Zasmidium_musicola	1.00
JQ003648		Fungi	1.00	Basidiomycota	0.86	Agaricomycetes	0.78	Agaricales	0.46	Nidulariaceae	0.08	Crucibulum	0.08	Crucibulum_laeve	0.08
MH107904		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Xylariales_fam_Incertae_sedis_Anungitea	1.00	Anungitea	1.00	Anungitea_caespitosa	1.00
EU514295		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Zasmidium	1.00	Zasmidium_queenslandicum	1.00
EU514291		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	0.93	Zasmidium	0.63	Zasmidium_queenslandicum	0.32
MH107905		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.99	Pleosporales	0.99	Roussoellaceae	0.40	Roussoella	0.40	Aaosphaeria_arxii	0.31
UDB032252		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Auriculariales	1.00	Auriculariaceae	1.00	Exidia	1.00	Exidia_thuretiana	0.98
JQ414235		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Ophiognomonia	0.81	Ophiognomonia_kobayashii	0.79
JQ414237		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Ophiognomonia	0.99	Ophiognomonia_tucumanensis	0.95
MH107908		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Xylariales_fam_Incertae_sedis_Subulispora	1.00	Subulispora	1.00	Subulispora_rectilineata	0.59
MN096199		Fungi	1.00	Basidiomycota	0.84	Agaricomycetes	0.83	Agaricales	0.50	Psathyrellaceae	0.11	Panaeolus	0.06	Baeospora_myosura	0.06
UDB032254		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.49	Psathyrellaceae	0.20	Coprinopsis	0.13	Tyromyces_chioneus	0.11
HM631724		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Agaricales_fam_Incertae_sedis_Clitocybe	0.96	Clitocybe	0.96	Clitocybe_gibba	0.88
AB011806		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetaceae	1.00	Kazachstania	1.00	Kazachstania_kunashirensis	1.00
MT199632		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Glomerellales	1.00	Glomerellaceae	1.00	Colletotrichum	1.00	Colletotrichum_anthrisci	0.97
DQ384583		Fungi	1.00	Basidiomycota	0.82	Agaricomycetes	0.80	Agaricales	0.32	Hymenochaetaceae	0.16	Trametes	0.06	Hydnoporia_olivacea	0.05
AB011807		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetaceae	1.00	Kazachstania	1.00	Kazachstania_martiniae	1.00
MG599272		Fungi	1.00	Ascomycota	0.82	Orbiliomycetes	0.47	Orbiliales	0.47	Orbiliaceae	0.47	Orbilia	0.31	Orbilia_sinensis	0.18
AF505763		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	0.98	Gymnopus	0.82	Gymnopus_confluens	0.57
MT199633		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Glomerellales	1.00	Glomerellaceae	1.00	Colletotrichum	1.00	Colletotrichum_anthrisci	0.76
KR604686		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.96	Agaricales	0.87	Agaricaceae	0.50	Agaricus	0.24	Montagnea_arenaria	0.16
JN247553		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Gymnopus	1.00	Gymnopus_junquilleus	1.00
AF505764		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.99	Omphalotaceae	0.99	Gymnopus	0.71	Gymnopus_peronatus	0.29
MH234486		Fungi	1.00	Basidiomycota	0.94	Agaricomycetes	0.89	Agaricales	0.78	Entolomataceae	0.16	Entoloma	0.14	Entoloma_juncinum	0.08
UDB018222		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Russulaceae	1.00	Lactarius	1.00	Lactarius_ciliatus	0.94
MH861122		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Trichocomaceae	1.00	Talaromyces	1.00	Talaromyces_assiutensis	1.00
UDB023522		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Polyporales	0.96	Dacryobolaceae	0.51	Postia	0.51	Postia_floriformis	0.44
MT649493		Fungi	1.00	Mortierellomycota	0.74	Mortierellomycetes	0.74	Mortierellales	0.74	Mortierellaceae	0.74	Mortierella	0.45	Mortierella_angusta	0.12
MH532534		Fungi	1.00	Basidiomycota	0.70	Agaricomycetes	0.49	Agaricales	0.17	Cantharellales_fam_Incertae_sedis_Minimedusa	0.05	Minimedusa	0.05	Minimedusa_polyspora	0.05
HM156495		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.65	Helotiales	0.63	Mollisiaceae	0.15	Phialocephala	0.15	Phialocephala_compacta	0.15
KT369002		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.99	Xylariales	0.95	Hypoxylaceae	0.90	Daldinia	0.61	Daldinia_dennisii	0.37
KM232461		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Cantharellales	1.00	Hydnaceae	1.00	Sistotrema	1.00	Sistotrema_brinkmannii	1.00
MT934922		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.96	Agaricales_fam_Incertae_sedis_Clitocybe	0.18	Clitocybe	0.18	Clitocybe_harmajae	0.18
UDB023525		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Hymenochaetales_fam_Incertae_sedis_Trichaptum	1.00	Trichaptum	1.00	Trichaptum_fuscoviolaceum	1.00
LC194192		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Melanommataceae	1.00	Herpotrichia	1.00	Herpotrichia_pinetorum	1.00
LN850551		Fungi	1.00	Basidiomycota	0.92	Agaricomycetes	0.90	Agaricales	0.78	Tricholomataceae	0.14	Tricholoma	0.14	Tricholoma_olivaceotinctum	0.14
KC843311		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	0.91	Diaporthe_citrichinensis	0.89
HQ871791		Fungi	1.00	Ascomycota	0.91	Sordariomycetes	0.91	Sordariales	0.91	Chaetomiaceae	0.91	Thermothelomyces	0.85	Thermothelomyces_thermophilus	0.85
KY085926		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	0.97	Diaporthe	0.97	Diaporthe_caulivora	0.36
MK035972		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.95	Pleosporales	0.94	Tetraplosphaeriaceae	0.32	Corynespora	0.20	Corynespora_torulosa	0.20
MH174285		Fungi	1.00	Ascomycota	0.92	Sordariomycetes	0.55	Coniochaetales	0.19	Nectriaceae	0.15	Coniochaeta	0.11	Coniochaeta_decumbens	0.08
MG137119		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	1.00	Polyporales_fam_Incertae_sedis_Cyanosporus	1.00	Cyanosporus	1.00	Cyanosporus_cyanescens	1.00
AY140669		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Helotiales	1.00	Helotiales_fam_Incertae_sedis_Rhexocercosporidium	0.83	Rhexocercosporidium	0.83	Rhexocercosporidium_panacis	0.83
DQ450000		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Gymnopus	0.99	Gymnopus_junquilleus	0.98
FJ822974		Fungi	1.00	Ascomycota	0.46	Saccharomycetes	0.27	Saccharomycetales	0.27	Mucoraceae	0.08	Mucor	0.08	Mycotypha_microspora	0.03
LN850555		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Agaricales	0.96	Entolomataceae	0.57	Entoloma	0.55	Entoloma_sericeum	0.35
AF145317		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Filobasidiales	1.00	Filobasidiaceae	1.00	Naganishia	1.00	Naganishia_albida	0.86
MH174288		Fungi	1.00	Ascomycota	0.94	Sordariomycetes	0.35	Helotiales	0.22	Tubeufiaceae	0.09	Helicoma	0.09	Helicoma_morganii	0.09
MT903471		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.68	Pleurotaceae	0.13	Hohenbuehelia	0.11	Lepista_irina	0.06
DQ450004		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Mycetinis	1.00	Mycetinis_alliaceus	1.00
DQ450005		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Mycetinis	1.00	Mycetinis_scorodonius	0.99
LN850556		Fungi	1.00	Basidiomycota	0.84	Agaricomycetes	0.84	Agaricales	0.73	Entolomataceae	0.16	Entoloma	0.15	Entoloma_juncinum	0.09
MH115318		Fungi	1.00	Ascomycota	0.59	Saccharomycetes	0.26	Saccharomycetales	0.26	Phaffomycetaceae	0.12	Wickerhamomyces	0.11	Cystostereum_murrayi	0.08
MN115807		Fungi	1.00	Basidiomycota	0.93	Agaricomycetes	0.89	Agaricales	0.35	Agaricaceae	0.13	Boletus	0.13	Boletus_reticulatus	0.13
MF100991		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.98	Agaricales	0.93	Mycenaceae	0.17	Clitocybe	0.16	Clitocybe_gibba	0.16
KX452453		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Pleosporaceae	1.00	Bipolaris	1.00	Bipolaris_microlaenae	1.00
UDB011772		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Physalacriaceae	1.00	Strobilurus	1.00	Strobilurus_stephanocystis	1.00
MN857181		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymosphaeriaceae	0.58	Kalmusia	0.58	Kalmusia_variispora	0.58
DQ450006		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Mycetinis	1.00	Mycetinis_scorodonius	1.00
FR873630		Fungi	1.00	Ascomycota	0.42	Saccharomycetes	0.22	Saccharomycetales	0.22	Mucoraceae	0.11	Mucor	0.10	Rhizophydium_globosum	0.10
AY243617		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Agaricaceae	0.92	Chlorophyllum	0.48	Chlorophyllum_hortense	0.48
MN857182		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymosphaeriaceae	0.67	Kalmusia	0.67	Kalmusia_variispora	0.67
AB295460		Fungi	1.00	Ascomycota	0.99	Leotiomycetes	0.53	Helotiales	0.53	Microascaceae	0.23	Heterosphaeria	0.14	Heterosphaeria_veratri	0.14
MF972889		Fungi	1.00	Basidiomycota	0.80	Agaricomycetes	0.70	Agaricales	0.62	Omphalotaceae	0.28	Agaricus	0.16	Lentinula_edodes	0.10
AM779859		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Hypomyces	1.00	Hypomyces_robledoi	1.00
UDB011771		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Mycenaceae	1.00	Mycena	1.00	Mycena_polygramma	0.54
KX452458		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Pleosporaceae	1.00	Bipolaris	1.00	Bipolaris_microlaenae	1.00
OM501430		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Leptographium	1.00	Leptographium_gracile	1.00
UDB011776		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.91	Agaricales_fam_Incertae_sedis_Lepista	0.28	Lepista	0.28	Paralepista_flaccida	0.26
KX452457		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Pleosporaceae	1.00	Bipolaris	1.00	Bipolaris_microlaenae	0.96
UDB015660		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Mycenaceae	1.00	Mycena	1.00	Mycena_flavoalba	1.00
UDB011779		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Physalacriaceae	1.00	Strobilurus	1.00	Strobilurus_stephanocystis	1.00
KF576281		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	1.00	Diaporthe_amygdali	1.00
UDB011777		Fungi	1.00	Basidiomycota	0.80	Agaricomycetes	0.79	Agaricales	0.36	Omphalotaceae	0.11	Gymnopus	0.09	Gymnopus_foetidus	0.05
KP218905		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Xylariaceae	1.00	Xylaria	1.00	Xylaria_necrophora	0.69
KF980889		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycodaceae	1.00	Hanseniaspora	1.00	Hanseniaspora_valbyensis	1.00
ON074700		Fungi	1.00	Mucoromycota	0.57	Mucoromycetes	0.55	Mucorales	0.55	Cunninghamellaceae	0.52	Absidia	0.51	Absidia_anomala	0.44
OK057184		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.97	Agaricales	0.94	Psathyrellaceae	0.60	Tulosesus	0.26	Tulosesus_pallidus	0.26
MG572717		Fungi	1.00	Ascomycota	0.99	Dothideomycetes	0.59	Myriangiales	0.17	Elsinoaceae	0.17	Elsinoe	0.17	Cladoriella_paleospora	0.13
DQ083020		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_fomiticola	1.00
MH121489		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	0.98	Diaporthe_citrichinensis	0.97
FN423694		Fungi	1.00	Basidiomycota	0.43	Agaricomycetes	0.27	Saccharomycetales	0.18	Mucoraceae	0.09	Mucor	0.07	Tritirachium_oryzae	0.05
MK139794		Fungi	1.00	Basidiomycota	0.73	Agaricomycetes	0.71	Agaricales	0.56	Physalacriaceae	0.21	Cylindrobasidium	0.15	Cylindrobasidium_evolvens	0.15
MN897829		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Gymnopus	0.98	Gymnopus_confluens	0.98
UDB015664		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Strophariaceae	0.96	Stropharia	0.78	Stropharia_coronilla	0.64
MK139793		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.87	Agaricales	0.81	Agaricales_fam_Incertae_sedis_Clitocybe	0.28	Clitocybe	0.28	Clitocybe_gibba	0.27
MW626836		Fungi	1.00	Basidiomycota	0.95	Tremellomycetes	0.78	Tremellales	0.78	Tremellaceae	0.29	Tremella	0.29	Tremella_mesenterica	0.29
KX765772		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Hymenogastraceae	1.00	Hebeloma	1.00	Hebeloma_brunneifolium	0.79
JF740214		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Leptosphaeriaceae	1.00	Plenodomus	1.00	Plenodomus_enteroleucus	1.00
UDB036603		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Marasmiellus	1.00	Marasmiellus_candidus	1.00
AY443471		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_spinulosum	0.99
JX242863		Fungi	1.00	Basidiomycota	1.00	Geminibasidiomycetes	1.00	Geminibasidiales	1.00	Geminibasidiaceae	1.00	Basidioascus	1.00	Basidioascus_magus	1.00
MT454488		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.99	Chaetosphaeriales	0.74	Chaetosphaeriaceae	0.74	Paliphora	0.37	Paliphora_intermedia	0.37
FN423697		Fungi	1.00	Ascomycota	0.70	Saccharomycetes	0.42	Saccharomycetales	0.42	Saccharomycetaceae	0.19	Saccharomyces	0.09	Saccharomyces_cerevisiae	0.09
KR493476		Fungi	1.00	Ascomycota	0.97	Sordariomycetes	0.56	Ophiostomatales	0.22	Ophiostomataceae	0.22	Raffaelea	0.10	Raffaelea_albimanens	0.09
MW440550		Fungi	1.00	Basidiomycota	0.68	Agaricomycetes	0.60	Agaricales	0.28	Lycoperdaceae	0.12	Lycoperdon	0.09	Leucogyrophana_mollusca	0.08
DQ126177		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Glomerellales	1.00	Glomerellaceae	1.00	Colletotrichum	1.00	Colletotrichum_hippeastri	0.35
KY990551		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Agaricales	0.96	Psathyrellaceae	0.34	Mycena	0.18	Hypholoma_lateritium	0.12
DQ989333		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Psathyrellaceae	0.28	Psathyrella	0.25	Psathyrella_longicauda	0.18
KT222444		Fungi	1.00	Ascomycota	0.95	Orbiliomycetes	0.61	Orbiliales	0.61	Orbiliaceae	0.61	Arthrobotrys	0.43	Arthrobotrys_clavispora	0.35
KU170115		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.96	Omphalotaceae	0.65	Gymnopus	0.32	Marasmiellus_candidus	0.23
MH858930		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Ascosphaerales	1.00	Ascosphaeraceae	1.00	Bettsia	1.00	Bettsia_fastidia	1.00
KY678465		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Psathyrellaceae	1.00	Psathyrella	0.85	Psathyrella_fatua	0.40
KT222446		Fungi	1.00	Ascomycota	1.00	Orbiliomycetes	0.99	Orbiliales	0.99	Orbiliaceae	0.99	Arthrobotrys	0.69	Arthrobotrys_musiformis	0.21
MH047250		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Agaricales	0.66	Hymenogastraceae	0.16	Psilocybe	0.11	Cinereomyces_lindbladii	0.09
UDB019551		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.98	Polyporales	0.45	Stereaceae	0.40	Gloeocystidiellum	0.20	Gloeocystidiellum_porosum	0.17
EF672246		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Cryptococcaceae	1.00	Kwoniella	1.00	Kwoniella_pini	1.00
UDB019552		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Auriculariales	0.99	Auriculariaceae	0.99	Exidia	0.99	Exidia_thuretiana	0.99
MH047251		Fungi	1.00	Basidiomycota	0.95	Agaricomycetes	0.86	Agaricales	0.51	Psathyrellaceae	0.33	Tulosesus	0.14	Tulosesus_pallidus	0.13
JX242869		Fungi	1.00	Basidiomycota	1.00	Geminibasidiomycetes	1.00	Geminibasidiales	1.00	Geminibasidiaceae	1.00	Basidioascus	1.00	Basidioascus_magus	1.00
UDB019553		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Agaricales	0.98	Psathyrellaceae	0.30	Pholiota	0.20	Omphalina_rivulicola	0.18
KP986529		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Tremellaceae	1.00	Tremella	1.00	Tremella_yokohamensis	0.97
AY805618		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	1.00	Phanerochaetaceae	1.00	Phanerochaete	1.00	Phanerochaete_rhodella	0.92
EF669591		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	1.00	Aspergillus_flavipes	1.00
EU039980		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Stilbosporaceae	1.00	Stegonsporium	1.00	Stegonsporium_acerophilum	1.00
MW413900		Fungi	1.00	Ascomycota	0.99	Dothideomycetes	0.62	Pleosporales	0.61	Microascales_fam_Incertae_sedis_Bisporostilbella	0.30	Bisporostilbella	0.30	Bisporostilbella_fusca	0.30
UDB019558		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	1.00	Polyporaceae	0.89	Perenniporia	0.70	Perenniporia_ochroleuca	0.44
