ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	 order	Prob_order	family	Prob_family	genus	Prob_genus	 species	Prob_species
LT990647		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Pleosporaceae	1.00	Dichotomophthora	1.00	Dichotomophthora_lutea	1.00
KF052624		Fungi	1.00	Basidiomycota	0.96	Agaricomycetes	0.96	Phallales	0.95	Phallaceae	0.95	Phallus	0.95	Phallus_luteus	0.95
MZ766452		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Marasmiaceae	1.00	Moniliophthora	0.96	Moniliophthora_roreri	0.89
MW632951		Fungi	1.00	Basidiomycota	0.52	Saccharomycetes	0.21	Saccharomycetales	0.21	Ustilaginaceae	0.11	Ustilago	0.09	Papiliotrema_laurentii	0.07
MN582753		Fungi	1.00	Basidiomycota	0.86	Agaricomycetes	0.80	Agaricales	0.37	Psathyrellaceae	0.21	Psathyrella	0.15	Psathyrella_microrhiza	0.09
KT336719		Fungi	1.00	Ascomycota	0.73	Saccharomycetes	0.51	Saccharomycetales	0.51	Saccharomycetales_fam_Incertae_sedis_Diutina	0.44	Diutina	0.44	Diutina_pseudorugosa	0.41
KF251613		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Cercospora	1.00	Cercospora_coniogrammes	1.00
MK329070		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.99	Eurotiales	0.99	Aspergillaceae	0.93	Aspergillus	0.71	Aspergillus_inflatus	0.26
MW883410		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Castanediellaceae	1.00	Castanediella	1.00	Castanediella_couratarii	1.00
GU227894		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Glomerellales	1.00	Glomerellaceae	1.00	Colletotrichum	1.00	Colletotrichum_anthrisci	0.30
GU227896		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Glomerellales	1.00	Glomerellaceae	1.00	Colletotrichum	1.00	Colletotrichum_xanthorrhoeae	0.24
MW883412		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Glomerellales	1.00	Glomerellaceae	1.00	Colletotrichum	1.00	Colletotrichum_anthrisci	0.58
MW883413		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Coniochaetales	1.00	Coniochaetaceae	1.00	Coniochaeta	1.00	Coniochaeta_boothii	0.77
AY879798		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Microascaceae	1.00	Scedosporium	1.00	Scedosporium_desertorum	1.00
JN710526		Fungi	1.00	Basidiomycota	0.85	Agaricomycetes	0.80	Polyporales	0.38	Polyporaceae	0.13	Trametes	0.11	Gloeocystidiellum_porosum	0.08
AY879799		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Microascaceae	1.00	Pseudallescheria	1.00	Pseudallescheria_fimeti	1.00
MW883415		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Coniochaetales	1.00	Coniochaetaceae	1.00	Coniochaeta	1.00	Coniochaeta_decumbens	0.79
MT935280		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.96	Agaricales	0.90	Physalacriaceae	0.42	Flammulina	0.25	Flammulina_filiformis	0.17
MK329076		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Onygenaceae	1.00	Malbranchea	1.00	Malbranchea_albolutea	0.70
MN794365		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.65	Dothideomycetes_ord_Incertae_sedis_Eremomycetaceae	0.61	Eremomycetaceae	0.61	Rhexothecium	0.49	Rhexothecium_globosum	0.49
KF767353		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Nectriaceae	1.00	Mariannaea	1.00	Mariannaea_dimorpha	1.00
OL654100		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Chaetosphaeriales	1.00	Chaetosphaeriaceae	1.00	Codinaeella	0.94	Codinaeella_lambertiae	0.94
MT935284		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Agaricales	0.94	Nidulariaceae	0.17	Crucibulum	0.16	Crucibulum_laeve	0.16
UDB011265		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.99	Cortinariaceae	0.45	Calonarius	0.45	Calonarius_piceae	0.45
MW883419		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Teichosporaceae	0.94	Teichospora	0.94	Teichospora_proteae	0.94
OK298492		Fungi	1.00	Ascomycota	0.57	Agaricomycetes	0.31	Russulales	0.16	Peniophoraceae	0.11	Vararia	0.10	Pleomassaria_acericola	0.08
AY176363		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.99	Agaricaceae	0.49	Montagnea	0.25	Montagnea_arenaria	0.25
KX081073		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.84	Meruliaceae	0.51	Phlebia	0.30	Bjerkandera_fumosa	0.24
KX262140		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Auriculariales	1.00	Auriculariaceae	1.00	Exidia	1.00	Exidia_thuretiana	0.80
UDB011268		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.98	Agaricaceae	0.25	Coprinus	0.20	Coprinus_sterquilinus	0.20
AY176366		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Agaricaceae	0.94	Leucoagaricus	0.53	Leucoagaricus_leucothites	0.48
KX262142		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Auriculariales	0.98	Auriculariaceae	0.98	Exidia	0.98	Exidia_thuretiana	0.78
AB378740		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.66	Helotiales	0.66	Plectosphaerellaceae	0.24	Verticillium	0.24	Verticillium_nubilum	0.24
LM652378		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Microascaceae	1.00	Gamsia	1.00	Gamsia_simplex	1.00
KC411733		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_senticosum	1.00
FN600376		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.98	Meruliaceae	0.75	Climacodon	0.69	Climacodon_pulcherrimus	0.69
KX262146		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Auriculariales	0.89	Auriculariaceae	0.89	Exidia	0.89	Exidia_thuretiana	0.82
LM652379		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Microascaceae	1.00	Gamsia	1.00	Gamsia_simplex	1.00
JF326454		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Apiosporaceae	1.00	Apiospora	1.00	Apiospora_aurea	0.99
UDB015152		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Gloeophyllales	0.84	Gloeophyllaceae	0.84	Gloeophyllum	0.45	Gloeophyllum_trabeum	0.31
JQ690071		Fungi	1.00	Ascomycota	1.00	Pezizomycetes	1.00	Pezizales	1.00	Tuberaceae	1.00	Tuber	1.00	Tuber_borchii	1.00
KC411736		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_melinii	0.60
HQ832884		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.96	Hypocreales	0.96	Ophiocordycipitaceae	0.34	Trichothecium	0.21	Purpureocillium_lavendulum	0.14
DQ109525		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_asperellum	0.97
MG591910		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Tubakiaceae	1.00	Tubakia	1.00	Tubakia_oblongispora	1.00
EU784411		Fungi	1.00	Basidiomycota	0.56	Agaricomycetes	0.51	Boletales	0.18	Boletaceae	0.17	Boletus	0.17	Boletus_reticulatus	0.17
DQ109526		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_asperellum	0.91
JQ690073		Fungi	1.00	Ascomycota	1.00	Pezizomycetes	1.00	Pezizales	1.00	Tuberaceae	1.00	Tuber	1.00	Tuber_borchii	1.00
KM245033		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.77	Xylariales	0.77	Diatrypaceae	0.77	Diatrypella	0.44	Diatrypella_quercina	0.44
KX765261		Fungi	1.00	Ascomycota	0.92	Dothideomycetes	0.86	Pleosporales	0.60	Phaeosphaeriaceae	0.27	Dichomera	0.25	Dichomera_gemmicola	0.25
KY094617		Fungi	1.00	Ascomycota	0.95	Sordariomycetes	0.52	Hypocreales	0.21	Microascaceae	0.15	Microascus	0.13	Microascus_trigonosporus	0.06
EU784413		Fungi	1.00	Ascomycota	0.61	Agaricomycetes	0.36	Boletales	0.13	Boletaceae	0.13	Boletus	0.13	Boletus_reticulatus	0.13
MK442630		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.58	Ophiostomatales	0.20	Ophiostomataceae	0.20	Raffaelea	0.11	Raffaelea_albimanens	0.07
KX267810		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_novae-zelandiae	0.62
MK442632		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Zasmidium	1.00	Zasmidium_grevilleae	1.00
HM195305		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Clavicipitaceae	1.00	Metarhizium	0.56	Metarhizium_viride	0.56
JX065161		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Auriculariales	0.95	Auriculariaceae	0.95	Exidia	0.95	Exidia_thuretiana	0.70
KX765265		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Phaeosphaeriaceae	0.96	Ophiobolus	0.96	Ophiobolus_artemisiae	0.96
UDB015159		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.96	Agaricaceae	0.72	Coprinus	0.28	Coprinus_sterquilinus	0.28
KR674036		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Ajellomycetaceae	1.00	Histoplasma	1.00	Histoplasma_capsulatum	1.00
EU784418		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Strophariaceae	0.79	Pholiota	0.49	Pholiota_lenta	0.35
KC122872		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.65	Hypocreales	0.65	Hypocreaceae	0.65	Sympodiophora	0.30	Sympodiophora_viridigrisea	0.30
EU784419		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.99	Strophariaceae	0.90	Pholiota	0.61	Pholiota_lenta	0.49
KX267815		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_asperellum	0.72
KF748110		Fungi	1.00	Ascomycota	1.00	Pezizomycotina_cls_Incertae_sedis_Scopularia	0.97	Pezizomycotina_ord_Incertae_sedis_Scopularia	0.97	Pezizomycotina_fam_Incertae_sedis_Scopularia	0.97	Scopularia	0.97	Scopularia_venusta	0.97
LN850509		Fungi	1.00	Basidiomycota	0.92	Agaricomycetes	0.85	Agaricales	0.68	Entolomataceae	0.20	Entoloma	0.20	Entoloma_sericeum	0.14
MH858422		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Periconiaceae	1.00	Periconia	1.00	Periconia_prolifica	1.00
EU514700		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Chaetothyriales	1.00	Cyphellophoraceae	1.00	Cyphellophora	1.00	Cyphellophora_sessilis	1.00
UDB011720		Fungi	1.00	Basidiomycota	0.86	Agaricomycetes	0.86	Agaricales	0.62	Agaricaceae	0.20	Chlorophyllum	0.16	Chlorophyllum_hortense	0.16
KX820255		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.99	Pleosporales	0.99	Phaeosphaeriaceae	0.47	Parastagonospora	0.40	Parastagonospora_caricis	0.40
UDB011722		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Hymenogastraceae	0.78	Galerina	0.42	Galerina_pumila	0.42
KX452404		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.96	Agaricales	0.76	Hymenogastraceae	0.21	Hebeloma	0.12	Omphalina_rivulicola	0.08
KX452405		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.97	Agaricales	0.84	Nidulariaceae	0.26	Crucibulum	0.26	Crucibulum_laeve	0.26
UDB011723		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Strophariaceae	0.82	Kuehneromyces	0.64	Kuehneromyces_mutabilis	0.64
KF732473		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.99	Cortinariaceae	0.56	Calonarius	0.56	Calonarius_piceae	0.56
KF732474		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Agaricales	0.91	Psathyrellaceae	0.23	Coprinopsis	0.20	Calonarius_piceae	0.15
LC317101		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetales_fam_Incertae_sedis_Candida	1.00	Candida	1.00	Candida_sojae	0.97
MW010202		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.99	Cortinariaceae	0.49	Calonarius	0.49	Calonarius_piceae	0.49
KF732475		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.99	Cortinariaceae	0.47	Calonarius	0.47	Calonarius_piceae	0.47
KF732476		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Cortinariaceae	0.83	Calonarius	0.83	Calonarius_piceae	0.83
KF908247		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	0.97	Hymenochaetaceae	0.97	Hymenochaete	0.96	Hymenochaete_cruenta	0.34
KF251160		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Phaeosphaeriaceae	1.00	Neosetophoma	1.00	Neosetophoma_rosigena	1.00
MW010204		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Agaricales	0.99	Cortinariaceae	0.30	Calonarius	0.30	Calonarius_piceae	0.30
KF732477		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Pseudoclitocybaceae	0.33	Pseudoclitocybe	0.33	Pseudoclitocybe_obbata	0.33
HQ599381		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Massariaceae	1.00	Massaria	1.00	Massaria_inquinans	0.89
EF512470		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Sirococcus	1.00	Sirococcus_conigenus	1.00
KF732479		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Cortinariaceae	0.32	Calonarius	0.32	Calonarius_piceae	0.32
KU557528		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Hymenochaetaceae	1.00	Fomitiporia	0.65	Fomitiporia_tenuis	0.59
KF251163		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Phaeosphaeriaceae	1.00	Neostagonospora	0.62	Neostagonospora_caricis	0.62
EF512473		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Sirococcus	1.00	Sirococcus_tsugae	1.00
GQ154597		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Phaeomoniellales	1.00	Phaeomoniellales_fam_Incertae_sedis_Heterophaeomoniella	1.00	Heterophaeomoniella	1.00	Heterophaeomoniella_pinifoliorum	1.00
KF251164		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Phaeosphaeriaceae	1.00	Neostagonospora	0.68	Neostagonospora_caricis	0.68
KT389526		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymellaceae	0.96	Neoascochyta	0.87	Neoascochyta_europaea	0.72
GQ154598		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.83	Phaeomoniellales	0.83	Phaeomoniellales_fam_Incertae_sedis_Heterophaeomoniella	0.78	Heterophaeomoniella	0.78	Heterophaeomoniella_pinifoliorum	0.78
GU981577		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_brasilianum	1.00
GQ154599		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Phaeomoniellales	1.00	Celotheliaceae	1.00	Minutiella	1.00	Minutiella_tardicola	1.00
AB622214		Fungi	1.00	Ascomycota	0.92	Leotiomycetes	0.40	Helotiales	0.40	Heterosphaeriaceae	0.17	Heterosphaeria	0.17	Heterosphaeria_veratri	0.14
AM410670		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Trichomonascaceae	1.00	Blastobotrys	1.00	Blastobotrys_serpentis	1.00
KF558318		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	1.00	Aspergillus_fumigatus	0.99
MK659915		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Cortinariaceae	0.95	Calonarius	0.95	Calonarius_piceae	0.95
MW845891		Fungi	1.00	Basidiomycota	0.91	Agaricomycetes	0.91	Agaricales	0.62	Mycenaceae	0.19	Mycena	0.14	Amyloflagellula_inflata	0.09
UDB015612		Fungi	1.00	Basidiomycota	0.93	Agaricomycetes	0.80	Polyporales	0.36	Hymenochaetaceae	0.22	Phellinus	0.21	Rhodonia_placenta	0.13
KX986064		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Apiosporaceae	1.00	Nigrospora	1.00	Nigrospora_oryzae	0.72
AF472627		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Rhynchogastremaceae	1.00	Papiliotrema	1.00	Papiliotrema_perniciosa	1.00
JN711860		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.84	Muyocopronales	0.84	Muyocopronaceae	0.84	Arxiella	0.77	Arxiella_terrestris	0.77
KM658280		Fungi	1.00	Basidiomycota	0.93	Agaricomycetes	0.89	Agaricales	0.55	Agaricaceae	0.16	Pleurotus	0.13	Pleurotus_ostreatus	0.13
AF472628		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Rhynchogastremaceae	1.00	Papiliotrema	1.00	Papiliotrema_perniciosa	1.00
MN989380		Fungi	1.00	Basidiomycota	1.00	Microbotryomycetes	0.99	Microbotryales	0.66	Microbotryaceae	0.66	Microbotryum	0.66	Microbotryum_vinosum	0.66
AJ634014		Fungi	1.00	Ascomycota	0.86	Dothideomycetes	0.42	Pleosporales	0.15	Johansoniaceae	0.08	Johansonia	0.08	Johansonia_chapadensis	0.08
AB622218		Fungi	1.00	Ascomycota	0.94	Sordariomycetes	0.54	Helotiales	0.23	Microascaceae	0.15	Scedosporium	0.12	Scedosporium_dehoogii	0.12
MK810943		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Venturiales	1.00	Sympoventuriaceae	1.00	Fusicladium	1.00	Fusicladium_proteae	1.00
UDB015616		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Physalacriaceae	0.75	Strobilurus	0.75	Strobilurus_stephanocystis	0.75
MN989383		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Hysteriales	1.00	Hysteriaceae	1.00	Rhytidhysteron	1.00	Rhytidhysteron_hysterinum	1.00
MT108797		Fungi	1.00	Basidiomycota	0.74	Agaricomycetes	0.70	Agaricales	0.50	Agaricaceae	0.33	Agaricus	0.29	Agaricus_gastronevadensis	0.11
KM658284		Fungi	1.00	Basidiomycota	0.71	Agaricomycetes	0.66	Agaricales	0.35	Xenasmataceae	0.09	Xenasmatella	0.09	Xenasmatella_christiansenii	0.08
KU712440		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.98	Pleosporales	0.93	Tetraplosphaeriaceae	0.29	Quadricrura	0.29	Quadricrura_meridionalis	0.27
UDB020914		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	1.00	Phyllosticta_bifrenariae	0.98
KU712441		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.98	Pleosporales	0.98	Melanommataceae	0.37	Melanomma	0.28	Melanomma_pulvis-pyrius	0.28
UDB015619		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Strophariaceae	0.92	Agrocybe	0.91	Agrocybe_pediades	0.91
GU134503		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Boletales	1.00	Suillaceae	1.00	Suillus	1.00	Suillus_quiescens	0.97
KU712442		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.97	Pleosporales	0.97	Pleosporaceae	0.78	Pleospora	0.78	Pleospora_iqbalii	0.78
MW845898		Fungi	1.00	Basidiomycota	0.91	Agaricomycetes	0.86	Agaricales	0.46	Mycenaceae	0.18	Mycena	0.18	Auriscalpium_vulgare	0.06
UDB020915		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.99	Myriangiales	0.89	Elsinoaceae	0.79	Elsinoe	0.57	Sphaceloma_murrayae	0.16
KU712443		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.85	Pleosporales	0.85	Didymosphaeriaceae	0.26	Pseudocamarosporium	0.24	Pseudocamarosporium_africanum	0.24
MN056425		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Hypoxylaceae	0.72	Hypoxylon	0.68	Hypoxylon_investiens	0.35
JX260730		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.87	Helotiales	0.87	Rutstroemiaceae	0.61	Rutstroemia	0.59	Rutstroemia_firma	0.59
KP862595		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Sordariales	1.00	Chaetomiaceae	1.00	Subramaniula	0.91	Subramaniula_asteroides	0.91
UDB020917		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Guignardia	0.98	Guignardia_gaultheriae	0.98
MN056426		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.95	Xylariales	0.59	Hypoxylaceae	0.43	Daldinia	0.23	Daldinia_childiae	0.09
JN049844		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Ophiocordycipitaceae	1.00	Tolypocladium	1.00	Tolypocladium_inflatum	1.00
KU712445		Fungi	1.00	Ascomycota	0.99	Dothideomycetes	0.82	Pleosporales	0.77	Didymosphaeriaceae	0.15	Pseudocamarosporium	0.10	Pseudocamarosporium_africanum	0.10
KP862597		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Sordariales	1.00	Chaetomiaceae	1.00	Subramaniula	1.00	Subramaniula_asteroides	1.00
UDB020919		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Scirrhia	1.00	Scirrhia_brasiliensis	1.00
MN056428		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.95	Sordariales	0.44	Podosporaceae	0.21	Triangularia	0.20	Cercophora_samala	0.19
KP862598		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Sordariales	1.00	Chaetomiaceae	1.00	Subramaniula	0.65	Subramaniula_fusispora	0.64
KU712447		Fungi	1.00	Ascomycota	0.98	Dothideomycetes	0.93	Pleosporales	0.87	Phaeosphaeriaceae	0.28	Phaeosphaeria	0.15	Stemphylium_vesicarium	0.13
LT990652		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Pleosporaceae	1.00	Dichotomophthora	0.50	Dichotomophthora_lutea	0.50
UDB016480		Fungi	1.00	Basidiomycota	0.88	Agaricomycetes	0.76	Russulales	0.25	Polyporaceae	0.15	Aleurodiscus	0.14	Aleurodiscus_gabonicus	0.14
AF487895		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Helotiales	1.00	Helotiales_fam_Incertae_sedis_Rhexocercosporidium	1.00	Rhexocercosporidium	1.00	Rhexocercosporidium_panacis	1.00
UDB024800		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.39	Phanerochaetaceae	0.17	Riopa	0.16	Riopa_metamorphosa	0.16
LT990655		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	0.88	Ophiostomataceae	0.88	Sporothrix	0.88	Sporothrix_sclerotialis	0.88
UDB024803		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.97	Polyporales	0.36	Rickenellaceae	0.31	Rickenella	0.30	Rickenella_fibula	0.30
MW581491		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Mycenaceae	0.96	Mycena	0.90	Mycena_citrinomarginata	0.39
DQ322097		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.93	Xylariales	0.85	Hypoxylaceae	0.43	Xylaria	0.39	Daldinia_raimundi	0.19
KR025590		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Russulaceae	1.00	Lactarius	1.00	Lactarius_subdulcis	0.52
HG004552		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Dothideomycetes_ord_Incertae_sedis_Eremomycetaceae	1.00	Eremomycetaceae	1.00	Eremomyces	1.00	Eremomyces_bilateralis	1.00
KC595926		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.98	Fomitopsidaceae	0.82	Fomitopsis	0.72	Fomitopsis_pinicola	0.56
HG004553		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.83	Dothideomycetes_ord_Incertae_sedis_Eremomycetaceae	0.77	Eremomycetaceae	0.77	Rhexothecium	0.71	Rhexothecium_globosum	0.71
FJ039594		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Cortinariaceae	0.75	Calonarius	0.75	Calonarius_piceae	0.75
HG004554		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.67	Dothideomycetes_ord_Incertae_sedis_Eremomycetaceae	0.53	Eremomycetaceae	0.53	Rhexothecium	0.50	Rhexothecium_globosum	0.50
KJ780552		Fungi	1.00	Basidiomycota	0.58	Agaricomycetes	0.42	Russulales	0.22	Peniophoraceae	0.15	Vararia	0.08	Suillus_quiescens	0.03
