ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	 order	Prob_order	family	Prob_family	genus	Prob_genus	 species	Prob_species
MN056426		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.93	Xylariales	0.55	Hypoxylaceae	0.43	Daldinia	0.28	Daldinia_childiae	0.09
MW845898		Fungi	1.00	Basidiomycota	0.94	Agaricomycetes	0.91	Agaricales	0.40	Psathyrellaceae	0.12	Mycena	0.12	Akenomyces_costatus	0.09
UDB024800		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Agaricales	0.36	Amylocorticiaceae	0.16	Plicatura	0.16	Plicatura_nivea	0.16
MW581491		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Mycenaceae	0.90	Mycena	0.82	Mycena_citrinomarginata	0.39
KU712447		Fungi	1.00	Ascomycota	0.93	Dothideomycetes	0.89	Pleosporales	0.84	Phaeosphaeriaceae	0.40	Paraphoma	0.18	Paraphoma_rhaphiolepidis	0.18
UDB016480		Fungi	1.00	Basidiomycota	0.89	Agaricomycetes	0.77	Polyporales	0.31	Polyporaceae	0.25	Lentinus	0.11	Lentinus_tigrinus	0.11
KC595926		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.97	Fomitopsidaceae	0.84	Fomitopsis	0.75	Fomitopsis_pinicola	0.49
HG004554		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.69	Dothideomycetes_ord_Incertae_sedis_Eremomycetaceae	0.57	Eremomycetaceae	0.57	Rhexothecium	0.54	Rhexothecium_globosum	0.54
UDB024803		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.93	Polyporales	0.37	Rickenellaceae	0.27	Rickenella	0.25	Rickenella_fibula	0.25
DQ322097		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.92	Xylariales	0.81	Xylariaceae	0.39	Xylaria	0.39	Xylaria_digitata	0.19
FJ904482		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Melanommataceae	1.00	Herpotrichia	1.00	Herpotrichia_pinetorum	1.00
HG004555		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.65	Dothideomycetes_ord_Incertae_sedis_Eremomycetaceae	0.62	Eremomycetaceae	0.62	Rhexothecium	0.62	Rhexothecium_globosum	0.62
KR025590		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Russulaceae	1.00	Lactarius	1.00	Lactarius_subdulcis	0.51
HG004553		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.75	Dothideomycetes_ord_Incertae_sedis_Eremomycetaceae	0.70	Eremomycetaceae	0.70	Rhexothecium	0.58	Rhexothecium_globosum	0.58
MK329080		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Onygenaceae	1.00	Malbranchea	0.97	Malbranchea_pseudauxarthron	0.50
FJ039594		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Cortinariaceae	0.71	Calonarius	0.71	Calonarius_piceae	0.71
JN710531		Fungi	1.00	Basidiomycota	0.95	Agaricomycetes	0.95	Polyporales	0.77	Steccherinaceae	0.38	Steccherinum	0.33	Steccherinum_bourdotii	0.26
MK329082		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.99	Onygenales	0.89	Onygenaceae	0.84	Malbranchea	0.80	Malbranchea_conjugata	0.53
GQ890351		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Paramycosphaerella	0.47	Paramycosphaerella_wachendorfiae	0.47
HG004552		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Dothideomycetes_ord_Incertae_sedis_Eremomycetaceae	1.00	Eremomycetaceae	1.00	Eremomyces	1.00	Eremomyces_bilateralis	1.00
HG004556		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.82	Dothideomycetes_ord_Incertae_sedis_Eremomycetaceae	0.81	Eremomycetaceae	0.81	Rhexothecium	0.79	Rhexothecium_globosum	0.79
MK329084		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.96	Onygenales	0.82	Onygenaceae	0.80	Malbranchea	0.64	Malbranchea_conjugata	0.37
KT269992		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.94	Helotiales	0.94	Ploettnerulaceae	0.75	Pirottaea	0.73	Pirottaea_brevipila	0.73
LN836018		Fungi	1.00	Ascomycota	0.98	Sareomycetes	0.56	Sareales	0.56	Sareaceae	0.56	Sarea	0.56	Sarea_resinae	0.56
MK329086		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	0.93	Onygenaceae	0.80	Amauroascus	0.68	Amauroascus_albicans	0.68
MN250200		Fungi	1.00	Basidiomycota	0.87	Agaricomycetes	0.67	Agaricales	0.53	Strophariaceae	0.13	Apiotrichum	0.10	Apiotrichum_dehoogii	0.10
KJ780552		Fungi	1.00	Basidiomycota	0.61	Agaricomycetes	0.50	Russulales	0.25	Peniophoraceae	0.18	Vararia	0.08	Botryobasidium_robustius	0.04
MW883421		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.44	Mycosphaerellales	0.21	Aspergillaceae	0.17	Aspergillus	0.16	Dactylaria_simonensis	0.06
MN250201		Fungi	1.00	Basidiomycota	0.82	Agaricomycetes	0.76	Agaricales	0.33	Boletaceae	0.14	Boletus	0.14	Boletus_reticulatus	0.14
KY751333		Fungi	1.00	Basidiomycota	0.94	Wallemiomycetes	0.90	Wallemiales	0.90	Wallemiaceae	0.90	Wallemia	0.90	Wallemia_muriae	0.36
MT935291		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Agaricales	0.94	Cortinariaceae	0.32	Calonarius	0.32	Calonarius_piceae	0.32
LN836019		Fungi	1.00	Ascomycota	0.98	Leotiomycetes	0.28	Thelebolales	0.22	Thelebolaceae	0.20	Sarcogyne	0.18	Sarcogyne_similis	0.18
MN250202		Fungi	1.00	Basidiomycota	0.92	Agaricomycetes	0.85	Boletales	0.50	Boletaceae	0.49	Boletus	0.49	Boletus_reticulatus	0.49
MW883426		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Muyocopronales	1.00	Muyocopronaceae	1.00	Muyocopron	1.00	Muyocopron_geniculatum	1.00
MH863272		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.99	Pleosporales	0.99	Sporormiaceae	0.36	Preussia	0.33	Preussia_flanaganii	0.33
UDB032210		Fungi	1.00	Basidiomycota	0.88	Agaricomycetes	0.88	Polyporales	0.67	Irpicaceae	0.12	Ceriporia	0.11	Ceriporia_excelsa	0.11
MK329088		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.99	Onygenales	0.86	Onygenaceae	0.86	Amauroascus	0.75	Amauroascus_albicans	0.75
MN794374		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.81	Venturiales	0.76	Sympoventuriaceae	0.76	Scolecobasidium	0.54	Scolecobasidium_globale	0.30
MN250203		Fungi	1.00	Basidiomycota	0.83	Agaricomycetes	0.74	Agaricales	0.30	Hymenogastraceae	0.09	Serpula	0.09	Serpula_lacrymans	0.08
MN794373		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.84	Botryosphaeriales	0.53	Botryosphaeriaceae	0.33	Diplodia	0.20	Diplodia_rosulata	0.20
MK882996		Fungi	1.00	Basidiomycota	0.85	Agaricomycetes	0.76	Agaricales	0.57	Agaricales_fam_Incertae_sedis_Melanoleuca	0.18	Melanoleuca	0.18	Melanoleuca_castaneofusca	0.18
MN794375		Fungi	1.00	Ascomycota	0.91	Dothideomycetes	0.77	Venturiales	0.72	Sympoventuriaceae	0.72	Scolecobasidium	0.65	Scolecobasidium_cordanae	0.41
MN794376		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Chaetothyriales	1.00	Herpotrichiellaceae	1.00	Veronaea	0.44	Veronaea_botryosa	0.42
MW883428		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Neofusicoccum	1.00	Neofusicoccum_mangiferae	0.99
MN152927		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Stenocarpella	0.58	Stenocarpella_macrospora	0.58
GU826105		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Cryptosporella	1.00	Cryptosporella_marylandica	0.91
GU826108		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	0.99	Cryptosporella	0.99	Cryptosporella_amistadensis	0.93
MW883429		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Madagascaromyces	0.94	Madagascaromyces_intermedius	0.94
MN794377		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Chaetothyriales	1.00	Herpotrichiellaceae	1.00	Exophiala	0.51	Exophiala_equina	0.27
MK882998		Fungi	1.00	Basidiomycota	0.80	Agaricomycetes	0.76	Agaricales	0.50	Pluteaceae	0.22	Volvariella	0.22	Volvariella_volvacea	0.22
LM652389		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Microascaceae	1.00	Microascus	0.94	Microascus_albonigrescens	0.94
MK882997		Fungi	1.00	Basidiomycota	0.67	Agaricomycetes	0.61	Agaricales	0.44	Pluteaceae	0.32	Volvariella	0.32	Volvariella_volvacea	0.32
AY176379		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Agaricaceae	0.91	Montagnea	0.64	Montagnea_arenaria	0.64
KY010823		Fungi	1.00	Basidiomycota	0.80	Agaricomycetes	0.78	Agaricales	0.69	Agaricaceae	0.21	Agaricus	0.19	Mycena_citricolor	0.07
FN600384		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.97	Meruliaceae	0.83	Climacodon	0.76	Climacodon_pulcherrimus	0.76
OL654114		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Chaetosphaeriales	0.96	Chaetosphaeriaceae	0.96	Codinaea	0.95	Codinaea_acaciae	0.78
AB179767		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetales_fam_Incertae_sedis_Candida	1.00	Candida	1.00	Candida_inconspicua	1.00
EU402573		Fungi	1.00	Basidiomycota	0.90	Agaricomycetes	0.77	Polyporales	0.44	Fomitopsidaceae	0.13	Rhodonia	0.11	Rhodonia_placenta	0.11
AF138287		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	1.00	Aspergillus_flavus	1.00
MN250207		Fungi	1.00	Basidiomycota	0.82	Agaricomycetes	0.66	Agaricales	0.28	Boletaceae	0.19	Boletus	0.19	Boletus_reticulatus	0.18
MN250208		Fungi	1.00	Basidiomycota	0.85	Agaricomycetes	0.77	Agaricales	0.46	Pleurotaceae	0.08	Pleurotus	0.08	Pleurotus_ostreatus	0.08
FJ427066		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Leptosphaeriaceae	1.00	Paraleptosphaeria	1.00	Paraleptosphaeria_rumicis	1.00
MH673477		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Gymnopus	1.00	Gymnopus_androsaceus	1.00
UDB015160		Fungi	1.00	Basidiomycota	0.66	Agaricomycetes	0.62	Russulales	0.19	Peniophoraceae	0.11	Volvariella	0.10	Volvariella_volvacea	0.10
AY945224		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.97	Xylariales	0.94	Hypoxylaceae	0.48	Hypoxylon	0.44	Hypoxylon_griseobrunneum	0.41
HG529483		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	0.91	Aspergillus_clavatus	0.52
DQ470074		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_deliquescens	0.50
LT853100		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Sporocadaceae	1.00	Seiridium	0.99	Seiridium_phylicae	0.85
MK876377		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Beltraniaceae	1.00	Beltraniella	0.93	Beltraniella_endiandrae	0.93
KX820260		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Sporothrix	1.00	Sporothrix_guttuliformis	0.78
AF230893		Fungi	1.00	Basidiomycota	0.96	Agaricomycetes	0.96	Russulales	0.52	Russulaceae	0.51	Lactarius	0.51	Lactarius_subdulcis	0.43
EF392534		Fungi	1.00	Basidiobolomycota	1.00	Basidiobolomycetes	1.00	Basidiobolales	1.00	Basidiobolaceae	1.00	Basidiobolus	1.00	Basidiobolus_magnus	1.00
LT853102		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Sporocadaceae	1.00	Seiridium	1.00	Seiridium_papillatum	1.00
UDB015164		Fungi	1.00	Ascomycota	0.71	Pezizomycetes	0.32	Pezizales	0.32	Pyronemataceae	0.26	Thelebolus	0.12	Thelebolus_globosus	0.12
JX975923		Fungi	1.00	Mortierellomycota	1.00	Mortierellomycetes	1.00	Mortierellales	1.00	Mortierellaceae	1.00	Actinomortierella	1.00	Actinomortierella_capitata	1.00
LN850512		Fungi	1.00	Basidiomycota	0.93	Agaricomycetes	0.87	Agaricales	0.70	Entolomataceae	0.28	Entoloma	0.28	Entoloma_sericeum	0.25
EF392533		Fungi	1.00	Basidiobolomycota	1.00	Basidiobolomycetes	1.00	Basidiobolales	1.00	Basidiobolaceae	1.00	Basidiobolus	1.00	Basidiobolus_ranarum	0.98
UDB002546		Fungi	1.00	Basidiomycota	0.93	Agaricomycetes	0.81	Russulales	0.43	Russulaceae	0.30	Lactarius	0.30	Lactarius_subdulcis	0.29
KF748122		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Leptographium	1.00	Leptographium_lundbergii	1.00
HQ199221		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Lasiodiplodia	0.50	Lasiodiplodia_gonubiensis	0.50
GU981581		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_javanicum	0.96
JX065172		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Auriculariales	0.97	Auriculariaceae	0.97	Exidia	0.97	Exidia_thuretiana	0.94
EF392535		Fungi	1.00	Basidiobolomycota	1.00	Basidiobolomycetes	1.00	Basidiobolales	1.00	Basidiobolaceae	1.00	Basidiobolus	1.00	Basidiobolus_ranarum	0.80
KU557531		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Hymenochaetaceae	1.00	Fomitiporia	0.74	Fomitiporia_tenuis	0.73
JX065175		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.98	Auriculariales	0.88	Auriculariaceae	0.88	Exidia	0.88	Exidia_thuretiana	0.65
JX975924		Fungi	1.00	Mortierellomycota	1.00	Mortierellomycetes	1.00	Mortierellales	1.00	Mortierellaceae	1.00	Mortierella	1.00	Mortierella_armillariicola	1.00
MK876379		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Chaetomellales	1.00	Chaetomellaceae	1.00	Chaetomella	1.00	Chaetomella_circinoseta	1.00
MF100952		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.55	Corticiaceae	0.14	Waitea	0.14	Waitea_arvalis	0.14
UDB002549		Fungi	1.00	Basidiomycota	0.83	Agaricomycetes	0.67	Russulales	0.19	Hymenochaetaceae	0.10	Trametes	0.08	Trametes_incerta	0.07
MK876376		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.86	Hypocreales	0.41	Nectriaceae	0.30	Fusarium	0.24	Fusarium_pseudensiforme	0.22
KJ567072		Fungi	1.00	Ascomycota	0.97	Leotiomycetes	0.67	Helotiales	0.67	Mollisiaceae	0.29	Phialocephala	0.27	Phialocephala_compacta	0.27
LN850517		Fungi	1.00	Basidiomycota	0.94	Agaricomycetes	0.89	Agaricales	0.69	Psathyrellaceae	0.09	Gymnopilus	0.07	Gymnopilus_penetrans	0.07
EF392536		Fungi	1.00	Basidiobolomycota	1.00	Basidiobolomycetes	1.00	Basidiobolales	1.00	Basidiobolaceae	1.00	Basidiobolus	1.00	Basidiobolus_ranarum	1.00
OK057140		Fungi	1.00	Basidiomycota	0.94	Agaricomycetes	0.89	Agaricales	0.73	Mycenaceae	0.14	Mycena	0.10	Crucibulum_laeve	0.07
EU245000		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Ceratocystidaceae	1.00	Ceratocystis	1.00	Ceratocystis_pirilliformis	1.00
EF512480		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Sirococcus	0.72	Sirococcus_conigenus	0.69
MF100954		Fungi	1.00	Basidiomycota	0.85	Agaricomycetes	0.80	Agaricales	0.24	Ceratobasidiaceae	0.11	Ceratobasidium	0.08	Ceratobasidium_cereale	0.07
AY336960		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Russulaceae	1.00	Lactarius	1.00	Lactarius_ciliatus	0.99
UDB024357		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.98	Agaricales	0.76	Agaricales_fam_Incertae_sedis_Baeospora	0.14	Baeospora	0.14	Baeospora_myosura	0.14
KY105908		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Phaffomycetaceae	1.00	Wickerhamomyces	1.00	Wickerhamomyces_mucosus	1.00
GU981582		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_penarojense	0.56
KF732488		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Cortinariaceae	0.54	Calonarius	0.54	Calonarius_piceae	0.54
JX091426		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_penarojense	0.38
UDB011731		Fungi	1.00	Ascomycota	0.52	Agaricomycetes	0.42	Eurotiales	0.29	Aspergillaceae	0.26	Penicillium	0.19	Ramaria_apiculata	0.14
HQ599394		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Massariaceae	1.00	Massaria	1.00	Massaria_conspurcata	1.00
MK876378		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymellaceae	1.00	Didymella	1.00	Didymella_exigua	1.00
KX986076		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Apiosporaceae	1.00	Nigrospora	1.00	Nigrospora_oryzae	1.00
OK057143		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.98	Agaricales	0.84	Agaricales_fam_Incertae_sedis_Collybia	0.14	Collybia	0.14	Collybia_cirrhata	0.14
GU981587		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_brasilianum	0.91
GU981588		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_brasilianum	0.92
KF251176		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Phaeosphaeriaceae	1.00	Parastagonospora	1.00	Parastagonospora_caricis	1.00
DQ830986		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Rhynchogastremaceae	1.00	Papiliotrema	1.00	Papiliotrema_anemochoreia	1.00
KF251177		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Phaeosphaeriaceae	1.00	Parastagonospora	1.00	Parastagonospora_caricis	1.00
MH542550		Fungi	1.00	Basidiomycota	0.82	Agaricomycetes	0.59	Cantharellales	0.31	Cantharellales_fam_Incertae_sedis_Minimedusa	0.18	Minimedusa	0.18	Minimedusa_polyspora	0.18
UDB020923		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Pleosporaceae	1.00	Curvularia	1.00	Curvularia_alcornii	0.58
UDB015623		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Agaricaceae	1.00	Agaricus	1.00	Agaricus_sylvaticus	0.99
HQ608035		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_ceciliae	0.47
LT990662		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Helotiales	1.00	Helotiales_fam_Incertae_sedis_Rhexocercosporidium	1.00	Rhexocercosporidium	1.00	Rhexocercosporidium_panacis	1.00
MK810958		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Venturiales	1.00	Venturiaceae	1.00	Venturia	0.71	Venturia_pyrina	0.32
KT222405		Fungi	1.00	Ascomycota	1.00	Orbiliomycetes	1.00	Orbiliales	1.00	Orbiliaceae	1.00	Orbilia	1.00	Orbilia_xinjiangensis	1.00
KR607207		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.96	Agaricales	0.89	Physalacriaceae	0.60	Strobilurus	0.33	Strobilurus_stephanocystis	0.33
MK912119		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymosphaeriaceae	0.90	Neokalmusia	0.40	Neokalmusia_brevispora	0.40
DQ249196		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Phaffomycetaceae	1.00	Wickerhamomyces	1.00	Wickerhamomyces_sydowiorum	0.58
KT222402		Fungi	1.00	Ascomycota	0.99	Orbiliomycetes	0.98	Orbiliales	0.98	Orbiliaceae	0.98	Orbilia	0.51	Orbilia_xinjiangensis	0.38
MF669958		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Hydnangiaceae	0.93	Hydnangium	0.93	Hydnangium_kanuka	0.93
KC407777		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Helotiales	1.00	Cenangiaceae	0.93	Crumenulopsis	0.91	Crumenulopsis_sororia	0.86
JN161162		Fungi	1.00	Ascomycota	1.00	Taphrinomycetes	1.00	Taphrinales	1.00	Protomycetaceae	1.00	Saitoella	1.00	Saitoella_complicata	1.00
UDB019517		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Xylariaceae	1.00	Xylaria	1.00	Xylaria_polymorpha	1.00
OK057149		Fungi	1.00	Basidiomycota	0.96	Agaricomycetes	0.95	Agaricales	0.93	Psathyrellaceae	0.20	Tulosesus	0.16	Tulosesus_pallidus	0.16
AF038352		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.98	Onygenales	0.88	Onygenaceae	0.83	Malbranchea	0.83	Malbranchea_californiensis	0.45
AJ007842		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Onygenaceae	1.00	Myriodontium	1.00	Myriodontium_keratinophilum	1.00
DQ449969		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Gymnopus	1.00	Gymnopus_junquilleus	1.00
DQ249199		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Phaffomycetaceae	0.95	Cyberlindnera	0.77	Cyberlindnera_misumaiensis	0.33
UDB002095		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.98	Cortinariaceae	0.35	Calonarius	0.35	Calonarius_piceae	0.35
UDB024812		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Atheliales	1.00	Atheliaceae	1.00	Piloderma	0.97	Piloderma_olivaceum	0.95
UDB015629		Fungi	1.00	Basidiomycota	0.86	Agaricomycetes	0.79	Agaricales	0.62	Psathyrellaceae	0.13	Tulosesus	0.08	Tulosesus_pallidus	0.08
AM295494		Fungi	1.00	Ascomycota	0.55	Saccharomycetes	0.30	Saccharomycetales	0.30	Saccharomycetales_fam_Incertae_sedis_Candida	0.09	Candida	0.09	Saccharomyces_cerevisiae	0.07
MW662647		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.99	Strophariaceae	0.43	Stropharia	0.29	Stropharia_rugosoannulata	0.21
AJ007846		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Arthrodermataceae	1.00	Arthroderma	1.00	Arthroderma_vespertilii	1.00
MK329090		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Onygenaceae	1.00	Myriodontium	1.00	Myriodontium_keratinophilum	1.00
KT155673		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Onygenaceae	1.00	Keratinophyton	1.00	Keratinophyton_submersum	1.00
EU155145		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.97	Rhytismatales	0.89	Rhytismataceae	0.89	Tryblidiopsis	0.89	Tryblidiopsis_pinastri	0.89
MK329092		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	0.86	Cordycipitaceae	0.80	Lecanicillium	0.45	Blackwellomyces_cardinalis	0.23
UDB019519		Fungi	1.00	Ascomycota	0.98	Leotiomycetes	0.70	Helotiales	0.65	Myxotrichaceae	0.29	Oidiodendron	0.28	Oidiodendron_chlamydosporicum	0.28
MK795697		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.97	Agaricales	0.86	Pseudoclitocybaceae	0.30	Pseudoclitocybe	0.30	Pseudoclitocybe_obbata	0.25
HG965009		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Sarocladiaceae	1.00	Sarocladium	1.00	Sarocladium_glaucum	1.00
AJ007843		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.99	Onygenales	0.80	Onygenaceae	0.79	Keratinophyton	0.35	Keratinophyton_linfenense	0.25
UDB020926		Fungi	1.00	Ascomycota	0.64	Sordariomycetes	0.34	Saccharomycetales	0.10	Pleosporaceae	0.07	Absidia	0.06	Blastobotrys_illinoisensis	0.04
MK346145		Fungi	1.00	Basidiomycota	0.85	Agaricomycetes	0.62	Agaricales	0.18	Ceratobasidiaceae	0.07	Ceratobasidium	0.07	Ceratobasidium_angustisporum	0.04
JN206013		Fungi	1.00	Mucoromycota	1.00	Mucoromycetes	1.00	Mucorales	1.00	Mucoraceae	1.00	Mucor	1.00	Mucor_circinelloides	0.83
MN930512		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymosphaeriaceae	1.00	Spegazzinia	1.00	Spegazzinia_intermedia	0.89
