ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	 order	Prob_order	family	Prob_family	genus	Prob_genus	 species	Prob_species
HG004556		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.79	Dothideomycetes_ord_Incertae_sedis_Eremomycetaceae	0.77	Eremomycetaceae	0.77	Rhexothecium	0.76	Rhexothecium_globosum	0.76
MK329080		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Onygenaceae	1.00	Malbranchea	0.98	Malbranchea_pseudauxarthron	0.54
KY751333		Fungi	1.00	Basidiomycota	0.97	Wallemiomycetes	0.92	Wallemiales	0.92	Wallemiaceae	0.92	Wallemia	0.92	Wallemia_muriae	0.51
MK329082		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.98	Onygenales	0.87	Onygenaceae	0.81	Malbranchea	0.77	Malbranchea_conjugata	0.49
MN250200		Fungi	1.00	Basidiomycota	0.78	Agaricomycetes	0.66	Agaricales	0.54	Strophariaceae	0.18	Pholiota	0.11	Pholiota_spumosa	0.06
LN836018		Fungi	1.00	Ascomycota	0.95	Sareomycetes	0.58	Sareales	0.58	Sareaceae	0.58	Sarea	0.58	Sarea_resinae	0.58
MW883421		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.41	Eurotiales	0.23	Aspergillaceae	0.19	Aspergillus	0.15	Pseudopassalora_gouriqua	0.08
MN250201		Fungi	1.00	Basidiomycota	0.75	Agaricomycetes	0.62	Agaricales	0.28	Boletaceae	0.07	Boletus	0.07	Boletus_reticulatus	0.07
GQ890351		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Madagascaromyces	0.40	Madagascaromyces_intermedius	0.40
FJ904482		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Melanommataceae	1.00	Herpotrichia	0.99	Herpotrichia_pinetorum	0.99
MK329084		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	0.90	Onygenaceae	0.83	Malbranchea	0.71	Malbranchea_conjugata	0.45
MN250202		Fungi	1.00	Basidiomycota	0.93	Agaricomycetes	0.87	Boletales	0.61	Boletaceae	0.52	Boletus	0.52	Boletus_reticulatus	0.52
LN836019		Fungi	1.00	Ascomycota	0.98	Dothideomycetes	0.45	Thelebolales	0.20	Thelebolaceae	0.18	Thelebolus	0.16	Thelebolus_globosus	0.16
MN250203		Fungi	1.00	Basidiomycota	0.83	Agaricomycetes	0.77	Agaricales	0.41	Hymenogastraceae	0.11	Psilocybe	0.06	Agrocybe_pediades	0.05
UDB032210		Fungi	1.00	Basidiomycota	0.94	Agaricomycetes	0.94	Polyporales	0.67	Irpicaceae	0.20	Ceriporia	0.20	Ceriporia_excelsa	0.20
MK329086		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.99	Onygenales	0.93	Onygenaceae	0.79	Amauroascus	0.70	Amauroascus_albicans	0.70
MN794373		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.85	Botryosphaeriales	0.53	Botryosphaeriaceae	0.29	Diplodia	0.22	Diplodia_rosulata	0.22
KT269992		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.93	Helotiales	0.93	Ploettnerulaceae	0.65	Pirottaea	0.64	Pirottaea_brevipila	0.64
MT935291		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.98	Agaricales	0.94	Cortinariaceae	0.38	Calonarius	0.38	Calonarius_piceae	0.38
MW883426		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Muyocopronales	1.00	Muyocopronaceae	1.00	Muyocopron	1.00	Muyocopron_geniculatum	0.99
MH863272		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.99	Pleosporales	0.99	Sporormiaceae	0.39	Preussia	0.36	Preussia_flanaganii	0.36
MN794374		Fungi	1.00	Ascomycota	0.97	Dothideomycetes	0.86	Venturiales	0.85	Sympoventuriaceae	0.84	Scolecobasidium	0.66	Scolecobasidium_globale	0.39
MK882996		Fungi	1.00	Basidiomycota	0.89	Agaricomycetes	0.73	Agaricales	0.59	Lycoperdaceae	0.19	Lycoperdon	0.14	Lycoperdon_utriforme	0.14
MN794375		Fungi	1.00	Ascomycota	0.92	Dothideomycetes	0.82	Venturiales	0.78	Sympoventuriaceae	0.78	Scolecobasidium	0.72	Scolecobasidium_cordanae	0.50
MK329088		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.95	Onygenales	0.86	Onygenaceae	0.84	Amauroascus	0.71	Amauroascus_albicans	0.71
MK882997		Fungi	1.00	Basidiomycota	0.69	Agaricomycetes	0.68	Agaricales	0.50	Pluteaceae	0.42	Volvariella	0.42	Volvariella_volvacea	0.42
KY010823		Fungi	1.00	Basidiomycota	0.79	Agaricomycetes	0.76	Agaricales	0.61	Mycenaceae	0.18	Mycena	0.17	Mycena_citricolor	0.06
MK882998		Fungi	1.00	Basidiomycota	0.79	Agaricomycetes	0.74	Agaricales	0.47	Pluteaceae	0.18	Volvariella	0.18	Volvariella_volvacea	0.18
AF138287		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	1.00	Aspergillus_flavus	1.00
MN250207		Fungi	1.00	Basidiomycota	0.78	Agaricomycetes	0.61	Boletales	0.23	Boletaceae	0.21	Boletus	0.21	Boletus_reticulatus	0.20
MW883428		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Neofusicoccum	1.00	Neofusicoccum_mangiferae	0.99
MN794376		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Chaetothyriales	1.00	Herpotrichiellaceae	1.00	Veronaea	0.43	Veronaea_botryosa	0.43
MW883429		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Madagascaromyces	0.91	Madagascaromyces_intermedius	0.91
MN794377		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Chaetothyriales	1.00	Herpotrichiellaceae	1.00	Exophiala	0.48	Exophiala_equina	0.29
MN250208		Fungi	1.00	Basidiomycota	0.78	Agaricomycetes	0.69	Agaricales	0.39	Agaricales_fam_Incertae_sedis_Dendrothele	0.08	Dendrothele	0.08	Dendrothele_griseocana	0.08
EU402573		Fungi	1.00	Basidiomycota	0.89	Agaricomycetes	0.82	Polyporales	0.42	Hymenochaetaceae	0.14	Phellinus	0.12	Rhodonia_placenta	0.12
OL654114		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.98	Chaetosphaeriales	0.90	Chaetosphaeriaceae	0.90	Codinaea	0.84	Codinaea_acaciae	0.67
GU826105		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Cryptosporella	1.00	Cryptosporella_marylandica	0.92
MN152927		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Stenocarpella	0.55	Stenocarpella_macrospora	0.55
FN600384		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.94	Meruliaceae	0.87	Climacodon	0.79	Climacodon_pulcherrimus	0.79
GU826108		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Cryptosporella	1.00	Cryptosporella_amistadensis	0.94
AB179767		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetales_fam_Incertae_sedis_Candida	1.00	Candida	1.00	Candida_inconspicua	1.00
UDB015160		Fungi	1.00	Basidiomycota	0.71	Agaricomycetes	0.65	Russulales	0.27	Peniophoraceae	0.20	Volvariella	0.18	Volvariella_volvacea	0.18
AY176379		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Agaricaceae	0.90	Montagnea	0.61	Montagnea_arenaria	0.61
LM652389		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Microascaceae	1.00	Microascus	0.97	Microascus_albonigrescens	0.97
EF392533		Fungi	1.00	Basidiobolomycota	1.00	Basidiobolomycetes	1.00	Basidiobolales	1.00	Basidiobolaceae	1.00	Basidiobolus	1.00	Basidiobolus_ranarum	0.98
EF392534		Fungi	1.00	Basidiobolomycota	1.00	Basidiobolomycetes	1.00	Basidiobolales	1.00	Basidiobolaceae	1.00	Basidiobolus	1.00	Basidiobolus_magnus	1.00
AY945224		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.99	Xylariales	0.99	Xylariaceae	0.52	Hypoxylon	0.38	Hypoxylon_griseobrunneum	0.33
AF230893		Fungi	1.00	Basidiomycota	0.93	Agaricomycetes	0.87	Russulales	0.52	Russulaceae	0.49	Lactarius	0.49	Lactarius_subdulcis	0.46
EF392535		Fungi	1.00	Basidiobolomycota	1.00	Basidiobolomycetes	1.00	Basidiobolales	1.00	Basidiobolaceae	1.00	Basidiobolus	1.00	Basidiobolus_ranarum	0.78
MH673477		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Gymnopus	1.00	Gymnopus_androsaceus	1.00
UDB015164		Fungi	1.00	Ascomycota	0.63	Pezizomycetes	0.33	Pezizales	0.33	Pyronemataceae	0.31	Pyronema	0.19	Pyronema_domesticum	0.19
EF392536		Fungi	1.00	Basidiobolomycota	1.00	Basidiobolomycetes	1.00	Basidiobolales	1.00	Basidiobolaceae	1.00	Basidiobolus	1.00	Basidiobolus_ranarum	1.00
HG529483		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	0.90	Aspergillus_clavatus	0.66
DQ470074		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_deliquescens	0.53
UDB002546		Fungi	1.00	Basidiomycota	0.91	Agaricomycetes	0.84	Russulales	0.52	Russulaceae	0.38	Lactarius	0.38	Lactarius_subdulcis	0.36
LN850512		Fungi	1.00	Basidiomycota	0.86	Agaricomycetes	0.83	Agaricales	0.67	Entolomataceae	0.28	Entoloma	0.28	Entoloma_sericeum	0.21
FJ427066		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Leptosphaeriaceae	1.00	Paraleptosphaeria	1.00	Paraleptosphaeria_rumicis	1.00
JX065172		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Auriculariales	0.98	Auriculariaceae	0.98	Exidia	0.98	Exidia_thuretiana	0.95
UDB002549		Fungi	1.00	Basidiomycota	0.80	Agaricomycetes	0.67	Polyporales	0.17	Hymenochaetaceae	0.10	Xylobolus	0.08	Xylobolus_illudens	0.06
KX820260		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Sporothrix	1.00	Sporothrix_guttuliformis	0.77
JX065175		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Auriculariales	0.91	Auriculariaceae	0.91	Exidia	0.91	Exidia_thuretiana	0.63
JX975923		Fungi	1.00	Mortierellomycota	1.00	Mortierellomycetes	1.00	Mortierellales	1.00	Mortierellaceae	1.00	Actinomortierella	1.00	Actinomortierella_capitata	1.00
LN850517		Fungi	1.00	Basidiomycota	0.93	Agaricomycetes	0.84	Agaricales	0.67	Mycenaceae	0.09	Mycena	0.08	Gymnopilus_penetrans	0.04
MK876377		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Beltraniaceae	1.00	Beltraniella	0.98	Beltraniella_endiandrae	0.98
MK876376		Fungi	1.00	Ascomycota	0.99	Sordariomycetes	0.87	Hypocreales	0.34	Nectriaceae	0.25	Fusarium	0.22	Fusarium_pseudensiforme	0.19
LT853100		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Sporocadaceae	1.00	Seiridium	0.98	Seiridium_phylicae	0.85
KF748122		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Leptographium	0.99	Leptographium_lundbergii	0.99
JX975924		Fungi	1.00	Mortierellomycota	1.00	Mortierellomycetes	1.00	Mortierellales	1.00	Mortierellaceae	1.00	Mortierella	1.00	Mortierella_armillariicola	1.00
MF100952		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Agaricales	0.50	Corticiaceae	0.15	Waitea	0.14	Waitea_arvalis	0.14
MK876378		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymellaceae	1.00	Didymella	1.00	Didymella_exigua	1.00
UDB011731		Fungi	1.00	Ascomycota	0.50	Agaricomycetes	0.44	Eurotiales	0.27	Aspergillaceae	0.25	Penicillium	0.16	Ramaria_apiculata	0.15
MK876379		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Chaetomellales	1.00	Chaetomellaceae	1.00	Chaetomella	1.00	Chaetomella_circinoseta	1.00
LT853102		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Sporocadaceae	1.00	Seiridium	1.00	Seiridium_papillatum	1.00
KU557531		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Hymenochaetaceae	1.00	Fomitiporia	0.71	Fomitiporia_tenuis	0.66
KJ567072		Fungi	1.00	Ascomycota	0.97	Leotiomycetes	0.64	Helotiales	0.64	Mollisiaceae	0.26	Phialocephala	0.20	Phialocephala_compacta	0.20
MF100954		Fungi	1.00	Basidiomycota	0.92	Agaricomycetes	0.90	Agaricales	0.36	Ceratobasidiaceae	0.14	Ceratobasidium	0.12	Steccherinum_bourdotii	0.07
AY336960		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Russulaceae	1.00	Lactarius	1.00	Lactarius_ciliatus	1.00
OK057140		Fungi	1.00	Basidiomycota	0.96	Agaricomycetes	0.94	Agaricales	0.77	Psathyrellaceae	0.15	Crucibulum	0.10	Crucibulum_laeve	0.10
EU245000		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Ceratocystidaceae	1.00	Ceratocystis	1.00	Ceratocystis_pirilliformis	1.00
HQ199221		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Lasiodiplodia	0.50	Lasiodiplodia_gonubiensis	0.50
GU981581		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_javanicum	0.99
UDB024357		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.98	Agaricales	0.77	Mycenaceae	0.15	Mycena	0.14	Mycena_sanguinolenta	0.09
GU981582		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_penarojense	0.57
EF512480		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Sirococcus	0.80	Sirococcus_conigenus	0.69
KF732488		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Cortinariaceae	0.51	Calonarius	0.51	Calonarius_piceae	0.51
DQ830986		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Rhynchogastremaceae	1.00	Papiliotrema	1.00	Papiliotrema_anemochoreia	1.00
OK057143		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.97	Agaricales	0.86	Mycenaceae	0.20	Mycena	0.19	Mycena_flos-nivium	0.17
KY105908		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Phaffomycetaceae	1.00	Wickerhamomyces	1.00	Wickerhamomyces_mucosus	1.00
MH542550		Fungi	1.00	Basidiomycota	0.87	Agaricomycetes	0.69	Cantharellales	0.46	Hydnaceae	0.28	Sistotrema	0.28	Sistotrema_brinkmannii	0.26
JX091426		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_penarojense	0.48
HQ599394		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Massariaceae	1.00	Massaria	1.00	Massaria_conspurcata	1.00
JN161162		Fungi	1.00	Ascomycota	1.00	Taphrinomycetes	1.00	Taphrinales	1.00	Protomycetaceae	1.00	Saitoella	1.00	Saitoella_complicata	1.00
GU981587		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_brasilianum	0.97
KF251176		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Phaeosphaeriaceae	1.00	Parastagonospora	0.93	Parastagonospora_caricis	0.93
GU981588		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Penicillium	1.00	Penicillium_brasilianum	0.96
KF251177		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Phaeosphaeriaceae	1.00	Parastagonospora	1.00	Parastagonospora_caricis	1.00
OK057149		Fungi	1.00	Basidiomycota	0.94	Agaricomycetes	0.92	Agaricales	0.87	Pleurotaceae	0.18	Hohenbuehelia	0.18	Hohenbuehelia_unguicularis	0.17
UDB015623		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Agaricaceae	1.00	Agaricus	1.00	Agaricus_sylvaticus	1.00
KX986076		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Apiosporaceae	1.00	Nigrospora	1.00	Nigrospora_oryzae	1.00
KT222402		Fungi	1.00	Ascomycota	0.96	Orbiliomycetes	0.94	Orbiliales	0.94	Orbiliaceae	0.94	Orbilia	0.40	Orbilia_xinjiangensis	0.31
UDB020923		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Pleosporaceae	1.00	Curvularia	1.00	Curvularia_alcornii	0.61
KR607207		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.98	Agaricales	0.94	Physalacriaceae	0.66	Strobilurus	0.34	Strobilurus_stephanocystis	0.34
AM295494		Fungi	1.00	Ascomycota	0.52	Saccharomycetes	0.21	Saccharomycetales	0.21	Ustilaginaceae	0.10	Ustilago	0.08	Lentinula_edodes	0.05
DQ249196		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Phaffomycetaceae	0.99	Wickerhamomyces	0.99	Wickerhamomyces_sydowiorum	0.77
MF669958		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Hydnangiaceae	0.86	Hydnangium	0.86	Hydnangium_kanuka	0.86
HQ608035		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_ceciliae	0.35
UDB015629		Fungi	1.00	Basidiomycota	0.91	Agaricomycetes	0.84	Agaricales	0.61	Omphalotaceae	0.10	Moniliophthora	0.07	Moniliophthora_roreri	0.06
KT222405		Fungi	1.00	Ascomycota	0.99	Orbiliomycetes	0.99	Orbiliales	0.99	Orbiliaceae	0.99	Orbilia	0.99	Orbilia_xinjiangensis	0.99
MK810958		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Venturiales	1.00	Venturiaceae	1.00	Venturia	0.68	Venturia_pyrina	0.30
DQ249199		Fungi	1.00	Ascomycota	0.99	Saccharomycetes	0.99	Saccharomycetales	0.99	Phaffomycetaceae	0.97	Cyberlindnera	0.74	Cyberlindnera_misumaiensis	0.35
UDB020926		Fungi	1.00	Basidiomycota	0.45	Agaricomycetes	0.29	Mucorales	0.10	Cunninghamellaceae	0.09	Absidia	0.09	Absidia_glauca	0.06
AF038352		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.99	Onygenales	0.91	Onygenaceae	0.87	Malbranchea	0.87	Malbranchea_californiensis	0.59
LT990662		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Helotiales	1.00	Helotiales_fam_Incertae_sedis_Rhexocercosporidium	1.00	Rhexocercosporidium	1.00	Rhexocercosporidium_panacis	1.00
MK912119		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymosphaeriaceae	0.92	Neokalmusia	0.37	Neokalmusia_brevispora	0.37
UDB020928		Fungi	1.00	Ascomycota	0.80	Sordariomycetes	0.30	Pleosporales	0.23	Massarinaceae	0.10	Stagonospora	0.10	Stagonospora_pseudovitensis	0.10
KC407777		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Helotiales	1.00	Cenangiaceae	0.97	Crumenulopsis	0.95	Crumenulopsis_sororia	0.85
DQ449969		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Gymnopus	1.00	Gymnopus_junquilleus	1.00
UDB024812		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Atheliales	1.00	Atheliaceae	1.00	Piloderma	0.95	Piloderma_olivaceum	0.92
MW662647		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.98	Strophariaceae	0.33	Stropharia	0.22	Stropharia_rugosoannulata	0.13
UDB019517		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Xylariaceae	1.00	Xylaria	1.00	Xylaria_polymorpha	1.00
UDB002095		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.97	Cortinariaceae	0.48	Calonarius	0.48	Calonarius_piceae	0.48
HE962432		Fungi	1.00	Ascomycota	0.52	Saccharomycetes	0.24	Saccharomycetales	0.24	Massariaceae	0.07	Massaria	0.07	Massaria_inquinans	0.07
AJ007842		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Onygenaceae	1.00	Myriodontium	1.00	Myriodontium_keratinophilum	1.00
MK346145		Fungi	1.00	Basidiomycota	0.79	Agaricomycetes	0.63	Agaricales	0.24	Mycenaceae	0.12	Mycena	0.12	Sparassis_crispa	0.06
UDB019519		Fungi	1.00	Ascomycota	0.99	Leotiomycetes	0.71	Helotiales	0.66	Helotiaceae	0.23	Oidiodendron	0.20	Oidiodendron_chlamydosporicum	0.20
MK795697		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.96	Agaricales	0.91	Pseudoclitocybaceae	0.31	Pseudoclitocybe	0.31	Pseudoclitocybe_obbata	0.30
KT155673		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Onygenaceae	1.00	Keratinophyton	1.00	Keratinophyton_submersum	0.99
AJ007843		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.97	Onygenales	0.66	Onygenaceae	0.64	Keratinophyton	0.35	Keratinophyton_linfenense	0.28
UDB016499		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Thelephorales	0.80	Thelephoraceae	0.80	Thelephora	0.80	Thelephora_terrestris	0.80
AJ007846		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Arthrodermataceae	1.00	Arthroderma	1.00	Arthroderma_vespertilii	1.00
MK329090		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Onygenaceae	1.00	Myriodontium	1.00	Myriodontium_keratinophilum	1.00
MK795699		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Agaricales	0.96	Agaricaceae	0.17	Agaricus	0.14	Cyathus_asiaticus	0.10
JN206013		Fungi	1.00	Mucoromycota	1.00	Mucoromycetes	1.00	Mucorales	1.00	Mucoraceae	1.00	Mucor	1.00	Mucor_circinelloides	0.74
EU155145		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.89	Rhytismatales	0.82	Rhytismataceae	0.82	Tryblidiopsis	0.82	Tryblidiopsis_pinastri	0.82
MN632461		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Hysteriales	1.00	Hysteriaceae	1.00	Rhytidhysteron	1.00	Rhytidhysteron_hysterinum	1.00
KJ780565		Fungi	1.00	Basidiomycota	0.66	Agaricomycetes	0.65	Russulales	0.35	Peniophoraceae	0.25	Peniophora	0.16	Peniophora_simulans	0.13
JN206015		Fungi	1.00	Mucoromycota	1.00	Mucoromycetes	1.00	Mucorales	1.00	Mucoraceae	1.00	Mucor	1.00	Mucor_griseocyanus	0.86
MW883432		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Niessliaceae	1.00	Niesslia	1.00	Niesslia_curvisetosa	1.00
MK329092		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	0.90	Cordycipitaceae	0.89	Lecanicillium	0.41	Blackwellomyces_cardinalis	0.33
MZ025963		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Neodevriesiaceae	1.00	Neodevriesia	1.00	Neodevriesia_metrosideri	0.88
JQ410324		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Cordycipitaceae	1.00	Leptobacillium	1.00	Leptobacillium_leptobactrum	1.00
HG965009		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Sarocladiaceae	1.00	Sarocladium	1.00	Sarocladium_glaucum	1.00
MK329094		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	0.86	Cordycipitaceae	0.80	Blackwellomyces	0.40	Blackwellomyces_cardinalis	0.40
MN930512		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymosphaeriaceae	1.00	Spegazzinia	0.98	Spegazzinia_intermedia	0.91
MW883433		Fungi	1.00	Ascomycota	0.60	Saccharomycetes	0.29	Saccharomycetales	0.29	Pleosporaceae	0.12	Filobasidium	0.08	Filobasidium_chernovii	0.07
MW883437		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Phaeosphaeriaceae	1.00	Paraphoma	0.86	Paraphoma_radicina	0.62
MK329096		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	0.92	Cordycipitaceae	0.81	Lecanicillium	0.62	Lecanicillium_longisporum	0.37
MW883436		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Nectriaceae	0.99	Thyronectria	0.42	Nectria_neogrammicospora	0.39
KJ939279		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymosphaeriaceae	1.00	Pseudocamarosporium	1.00	Pseudocamarosporium_africanum	1.00
AJ549822		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Phaffomycetaceae	0.40	Wickerhamomyces	0.30	Wickerhamomyces_mucosus	0.27
LM652391		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Microascaceae	1.00	Microascus	1.00	Microascus_trigonosporus	0.99
UDB011284		Fungi	1.00	Basidiomycota	0.94	Agaricomycetes	0.90	Russulales	0.50	Russulaceae	0.35	Lactarius	0.35	Lactarius_subdulcis	0.21
