ID	class	order	family	Prob_class	Prob_order	Prob_family
GCOL4459-16	Insecta	Coleoptera	Silphidae	1	1	0.7751
FBCOF345-12	Insecta	Coleoptera	Clambidae	1	1	0.7383
FBCOK421-13	Insecta	Coleoptera	Clambidae	1	1	0.9996
FBCOB881-10	Insecta	Coleoptera	unk	1	1	0.5852999999999999
GBCOU3365-13	Insecta	Coleoptera	Rhadalidae	1	1	0.7094999999999999
FBCOG1533-12	Insecta	Coleoptera	unk	1	1	0.6406000000000001
GCOL2204-16	Insecta	Coleoptera	unk	1	1	0.6696
FBCOD1060-11	Insecta	Coleoptera	unk	1	1	0.6406000000000001
FBCOK856-13	Insecta	Coleoptera	Haliplidae	1	1	0.635
FBCOD213-11	Insecta	Coleoptera	Haliplidae	1	1	0.7056
GCOL12890-16	Insecta	Coleoptera	Eucinetidae	1	1	0.9994
GBCOB212-12	Insecta	Coleoptera	unk	1	1	0.7111999999999999
FBAQU084-09	Insecta	Coleoptera	Scirtidae	1	1	0.8766000000000002
GBCOU1311-13	Insecta	Coleoptera	Melyridae	1	1	0.9984999999999999
GBCOU1251-13	Insecta	Coleoptera	Melyridae	1	1	0.9984999999999999
GMGMK1514-14	Insecta	Coleoptera	Melyridae	1	1	0.651
GCOL10526-16	Insecta	Coleoptera	Melyridae	1	1	0.9399000000000001
GBCOU1672-13	Insecta	Coleoptera	Melyridae	1	1	0.9984999999999999
FBCOJ359-12	Insecta	Coleoptera	Coccinellidae	1	1	0.6753999999999999
FBCOE339-12	Insecta	Coleoptera	Latridiidae	1	1	0.9988
GCOL2627-16	Insecta	Coleoptera	unk	1	1	0.8943
GBCOB474-12	Insecta	Coleoptera	Brentidae	1	1	0.998
FBCOK729-13	Insecta	Coleoptera	Brentidae	1	1	0.7549
FBCOK379-13	Insecta	Coleoptera	Curculionidae	1	1	0.46540000000000004
GBCOL710-12	Insecta	Coleoptera	Brentidae	1	1	0.998
FBCOP683-13	Insecta	Coleoptera	Brentidae	1	1	0.998
GBCOF897-13	Insecta	Coleoptera	Brentidae	1	1	0.9603999999999999
GBMNE48136-22	Insecta	Coleoptera	Brentidae	1	1	0.7773
GBCOU3265-13	Insecta	Coleoptera	Brentidae	1	1	0.998
GBCOU737-13	Insecta	Coleoptera	Curculionidae	1	1	0.998
GCOL11309-16	Insecta	Coleoptera	Brentidae	1	1	0.998
GCOL12496-16	Insecta	Coleoptera	Brentidae	1	1	0.8866
FBCOD940-11	Insecta	Coleoptera	Brentidae	1	1	0.998
FBLMT916-09	Insecta	Lepidoptera	Adelidae	1	1	0.9986
FBLMT373-09	Insecta	Lepidoptera	Adelidae	1	1	0.7881999999999999
ODOPE717-11	Insecta	Lepidoptera	Hepialidae	1	1	0.9544
ODOPE013-11	Insecta	Lepidoptera	Tischeriidae	1	1	0.8082
FBLMX027-11	Insecta	Lepidoptera	Roeslerstammiidae	1	1	0.9994
FBLMT786-09	Insecta	Lepidoptera	Ypsolophidae	1	1	0.997
GBLAB142-13	Insecta	Lepidoptera	Hesperiidae	1	1	0.6409
ODOPE760-11	Insecta	Lepidoptera	Lycaenidae	1	1	0.9981
FBLMX192-11	Insecta	Lepidoptera	Lycaenidae	1	1	0.9981
GWOTF675-12	Insecta	Lepidoptera	Lycaenidae	1	1	0.9981
GWOSA777-10	Insecta	Lepidoptera	Nymphalidae	1	1	0.997
GBLAC372-13	Insecta	Lepidoptera	Lycaenidae	1	1	0.9981
GBLAB131-13	Insecta	Lepidoptera	Lycaenidae	1	1	0.9354
ODOPE243-11	Insecta	Lepidoptera	Nymphalidae	1	1	0.9404
AMTPC245-15	Insecta	Lepidoptera	Nymphalidae	1	1	0.997
FBLMV572-09	Insecta	Lepidoptera	Depressariidae	1	1	0.7399
FBLMU164-09	Insecta	Lepidoptera	Depressariidae	1	1	0.9974
FBLMW385-10	Insecta	Lepidoptera	Depressariidae	1	1	0.8481000000000001
FBLMW172-10	Insecta	Lepidoptera	Depressariidae	1	1	0.584
RDNMD362-06	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
FBLMZ140-12	Insecta	Lepidoptera	unk	1	1	0.7099
GWORZ493-10	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GBLAA1012-14	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GBLAD111-14	Insecta	Lepidoptera	unk	1	1	0.5305
RDNMG507-08	Insecta	Lepidoptera	Noctuidae	1	1	0.9697
GBLAC365-13	Insecta	Lepidoptera	Noctuidae	1	1	0.8330000000000001
GWOTK576-12	Insecta	Lepidoptera	Noctuidae	1	1	0.7797000000000001
GWOSK762-11	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
FBLMX180-11	Insecta	Lepidoptera	Noctuidae	1	1	0.8222
GBLAF813-14	Insecta	Lepidoptera	unk	1	1	0.6648999999999999
FBLMX096-11	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GBLAB1734-14	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWORO667-09	Insecta	Lepidoptera	Noctuidae	1	1	0.6912999999999999
GWORZ510-10	Insecta	Lepidoptera	Noctuidae	1	1	0.9314
AMTPC001-15	Insecta	Lepidoptera	Noctuidae	1	1	0.6912999999999999
GBLAA240-14	Insecta	Lepidoptera	Noctuidae	1	1	0.8689000000000001
RDNMD371-06	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWOSD775-10	Insecta	Lepidoptera	Noctuidae	1	1	0.8730000000000001
GBLAA1314-15	Insecta	Lepidoptera	unk	1	1	0.5089
GWOSA413-10	Insecta	Lepidoptera	Noctuidae	1	1	0.7244999999999999
FBLMT194-09	Insecta	Lepidoptera	Tortricidae	1	1	0.8780000000000001
FBLMZ253-12	Insecta	Lepidoptera	Tortricidae	1	1	0.7226
FBLMT220-09	Insecta	Lepidoptera	Tortricidae	1	1	0.9933
FBLMZ472-12	Insecta	Lepidoptera	Tortricidae	1	1	0.9933
FBLMW752-10	Insecta	Lepidoptera	Tortricidae	1	1	0.7411
FBLMT310-09	Insecta	Lepidoptera	Tortricidae	1	1	0.9933
FBLMT076-09	Insecta	Lepidoptera	Tortricidae	1	1	0.7101
FBLMT226-09	Insecta	Lepidoptera	Tortricidae	1	1	0.9933
FBLMU063-09	Insecta	Lepidoptera	Tortricidae	1	1	0.9933
FBLMW577-10	Insecta	Lepidoptera	Tortricidae	1	1	0.6858
FBLMZ650-12	Insecta	Lepidoptera	Tortricidae	1	1	0.9933
FBLMV620-09	Insecta	Lepidoptera	Tortricidae	1	1	0.9933
ODOPE290-11	Insecta	Lepidoptera	Psychidae	1	1	0.529
FBLMT139-09	Insecta	Lepidoptera	Tortricidae	1	1	0.9933
FBLMZ311-12	Insecta	Lepidoptera	Tortricidae	1	1	0.9636
FBLMS353-09	Insecta	Lepidoptera	unk	1	1	0.7577
FBLMZ747-12	Insecta	Lepidoptera	Coleophoridae	1	1	0.8114
LNAUW4356-18	Insecta	Lepidoptera	Glyphipterigidae	1	1	0.8102
FBLMU122-09	Insecta	Lepidoptera	Momphidae	1	1	0.998
GWOSN905-11	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GBDTA10391-21	Insecta	Diptera	Cecidomyiidae	1	0.64	0.521
FBLMW495-10	Insecta	Lepidoptera	Yponomeutidae	1	1	0.9958
FBLMW079-10	Insecta	Lepidoptera	Yponomeutidae	1	1	0.9958
FGMLD796-13	Insecta	Lepidoptera	Gracillariidae	1	1	0.9987
ODOPE134-11	Insecta	Lepidoptera	Gracillariidae	1	1	0.9353
FGMLK118-17	Insecta	Lepidoptera	Gracillariidae	1	1	0.8729000000000001
FGMLG226-15	Insecta	Lepidoptera	Nepticulidae	1	1	0.9209
FGMLG267-15	Insecta	Lepidoptera	unk	1	1	0.7946
GWOSN573-11	Insecta	Lepidoptera	Zygaenidae	1	1	0.6535
GBDTA14711-21	Insecta	Hymenoptera	unk	1	1	0.6798
GBDTA15461-21	Insecta	Hymenoptera	unk	1	1	0.5742
GMGMQ1745-18	Insecta	Hymenoptera	Braconidae	1	1	0.5155
BCHYM7304-15	Insecta	Hymenoptera	unk	1	1	0.5063
FBACA1117-10	Insecta	Hymenoptera	Mellinidae	1	1	0.9998
BCHYM7307-15	Insecta	Hymenoptera	unk	1	1	0.5552
GBDTA1798-21	Insecta	Hymenoptera	unk	1	1	0.6581
BCHYM7320-15	Insecta	Hymenoptera	unk	1	1	0.5883999999999999
GBDTA16160-21	Insecta	Hymenoptera	Braconidae	1	1	0.5031
BCHYM7540-15	Insecta	Hymenoptera	unk	1	1	0.5506000000000001
GMGMU1528-20	Insecta	Hymenoptera	Braconidae	1	1	0.8054
GMGMP3236-18	Insecta	Hymenoptera	Braconidae	1	1	0.9343
GMGMK1454-14	Insecta	Hymenoptera	Astatidae	1	1	0.5742
BCHYM8953-15	Insecta	Hymenoptera	unk	1	1	0.5462
GBACU3335-13	Insecta	Hymenoptera	Philanthidae	1	1	0.9997
GMGMV4222-20	Insecta	Hymenoptera	unk	1	1	0.9009
SMNSP921-19	Insecta	Hymenoptera	unk	1	1	0.9817
BCHYM7591-15	Insecta	Hymenoptera	unk	1	1	0.8059000000000001
BCHYM7989-15	Insecta	Hymenoptera	unk	1	1	0.6578
BCHYM4305-14	Insecta	Hymenoptera	unk	1	1	0.7283
GMGMA1202-14	Insecta	Hymenoptera	unk	1	1	0.6862999999999999
FBAPC008-10	Insecta	Hymenoptera	Andrenidae	1	1	0.9996
FBAPC304-10	Insecta	Hymenoptera	Andrenidae	1	1	0.9996
FBHAP890-09	Insecta	Hymenoptera	Andrenidae	1	1	0.9656
FBAPD522-11	Insecta	Hymenoptera	Andrenidae	1	1	0.9996
FBHAP954-09	Insecta	Hymenoptera	Andrenidae	1	1	0.9443
FBAPC740-11	Insecta	Hymenoptera	Megachilidae	1	1	0.9297000000000001
GBACU054-12	Insecta	Hymenoptera	Apidae	1	1	0.9983
FBAPB433-09	Insecta	Hymenoptera	unk	1	1	0.9590000000000001
FBAPB223-09	Insecta	Hymenoptera	Apidae	1	1	0.9983
FBAPB673-09	Insecta	Hymenoptera	Megachilidae	1	1	0.9949
GBGST084-13	Insecta	Hymenoptera	Megachilidae	1	1	0.9253
FBAPC713-11	Insecta	Hymenoptera	Apidae	1	1	0.9983
FBAPC984-11	Insecta	Hymenoptera	Apidae	1	1	0.9983
FBAPC525-11	Insecta	Hymenoptera	Megachilidae	1	1	0.9848
GBACU3478-13	Insecta	Hymenoptera	Apidae	1	1	0.9983
FBAPC605-11	Insecta	Hymenoptera	Megachilidae	1	1	0.8086000000000001
FBAPC606-11	Insecta	Hymenoptera	Megachilidae	1	1	0.8078000000000001
GBMIN78119-17	Insecta	Hymenoptera	Megachilidae	1	1	0.9949
FBAPC120-10	Insecta	Hymenoptera	Melittidae	1	1	0.9989
FBAPD797-11	Insecta	Hymenoptera	Colletidae	1	1	0.6428
FBAPB564-09	Insecta	Hymenoptera	Colletidae	1	1	0.6285
FBAPD148-11	Insecta	Hymenoptera	Halictidae	1	1	0.9123
FBAPD290-11	Insecta	Hymenoptera	Halictidae	1	1	0.9325
GBACU3256-13	Insecta	Hymenoptera	unk	1	1	0.5729000000000001
FBAPC450-10	Insecta	Hymenoptera	Halictidae	1	1	0.998
FBAPC382-10	Insecta	Hymenoptera	Halictidae	1	1	0.8983
GBACU2968-13	Insecta	Hymenoptera	Halictidae	1	1	0.9951
FBACA961-10	Insecta	Hymenoptera	unk	1	1	0.6899
FBACA1199-10	Insecta	Hymenoptera	unk	1	1	0.8179000000000001
GMGMD1138-14	Insecta	Hymenoptera	unk	1	1	1
GMGRC2210-13	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9991
BCHYM8051-15	Insecta	Hymenoptera	Ichneumonidae	1	1	0.8
GMGRC907-13	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9991
GMGMD587-14	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9051
BCHYM8017-15	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9991
GMGMQ976-18	Insecta	Hymenoptera	Ichneumonidae	1	1	0.7906
GMGMP8455-18	Insecta	Hymenoptera	Ichneumonidae	1	1	0.8019000000000001
GMGMP5112-18	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9991
GMGRE1674-13	Insecta	Hymenoptera	Ichneumonidae	1	1	0.7754
GMGMQ217-18	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9209
BCHYM6224-15	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9991
GMGRE1446-13	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9747
GMGMP8461-18	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9991
GMGMB844-14	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9974999999999999
GMGMP2691-18	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9991
GMGRD264-13	Insecta	Hymenoptera	Ichneumonidae	1	1	0.9991
GMGMP3655-18	Insecta	Hymenoptera	Ichneumonidae	1	1	0.7978999999999999
GBICH592-17	Insecta	Hymenoptera	Pemphredonidae	1	1	0.9988
FBACA1226-10	Insecta	Hymenoptera	Pemphredonidae	1	1	0.9987
FBACA1028-10	Insecta	Hymenoptera	Pemphredonidae	1	1	0.997
FBACA099-10	Insecta	Hymenoptera	Pemphredonidae	1	1	0.9988
BCHYM2450-14	Insecta	Hymenoptera	unk	1	1	0.6897
FBACA966-10	Insecta	Hymenoptera	unk	1	1	0.5841999999999999
FBACB223-11	Insecta	Hymenoptera	Crabronidae	1	1	0.9987
FBACA043-10	Insecta	Hymenoptera	Crabronidae	1	1	0.9977
BCHYM6433-15	Insecta	Hymenoptera	unk	1	1	0.5658000000000001
GBACU3523-13	Insecta	Hymenoptera	Crabronidae	1	1	0.6922999999999999
BCHYM9114-15	Insecta	Hymenoptera	Crabronidae	1	1	0.8531000000000001
BCHYM2458-14	Insecta	Hymenoptera	unk	1	1	0.5641
FBACB268-11	Insecta	Hymenoptera	Crabronidae	1	1	0.5334
FBACA005-10	Insecta	Hymenoptera	Crabronidae	1	1	0.9987
BCHYM9419-15	Insecta	Hymenoptera	Psenidae	1	1	0.8378000000000001
GMGMK828-14	Insecta	Hymenoptera	Psenidae	1	1	0.8545
BCHYM9091-15	Insecta	Hymenoptera	Crabronidae	1	1	0.547
BCHYM10779-15	Insecta	Hymenoptera	unk	1	1	0.6184
FBACB141-11	Insecta	Hymenoptera	Bembicidae	1	1	0.9972
BCHYM4913-14	Insecta	Hymenoptera	unk	1	1	0.7658
FBACB1092-11	Insecta	Hymenoptera	unk	1	1	0.6984999999999999
RDBA247-05	Insecta	Trichoptera	unk	1	0.7692	0.5651
BASYM419-11	Insecta	Hymenoptera	Xiphydriidae	1	1	0.9996
BCHYM5142-14	Insecta	Hymenoptera	Vespidae	1	1	0.7164999999999999
FBACA253-10	Insecta	Hymenoptera	Vespidae	1	1	0.9604999999999999
GBMIX3062-16	Insecta	Hymenoptera	Vespidae	1	1	0.8122
FBACA251-10	Insecta	Hymenoptera	Vespidae	1	1	0.9604999999999999
GBMIX3061-16	Insecta	Hymenoptera	Vespidae	1	1	0.8122
GBICH619-17	Insecta	Hymenoptera	Vespidae	1	1	0.9216000000000001
FBACA228-10	Insecta	Hymenoptera	Vespidae	1	1	0.8559000000000001
FBACB622-11	Insecta	Hymenoptera	Vespidae	1	1	0.9994
GBDTA13940-21	Insecta	Hymenoptera	unk	1	1	0.5226000000000001
BASYM427-11	Insecta	Hymenoptera	Pamphiliidae	1	1	0.6258
BASYM468-11	Insecta	Hymenoptera	Pamphiliidae	1	1	0.999
FBSYB1267-12	Insecta	Hymenoptera	Pamphiliidae	1	1	0.5085
FBSYM319-10	Insecta	Hymenoptera	Argidae	1	1	0.7406
BASYM1115-11	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
FBSYM807-10	Insecta	Hymenoptera	Tenthredinidae	1	1	0.5592
GBSYM2476-13	Insecta	Hymenoptera	Tenthredinidae	1	1	0.7407
GBSYM538-12	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9074
FBSYM234-09	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
FBSYM676-10	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
FBSYB1235-12	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
GBSYM1243-12	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
GBSYM1323-12	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
FBSYB642-11	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
BASYM2879-13	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9074
FBSYB650-11	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
BCHYM8898-15	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
FBSYB1466-12	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
GBSYM2331-13	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
GBSYM2273-13	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
BCHYM5178-14	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
FBSYB272-11	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
FBSYM478-10	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
FBSYM561-10	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
FBSYB1687-12	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
GBSYM2320-13	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
FBSYB1670-12	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
BASYM1414-11	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9024
FBSYB1137-12	Insecta	Hymenoptera	Tenthredinidae	1	1	0.6894999999999999
FBSYB555-11	Insecta	Hymenoptera	Tenthredinidae	1	1	0.9978
BCHYM344-13	Insecta	Hymenoptera	Cimbicidae	1	1	0.7983999999999999
FBSYB1659-12	Insecta	Hymenoptera	Cimbicidae	1	1	0.9993
FBSYB1251-12	Insecta	Hymenoptera	unk	1	1	0.5229
MJBRC159-17	Insecta	Diptera	Cecidomyiidae	1	1	0.6906
GMGMP7418-18	Insecta	Diptera	Cecidomyiidae	1	1	0.6904999999999999
GBEPT806-14	Insecta	Trichoptera	Limnephilidae	1	1	0.5042
GBEPT2260-15	Insecta	Trichoptera	Limnephilidae	1	1	0.8510000000000001
FBAQU1162-12	Insecta	Trichoptera	Brachycentridae	1	1	0.6024999999999999
FBAQU269-09	Insecta	Trichoptera	Molannidae	1	1	0.9506000000000001
FBAQU1143-12	Insecta	Trichoptera	Leptoceridae	1	1	0.9992
FBAQU1158-12	Insecta	Trichoptera	Beraeidae	1	1	0.9996
FBAQU109-09	Insecta	Trichoptera	Polycentropodidae	1	1	0.8734000000000001
RDBA500-06	Insecta	Trichoptera	unk	1	1	0.6067
GBMIX1690-15	Insecta	Trichoptera	Hydropsychidae	1	1	0.9354
FBAQU1221-12	Insecta	Trichoptera	Hydroptilidae	1	1	0.999
RDBA533-06	Insecta	Trichoptera	unk	1	1	0.6067
GMGMQ1873-18	Insecta	Diptera	Cecidomyiidae	1	1	0.8938
TBGMI015-21	Insecta	Coleoptera	unk	1	0.7763	0.45430000000000004
FBAQU1431-13	Insecta	Odonata	Aeshnidae	1	1	0.9992
GBMIN88537-17	Insecta	Odonata	Aeshnidae	1	1	0.9666
FBAQU325-09	Insecta	Odonata	Libellulidae	1	1	0.8245
GBEPT898-14	Insecta	Odonata	unk	1	0.9999	0.9052
FBAQU1429-13	Insecta	Odonata	Coenagrionidae	1	1	0.7973999999999999
GBORT995-15	Insecta	unk	unk	1	0.7001	0.7001
GBMIX3304-16	Insecta	unk	unk	1	0.6019	0.6019
GBCMI2970-19	Insecta	Ephemeroptera	unk	1	1	0.7751
TBGMI194-21	Insecta	Ephemeroptera	unk	1	1	0.6464
FBAQU1238-12	Insecta	Ephemeroptera	Baetidae	1	1	0.7488
GDIP3543-22	Insecta	unk	unk	1	0.6757	0.6757
TBGMI029-21	Insecta	unk	unk	1	0.5443	0.5443
NOEPT140-12	Insecta	Plecoptera	Capniidae	1	1	0.7792
FBAQU726-10	Insecta	Plecoptera	Leuctridae	1	1	0.9623999999999999
FBAQU733-10	Insecta	Plecoptera	Leuctridae	1	1	0.8715
FBAQU1318-12	Insecta	Plecoptera	Nemouridae	1	1	0.9988
GMGMU410-20	Insecta	Diptera	Pseudopomyzidae	1	1	0.5923999999999999
GDIP21554-23	Insecta	Diptera	Sepsidae	1	1	0.9974999999999999
AMTPD801-15	Insecta	Diptera	Bolitophilidae	1	1	0.9211
AMTPD825-15	Insecta	Diptera	Bolitophilidae	1	1	0.9993
GMGRG346-13	Insecta	Diptera	Mycetophilidae	1	1	0.7812999999999999
GMGMH721-14	Insecta	Diptera	Agromyzidae	1	1	0.9947
GMGRD1976-13	Insecta	Diptera	Simuliidae	1	1	0.9118
GBMWB1650-15	Insecta	Diptera	Lonchaeidae	1	1	0.6537000000000001
GBDTA10308-21	Insecta	Diptera	Cecidomyiidae	1	1	0.7878999999999999
GBDTA10770-21	Insecta	Diptera	Cecidomyiidae	1	1	0.9992
GBDTA9920-21	Insecta	Diptera	Cecidomyiidae	1	1	0.8779000000000001
GBDTA9986-21	Insecta	Diptera	Cecidomyiidae	1	1	0.7917
GMGRA392-13	Insecta	Diptera	Sciaridae	1	1	0.9984
SCINO1501-16	Insecta	Diptera	Sciaridae	1	1	0.9984
NORSC1848-17	Insecta	Diptera	Sciaridae	1	1	0.9984
SCINO1452-16	Insecta	Diptera	Sciaridae	1	1	0.9984
GMGRD783-13	Insecta	Diptera	Mycetophilidae	1	1	0.9509000000000001
GMGMG610-14	Insecta	Diptera	Mycetophilidae	1	1	0.9651
GMGRI314-13	Insecta	Diptera	Mycetophilidae	1	1	0.9520000000000001
GBMWN165-15	Insecta	Diptera	Mycetophilidae	1	1	0.9443
GMGRH876-13	Insecta	Diptera	Mycetophilidae	1	1	0.8161
GMGRE2659-13	Insecta	Diptera	unk	1	1	0.5703
GBMWN1819-15	Insecta	Diptera	Mycetophilidae	1	1	0.7744
GMGRF2807-13	Insecta	Diptera	Fanniidae	1	1	0.8393
GBMWB2663-15	Insecta	Diptera	Fanniidae	1	1	0.8065
GMGRD798-13	Insecta	Diptera	Phoridae	1	1	0.7614
GMGMV2961-20	Insecta	Diptera	Phoridae	1	1	0.8548000000000001
GMGRB908-13	Insecta	Diptera	Phoridae	1	1	0.7389
FBNE274-13	Insecta	Neuroptera	Hemerobiidae	1	1	0.9978
GBMH8698-13	Insecta	Neuroptera	unk	1	1	0.6889
FBNE107-13	Insecta	Neuroptera	unk	1	1	0.7649
FBNE052-11	Insecta	Neuroptera	Coniopterygidae	1	1	0.776
FBHET228-11	Insecta	Hemiptera	Acanthosomatidae	1	1	0.8937
FBHET1231-12	Insecta	Hemiptera	Coreidae	1	1	0.8023
EUBUG1090-12	Insecta	Hemiptera	unk	1	1	0.5402
FBHET1000-12	Insecta	Hemiptera	Oxycarenidae	1	1	0.999
FBHET1093-12	Insecta	Hemiptera	unk	1	1	0.9993
FBHET1510-12	Insecta	Hemiptera	Lygaeidae	1	1	0.9461
FBHET614-12	Insecta	Hemiptera	Miridae	1	1	0.7346
EUBUG1184-12	Insecta	Hemiptera	Miridae	1	1	0.998
ZMBN315-16	Insecta	Hemiptera	Microphysidae	1	1	0.9994
BCEAB527-17	Insecta	Hemiptera	unk	1	1	0.9988
EUBUG1161-12	Insecta	Hemiptera	Miridae	1	1	0.998
GMGMQ1808-18	Insecta	Hemiptera	Cicadellidae	1	1	0.9991
GMGMU5432-20	Insecta	Psocodea	unk	1	1	0.5563
GMGMR1813-18	Insecta	Psocodea	Lachesillidae	1	1	0.9924
MYFAB157-10	Arachnida	unk	unk	1	0.9686	0.9686
TBGMI116-21	Arachnida	unk	unk	1	0.7036	0.7036
MYFAB021-10	Arachnida	Opiliones	Phalangiidae	1	0.7149	0.7149
MYFAB406-11	Arachnida	unk	unk	1	0.8600000000000001	0.8600000000000001
BSOIL395-18	Arachnida	unk	unk	1	0.6276	0.6276
SMNSA107-16	Arachnida	Araneae	Linyphiidae	1	1	0.7136
SMNKA265-16	Arachnida	Araneae	Linyphiidae	1	1	0.9978
SMNKA259-16	Arachnida	Araneae	Linyphiidae	1	1	0.5871999999999999
GBBSP2135-16	Arachnida	Araneae	Linyphiidae	1	1	0.9978
GBBSP1331-15	Arachnida	Araneae	Linyphiidae	1	1	0.6971999999999999
FBARB625-12	Arachnida	Araneae	Linyphiidae	1	1	0.9978
FBARB477-11	Arachnida	Araneae	Linyphiidae	1	1	0.8008000000000001
SMNSA063-16	Arachnida	Araneae	Theridiidae	1	1	0.5359
GBBSP1670-15	Arachnida	Araneae	Theridiidae	1	1	0.7647
SMNSA114-16	Arachnida	Araneae	Salticidae	1	1	0.9430000000000001
GBBSP680-15	Arachnida	Araneae	unk	1	1	0.8064
SMNKA249-16	Arachnida	Araneae	Liocranidae	1	1	0.705
SMNSA012-16	Arachnida	Araneae	Lycosidae	1	1	0.9987
SMNKA034-16	Arachnida	Araneae	Lycosidae	1	1	0.7807999999999999
FBARB289-11	Arachnida	Araneae	Lycosidae	1	1	0.9331
SMNKA045-16	Arachnida	Araneae	Thomisidae	1	1	0.9588000000000001
FBARB501-11	Arachnida	Araneae	unk	1	1	0.7575
SMNSA217-16	Arachnida	Opiliones	Phalangiidae	1	0.6673999999999999	0.6673999999999999
SMNSA197-16	Arachnida	Opiliones	Phalangiidae	1	0.6522	0.6522
GBCOF202-13	Insecta	Coleoptera	Leiodidae	1	1	0.9621999999999999
FBAQU1039-10	Insecta	Coleoptera	Helophoridae	1	1	0.7299
GBCOU1686-13	Insecta	Coleoptera	Attelabidae	1	1	0.8684000000000001
GMGRC1067-13	Insecta	Coleoptera	unk	1	1	0.5478000000000001
GBCOU2958-13	Insecta	Coleoptera	Latridiidae	1	1	0.9988
GCOL10909-16	Insecta	Coleoptera	Attelabidae	1	1	0.6921999999999999
FBCOB551-10	Insecta	Coleoptera	Zopheridae	1	1	0.9987
FBCOI074-12	Insecta	Coleoptera	Curculionidae	1	1	0.9801
GBCOG418-13	Insecta	Coleoptera	Curculionidae	1	1	0.998
GBCL11386-12	Insecta	Coleoptera	Curculionidae	1	1	0.998
GBCOU2762-13	Insecta	Coleoptera	Curculionidae	1	1	0.998
GCOL5022-16	Insecta	Coleoptera	Curculionidae	1	1	0.998
GCOL11578-16	Insecta	Coleoptera	Curculionidae	1	1	0.998
GCOL11830-16	Insecta	Coleoptera	Curculionidae	1	1	0.998
FBCOB351-10	Insecta	Coleoptera	Brentidae	1	1	0.5378000000000001
GCOL6033-16	Insecta	Coleoptera	Curculionidae	1	1	0.998
GBCOU1922-13	Insecta	Coleoptera	Curculionidae	1	1	0.998
GCOL13388-16	Insecta	Coleoptera	Curculionidae	1	1	0.998
GBCOU2247-13	Insecta	Coleoptera	Curculionidae	1	1	0.8642000000000001
GBMNE48030-22	Insecta	Coleoptera	Curculionidae	1	1	0.998
FBCOE885-12	Insecta	Coleoptera	Nitidulidae	1	1	0.9983
FBCON070-13	Insecta	Coleoptera	Tenebrionidae	1	1	0.8176000000000001
GCOL10858-16	Insecta	Coleoptera	unk	1	1	0.7037
GBCOE928-13	Insecta	Coleoptera	Elateridae	1	1	0.9978
FBCOI224-12	Insecta	Coleoptera	Byrrhidae	1	1	0.5467000000000001
FBAQU394-10	Insecta	Coleoptera	Scirtidae	1	1	0.6841999999999999
GCOL4041-16	Insecta	Coleoptera	Meloidae	1	1	0.5808
FBCON626-13	Insecta	Coleoptera	unk	1	1	0.6063
TBGMI059-21	Insecta	Coleoptera	Eucnemidae	1	1	0.5984999999999999
GBCOF753-13	Insecta	Coleoptera	Ciidae	1	1	0.9992
