ID	class	order	family	subfamily	tribe	genus	species	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus	Prob_species
FBACA540-10	Insecta	Hymenoptera	Pemphredonidae	Pemphredoninae	dummy_Pemphredoninae	Diodontus	Diodontus_minutus	1	1	1	1	1	1	0.5826
FBACA211-10	Insecta	Hymenoptera	Vespidae	Eumeninae	dummy_Eumeninae	Ancistrocerus	Ancistrocerus_parietinus	1	1	1	1	1	1	0.9994999999999999
FBACA310-10	Insecta	Hymenoptera	Vespidae	Eumeninae	dummy_Eumeninae	Symmorphus	Symmorphus_murarius	1	1	1	1	1	1	0.9998
FBACA379-10	Insecta	Hymenoptera	Vespidae	Vespinae	dummy_Vespinae	Dolichovespula	Dolichovespula_media	1	1	1	1	1	1	0.9998
FBACA999-10	Insecta	Hymenoptera	Psenidae	dummy_Psenidae	dummy_Psenidae	Mimumesa	Mimumesa_atratina	1	1	1	1	1	1	0.9997
GMGMU1528-20	Insecta	Hymenoptera	Braconidae	unk	unk	unk	unk	1	1	1	0.5603	0.5603	0.5603	0.5603
GBDTA15214-21	Insecta	Hymenoptera	Braconidae	Microgastrinae	dummy_Microgastrinae	Pholetesor	unk	1	1	1	0.7338	0.7338	0.7338	0.7338
GBDTA15999-21	Insecta	Hymenoptera	Braconidae	unk	unk	unk	unk	1	1	1	0.5746000000000001	0.5746000000000001	0.5746000000000001	0.5746000000000001
GBDTA15094-21	Insecta	Hymenoptera	Braconidae	Microgastrinae	dummy_Microgastrinae	Pholetesor	unk	1	1	1	0.7041999999999999	0.7041999999999999	0.7041999999999999	0.7041999999999999
FBSYB1303-12	Insecta	Hymenoptera	Pamphiliidae	Pamphiliinae	dummy_Pamphiliinae	Pamphilius	Pamphilius_vafer	1	1	1	1	1	1	0.9987
FBSYB1242-12	Insecta	Hymenoptera	Tenthredinidae	Allantinae	dummy_Allantinae	Empria	Empria_pumiloides	1	1	1	1	1	1	0.9987
FBSYM753-10	Insecta	Hymenoptera	Tenthredinidae	Heterarthrinae	dummy_Heterarthrinae	Caliroa	Caliroa_annulipes	1	1	1	1	1	1	0.9996
BCHYM4982-14	Insecta	Hymenoptera	Tenthredinidae	Heterarthrinae	dummy_Heterarthrinae	Heterarthrus	Heterarthrus_vagans	1	1	1	1	1	1	0.9993
GBSYM2273-13	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	dummy_Tenthredininae	Tenthredopsis	Tenthredopsis_ornata	1	1	1	1	1	1	0.9216000000000001
GBSYM694-12	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	dummy_Tenthredininae	Macrophya	unk	1	1	1	1	1	1	0.5822999999999999
GBSYM2476-13	Insecta	Hymenoptera	Tenthredinidae	Nematinae	dummy_Nematinae	Platycampus	Platycampus_luridiventris	1	1	1	1	1	0.9994999999999999	0.9994999999999999
GBSYM372-12	Insecta	Hymenoptera	Tenthredinidae	Nematinae	dummy_Nematinae	Euura	Euura_sagmarius	1	1	1	1	1	1	0.6197
FBSYM482-10	Insecta	Hymenoptera	Tenthredinidae	Nematinae	dummy_Nematinae	Euura	Euura_humeralis_group	1	1	1	1	1	1	0.999
FBSYB1255-12	Insecta	Hymenoptera	Tenthredinidae	Nematinae	dummy_Nematinae	Hoplocampa	Hoplocampa_alpina	1	1	1	1	1	1	0.9994
BCHYM8323-15	Insecta	Hymenoptera	Tenthredinidae	Selandriinae	dummy_Selandriinae	Stromboceros	Stromboceros_delicatulus	1	1	1	1	1	1	0.9994999999999999
FBSYM398-10	Insecta	Hymenoptera	Cimbicidae	Abiinae	dummy_Abiinae	Abia	Abia_nitens	1	1	1	1	1	1	0.9991
FBSYB1251-12	Insecta	Hymenoptera	Diprionidae	Diprioninae	dummy_Diprioninae	Gilpinia	Gilpinia_hercyniae	1	1	1	1	1	1	0.5064
GBA4023-09	Insecta	Psocodea	unk	unk	unk	unk	unk	1	1	1	1	1	1	1
FBLMZ259-12	Insecta	Lepidoptera	Prodoxidae	Lamproniinae	dummy_Lamproniinae	Lampronia	Lampronia_flavimitrella	1	1	1	1	1	1	0.9992
GMGMP4103-18	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	dummy_Orthotrichiinae	Orthotrichia	unk	1	1	1	1	1	0.6432	0.6432
FBLMT652-09	Insecta	Lepidoptera	Pterophoridae	Pterophorinae	dummy_Pterophorinae	Merrifieldia	Merrifieldia_leucodactyla	1	1	1	1	1	1	0.9912
FBLMS087-09	Insecta	Lepidoptera	Argyresthiidae	dummy_Argyresthiidae	dummy_Argyresthiidae	Argyresthia	Argyresthia_conjugella	1	1	1	1	1	1	0.9989
FBLMW392-10	Insecta	Lepidoptera	Crambidae	Acentropinae	dummy_Acentropinae	Nymphula	Nymphula_nitidulata	1	1	1	1	1	0.9996	0.9996
FBLMW418-10	Insecta	Lepidoptera	Crambidae	Crambinae	dummy_Crambinae	Catoptria	Catoptria_permutatellus	1	1	1	1	1	1	0.9993
FBLMU856-09	Insecta	Lepidoptera	Crambidae	Crambinae	dummy_Crambinae	Platytes	Platytes_cerussella	1	1	1	1	1	1	0.9984999999999999
FBLMU238-09	Insecta	Lepidoptera	Crambidae	Crambinae	dummy_Crambinae	Crambus	Crambus_pascuella	1	1	1	1	1	1	0.9414
ODOPE480-11	Insecta	Lepidoptera	Crambidae	Crambinae	dummy_Crambinae	Chilo	Chilo_phragmitellus	1	1	1	1	1	0.8490000000000001	0.8490000000000001
PYRG084-09	Insecta	Lepidoptera	Crambidae	Pyraustinae	dummy_Pyraustinae	Anania	Anania_coronata	1	1	1	1	1	1	0.9994
FBLMS052-09	Insecta	Lepidoptera	Crambidae	Pyraustinae	dummy_Pyraustinae	Sitochroa	Sitochroa_palealis	1	1	1	1	1	1	0.9988
FBLMS067-09	Insecta	Lepidoptera	Crambidae	Pyraustinae	dummy_Pyraustinae	Paratalanta	Paratalanta_pandalis	1	1	1	1	1	1	0.9692
FBLMZ576-12	Insecta	Lepidoptera	Cosmopterigidae	Chrysopeleiinae	dummy_Chrysopeleiinae	Sorhagenia	Sorhagenia_rhamniella	1	1	1	1	1	1	0.9992
FBLMW385-10	Insecta	Lepidoptera	Depressariidae	Depressariinae	dummy_Depressariinae	Agonopterix	Agonopterix_nervosa	1	1	1	1	1	1	0.9991
FBLMU699-09	Insecta	Lepidoptera	Depressariidae	Depressariinae	dummy_Depressariinae	Semioscopis	Semioscopis_steinkellneriana	1	1	1	1	1	1	0.9993
FBLMT932-09	Insecta	Lepidoptera	Depressariidae	Hypercalliinae	dummy_Hypercalliinae	unk	unk	1	1	1	1	1	0.6042	0.6042
ODOPE688-11	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Satyrini	Erebia	Erebia_pandrose	1	1	1	1	1	1	0.9517000000000001
FGMLI344-17	Insecta	Lepidoptera	Gelechiidae	Anacampsinae	Anacampsini	Anacampsis	Anacampsis_blattariella	1	1	1	1	1	1	0.9968
FGMLD825-13	Insecta	Lepidoptera	Gelechiidae	Anomologinae	dummy_Anomologinae	Argolamprotes	Argolamprotes_micella	1	1	1	1	1	0.9996	0.9996
FBLMZ733-12	Insecta	Lepidoptera	Gelechiidae	Anomologinae	dummy_Anomologinae	Monochroa	Monochroa_cytisella	1	1	1	1	1	1	0.9988
FGMLB285-13	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Neofriseria	Neofriseria_peliella	1	1	1	1	1	0.9626	0.9626
GBLAB1624-14	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Klimeschiopsis	Klimeschiopsis_kiningerella	1	1	1	1	1	0.9996	0.9996
FGMLF768-15	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Gelechia	Gelechia_sororculella	1	1	1	1	1	1	0.9661
FGMLA587-12	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Gelechia	Gelechia_nigra	1	1	1	1	1	1	0.9993
ODOPE698-11	Insecta	Lepidoptera	Notodontidae	Notodontinae	dummy_Notodontinae	Gluphisia	Gluphisia_crenata	1	1	1	1	1	0.9997	0.9997
ODOPE695-11	Insecta	Lepidoptera	Notodontidae	Notodontinae	dummy_Notodontinae	Notodonta	Notodonta_tritophus	1	1	1	1	1	1	0.9292
GWOR4144-09	Insecta	Lepidoptera	Notodontidae	Ptilodontinae	dummy_Ptilodontinae	Ptilodon	Ptilodon_capucina	1	1	1	0.9576000000000001	0.9576000000000001	0.9576000000000001	0.9576000000000001
FBLMS311-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Eucosmini	Epinotia	Epinotia_demarniana	1	1	1	1	1	1	0.9994
FBLMW632-10	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Eucosmini	Gypsonoma	Gypsonoma_dealbana	1	1	1	1	1	1	0.7665
FBLMT069-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	Cydia	Cydia_splendana	1	1	1	1	1	1	0.999
FBLMT025-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	Pammene	Pammene_fasciana	1	1	1	1	1	1	0.999
FBLMS376-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	Grapholita	Grapholita_compositella	1	1	1	1	1	1	0.9993
FBLMZ250-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	Grapholita	Grapholita_funebrana	1	1	1	1	1	1	0.9996
FBLMW759-10	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	Olethreutes	Olethreutes_arcuella	1	1	1	1	1	0.9992	0.9992
FBLMZ676-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	Lobesia	Lobesia_reliquana	1	1	1	1	1	1	0.9981
FBLMT041-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Enarmoniini	Ancylis	Ancylis_comptana	1	1	1	1	1	1	0.9991
FBLMZ457-12	Insecta	Lepidoptera	Tortricidae	Tortricinae	Archipini	Syndemis	Syndemis_musculana	1	1	1	1	1	0.9992	0.9992
FBLMV500-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Archipini	Pandemis	Pandemis_cerasana	1	1	1	1	1	1	0.8732000000000001
FBLMS106-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Tortricini	Acleris	Acleris_emargana	1	1	1	1	1	1	0.9984999999999999
LAK108-19	Insecta	Lepidoptera	Tortricidae	Tortricinae	Tortricini	Tortrix	Tortrix_viridana	1	1	1	1	1	0.9991	0.9991
FBLMS122-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cnephasiini	Doloploca	Doloploca_punctulana	1	1	1	1	1	0.8138000000000001	0.8138000000000001
TIPSY025-08	Insecta	Lepidoptera	Psychidae	Oiketicinae	dummy_Oiketicinae	Acanthopsyche	Acanthopsyche_atra	1	1	1	1	1	0.9642	0.9642
TIPSY047-08	Insecta	Lepidoptera	Psychidae	Oiketicinae	dummy_Oiketicinae	Phalacropterix	Phalacropterix_graslinella	1	1	1	1	1	0.7389	0.7389
TIPSY029-08	Insecta	Lepidoptera	Psychidae	Oiketicinae	dummy_Oiketicinae	Sterrhopterix	Sterrhopterix_fusca	1	1	1	1	1	1	0.9982
FBLMZ746-12	Insecta	Lepidoptera	Psychidae	Psychinae	dummy_Psychinae	Psyche	Psyche_crassiorella	1	1	1	1	1	1	0.8227000000000001
LTOL150-06	Insecta	Lepidoptera	Endromidae	dummy_Endromidae	dummy_Endromidae	Endromis	Endromis_versicolora	1	1	0.9997	0.9997	0.9997	0.9997	0.9997
GBLAC009-13	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	dummy_Poecilocampinae	Poecilocampa	Poecilocampa_populi	1	1	1	1	1	0.9996	0.9996
LEFIL396-10	Insecta	Lepidoptera	Drepanidae	Drepaninae	dummy_Drepaninae	Watsonalla	Watsonalla_binaria	1	1	1	1	1	0.9689	0.9689
GBLAF796-14	Insecta	Lepidoptera	Drepanidae	Drepaninae	dummy_Drepaninae	Falcaria	Falcaria_lacertinaria	1	1	1	1	1	0.9996	0.9996
FBLMU529-09	Insecta	Lepidoptera	Erebidae	Arctiinae	Lithosiini	Cybosia	Cybosia_mesomella	1	1	1	1	1	0.9994	0.9994
GWORO675-09	Insecta	Lepidoptera	Erebidae	Arctiinae	Lithosiini	Eilema	Eilema_griseola	1	1	1	1	1	1	0.9188000000000001
GBLAB696-13	Insecta	Lepidoptera	Erebidae	Erebinae	Catocalini	Catocala	Catocala_sponsa	1	1	1	1	1	1	0.998
GBLAD129-14	Insecta	Lepidoptera	Erebidae	Herminiinae	dummy_Herminiinae	Paracolax	Paracolax_tristalis	1	1	1	1	1	0.9994999999999999	0.9994999999999999
GWORU335-10	Insecta	Lepidoptera	Erebidae	Hypenodinae	dummy_Hypenodinae	Schrankia	Schrankia_costaestrigalis	1	1	1	1	1	0.9992	0.9992
GBLAA2796-15	Insecta	Lepidoptera	Noctuidae	Condicinae	Leuconyctini	Eucarta	Eucarta_virgo	1	1	1	0.9481	0.9481	0.9481	0.9481
GWORK441-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Photedes	Photedes_extrema	1	1	1	1	1	1	0.9991
GWOR3989-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Apamea	Apamea_illyria	1	1	1	1	1	1	0.9987
GBLAB602-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Eugnorisma	Eugnorisma_glareosa	1	1	1	1	1	1	0.999
FBLMV066-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Hadena	Hadena_perplexa	1	1	1	1	1	1	0.9378000000000001
GBLAC462-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Diarsia	Diarsia_rubi	1	1	1	1	1	1	0.9968
GBLAF325-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Mythimna	Mythimna_conigera	1	1	1	1	1	1	0.9992
GWORO707-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Spodoptera	Spodoptera_exigua	1	1	1	1	1	0.9994999999999999	0.9994999999999999
RDNMG506-08	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Leptologia	Leptologia_lota	1	1	1	1	1	1	0.9991
FBLMV166-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Leptologia	Leptologia_lota	1	1	1	1	1	1	0.9991
GBLAD153-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Parastichtis	Parastichtis_suspecta	1	1	1	1	1	0.9991	0.9991
GWORZ544-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Enargia	Enargia_paleacea	1	1	1	1	1	0.9988	0.9988
GWORZ551-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Dypterygiini	Mormo	Mormo_maura	1	1	1	1	1	0.9065	0.9065
FBLMV101-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Leucaniini	Leucania	Leucania_obsoleta	1	1	1	1	1	1	0.7424999999999999
FBLMV102-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Leucaniini	Leucania	Leucania_obsoleta	1	1	1	1	1	1	0.7383
GBLAF301-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Pseudeustrotiini	Pseudeustrotia	Pseudeustrotia_candidula	1	1	1	1	0.9996	0.9996	0.9996
GBLAF559-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Hadenini	Lacanobia	Lacanobia_contigua	1	1	1	1	1	1	0.9987
FBLMX096-11	Insecta	Lepidoptera	Noctuidae	Noctuinae	Hadenini	Coranarta	Coranarta_cordigera	1	1	1	1	1	0.9984	0.9984
GWOSI800-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Noctuini	Coenophila	Coenophila_subrosea	1	1	1	1	1	0.9991	0.9991
AMTPC273-15	Insecta	Lepidoptera	Noctuidae	Cuculliinae	dummy_Cuculliinae	Cucullia	Cucullia_lucifuga	1	1	1	1	1	1	0.9984999999999999
FBLMT866-09	Insecta	Lepidoptera	Noctuidae	Heliothinae	dummy_Heliothinae	Helicoverpa	Helicoverpa_armigera	1	1	1	1	1	0.9992	0.9992
GWOR3930-09	Insecta	Lepidoptera	Noctuidae	Acronictinae	dummy_Acronictinae	Acronicta	Acronicta_strigosa	1	1	1	1	1	1	0.9989
RDNMD359-06	Insecta	Lepidoptera	Noctuidae	Plusiinae	Plusiini	Polychrysia	Polychrysia_moneta	1	1	1	1	1	0.9712	0.9712
GBLAB718-13	Insecta	Lepidoptera	Noctuidae	Amphipyrinae	dummy_Amphipyrinae	Amphipyra	Amphipyra_perflua	1	1	1	1	1	1	0.9994999999999999
FBLMV466-09	Insecta	Lepidoptera	Coleophoridae	Coleophorinae	dummy_Coleophorinae	Coleophora	Coleophora_flavipennella	1	1	1	1	1	1	0.5029
FBLMW894-10	Insecta	Lepidoptera	Oecophoridae	Oecophorinae	dummy_Oecophorinae	Crassa	Crassa_tinctella	1	1	1	1	1	0.9996	0.9996
FBLMU142-09	Insecta	Lepidoptera	Oecophoridae	Oecophorinae	dummy_Oecophorinae	Metalampra	Metalampra_cinnamomea	1	1	1	1	1	0.9996	0.9996
ODOPE781-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Plodia	Plodia_interpunctella	1	1	1	1	1	0.9996	0.9996
GWORL588-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Sciota	Sciota_hostilis	1	1	1	1	1	1	0.9984
FBLMS404-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Laodamia	Laodamia_faecella	1	1	1	1	1	0.9183	0.9183
ODOPE875-11	Insecta	Lepidoptera	Pyralidae	Pyralinae	dummy_Pyralinae	Hypsopygia	Hypsopygia_glaucinalis	1	1	1	1	1	1	0.9994999999999999
GWORQ930-10	Insecta	Lepidoptera	Brahmaeidae	dummy_Brahmaeidae	dummy_Brahmaeidae	Lemonia	Lemonia_dumi	1	1	0.6363	0.6363	0.6363	0.6363	0.6363
GBLAA428-14	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Abraxas	Abraxas_grossulariata	1	1	1	1	1	1	0.9994999999999999
GBLAA416-14	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Abraxas	Abraxas_sylvata	1	1	1	1	1	1	0.9708
GWORU484-10	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Hylaea	Hylaea_fasciaria	1	1	1	1	1	0.7119	0.7119
GWOTD325-12	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Macaria	Macaria_fusca	1	1	1	1	1	1	0.9319000000000001
GWOSI068-10	Insecta	Lepidoptera	Geometridae	Geometrinae	dummy_Geometrinae	Chlorissa	Chlorissa_viridata	1	1	1	1	1	0.9994999999999999	0.9994999999999999
GWORL315-09	Insecta	Lepidoptera	Geometridae	Larentiinae	Cidariini	Thera	Thera_cognata	1	1	1	1	1	1	0.9991
GBLAD382-14	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_abietaria	1	1	1	1	1	1	0.9989
GWORL495-09	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_valerianata	1	1	1	1	1	1	0.9994
GWORM174-09	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Venusia	Venusia_cambrica	1	1	1	1	1	1	0.9994999999999999
GWOTI440-12	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Coenocalpe	Coenocalpe_lapidata	1	1	1	1	1	0.9996	0.9996
GWOTH340-12	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Perizoma	Perizoma_bifaciata	1	1	1	1	1	1	0.9993
GBLAA420-14	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Plemyria	Plemyria_rubiginata	1	1	1	1	1	0.9993	0.9993
GWOSP878-11	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	Idaea	Idaea_deversaria	1	1	1	1	1	1	0.9986
GMGMP1627-18	Insecta	Lepidoptera	Momphidae	dummy_Momphidae	dummy_Momphidae	Mompha	Mompha_langiella	1	1	1	1	1	1	0.9997
FGMLK623-17	Insecta	Lepidoptera	Gracillariidae	Gracillariinae	dummy_Gracillariinae	Caloptilia	Caloptilia_hemidactylella	1	1	1	1	1	1	0.9628
FBLMZ053-12	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	dummy_Lithocolletinae	Phyllonorycter	Phyllonorycter_salictella	1	1	1	1	1	1	0.9983
FGMLD685-13	Insecta	Lepidoptera	Gracillariidae	Phyllocnistinae	dummy_Phyllocnistinae	Phyllocnistis	Phyllocnistis_labyrinthella	1	1	1	1	1	1	0.7838999999999999
FGMLH047-16	Insecta	Lepidoptera	Gracillariidae	Parornichinae	dummy_Parornichinae	Parornix	Parornix_devoniella	1	1	1	1	1	1	0.9993
FBLMT786-09	Insecta	Lepidoptera	Ypsolophidae	Ypsolophinae	dummy_Ypsolophinae	Ypsolopha	Ypsolopha_scabrella	1	1	1	1	1	1	0.999
FBLMW255-10	Insecta	Lepidoptera	Tineidae	Nemapogoninae	dummy_Nemapogoninae	Nemapogon	Nemapogon_clematella	1	1	1	1	1	1	0.9734999999999999
FBLMZ395-12	Insecta	Lepidoptera	Tineidae	Scardiinae	dummy_Scardiinae	Montescardia	Montescardia_tessulatellus	1	1	1	1	1	0.9994	0.9994
FBLMW199-10	Insecta	Lepidoptera	Eriocraniidae	dummy_Eriocraniidae	dummy_Eriocraniidae	Eriocrania	Eriocrania_cicatricella	1	1	1	1	1	1	0.9996
FBAQU269-09	Insecta	Trichoptera	Molannidae	dummy_Molannidae	dummy_Molannidae	Molanna	Molanna_nigra	1	1	1	1	1	1	0.9997
FBAQU1214-12	Insecta	Trichoptera	unk	unk	unk	unk	unk	1	1	0.6997	0.6997	0.6997	0.6997	0.6997
GBEPT1436-14	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	Ceraclea	Ceraclea_dissimilis	1	1	1	1	1	1	0.9994
FBAQU1475-13	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	Oecetis	Oecetis_lacustris	1	1	1	1	1	1	0.9998
FBAQU118-09	Insecta	Trichoptera	Polycentropodidae	Polycentropodinae	dummy_Polycentropodinae	Neureclipsis	Neureclipsis_bimaculata	1	1	1	1	1	0.9998	0.9998
FBNE165-13	Insecta	Neuroptera	Hemerobiidae	Hemerobiinae	dummy_Hemerobiinae	Wesmaelius	Wesmaelius_malladai	1	1	1	1	1	1	0.928
GBODO009-18	Insecta	Odonata	Aeshnidae	Aeshninae	dummy_Aeshninae	Aeshna	Aeshna_juncea	1	1	1	1	1	1	0.7867999999999999
FBORT277-09	Insecta	Orthoptera	Acrididae	Oedipodinae	Sphingonotini	Sphingonotus	Sphingonotus_caerulans	1	0.5287000000000001	0.5287000000000001	0.5287000000000001	0.5287000000000001	0.5287000000000001	0.5287000000000001
GBMIX3304-16	Insecta	unk	unk	unk	unk	unk	unk	1	0.6023	0.6023	0.6023	0.6023	0.6023	0.6023
EUBUG524-11	Insecta	Hemiptera	Reduviidae	Emesinae	Ploiariolini	Empicoris	Empicoris_vagabundus	1	1	1	1	1	1	0.9998
EUBUG565-11	Insecta	Hemiptera	Miridae	Phylinae	Phylini	Europiella	Europiella_artemisiae	1	1	1	1	1	0.5710000000000001	0.5710000000000001
ISSWG332-21	Insecta	Hemiptera	Miridae	Mirinae	Mirini	Polymerus	Polymerus_vulneratus	1	1	1	1	1	1	0.9994999999999999
EUBUG709-11	Insecta	Hemiptera	Miridae	Mirinae	Mirini	Apolygus	Apolygus_limbatus	1	1	1	1	1	1	0.9987
FBHET1000-12	Insecta	Hemiptera	Oxycarenidae	dummy_Oxycarenidae	dummy_Oxycarenidae	Macroplax	Macroplax_preyssleri	1	1	1	1	1	0.9997	0.9997
FBAQU1236-12	Insecta	Ephemeroptera	Baetidae	Baetinae	dummy_Baetinae	unk	unk	1	1	1	1	1	0.7754	0.7754
FBAQU343-09	Insecta	Plecoptera	Taeniopterygidae	Brachypterainae	dummy_Brachypterainae	unk	unk	1	1	1	1	1	0.524	0.524
FBAQU760-10	Insecta	Plecoptera	Taeniopterygidae	Taeniopteriginae	dummy_Taeniopteriginae	Taeniopteryx	Taeniopteryx_nebulosa	1	1	1	0.524	0.524	0.524	0.524
GBMIX1666-15	Insecta	Plecoptera	Perlodidae	Isoperlinae	dummy_Isoperlinae	Isoperla	Isoperla_obscura	1	1	1	1	1	1	0.8872
GMGMV3292-20	Insecta	Diptera	Sphaeroceridae	Limosininae	dummy_Limosininae	Pullimosina	Pullimosina_heteroneura	1	1	1	1	1	1	0.9994999999999999
GMGMO435-18	Insecta	Diptera	Agromyzidae	Agromyzinae	dummy_Agromyzinae	Agromyza	Agromyza_luteitarsis	1	1	1	1	1	1	0.9696
GMGMT236-20	Insecta	Diptera	Anthomyiidae	dummy_Anthomyiidae	dummy_Anthomyiidae	Phorbia	Phorbia_curvicauda	1	1	1	1	1	1	0.9099
FBSYR1229-13	Insecta	Diptera	Tachinidae	Exoristinae	Acemyini	Acemya	Acemya_rufitibia	1	1	1	1	0.9997	0.9997	0.9997
GMGRB1479-13	Insecta	Diptera	Tachinidae	Exoristinae	Eryciini	Carcelia	Carcelia_puberula	1	1	1	1	1	1	0.9988
FBCHI033-14	Insecta	Diptera	Tachinidae	Exoristinae	Goniini	Pales	Pales_pavida	1	1	1	1	1	0.9993	0.9993
TACFI445-12	Insecta	Diptera	Tachinidae	Phasiinae	Cylindromyiini	Cylindromyia	Cylindromyia_interrupta	1	1	1	1	1	1	0.9991
TACFI609-12	Insecta	Diptera	Tachinidae	Tachininae	Ernestiini	Synactia	Synactia_parvula	1	1	1	1	1	0.8250000000000001	0.8250000000000001
TACFI757-13	Insecta	Diptera	Tachinidae	Tachininae	Tachinini	Tachina	Tachina_fera	1	1	1	1	1	1	0.8433
FBSYR1228-13	Insecta	Diptera	Tachinidae	Tachininae	Siphonini	Peribaea	Peribaea_hertingi	1	1	1	1	1	0.8338000000000001	0.8338000000000001
GMGMN1038-14	Insecta	Diptera	Tachinidae	Tachininae	Graphogastrini	Phytomyptera	Phytomyptera_zonella	1	1	1	1	1	1	0.9460000000000001
GMGMA636-14	Insecta	Diptera	Sarcophagidae	Miltogramminae	Miltogrammini	Miltogramma	Miltogramma_punctatum	1	1	1	1	1	1	0.9803999999999999
SYGEO137-19	Insecta	Diptera	Syrphidae	Eristalinae	Milesiini	Spilomyia	Spilomyia_diophthalma	1	1	1	1	1	0.6556000000000001	0.6556000000000001
SYGEO183-19	Insecta	Diptera	Syrphidae	Eristalinae	Volucellini	Volucella	Volucella_pellucens	1	1	1	1	1	1	0.6994999999999999
GBDTA10362-21	Insecta	Diptera	Cecidomyiidae	unk	unk	unk	unk	1	1	1	0.5161	0.5161	0.5161	0.5161
GBDTA9920-21	Insecta	Diptera	Cecidomyiidae	Porricondylinae	unk	unk	unk	1	1	1	1	0.6028	0.6028	0.6028
GMGRD2768-13	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	unk	1	1	1	1	0.7226	0.7226	0.7226
SCINO1159-16	Insecta	Diptera	Sciaridae	dummy_Sciaridae	dummy_Sciaridae	Corynoptera	Corynoptera_saetistyla	1	1	1	1	1	1	0.5152
GMGRA1257-13	Insecta	Diptera	Sciaridae	dummy_Sciaridae	dummy_Sciaridae	Dichopygina	Dichopygina_ramosa	1	1	1	1	1	1	0.9997
