ID	class	order	family	subfamily	Prob_class	Prob_order	Prob_family	Prob_subfamily
GBCL54047-19	Insecta	Coleoptera	Curculionidae	Scolytinae	1	1	1	0.7443
FBCOI132-12	Insecta	Coleoptera	Curculionidae	Scolytinae	1	1	1	0.7793
GBCOL864-12	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	1	1	1	0.9979
FBCOP656-13	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	1	1	1	0.9979
FBCON044-13	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	1	1	1	0.9979
GCOL13086-16	Insecta	Coleoptera	Curculionidae	Hyperinae	1	1	1	0.9994999999999999
GBMNE47989-22	Insecta	Coleoptera	Curculionidae	Hyperinae	1	1	1	0.9994999999999999
GCOL11807-16	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	1	1	1	0.7591
FBCOK033-13	Insecta	Coleoptera	Curculionidae	Hyperinae	1	1	1	0.9338000000000001
GCOL11822-16	Insecta	Coleoptera	Curculionidae	Entiminae	1	1	1	0.9942
GBMNE48144-22	Insecta	Coleoptera	Curculionidae	Entiminae	1	1	1	0.9942
FBCOB585-10	Insecta	Coleoptera	Curculionidae	Entiminae	1	1	1	0.9942
GBCOU2415-13	Insecta	Coleoptera	Cerambycidae	Lamiinae	1	1	1	0.9952
GBCOF574-13	Insecta	Coleoptera	Scraptiidae	Anaspidinae	1	1	0.9149	0.9149
FBCOH488-12	Insecta	Coleoptera	Ptinidae	Dorcatominae	1	1	1	0.9996
FBCOC638-10	Insecta	Coleoptera	Ptinidae	Dorcatominae	1	1	1	0.6819
GBCOB949-12	Insecta	Coleoptera	Ptinidae	Ernobiinae	1	1	1	0.7646000000000001
FBCOE337-12	Insecta	Coleoptera	Staphylinidae	Pselaphinae	1	1	1	0.9852
FBCOD955-11	Insecta	Coleoptera	Ptiliidae	Ptiliinae	1	1	0.636	0.636
GCOL7163-16	Insecta	Coleoptera	Scirtidae	Scirtinae	1	1	0.9123	0.9123
FBCOJ184-12	Insecta	Coleoptera	Carabidae	Scaritinae	1	1	1	0.999
GBMIN41204-14	Insecta	Coleoptera	Carabidae	Carabinae	1	1	1	0.6714999999999999
FBCOB587-10	Insecta	Coleoptera	Carabidae	Harpalinae	1	1	1	0.997
GCOL6308-16	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.5
GBCOU3639-13	Insecta	Coleoptera	Carabidae	Trechinae	1	1	1	0.9988
FBCOO962-13	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.5586000000000001
GBCOU3441-13	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.7755
FBCOA654-10	Insecta	Coleoptera	Leiodidae	unk	1	1	1	0.8664000000000001
FBCOC730-10	Insecta	Coleoptera	Leiodidae	Cholevinae	1	1	1	0.9986
GBCOF232-13	Insecta	Coleoptera	Staphylinidae	Pselaphinae	1	1	1	0.7024999999999999
FBCON593-13	Insecta	Coleoptera	Staphylinidae	Pselaphinae	1	1	1	0.9801
GCOL8658-16	Insecta	Coleoptera	Staphylinidae	Pselaphinae	1	1	1	0.9974
FBCOG302-12	Insecta	Coleoptera	Staphylinidae	unk	1	1	1	0.5976
GMGMI926-14	Insecta	Lepidoptera	Adelidae	unk	1	1	1	0.7669
FBLMT566-09	Insecta	Lepidoptera	Prodoxidae	Lamproniinae	1	1	0.7665	0.7665
GBLAC1005-13	Insecta	Lepidoptera	Drepanidae	Thyatirinae	1	1	1	0.8054
GBLAF242-14	Insecta	Lepidoptera	Drepanidae	Thyatirinae	1	1	1	0.8019000000000001
FBLMZ626-12	Insecta	Lepidoptera	Depressariidae	Cryptolechiinae	1	1	1	0.9994999999999999
FBLMV581-09	Insecta	Lepidoptera	Depressariidae	Depressariinae	1	1	1	0.8271000000000001
FBLMU232-09	Insecta	Lepidoptera	Depressariidae	Hypercalliinae	1	1	1	0.9981
ODOPE731-11	Insecta	Lepidoptera	Lasiocampidae	Malacosomatinae	1	1	1	0.969
GBLGC257-12	Insecta	Lepidoptera	Endromidae	dummy_Endromidae	1	1	0.9994999999999999	0.9994999999999999
NPBLA386-20	Insecta	Lepidoptera	Epermeniidae	Epermeniinae	1	1	0.9986	0.9986
ODOPE828-11	Insecta	Lepidoptera	Crambidae	Crambinae	1	1	1	0.9957
FBLMU818-09	Insecta	Lepidoptera	Crambidae	Glaphyriinae	1	1	1	0.9981
FBLMX032-11	Insecta	Lepidoptera	Gracillariidae	Gracillariinae	1	1	1	0.9982
GBLAB901-13	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	1	1	1	0.9991
FBLMU436-09	Insecta	Lepidoptera	Gracillariidae	Phyllocnistinae	1	1	1	0.9994
FGMLK496-17	Insecta	Lepidoptera	Gracillariidae	Parornichinae	1	1	1	0.8099000000000001
FBLMW150-10	Insecta	Lepidoptera	Lypusidae	Lypusinae	1	1	1	0.7386
GBLAF787-14	Insecta	Lepidoptera	Notodontidae	Ptilodontinae	1	1	1	0.9994999999999999
GBLGC213-12	Insecta	Lepidoptera	Notodontidae	Pygaerinae	1	1	1	0.8693000000000001
GBLAB697-13	Insecta	Lepidoptera	Erebidae	Erebinae	1	1	1	0.8762000000000001
GBLAA2798-15	Insecta	Lepidoptera	Noctuidae	Condicinae	1	1	1	0.9989
FBLMV211-09	Insecta	Lepidoptera	Noctuidae	Plusiinae	1	1	1	0.9984
GBLAF825-14	Insecta	Lepidoptera	Noctuidae	Dilobinae	1	1	1	0.919
GWORK495-09	Insecta	Lepidoptera	Noctuidae	Dilobinae	1	1	1	0.9209
GWOSO813-11	Insecta	Lepidoptera	Noctuidae	Eustrotiinae	1	1	1	0.9128000000000001
GBLAF806-14	Insecta	Lepidoptera	Noctuidae	Eustrotiinae	1	1	1	0.9128000000000001
GWOTP351-15	Insecta	Lepidoptera	Noctuidae	Bryophilinae	1	1	1	0.9507000000000001
GBLAA199-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	1	1	1	0.9931
GMGMP5845-18	Insecta	Lepidoptera	Douglasiidae	Douglasiinae	1	1	1	0.9984999999999999
GWOSP927-11	Insecta	Lepidoptera	Geometridae	Larentiinae	1	1	1	0.9976
FBLMV771-09	Insecta	Lepidoptera	Elachistidae	Elachistinae	1	1	1	0.9978
GBLAF476-14	Insecta	Lepidoptera	Saturniidae	Saturniinae	1	1	1	0.9773
FBLMV628-09	Insecta	Lepidoptera	Sesiidae	unk	1	1	1	0.5387000000000001
FBLMU040-09	Insecta	Lepidoptera	Tortricidae	unk	1	1	1	0.5539000000000001
FBLMT042-09	Insecta	Lepidoptera	Tortricidae	unk	1	1	1	0.6733999999999999
FBLMT067-09	Insecta	Lepidoptera	Tortricidae	unk	1	1	1	0.7144999999999999
FBLMZ697-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	1	1	1	0.8326000000000001
FBLMW618-10	Insecta	Lepidoptera	Tortricidae	unk	1	1	0.9994999999999999	0.9197000000000001
FBLMT055-09	Insecta	Lepidoptera	Tortricidae	unk	1	1	1	0.6063999999999999
FBLMZ223-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	1	1	1	0.6133
LNAUY1312-19	Insecta	Lepidoptera	Tortricidae	Olethreutinae	1	1	1	0.9624999999999999
FBLMS114-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	1	1	0.9998	0.6142
FBLMW635-10	Insecta	Lepidoptera	Tortricidae	Olethreutinae	1	1	1	0.9428000000000001
FBLMT213-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	1	1	1	0.7864999999999999
GWORG011-08	Insecta	Lepidoptera	Geometridae	unk	1	1	1	0.4935
GWOSP858-11	Insecta	Lepidoptera	Geometridae	Larentiinae	1	1	1	0.8419000000000001
GWOSN615-11	Insecta	Lepidoptera	Geometridae	Larentiinae	1	1	1	0.9976
GWORK617-09	Insecta	Lepidoptera	Geometridae	Larentiinae	1	1	1	0.9976
GWORL510-09	Insecta	Lepidoptera	Geometridae	Larentiinae	1	1	1	0.9976
GWORG155-08	Insecta	Lepidoptera	Geometridae	Larentiinae	1	1	1	0.9976
FBLMZ687-12	Insecta	Lepidoptera	Pterophoridae	Pterophorinae	1	1	1	0.5719000000000001
GWOSR003-11	Insecta	Lepidoptera	Hesperiidae	Pyrginae	1	1	1	0.9222
GBLAB326-13	Insecta	Lepidoptera	Nymphalidae	Heliconiinae	1	1	1	0.8542000000000001
GWOSK901-11	Insecta	Lepidoptera	Nymphalidae	Satyrinae	1	1	1	0.9987
GBLAB777-13	Insecta	Lepidoptera	Lycaenidae	Lycaeninae	1	1	1	0.9984
GBLAB122-13	Insecta	Lepidoptera	Lycaenidae	Polyommatinae	1	1	1	0.9457000000000001
GWOSK862-11	Insecta	Lepidoptera	Lycaenidae	Polyommatinae	1	1	1	0.9981
GWORA2456-09	Insecta	Lepidoptera	Lycaenidae	Polyommatinae	1	1	1	0.6201
EPNG8605-14	Insecta	Lepidoptera	Pyralidae	Galleriinae	1	1	1	0.9387000000000001
ODOPE858-11	Insecta	Lepidoptera	Pyralidae	Galleriinae	1	1	1	0.8359000000000001
FBLMS399-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	1	1	0.9944	0.6796
FBLMW497-10	Insecta	Lepidoptera	Argyresthiidae	dummy_Argyresthiidae	1	1	0.8418000000000001	0.8418000000000001
FBLMW026-10	Insecta	Lepidoptera	Argyresthiidae	dummy_Argyresthiidae	1	1	0.6968	0.6968
GMGMQ782-18	Insecta	Lepidoptera	Argyresthiidae	dummy_Argyresthiidae	1	1	0.9987	0.9987
FBLMZ112-12	Insecta	Lepidoptera	Zygaenidae	Procridinae	1	1	1	0.9991
GWOSP712-11	Insecta	Lepidoptera	Psychidae	Psychinae	1	1	1	0.519
FGMLG298-15	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	1	1	0.9983	0.9983
ODOPE719-11	Insecta	Lepidoptera	Hepialidae	dummy_Hepialidae	1	1	1	0.9962
FBORT337-10	Insecta	unk	unk	unk	1	0.5207	0.5207	0.5207
FBORT275-09	Insecta	Orthoptera	Acrididae	Oedipodinae	1	0.5304	0.5304	0.5304
GBORT705-15	Insecta	Orthoptera	Acrididae	Oedipodinae	1	0.5031	0.5031	0.5031
GBORT901-15	Insecta	unk	unk	unk	1	0.5701	0.5701	0.5701
GBORT985-15	Insecta	unk	unk	unk	1	0.5	0.5	0.5
FBNE174-13	Insecta	Neuroptera	Hemerobiidae	Drepanepteryginae	1	1	1	0.9826
FBNE158-13	Insecta	Neuroptera	Chrysopidae	Chrysopinae	1	1	0.7958	0.7958
GMGRF830-13	Insecta	Diptera	Anthomyzidae	Anthomyzinae	1	1	0.9984999999999999	0.9984999999999999
GMGRF2142-13	Insecta	Diptera	Phoridae	unk	1	1	0.9997	0.7158
GMGRB1885-13	Insecta	Diptera	Bolitophilidae	dummy_Bolitophilidae	1	1	0.9833	0.9833
COTW094-20	Insecta	Diptera	Chironomidae	Chironominae	1	1	1	0.8212
GDIP3718-22	Insecta	Diptera	Chironomidae	Chironominae	1	1	1	0.9986
MIDGE175-06	Insecta	Diptera	Chironomidae	Chironominae	1	1	1	0.9986
MIDGE142-06	Insecta	Diptera	Chironomidae	Chironominae	1	1	1	0.9986
GDIP3531-22	Insecta	Diptera	Chironomidae	Chironominae	1	1	1	0.8627000000000001
GDIP3655-22	Insecta	Diptera	Chironomidae	Chironominae	1	1	1	0.8246000000000001
GMGRE2802-13	Insecta	Diptera	Asilidae	Asilinae	1	1	1	0.9994
GMGMD1369-14	Insecta	Diptera	Chloropidae	Oscinellinae	1	1	1	0.9954999999999999
GMGMO347-18	Insecta	Diptera	Phoridae	unk	1	1	0.9997	0.7823999999999999
GMGMT106-20	Insecta	Diptera	Phoridae	Phorinae	1	1	0.9999	0.5735
GMGMW599-20	Insecta	Diptera	Phoridae	unk	1	1	0.9998	0.7877
MIDGE154-06	Insecta	Diptera	Chironomidae	Chironominae	1	1	1	0.9702
GMGMD1388-14	Insecta	Diptera	Cecidomyiidae	unk	1	1	1	0.8270000000000001
GBDTA9993-21	Insecta	Diptera	Cecidomyiidae	Porricondylinae	1	1	0.9914999999999999	0.5264
GBDTA10705-21	Insecta	Diptera	Cecidomyiidae	unk	1	1	0.9954	0.5248
GBDTA10630-21	Insecta	Diptera	Cecidomyiidae	unk	1	1	1	0.6644999999999999
GBDTA10757-21	Insecta	Diptera	Cecidomyiidae	Micromyinae	1	1	1	0.9468000000000001
MJBRC006-15	Insecta	Diptera	Cecidomyiidae	Micromyinae	1	1	1	0.9989
GMGRF3023-13	Insecta	Diptera	Ceratopogonidae	unk	1	1	0.9999	0.7785
GBMWN2132-15	Insecta	Diptera	Mycetophilidae	Mycomyinae	1	1	1	0.8151
GMGRF1374-13	Insecta	Diptera	Mycetophilidae	Mycomyinae	1	1	1	0.8839
GMGMF842-14	Insecta	Diptera	Mycetophilidae	Mycetophilinae	1	1	1	0.8024
IRASC017-15	Insecta	Diptera	Sciaridae	dummy_Sciaridae	1	1	0.9991	0.9991
GMGRA113-13	Insecta	Diptera	Sciaridae	dummy_Sciaridae	1	1	0.915	0.915
GMGRD2725-13	Insecta	Diptera	Sciaridae	dummy_Sciaridae	1	1	0.9991	0.9991
GMGML075-14	Insecta	Diptera	Bombyliidae	Anthracinae	1	1	1	0.9493
GBEPT868-14	Insecta	Ephemeroptera	Leptophlebiidae	Leptophlebiinae	1	1	0.7093999999999999	0.7093999999999999
GBCMI2355-13	Insecta	Ephemeroptera	Ephemeridae	Ephemerinae	1	1	0.7369	0.7369
GBEPT355-14	Insecta	Ephemeroptera	Heptageniidae	unk	1	1	1	0.6333
GBMIX1709-15	Insecta	Ephemeroptera	Baetidae	Baetinae	1	1	0.8005	0.8005
GBCOU1196-13	Insecta	Plecoptera	Perlodidae	Isoperlinae	1	1	1	0.6481
GMGRH2705-13	Insecta	Plecoptera	Leuctridae	Leuctrinae	1	1	0.8643000000000001	0.8643000000000001
GST330-15	Insecta	Trichoptera	Apataniidae	Apataniinae	1	1	0.8965	0.8965
GBEPT1405-14	Insecta	Trichoptera	Limnephilidae	unk	1	1	1	0.9657
FBAQU360-09	Insecta	Trichoptera	Limnephilidae	Limnephilinae	1	1	1	0.9969
FBAQU275-09	Insecta	Trichoptera	unk	unk	1	1	0.5	0.5
FBAQU1459-13	Insecta	Trichoptera	Lepidostomatidae	unk	1	1	1	0.7128
FBAQU1219-12	Insecta	Trichoptera	unk	unk	1	1	0.5067	0.5067
FBAQU1490-13	Insecta	Trichoptera	Leptoceridae	Leptocerinae	1	1	0.8309000000000001	0.8309000000000001
FBCAD065-10	Insecta	Trichoptera	Polycentropodidae	Polycentropodinae	1	1	0.9984999999999999	0.9984999999999999
GBEPT1711-14	Insecta	Trichoptera	Polycentropodidae	Polycentropodinae	1	1	0.9984999999999999	0.9984999999999999
GACAC001-12	Insecta	Trichoptera	Hydroptilidae	unk	1	1	0.9622999999999999	0.962
NOVMC038-21	Insecta	Trichoptera	Hydroptilidae	unk	1	1	0.982	0.7958999999999999
GBEPT628-14	Insecta	Trichoptera	Glossosomatidae	Glossosomatinae	1	1	1	0.7662
FBAQU280-09	Insecta	Trichoptera	Rhyacophilidae	dummy_Rhyacophilidae	1	1	0.704	0.704
FBHET821-12	Insecta	Hemiptera	Miridae	unk	1	1	1	0.5429
EUBUG984-12	Insecta	Hemiptera	Miridae	unk	1	1	0.9944	0.9924
GMGMQ2036-18	Insecta	Hemiptera	Miridae	Orthotylinae	1	1	1	0.5628000000000001
GMGMT1375-20	Insecta	Hemiptera	Anthocoridae	dummy_Anthocoridae	1	1	0.9468000000000001	0.9468000000000001
FBAQU1519-13	Insecta	Hemiptera	Hydrometridae	Hydrometrinae	1	1	0.9833999999999999	0.9833999999999999
EUBUG603-11	Insecta	Hemiptera	Tingidae	Tinginae	1	1	0.6436000000000001	0.6436000000000001
GMGMU2601-20	Insecta	Hymenoptera	unk	unk	1	1	0.6660999999999999	0.6660999999999999
GMGMU4869-20	Insecta	Hymenoptera	Braconidae	unk	1	1	1	0.7252
GBDTA769-21	Insecta	Hymenoptera	Braconidae	unk	1	1	1	0.7198
GBDTA14116-21	Insecta	Hymenoptera	Braconidae	Microgastrinae	1	1	1	0.5475
GBDTA16068-21	Insecta	Hymenoptera	Braconidae	unk	1	1	1	0.5488000000000001
BCHYM9343-15	Insecta	Hymenoptera	Astatidae	dummy_Astatidae	1	1	0.918	0.918
FBAPD687-11	Insecta	Hymenoptera	Andrenidae	unk	1	1	1	0.6275
FBAPD066-11	Insecta	Hymenoptera	Andrenidae	Andreninae	1	1	1	0.9668
FBAPC303-10	Insecta	Hymenoptera	Andrenidae	Andreninae	1	1	1	0.9996
BCHYM1471-13	Insecta	Hymenoptera	Andrenidae	Andreninae	1	1	1	0.9996
FBAPB151-09	Insecta	Hymenoptera	Andrenidae	Andreninae	1	1	1	0.9996
FBAPB988-09	Insecta	Hymenoptera	Colletidae	Colletinae	1	1	1	0.903
FBAPC637-11	Insecta	Hymenoptera	Colletidae	Colletinae	1	1	1	0.8329000000000001
GBACU3073-13	Insecta	Hymenoptera	Halictidae	Halictinae	1	1	1	0.8856
FBAPB922-09	Insecta	Hymenoptera	Halictidae	Halictinae	1	1	1	0.9662999999999999
FBAPC550-11	Insecta	Hymenoptera	Halictidae	Halictinae	1	1	1	0.9987
FBAPB913-09	Insecta	Hymenoptera	Halictidae	Halictinae	1	1	1	0.9987
GBCHA1080-13	Insecta	Hymenoptera	Halictidae	Halictinae	1	1	1	0.902
FBSYM287-10	Insecta	Hymenoptera	Apidae	Apinae	1	1	1	0.9555
FBSYM295-10	Insecta	Hymenoptera	Apidae	Apinae	1	1	1	0.7242999999999999
FBAPB203-09	Insecta	Hymenoptera	Apidae	Nomadinae	1	1	1	0.7689
FBAPD746-11	Insecta	Hymenoptera	Apidae	Nomadinae	1	1	1	0.9993
FBAPD713-11	Insecta	Hymenoptera	Apidae	Nomadinae	1	1	1	0.7791
GBACU2330-13	Insecta	Hymenoptera	Apidae	Nomadinae	1	1	1	0.91
FBAPC608-11	Insecta	Hymenoptera	Megachilidae	Megachilinae	1	1	0.997	0.997
GBCHA1055-13	Insecta	Hymenoptera	Megachilidae	Megachilinae	1	1	0.997	0.997
GBACU3699-13	Insecta	Hymenoptera	Megachilidae	Megachilinae	1	1	0.997	0.997
FBAPB630-09	Insecta	Hymenoptera	Megachilidae	Megachilinae	1	1	0.997	0.997
FBHAP572-09	Insecta	Hymenoptera	Megachilidae	Megachilinae	1	1	0.8439000000000001	0.8439000000000001
FBAPB856-09	Insecta	Hymenoptera	Megachilidae	Megachilinae	1	1	0.997	0.997
FBAPC622-11	Insecta	Hymenoptera	Megachilidae	Megachilinae	1	1	0.997	0.997
FBAPC737-11	Insecta	Hymenoptera	Megachilidae	Megachilinae	1	1	0.6740999999999999	0.6740999999999999
GMGMW1024-20	Insecta	Hymenoptera	Diapriidae	Belytinae	1	1	0.5414	0.5414
GMGMT1040-20	Insecta	Hymenoptera	Diapriidae	Belytinae	1	1	0.5367000000000001	0.5367000000000001
GMGMR550-18	Insecta	Hymenoptera	unk	unk	1	1	0.7206	0.7206
BCHYM5119-14	Insecta	Hymenoptera	unk	unk	1	1	0.6343	0.6343
GMGMU2165-20	Insecta	Hymenoptera	Eulophidae	Entedoninae	1	1	1	0.8632000000000001
BCHYM12674-15	Insecta	Hymenoptera	Eulophidae	unk	1	1	1	0.53
BCHYM3136-14	Insecta	Hymenoptera	Eulophidae	Tetrastichinae	1	1	1	0.5015
BCHYM16705-18	Insecta	Hymenoptera	Eulophidae	unk	1	1	1	0.5695
BCHYM2956-14	Insecta	Hymenoptera	unk	unk	1	1	0.5764	0.5764
BCHYM5039-14	Insecta	Hymenoptera	unk	unk	1	1	0.6246	0.6246
BCHYM5052-14	Insecta	Hymenoptera	unk	unk	1	1	0.5	0.5
GBACU2456-13	Insecta	Hymenoptera	Sphecidae	Ammophilinae	1	1	0.6850999999999999	0.6850999999999999
GBMIX3385-17	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	1	1	1	0.9974
BCHYM11061-15	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	1	1	1	0.5579000000000001
FBACA161-10	Insecta	Hymenoptera	Crabronidae	unk	1	1	0.8433	0.703
BCHYM11065-15	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	1	1	1	0.9974
FBACA007-10	Insecta	Hymenoptera	Crabronidae	Crabroninae	1	1	1	0.998
FBHAP116-09	Insecta	Hymenoptera	Crabronidae	Crabroninae	1	1	1	0.998
BCHYM9372-15	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	1	1	1	0.6236
FBACA953-10	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	1	1	1	0.8326000000000001
GBGST086-13	Insecta	Hymenoptera	Crabronidae	unk	1	1	0.9697	0.9694999999999999
GBACU146-12	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	1	1	1	0.9974
GBACU1014-12	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	1	1	1	0.9974
FBACB518-11	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	1	1	1	0.8330000000000001
FBACA171-10	Insecta	Hymenoptera	Crabronidae	Crabroninae	1	1	1	0.998
GBACU2220-13	Insecta	Hymenoptera	Crabronidae	Crabroninae	1	1	1	0.998
GBHYG1491-23	Insecta	Hymenoptera	Psenidae	dummy_Psenidae	1	1	0.9994	0.9994
FBACA109-10	Insecta	Hymenoptera	Pemphredonidae	Pemphredoninae	1	1	1	0.9992
BCHYM10941-15	Insecta	Hymenoptera	Pemphredonidae	Pemphredoninae	1	1	1	0.7922999999999999
FBACA118-10	Insecta	Hymenoptera	Pemphredonidae	Pemphredoninae	1	1	1	0.9992
FBACA293-10	Insecta	Hymenoptera	Vespidae	Eumeninae	1	1	1	0.9983
BCHYM1589-14	Insecta	Hymenoptera	Vespidae	unk	1	1	1	0.7364999999999999
FBACA257-10	Insecta	Hymenoptera	Vespidae	unk	1	1	1	0.7074999999999999
FBACA220-10	Insecta	Hymenoptera	Vespidae	Eumeninae	1	1	1	0.9983
FBACA371-10	Insecta	Hymenoptera	Vespidae	Vespinae	1	1	1	0.9993
FBACA387-10	Insecta	Hymenoptera	Vespidae	Vespinae	1	1	1	0.9908
FBACA289-10	Insecta	Hymenoptera	Vespidae	unk	1	1	1	0.5688000000000001
BCHYM10803-15	Insecta	Hymenoptera	unk	unk	1	1	0.6411	0.6411
FBACB619-11	Insecta	Hymenoptera	Vespidae	unk	1	1	0.8689000000000001	0.7964999999999999
GBACU2857-13	Insecta	Hymenoptera	Bembicidae	Bembicinae	1	1	1	0.8509000000000001
FBACA1081-10	Insecta	Hymenoptera	Bembicidae	Bembicinae	1	1	1	0.7709
BCHYM12250-15	Insecta	Hymenoptera	Bembicidae	Nyssoninae	1	1	1	0.9732
GBACU3119-13	Insecta	Hymenoptera	Sapygidae	Sapyginae	1	1	0.637	0.637
GBSYM2061-13	Insecta	Hymenoptera	Tiphiidae	Tiphiinae	1	1	0.6193	0.6193
BASYM418-11	Insecta	Hymenoptera	Xiphydriidae	Xiphydriinae	1	1	0.9996	0.9996
BCHYM7999-15	Insecta	Hymenoptera	Ichneumonidae	unk	1	1	1	0.5998
BCHYM4248-14	Insecta	Hymenoptera	Ichneumonidae	Ichneumoninae	1	1	1	0.5932
FBIIA1084-10	Insecta	Hymenoptera	Ichneumonidae	Ichneumoninae	1	1	1	0.8953
GMGMP6207-18	Insecta	Hymenoptera	Ichneumonidae	Orthocentrinae	1	1	1	0.9967
BCHYM8333-15	Insecta	Hymenoptera	Ichneumonidae	Campopleginae	1	1	1	0.9992
GMGMV3685-20	Insecta	Hymenoptera	Ichneumonidae	Campopleginae	1	1	1	0.8336000000000001
BCHYM7367-15	Insecta	Hymenoptera	Ichneumonidae	Mesochorinae	1	1	1	0.5364
BCHYM8052-15	Insecta	Hymenoptera	Ichneumonidae	Banchinae	1	1	1	0.9981
GMGMV2545-20	Insecta	Hymenoptera	Ichneumonidae	Banchinae	1	1	1	0.7976
GMGRE2508-13	Insecta	Hymenoptera	Ichneumonidae	Ctenopelmatinae	1	1	1	0.9978
BCHYM2900-14	Insecta	Hymenoptera	unk	unk	1	1	0.6601999999999999	0.6601999999999999
FBSYB1521-12	Insecta	Hymenoptera	Pamphiliidae	unk	1	1	0.5412	0.5138
GBSYM1706-13	Insecta	Hymenoptera	Pamphiliidae	Cephalciinae	1	1	1	0.9616
FBSYB764-11	Insecta	Hymenoptera	Cimbicidae	unk	1	1	1	0.504
GBSYM460-12	Insecta	Hymenoptera	Cimbicidae	unk	1	1	1	0.5023
GBCHA937-13	Insecta	Hymenoptera	Cimbicidae	Corynidinae	1	1	1	0.9994
FBSYB628-11	Insecta	Hymenoptera	Tenthredinidae	Selandriinae	1	1	1	0.9989
FBSYB708-11	Insecta	Hymenoptera	Tenthredinidae	Selandriinae	1	1	1	0.9563
FBSYB622-11	Insecta	Hymenoptera	Tenthredinidae	Selandriinae	1	1	1	0.8780000000000001
FBSYB940-12	Insecta	Hymenoptera	Tenthredinidae	Allantinae	1	1	1	0.8675
FBSYB976-12	Insecta	Hymenoptera	Tenthredinidae	Allantinae	1	1	1	0.9964
FBSYB1338-12	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	1	1	1	0.5228
GBSYM1897-13	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	1	1	1	0.7414999999999999
GBSYM2138-13	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	1	1	1	0.9584
GBSYM1269-12	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	1	1	1	0.9976
GBSYM1128-12	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	1	1	1	0.9976
GBSYM1709-13	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.5171
FBSYB335-11	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.989
GBSYM2193-13	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.9973
BASYM1871-11	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.9973
FBSYB1312-12	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.5029
FBSYB722-11	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.8556000000000001
BASYM513-11	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.9674999999999999
FBSYB1268-12	Insecta	Hymenoptera	Diprionidae	Monocteninae	1	1	1	0.9699
FBSYB1574-12	Insecta	Hymenoptera	unk	unk	1	1	0.9999	0.9999
GMGMR835-18	Insecta	Psocodea	Lachesillidae	Lachesillinae	1	1	0.9996	0.9996
GBMIX947-14	Insecta	Odonata	Coenagrionidae	unk	1	1	1	0.5738000000000001
FBAQU559-10	Insecta	Odonata	Coenagrionidae	Coenagrioninae	1	1	1	0.9996
FBAQU562-10	Insecta	Odonata	Coenagrionidae	unk	1	1	1	0.7781
GBODO036-18	Insecta	Odonata	Libellulidae	Leucorrhininae	1	1	1	0.9563
GODO038-18	Insecta	Odonata	Libellulidae	unk	1	1	0.9195	0.9194
MYFAB322-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	1	0.4933	0.4933	0.4933
MYFAB040-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	1	0.4657	0.4657	0.4657
FBARB585-12	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	1	1	0.9979	0.9979
FBARB627-12	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	1	1	0.8833	0.8833
GBBSP1334-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	1	1	0.9979	0.9979
GBBSP1333-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	1	1	0.9979	0.9979
