ID	class	order	family	subfamily	tribe	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe
GCOL8076-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Omaliini	1	1	1	1	0.9952
FBCOK310-13	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	1	1	0.6069	0.6069	0.6061
GCOL5396-16	Insecta	Coleoptera	Cleridae	unk	unk	1	1	0.9681	0.5519000000000001	0.5519000000000001
GCOL2912-16	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	1	0.5345	0.5345
FBCOE802-12	Insecta	Coleoptera	Melyridae	unk	unk	1	1	0.8918	0.8918	0.8918
GCOL8910-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.8645	0.8645	0.8645
GBCOU1678-13	Insecta	Coleoptera	Melyridae	Malachiinae	Malachiini	1	1	1	0.8441000000000001	0.8441000000000001
GCOL11265-16	Insecta	Coleoptera	Melyridae	Malachiinae	Malachiini	1	1	1	0.8813	0.8813
FBCOO858-13	Insecta	Coleoptera	Melyridae	Malachiinae	Malachiini	1	1	1	0.9988	0.9988
GBCOU3319-13	Insecta	Coleoptera	unk	unk	unk	1	1	0.6626	0.6626	0.6626
GMGMI944-14	Insecta	Coleoptera	Melyridae	Malachiinae	Malachiini	1	1	1	0.8315	0.8315
GMGMU5374-20	Insecta	Coleoptera	Staphylinidae	Tachyporinae	unk	1	1	0.801	0.6822999999999999	0.6161
FBCOC599-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	1	1	1	1	0.9988
GBCOU3669-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	0.706	0.697
GCOL13284-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.7893999999999999	0.7893999999999999	0.7893999999999999
FBCOC341-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.5906	0.5906	0.5906
GCOL11582-16	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	1	0.7824999999999999	0.7824999999999999
GBCOU260-13	Insecta	Coleoptera	Buprestidae	Buprestinae	unk	1	1	1	1	0.8423
FBCOE286-12	Insecta	Coleoptera	unk	unk	unk	1	1	0.5793	0.5793	0.5793
FBCOA566-10	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	unk	1	1	0.44730000000000003	0.44730000000000003	0.35069999999999996
FBCOD1190-11	Insecta	Coleoptera	unk	unk	unk	1	1	0.318	0.318	0.318
FBCOC408-10	Insecta	Coleoptera	Ptinidae	unk	unk	1	1	0.9419000000000001	0.7696000000000001	0.7696000000000001
FBCOO817-13	Insecta	Coleoptera	Ptinidae	unk	unk	1	1	0.9368000000000001	0.7686000000000001	0.7686000000000001
GBCOU255-13	Insecta	Coleoptera	Buprestidae	Buprestinae	unk	1	1	1	1	0.8423
GCOL9335-16	Insecta	Coleoptera	Buprestidae	Buprestinae	unk	1	1	0.9676	0.9564	0.6506000000000001
GBCOU3404-13	Insecta	Coleoptera	Histeridae	unk	unk	1	1	0.6474	0.4232	0.4232
GCOL5629-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	0.9851	0.5678000000000001	0.29480000000000006
GCOL2174-16	Insecta	Coleoptera	Heteroceridae	Heterocerinae	dummy_Heterocerinae	1	1	0.3191	0.3191	0.3191
GBCOD647-13	Insecta	Coleoptera	Histeridae	Dendrophilinae	unk	1	1	0.9539000000000001	0.6994999999999999	0.4444
GBCOD646-13	Insecta	Coleoptera	Histeridae	Dendrophilinae	unk	1	1	0.9539000000000001	0.6994999999999999	0.4444
GBCOU3152-13	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	0.9854999999999999	0.7274999999999999	0.7274999999999999
GCOL13157-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.987	0.987	0.987
FBCOG1187-12	Insecta	Coleoptera	Staphylinidae	Omaliinae	Eusphalerini	1	1	0.9692999999999999	0.5521	0.4087
FBCOG844-12	Insecta	Coleoptera	unk	unk	unk	1	0.9997	0.5951	0.5951	0.5951
GCOL3078-16	Insecta	Coleoptera	Hydraenidae	unk	unk	1	1	0.6056	0.5992999999999999	0.5992999999999999
FBAQU451-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.9469000000000001	0.9469000000000001	0.9469000000000001
GCOL12091-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.3874	0.3874	0.3874
FBCON457-13	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	0.5463	0.4501	0.4501
FBCOG774-12	Insecta	Coleoptera	Scirtidae	Scirtinae	dummy_Scirtinae	1	1	0.6255	0.6255	0.6255
GBCOL875-12	Insecta	Coleoptera	Staphylinidae	Tachyporinae	unk	1	1	0.7517	0.7063999999999999	0.5118
FBCOF575-12	Insecta	Coleoptera	unk	unk	unk	1	1	0.8887	0.8887	0.8887
GBCOB394-12	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Homalotini	1	1	1	0.929	0.4147
GCOL5950-16	Insecta	Coleoptera	Cantharidae	Malthininae	unk	1	1	0.8906000000000001	0.89	0.774
GMGMQ3726-18	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	0.8222	0.8222	0.42660000000000003
FBCOA216-10	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	0.9886	0.7293	0.7293
GCOL5642-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.5138	0.5138	0.5138
FBAQU475-10	Insecta	Coleoptera	Carabidae	Scaritinae	unk	1	1	0.5238	0.5238	0.3825
GBCL15250-13	Insecta	Coleoptera	Carabidae	Scaritinae	unk	1	1	0.5238	0.5238	0.3825
FBCOG302-12	Insecta	Coleoptera	Staphylinidae	Pselaphinae	unk	1	1	1	0.7203999999999999	0.7182
GBCOU3629-13	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	0.6139	0.4388000000000001
FBCOG826-12	Insecta	Coleoptera	Dytiscidae	Hydroporinae	unk	1	1	0.9256000000000001	0.9256000000000001	0.8565
FBCOI515-12	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	0.6103	0.4406
GCOL052-16	Insecta	Coleoptera	Dytiscidae	unk	unk	1	1	1	0.8375	0.8375
FBCOE1327-12	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	1	1	1	1	0.918
FBCOD970-11	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	0.6231	0.4511
FBAQU969-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.3533	0.3533	0.3533
GBMIN41233-14	Insecta	Coleoptera	Dytiscidae	unk	unk	1	1	0.8623000000000001	0.4547	0.4547
FBCON553-13	Insecta	Coleoptera	Carabidae	Scaritinae	Dyschiriini	1	1	1	1	0.6282
FBCOB359-10	Insecta	Coleoptera	Staphylinidae	Paederinae	unk	1	1	0.8378000000000001	0.5851999999999999	0.4962
GBCOU1496-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	1	1	1	1	0.9653999999999999
FBCOB891-10	Insecta	Coleoptera	Carabidae	Scaritinae	Dyschiriini	1	1	1	1	0.6313
FBCOF668-12	Insecta	Coleoptera	Dytiscidae	unk	unk	1	1	0.6084999999999999	0.4186	0.4186
FBCOH121-12	Insecta	Coleoptera	Carabidae	Trechinae	unk	1	1	1	0.9999	0.5239
GBCOU1417-13	Insecta	Coleoptera	Carabidae	Trechinae	unk	1	1	1	0.7111999999999999	0.5987
GBCOU1416-13	Insecta	Coleoptera	Carabidae	Trechinae	unk	1	1	1	0.7111999999999999	0.5987
FBCOE833-12	Insecta	Coleoptera	Carabidae	Scaritinae	unk	1	1	1	1	0.7869999999999999
FBCOE422-12	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.4373000000000001
FBAQU871-10	Insecta	Coleoptera	Haliplidae	dummy_Haliplidae	dummy_Haliplidae	1	1	0.6342	0.6342	0.6342
FBCOE320-12	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.5281
GCOL6401-16	Insecta	Coleoptera	Carabidae	Trechinae	unk	1	1	1	0.7111999999999999	0.5987
FBCOP542-13	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	0.6063	0.3239
FBAQU1028-10	Insecta	Coleoptera	Dytiscidae	Hydroporinae	unk	1	1	1	0.5701	0.5669000000000001
GBMIN41204-14	Insecta	Coleoptera	Carabidae	Carabinae	Carabini	1	1	1	1	0.9729
GCOL3897-16	Insecta	Coleoptera	Carabidae	Carabinae	Carabini	1	1	1	1	0.9974999999999999
GBCOU3336-13	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.7143999999999999
GBCOU7786-14	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.93
GBCOU4056-13	Insecta	Coleoptera	Carabidae	unk	unk	1	1	1	0.6809999999999999	0.6809999999999999
FBAQU1033-10	Insecta	Coleoptera	Haliplidae	dummy_Haliplidae	dummy_Haliplidae	1	1	0.4981	0.4981	0.4981
GBMIN41338-14	Insecta	Coleoptera	Carabidae	Harpalinae	Pterostichini	1	1	1	1	0.615
FBCOE808-12	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	0.9879	0.5036
FBCOQ252-13	Insecta	Coleoptera	Dytiscidae	unk	unk	1	1	0.8616000000000001	0.4532	0.4532
GCOL4322-16	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	0.8353	0.801
GCOL7993-16	Insecta	Coleoptera	Carabidae	unk	unk	1	1	1	0.6809999999999999	0.6809999999999999
FBCOG989-12	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.5543
FBCOJ783-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	1	1	1	1	0.9981
FBCOH106-12	Insecta	Coleoptera	Carabidae	Harpalinae	Platynini	1	1	1	1	0.9966
FBCOE321-12	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.5543
GCOL4667-16	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.6827
FBCOH076-12	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.6174999999999999
GCOL12884-16	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.6083999999999999
FBNE089-11	Insecta	Neuroptera	unk	unk	unk	1	1	1	1	1
EUCAR1679-16	Insecta	Coleoptera	Carabidae	Harpalinae	Pterostichini	1	1	1	1	0.9461
EUCAR498-10	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	0.8041	0.4433
GCOL3883-16	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	0.763	0.763
FBCOC787-10	Insecta	Coleoptera	Carabidae	Harpalinae	Lebiini	1	1	1	1	0.9964
GBCOF863-13	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.7513
GCOL3292-16	Insecta	Coleoptera	Carabidae	Harpalinae	Pterostichini	1	1	1	1	0.6677
FBCOB1038-10	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.5906
FBCOG1572-12	Insecta	Coleoptera	Carabidae	Harpalinae	Zabrini	1	1	1	1	0.9355
FBCOD163-11	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	0.9641	0.6777
FBCOB587-10	Insecta	Coleoptera	Carabidae	Harpalinae	Zabrini	1	1	1	1	0.9971
EUCAR1337-15	Insecta	Coleoptera	Carabidae	Harpalinae	Zabrini	1	1	1	1	0.9355
EUCAR859-11	Insecta	Coleoptera	Carabidae	Harpalinae	Zabrini	1	1	1	1	0.5544
FBCOE851-12	Insecta	Coleoptera	Carabidae	unk	unk	1	1	1	0.8544	0.8544
FBCOH249-12	Insecta	Coleoptera	Carabidae	Harpalinae	Lebiini	1	1	1	1	0.9964
GBCOU3441-13	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	1	1	1	1	0.9981
FBCON056-13	Insecta	Coleoptera	Carabidae	Harpalinae	unk	1	1	1	1	0.971
FBCOK372-13	Insecta	Coleoptera	Carabidae	Carabinae	Carabini	1	1	0.8989	0.8989	0.8967
GCOL7432-16	Insecta	Coleoptera	Carabidae	Nebriinae	Notiophilini	1	1	1	1	0.6033999999999999
FBCOD262-11	Insecta	Coleoptera	Dytiscidae	Dytiscinae	unk	1	1	1	0.9296000000000001	0.8754000000000001
FBAQU858-10	Insecta	Coleoptera	Dytiscidae	unk	unk	1	1	1	0.5492	0.5492
FBCOD191-11	Insecta	Coleoptera	Haliplidae	dummy_Haliplidae	dummy_Haliplidae	1	1	0.6432	0.6432	0.6432
FBAQU985-10	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Hydroporini	1	1	1	1	0.9977
GCOL12451-16	Insecta	Coleoptera	Dytiscidae	unk	unk	1	1	0.9996	0.7958999999999999	0.7958999999999999
FBAQU998-10	Insecta	Coleoptera	Dytiscidae	Colymbetinae	Colymbetini	1	1	1	0.9519000000000001	0.9519000000000001
GMGMP5054-18	Insecta	Diptera	unk	unk	unk	1	1	0.8239000000000001	0.8239000000000001	0.8239000000000001
GCOL890-16	Insecta	Coleoptera	Dytiscidae	Dytiscinae	unk	1	1	1	0.933	0.8804
FBAQU1036-10	Insecta	Coleoptera	Dytiscidae	Dytiscinae	Hydaticini	1	1	1	1	0.6730999999999999
FBCOD234-11	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Hydroporini	1	1	1	0.3778	0.3665
FBCOJ757-13	Insecta	Coleoptera	Dytiscidae	Dytiscinae	Dytiscini	1	1	1	1	0.8277000000000001
GBORT622-15	Insecta	Plecoptera	unk	unk	unk	1	0.8257000000000001	0.5215	0.5215	0.5215
FBCOO846-13	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	1	0.7989999999999999	0.7989999999999999
GCOL11027-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Lathrobiini	1	1	0.9412	0.7321	0.46380000000000005
GBCOF471-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	1	1	1	0.48150000000000004	0.24970000000000003
FBCON454-13	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	1	0.6684999999999999	0.6684999999999999
FBCON691-13	Insecta	Coleoptera	unk	unk	unk	1	1	0.9399000000000001	0.9399000000000001	0.9399000000000001
FBCOP452-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	0.9218000000000001	0.43560000000000004
GBCOD780-13	Insecta	Coleoptera	Silphidae	Silphinae	dummy_Silphinae	1	1	1	0.7539	0.7539
GBCOU3445-13	Insecta	Coleoptera	Hydraenidae	unk	unk	1	1	1	0.7081999999999999	0.7081999999999999
FBCON463-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	1	0.7163999999999999
FBCOQ204-13	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	1	0.5838	0.5838
GCOL13482-16	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	0.9059	0.6113999999999999	0.6113999999999999
FBCOB816-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	0.8483	0.8483	0.8023
FBCON205-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	0.7001	0.7001	0.5028
GBCOE230-13	Insecta	Coleoptera	Staphylinidae	Omaliinae	unk	1	1	1	0.8605	0.6495
GBCOL588-12	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	1	1	1	1	0.9485
GCOL5529-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	unk	1	1	1	0.7930999999999999	0.6607999999999999
GBCOU3673-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	0.706	0.697
FBCOD256-11	Insecta	Coleoptera	Hydrochidae	dummy_Hydrochidae	dummy_Hydrochidae	1	1	0.6602999999999999	0.6602999999999999	0.6602999999999999
FBCOA452-10	Insecta	Coleoptera	Hydrophilidae	Hydrophilinae	unk	1	1	0.8742000000000001	0.6606	0.5777000000000001
GCOL12849-16	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	dummy_Helophoridae	1	1	0.7814999999999999	0.7814999999999999	0.7814999999999999
GCOL877-16	Insecta	Coleoptera	Hydrophilidae	Hydrophilinae	Laccobiini	1	1	1	1	0.5179
GCOL8289-16	Insecta	Coleoptera	Hydrophilidae	Chaetarthriinae	unk	1	1	0.9999	0.8636000000000001	0.7712
GBCOB834-12	Insecta	Coleoptera	Hydrophilidae	Sphaeridiinae	Megasternini	1	1	1	0.7647	0.4072
FBAQU685-10	Insecta	Coleoptera	Hydrophilidae	Chaetarthriinae	unk	1	1	0.9359000000000001	0.8863	0.6799
FBCOB178-10	Insecta	Coleoptera	Scarabaeidae	unk	unk	1	1	0.7970999999999999	0.43690000000000007	0.43690000000000007
GCOL12613-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	unk	1	1	1	0.9499000000000001	0.7133999999999999
FBCOG797-12	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	dummy_Helophoridae	1	1	0.6575	0.6575	0.6575
GBCOU1533-13	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	1	0.4971	0.4971
GBCOU1703-13	Insecta	Coleoptera	Scarabaeidae	unk	unk	1	1	0.9306000000000001	0.8048000000000001	0.8048000000000001
FBCOK072-13	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	Cetoniini	1	1	1	0.9999	0.5381
FBCOK073-13	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	Cetoniini	1	1	1	0.9999	0.5381
FBORT042-09	Insecta	unk	unk	unk	unk	1	0.9999	0.9999	0.9999	0.9999
GCOL9695-16	Insecta	Coleoptera	Histeridae	Dendrophilinae	unk	1	1	0.9837	0.6946	0.6762999999999999
GBCOL672-12	Insecta	Coleoptera	Ptinidae	unk	unk	1	1	1	0.5710000000000001	0.5710000000000001
GCOL4964-16	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	unk	1	1	0.9428000000000001	0.9428000000000001	0.6648
GCOL12603-16	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	unk	1	1	0.8137000000000001	0.5704	0.47530000000000006
FBCOO996-13	Insecta	Coleoptera	Staphylinidae	Paederinae	unk	1	1	1	0.6292	0.4423
FBCOC377-10	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	unk	1	1	1	0.9514	0.6542
FBCOC535-10	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	unk	1	1	1	0.91	0.8881
GCOL3079-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	unk	1	1	0.9393	0.8445	0.6919
GBCOU3368-13	Insecta	Coleoptera	Staphylinidae	Omaliinae	unk	1	1	0.8995	0.5221	0.5154
FBCON574-13	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	1	1	1	1	0.9246000000000001
GBCOG115-13	Insecta	Coleoptera	Staphylinidae	Oxytelinae	unk	1	1	0.4494	0.43200000000000005	0.392
FBCON895-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	1	1	1	0.48150000000000004	0.24970000000000003
FBCOH465-12	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	1	0.6424
FBCOP903-13	Insecta	Coleoptera	Staphylinidae	Staphylininae	Xantholinini	1	1	1	1	0.9541000000000001
GCOL8009-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.8988	0.8988	0.8988
GCOL12614-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	unk	1	1	1	0.9499000000000001	0.7133999999999999
FBCOO472-13	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	1	1	1	1	0.8210000000000001
GBCOE513-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	0.9747	0.9127000000000001	0.7785
GBCOC389-12	Insecta	Coleoptera	Histeridae	Abraeinae	unk	1	1	0.9708	0.9697	0.7857999999999999
GCOL4991-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	unk	1	1	0.4494	0.43200000000000005	0.392
FBCOO820-13	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	1	1	0.9979	0.9979	0.7656000000000001
GCOL5780-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Rhynchitini	1	1	1	1	0.9983
FBCOQ060-13	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	1	1	1	1	0.9319000000000001
FBCON493-13	Insecta	Coleoptera	Bostrichidae	unk	unk	1	1	0.9416000000000001	0.6152	0.6152
GCOL10984-16	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	unk	1	1	0.8644000000000001	0.8644000000000001	0.6369
FBCOC818-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.8071	0.8071	0.8071
GBCOF654-13	Insecta	Coleoptera	Mordellidae	Mordellinae	unk	1	1	0.9998	0.9998	0.6459
FBSYB1697-12	Insecta	Hymenoptera	unk	unk	unk	1	1	0.9816	0.9816	0.9816
FBCOP146-13	Insecta	Coleoptera	unk	unk	unk	1	1	0.7824999999999999	0.7824999999999999	0.7824999999999999
GCOL856-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.8361000000000001	0.8361000000000001	0.8361000000000001
GBCOU2824-13	Insecta	Coleoptera	unk	unk	unk	1	1	0.8054	0.8054	0.8054
GCOL887-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.9469000000000001	0.9469000000000001	0.9469000000000001
GCOL6669-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.8054	0.8054	0.8054
GCOL840-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.9268000000000001	0.9268000000000001	0.9268000000000001
GBCOF891-13	Insecta	Coleoptera	Heteroceridae	Heterocerinae	dummy_Heterocerinae	1	1	0.6533	0.6533	0.6533
GBCOU1963-13	Insecta	Coleoptera	Elateridae	Agrypninae	Drilini	1	1	1	1	0.9998
FBCOO725-13	Insecta	Coleoptera	Elateridae	Elaterinae	unk	1	1	1	0.7416	0.6764999999999999
GBCOE915-13	Insecta	Coleoptera	Elateridae	Cardiophorinae	dummy_Cardiophorinae	1	1	1	0.46890000000000004	0.46890000000000004
GCOL4993-16	Insecta	Coleoptera	Elateridae	Dendrometrinae	unk	1	1	1	0.5719000000000001	0.29350000000000004
FBCOD562-11	Insecta	Coleoptera	Elateridae	Agrypninae	unk	1	1	1	0.751	0.6429
GBCOU590-13	Insecta	Coleoptera	Elateridae	Elaterinae	unk	1	1	0.9999	0.9358000000000001	0.7702
FBCOP265-13	Insecta	Coleoptera	Elateridae	Agrypninae	unk	1	1	1	0.9416000000000001	0.7659
FBCOA784-10	Insecta	Coleoptera	Elateridae	Dendrometrinae	Prosternini	1	1	1	0.5832999999999999	0.5112
AGRID026-10	Insecta	Coleoptera	Elateridae	Elaterinae	Agriotini	1	1	1	1	0.754
FBCOB522-10	Insecta	Coleoptera	Elateridae	Elaterinae	Ampedini	1	1	1	1	0.9993
GCOL334-16	Insecta	Coleoptera	Dermestidae	Megatominae	Megatomini	1	1	1	1	0.8230000000000001
GCOL12083-16	Insecta	Coleoptera	Dermestidae	Dermestinae	Dermestini	1	1	1	0.7176	0.7176
FBCOJ655-12	Insecta	Coleoptera	Buprestidae	Buprestinae	unk	1	1	0.52	0.52	0.33969999999999995
GBCOB949-12	Insecta	Coleoptera	Ptinidae	Ernobiinae	unk	1	1	1	1	0.7546
FBCOB892-10	Insecta	Coleoptera	Byrrhidae	Byrrhinae	dummy_Byrrhinae	1	1	1	0.9974999999999999	0.9974999999999999
GCOL6386-16	Insecta	Coleoptera	Byrrhidae	unk	unk	1	1	0.9999	0.6823999999999999	0.6823999999999999
FBCOF1042-12	Insecta	Coleoptera	Ciidae	Ciinae	dummy_Ciinae	1	1	0.5899	0.5899	0.5899
FBCOH460-12	Insecta	Coleoptera	Ciidae	Ciinae	dummy_Ciinae	1	1	0.7581	0.7581	0.7581
GBCL4144-09	Insecta	Coleoptera	Ciidae	Ciinae	dummy_Ciinae	1	1	0.9131	0.9131	0.9131
GBCOE797-13	Insecta	Coleoptera	Ciidae	Ciinae	dummy_Ciinae	1	1	0.76	0.76	0.76
FBCOG1089-12	Insecta	Coleoptera	Staphylinidae	Oxytelinae	unk	1	1	0.8721000000000001	0.8721000000000001	0.43670000000000003
FBCOA678-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	0.9796	0.9796	0.7158
FBCOJ708-13	Insecta	Coleoptera	unk	unk	unk	1	1	0.45880000000000004	0.45880000000000004	0.45880000000000004
FBCOO892-13	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	0.9588000000000001	0.8891	0.8891
FBCOQ063-13	Insecta	Coleoptera	Histeridae	Dendrophilinae	Dendrophilini	1	1	1	0.8168000000000001	0.47180000000000005
FBCOD1094-11	Insecta	Coleoptera	Histeridae	unk	unk	1	1	0.9994999999999999	0.9821	0.9821
GCOL12992-16	Insecta	Coleoptera	Histeridae	unk	unk	1	1	1	0.6589	0.6589
GCOL8795-16	Insecta	Coleoptera	Histeridae	Dendrophilinae	unk	1	1	0.9508000000000001	0.8996000000000001	0.5421
GCOL11058-16	Insecta	Coleoptera	Histeridae	unk	unk	1	1	1	0.514	0.514
FBCOB504-10	Insecta	Coleoptera	Dermestidae	Megatominae	unk	1	1	0.6192	0.5375	0.4897
FBCOG570-12	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	0.706	0.697
GBCOU2544-13	Insecta	Coleoptera	Histeridae	unk	unk	1	1	0.9994999999999999	0.9812	0.9812
GBCOU2431-13	Insecta	Coleoptera	Ptinidae	Ernobiinae	unk	1	1	1	0.9887	0.5015
GBCOC818-12	Insecta	Coleoptera	Ptinidae	Anobiinae	unk	1	1	1	0.6736	0.524
FBCON512-13	Insecta	Coleoptera	Lucanidae	unk	unk	1	1	0.7552	0.5436000000000001	0.5436000000000001
FBCOP429-13	Insecta	Coleoptera	Silphidae	Nicrophorinae	dummy_Nicrophorinae	1	1	0.5801	0.3083	0.3083
FBCOG531-12	Insecta	Coleoptera	Ptinidae	Dorcatominae	Dorcatomini	1	1	1	1	0.9996
GCOL8449-16	Insecta	Coleoptera	Ptinidae	unk	unk	1	1	0.6456000000000001	0.5681	0.5681
FBCOE025-11	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	1	0.7329	0.7329
GCOL11584-16	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	0.8889	0.4444	0.4444
FBCOK353-13	Insecta	Coleoptera	Staphylinidae	Omaliinae	unk	1	1	1	1	0.8282
GCOL11565-16	Insecta	Coleoptera	Chrysomelidae	unk	unk	1	1	1	0.7052999999999999	0.7052999999999999
FBCOJ835-13	Insecta	Coleoptera	Chrysomelidae	unk	unk	1	1	1	0.5044	0.5044
GCOL4267-16	Insecta	Coleoptera	Corylophidae	Corylophinae	unk	1	1	0.6669999999999999	0.6669999999999999	0.3793
GBCOU2117-13	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	1	1	1	0.6783999999999999	0.6783999999999999
GCOL9036-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	1	1	1	0.7572	0.7572
FBCOB538-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	unk	1	1	1	1	0.8735
FBCOH577-12	Insecta	Coleoptera	Chrysomelidae	Galerucinae	unk	1	1	1	1	0.9797
FBCOC589-10	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	1	1	1	0.6783999999999999	0.6783999999999999
GCOL2562-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	unk	1	1	1	0.9505	0.7126
GCOL2540-16	Insecta	Coleoptera	Chrysomelidae	unk	unk	1	1	1	0.9183	0.9183
