ID	class	order	family	subfamily	tribe	genus	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus
TIPSY083-08	Insecta	Lepidoptera	Psychidae	Psychinae	dummy_Psychinae	unk	1	1	1	0.9993	0.9993	0.7219
FBLMZ746-12	Insecta	Lepidoptera	Psychidae	Psychinae	dummy_Psychinae	Psyche	1	1	1	1	1	0.6918
ODOPE575-11	Insecta	Lepidoptera	Sesiidae	Sesiinae	Synanthedonini	unk	1	1	1	1	0.9524	0.9345
GMGMK917-14	Insecta	Lepidoptera	Glyphipterigidae	Acrolepiinae	dummy_Acrolepiinae	Digitivalva	1	1	1	1	1	0.7036
GWORK334-09	Insecta	Lepidoptera	Sphingidae	Smerinthinae	Smerinthini	Smerinthus	1	1	1	1	1	0.92
FGMLD497-13	Insecta	Lepidoptera	Gelechiidae	Anacampsinae	Anacampsini	Aproaerema	1	1	1	1	1	0.7796000000000001
FBLMZ371-12	Insecta	Lepidoptera	Gelechiidae	Anacampsinae	Anarsiini	Anarsia	1	1	1	1	0.9996	0.9996
FGMLG430-15	Insecta	Lepidoptera	Gelechiidae	Anacampsinae	Anacampsini	unk	1	1	0.7860999999999999	0.7860999999999999	0.7848999999999999	0.43090000000000006
FGMLG539-16	Insecta	Lepidoptera	Gelechiidae	Anomologinae	dummy_Anomologinae	Isophrictis	1	1	1	1	1	0.5888
FGMLC190-13	Insecta	Lepidoptera	Gelechiidae	Anomologinae	dummy_Anomologinae	Bryotropha	1	1	1	1	1	0.9499000000000001
FGMLB835-13	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Teleiodes	1	1	1	1	1	0.8071
FBLMW666-10	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Carpatolechia	1	1	1	1	1	0.9974999999999999
FBLMW688-10	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Neotelphusa	1	1	1	1	1	0.9993
GBLAB1618-14	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	unk	1	1	1	1	1	0.7977
FGMLH118-16	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	unk	1	1	1	1	1	0.6561
FBLMT535-09	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Exoteleia	1	1	1	1	1	0.5425
FBLMT446-09	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	Gelechiini	Chionodes	1	1	1	1	1	0.6173
FBLMT476-09	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	Gnorimoschemini	Scrobipalpopsis	1	1	1	1	1	0.9279000000000001
FBLMW392-10	Insecta	Lepidoptera	Crambidae	Acentropinae	dummy_Acentropinae	Nymphula	1	1	1	1	1	0.9994999999999999
FBLMZ332-12	Insecta	Lepidoptera	Crambidae	Crambinae	dummy_Crambinae	Agriphila	1	1	1	1	1	0.7142999999999999
ODOPE480-11	Insecta	Lepidoptera	Crambidae	Crambinae	dummy_Crambinae	Chilo	1	1	1	1	1	0.8841
ODOPE212-11	Insecta	Lepidoptera	Crambidae	Crambinae	dummy_Crambinae	Platytes	1	1	1	1	1	0.9979
ODOPE542-11	Insecta	Lepidoptera	Crambidae	Crambinae	dummy_Crambinae	Crambus	1	1	1	1	1	0.8180000000000001
ODOPE516-11	Insecta	Lepidoptera	Crambidae	Crambinae	dummy_Crambinae	Crambus	1	1	1	1	1	0.9984999999999999
FBLMS448-09	Insecta	Lepidoptera	Crambidae	Scopariinae	dummy_Scopariinae	Eudonia	1	1	1	1	1	0.9053
ODOPE548-11	Insecta	Lepidoptera	Crambidae	Pyraustinae	dummy_Pyraustinae	unk	1	1	1	1	1	0.5255
FBLMT742-09	Insecta	Lepidoptera	Crambidae	Pyraustinae	dummy_Pyraustinae	Sitochroa	1	1	1	1	1	0.999
FBLMS050-09	Insecta	Lepidoptera	Crambidae	Pyraustinae	dummy_Pyraustinae	Pyrausta	1	1	1	1	1	0.6651999999999999
GWORL661-09	Insecta	Lepidoptera	Crambidae	Spilomelinae	dummy_Spilomelinae	Udea	1	1	1	1	1	0.8628000000000001
GBLAB190-13	Insecta	Lepidoptera	Drepanidae	Drepaninae	dummy_Drepaninae	Falcaria	1	1	1	1	1	0.9994999999999999
LEFIL396-10	Insecta	Lepidoptera	Drepanidae	Drepaninae	dummy_Drepaninae	Watsonalla	1	1	1	1	1	0.9716
GWOSQ524-11	Insecta	Lepidoptera	Noctuidae	Cuculliinae	dummy_Cuculliinae	Cucullia	1	1	1	0.8285	0.8285	0.8285
FBLMW113-10	Insecta	Lepidoptera	Noctuidae	Pantheinae	dummy_Pantheinae	Trichosea	1	1	1	1	1	0.9996
FBLMV235-09	Insecta	Lepidoptera	Noctuidae	Plusiinae	Plusiini	Lamprotes	1	1	1	1	1	0.9461
GBLGC301-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	Caradrinini	unk	1	1	1	1	1	0.6856
FBLMV109-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Denticucullus	1	1	1	1	1	0.9991
GWOR4004-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Staurophora	1	1	1	1	1	0.9992
GBLAB1729-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Polymixis	1	1	1	1	1	0.6164
GBLAB1730-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Antitype	1	1	1	1	1	0.9992
GWORL399-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Mesogona	1	1	1	1	1	0.7538
GWOSI800-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Noctuini	Coenophila	1	1	1	1	1	0.999
GWOSA744-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Noctuini	Coenophila	1	1	1	1	1	0.999
GWORZ493-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Tholerini	Tholera	1	1	1	1	1	0.9959
RDNMD362-06	Insecta	Lepidoptera	Noctuidae	Noctuinae	Leucaniini	Leucania	1	1	1	1	1	0.9991
FBLMV091-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Mythimna	1	1	1	1	1	0.9984999999999999
GBLAA1567-15	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Mythimna	1	1	1	1	1	0.7528
GBLAF567-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Euxoa	1	1	1	1	1	0.999
FBLMV043-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Hadenini	Polia	1	1	1	1	1	0.9983
GBLAC1131-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Orthosiini	unk	1	1	1	1	1	0.73739999999999994
GBLAC567-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Leucaniini	Leucania	1	1	1	1	1	0.932
FBLMV102-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Leucaniini	Leucania	1	1	1	1	1	0.9991
GBLAB714-13	Insecta	Lepidoptera	Noctuidae	Heliothinae	dummy_Heliothinae	Heliothis	1	1	1	1	1	0.9844999999999999
LTOL150-06	Insecta	Lepidoptera	Endromidae	dummy_Endromidae	dummy_Endromidae	Endromis	1	1	0.9996	0.9996	0.9996	0.9996
FBLMS403-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Oncocera	1	1	1	1	1	0.9993
ODOPE883-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Salebriopsis	1	1	1	1	1	0.9994
FBLMS404-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Laodamia	1	1	1	1	1	0.9113
FBLMS386-09	Insecta	Lepidoptera	Pyralidae	Pyralinae	dummy_Pyralinae	Hypsopygia	1	1	1	1	1	0.9989
GBLAF201-14	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Ennomos	1	1	1	1	1	0.9364
GWORU484-10	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Hylaea	1	1	1	1	1	0.6621999999999999
GWORK650-09	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Peribatodes	1	1	1	1	1	0.9994
GWOSN678-11	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Peribatodes	1	1	1	1	1	0.9994
GWOTH896-12	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	unk	1	1	1	1	1	0.6832999999999999
GWORP451-09	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	unk	1	1	1	1	1	0.9374
GWORO316-09	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	unk	1	1	1	1	1	0.8460000000000001
GWOSA830-10	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Cleorodes	1	1	1	1	1	0.9996
GWOTI855-12	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Erannis	1	1	1	1	1	0.5054
GWORD1118-08	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	Idaea	1	1	1	1	1	0.9987
GBLAB675-13	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Euchoeca	1	1	1	1	1	0.9692999999999999
GWORK630-09	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	1	1	1	1	0.9992	0.9992
GWOTI761-12	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	unk	1	1	1	1	1	0.5
GWORL315-09	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	unk	1	1	1	1	1	0.7307
GBLAD391-14	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	1	1	1	1	0.8430000000000001	0.8430000000000001
GBLAA451-14	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Larentia	1	1	1	1	1	0.9993
GWORB806-07	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	unk	1	1	1	1	1	0.5962999999999999
GWOSI866-10	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Rheumaptera	1	1	1	1	1	0.9441
GWOSQ548-11	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	unk	1	1	1	1	1	0.6516000000000001
GBLAA725-14	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Asthena	1	1	1	1	1	0.9994999999999999
GWORM161-09	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Mesotype	1	1	1	1	1	0.9984999999999999
AMTPC172-15	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Triphosa	1	1	1	1	1	0.9578000000000001
GWORL495-09	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	1	1	1	1	0.9709	0.9709
GBLAF753-14	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	1	1	1	1	0.8977	0.8977
GWOSP889-11	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	Idaea	1	1	1	1	1	0.5059
GWOSF936-10	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	unk	1	1	1	1	1	0.5541
GWOTI473-12	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	Idaea	1	1	1	1	1	0.8481000000000001
FBLMZ331-12	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	Idaea	1	1	1	1	1	0.9987
GBLAD145-14	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	Idaea	1	1	1	1	1	0.9987
GBLAB034-13	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	dummy_Poecilocampinae	Poecilocampa	1	1	1	1	1	0.9994999999999999
FBLMX042-11	Insecta	Lepidoptera	Gracillariidae	Gracillariinae	dummy_Gracillariinae	Gracillaria	1	1	1	1	1	0.9996
FGMLH508-16	Insecta	Lepidoptera	Gracillariidae	Gracillariinae	dummy_Gracillariinae	Calybites	1	1	1	1	1	0.9996
FBLMX084-11	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	dummy_Lithocolletinae	Phyllonorycter	1	1	1	1	1	0.7838999999999999
FGMLA373-12	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	dummy_Lithocolletinae	Phyllonorycter	1	1	1	1	1	0.9989
FGMLG105-15	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	dummy_Lithocolletinae	Phyllonorycter	1	1	1	1	1	0.9842
ODOPE120-11	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	dummy_Lithocolletinae	Phyllonorycter	1	1	1	1	1	0.9989
GBLAB1299-14	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	dummy_Lithocolletinae	Phyllonorycter	1	1	1	1	1	0.7773
GBLAB1245-14	Insecta	Lepidoptera	Gracillariidae	Phyllocnistinae	dummy_Phyllocnistinae	Phyllocnistis	1	1	1	0.5822999999999999	0.5822999999999999	0.5822999999999999
FBLMX008-11	Insecta	Lepidoptera	Gracillariidae	Parornichinae	dummy_Parornichinae	unk	1	1	1	0.9999	0.9999	0.8353
FGMLM019-18	Insecta	Lepidoptera	Gracillariidae	Parornichinae	dummy_Parornichinae	Parornix	1	1	1	1	1	0.9978
GBEPT799-14	Insecta	Trichoptera	Limnephilidae	Limnephilinae	dummy_Limnephilinae	unk	1	1	1	1	1	0.8250000000000001
FBAQU1370-13	Insecta	Trichoptera	Molannidae	dummy_Molannidae	dummy_Molannidae	Molanna	1	1	1	1	1	0.9994999999999999
GST333-15	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	unk	1	1	1	1	1	0.8602000000000001
FBAQU1475-13	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	Oecetis	1	1	1	1	1	0.999
FBAQU1158-12	Insecta	Trichoptera	Beraeidae	dummy_Beraeidae	dummy_Beraeidae	Beraea	1	1	1	1	1	0.9941
GST394-15	Insecta	Trichoptera	Psychomyiidae	Psychomyiinae	dummy_Psychomyiinae	Lype	1	1	1	1	1	0.7518
FBAQU1411-13	Insecta	Trichoptera	Philopotamidae	Philopotaminae	dummy_Philopotaminae	unk	1	1	1	1	1	0.6806
FBAQU358-09	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	dummy_Hydroptilinae	Hydroptila	1	1	1	1	1	0.9994999999999999
GMGMP4541-18	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	dummy_Orthotrichiinae	Orthotrichia	1	1	1	1	1	0.5224
GMGMU5139-20	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	dummy_Orthotrichiinae	Orthotrichia	1	1	1	1	1	0.6198
RDBA500-06	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	dummy_Orthotrichiinae	Orthotrichia	1	1	1	1	1	0.5098
GBEPT626-14	Insecta	Trichoptera	Glossosomatidae	Glossosomatinae	dummy_Glossosomatinae	Glossosoma	1	1	1	0.6696	0.6696	0.6696
FBHET1512-12	Insecta	Hemiptera	Lygaeidae	Orsillinae	Nysiini	Nysius	1	1	1	1	1	0.9972
FBHET1102-12	Insecta	Hemiptera	Rhyparochromidae	Rhyparochrominae	Myodochini	Pachybrachius	1	1	1	1	1	0.9996
FBHET877-12	Insecta	Hemiptera	Nabidae	Nabinae	Nabini	Nabis	1	1	1	1	1	0.9071
ISSWG485-21	Insecta	Hemiptera	Miridae	Mirinae	Mirini	Apolygus	1	1	1	1	1	0.9996
EUBUG867-12	Insecta	Hemiptera	Miridae	Orthotylinae	Orthotylini	unk	1	1	1	1	0.8633000000000001	0.8559000000000001
FBHET068-11	Insecta	Hemiptera	Hydrometridae	Hydrometrinae	dummy_Hydrometrinae	Hydrometra	1	1	0.9821	0.9821	0.9821	0.9821
ISSWG354-21	Insecta	Hemiptera	Cicadellidae	Deltocephalinae	Paralimnini	unk	1	1	1	1	1	1
BNSB039-21	Insecta	Psocodea	unk	unk	unk	unk	1	1	1	1	1	1
GBA4023-09	Insecta	Psocodea	unk	unk	unk	unk	1	1	1	1	1	1
TBGMI051-21	Insecta	Coleoptera	Scarabaeidae	unk	unk	unk	1	0.9430000000000001	0.9430000000000001	0.5237	0.5237	0.5237
GBCMI2981-19	Insecta	Ephemeroptera	unk	unk	unk	unk	1	0.7158	0.48160000000000003	0.48160000000000003	0.48160000000000003	0.48160000000000003
BSOIL481-18	Insecta	unk	unk	unk	unk	unk	1	0.8631000000000001	0.8631000000000001	0.8631000000000001	0.8631000000000001	0.8631000000000001
BGSF159-15	Insecta	Ephemeroptera	unk	unk	unk	unk	1	1	0.7114999999999999	0.7114999999999999	0.7114999999999999	0.7114999999999999
FBAQU517-10	Insecta	Odonata	Libellulidae	unk	unk	unk	1	1	0.9431	0.914	0.914	0.914
FBAQU556-10	Insecta	Odonata	Coenagrionidae	Coenagrioninae	dummy_Coenagrioninae	unk	1	1	1	0.9534	0.9534	0.8324
GBORT559-14	Insecta	Orthoptera	Acrididae	Oedipodinae	Sphingonotini	Sphingonotus	1	0.5517000000000001	0.5517000000000001	0.5517000000000001	0.5517000000000001	0.5517000000000001
GBMIX3287-16	Insecta	Orthoptera	Acrididae	Oedipodinae	Sphingonotini	Sphingonotus	1	0.6013	0.6013	0.6013	0.6013	0.6013
GBORT983-15	Insecta	unk	unk	unk	unk	unk	1	0.5064	0.5064	0.5064	0.5064	0.5064
FBAQU1331-13	Insecta	Ephemeroptera	Heptageniidae	unk	unk	unk	1	1	0.8639000000000001	0.4747	0.4747	0.4747
TBGMI023-21	Insecta	Ephemeroptera	unk	unk	unk	unk	1	1	0.7474	0.7474	0.7474	0.7474
GBEPT360-14	Insecta	Ephemeroptera	unk	unk	unk	unk	1	1	0.9192	0.9192	0.9192	0.9192
FBAQU1252-12	Insecta	Ephemeroptera	unk	unk	unk	unk	1	1	0.8758000000000001	0.8758000000000001	0.8758000000000001	0.8758000000000001
NOEPT228-13	Insecta	Plecoptera	Capniidae	dummy_Capniidae	dummy_Capniidae	unk	1	1	1	1	1	0.7644
FBAQU722-10	Insecta	Plecoptera	unk	unk	unk	unk	1	1	0.6277	0.6277	0.6277	0.6277
FBAQU343-09	Insecta	Plecoptera	Taeniopterygidae	Brachypterainae	dummy_Brachypterainae	unk	1	1	1	1	1	0.5409
FBAQU758-10	Insecta	Plecoptera	Taeniopterygidae	Taeniopteriginae	dummy_Taeniopteriginae	Taeniopteryx	1	1	1	0.5524	0.5524	0.5524
FBAQU733-10	Insecta	Plecoptera	Leuctridae	Leuctrinae	dummy_Leuctrinae	Leuctra	1	1	0.9101	0.9101	0.9101	0.9101
GBMWB1143-15	Insecta	Diptera	Heleomyzidae	Heleomyzinae	Heleomyzini	Neoleria	1	1	1	1	1	0.9997
GBDP21631-19	Insecta	Diptera	Pipunculidae	Chalarinae	dummy_Chalarinae	Verrallia	1	1	1	1	1	0.9994999999999999
GMGMK1333-14	Insecta	Diptera	Pipunculidae	Pipunculinae	Tomosvaryellini	Eudorylas	1	1	1	1	1	0.9993
GBMAB2044-15	Insecta	Diptera	Cecidomyiidae	unk	unk	unk	1	1	1	0.709	0.709	0.709
MJBRC135-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.6950999999999999	0.6950999999999999
GMGMP7418-18	Insecta	Diptera	Cecidomyiidae	unk	unk	unk	1	1	1	0.7526	0.7526	0.7526
GBDTA10231-21	Insecta	Diptera	Cecidomyiidae	Porricondylinae	Porricondylini	unk	1	1	1	0.9652	0.9652	0.9652
GBDTA10302-21	Insecta	Diptera	Cecidomyiidae	Porricondylinae	unk	unk	1	1	1	1	0.5176000000000001	0.5176000000000001
GBDTA10224-21	Insecta	Diptera	Cecidomyiidae	Porricondylinae	Porricondylini	unk	1	1	1	1	1	0.9954999999999999
GBDTA9914-21	Insecta	Diptera	Cecidomyiidae	Porricondylinae	Porricondylini	unk	1	1	1	0.9937	0.6710999999999999	0.6236
GBDTA10722-21	Insecta	Diptera	Cecidomyiidae	Micromyinae	Aprionini	Aprionus	1	1	1	1	0.5650000000000001	0.5650000000000001
MJBRC042-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.6364	0.6364
GMGRC2645-13	Insecta	Diptera	Keroplatidae	Keroplatinae	Orfeliini	Orfelia	1	1	1	1	1	0.6113
GMGML784-14	Insecta	Diptera	Agromyzidae	Agromyzinae	dummy_Agromyzinae	Melanagromyza	1	1	1	1	1	0.9543
GMGRC2662-13	Insecta	Diptera	Platypezidae	Callomyiinae	dummy_Callomyiinae	Callomyia	1	1	1	1	1	0.9996
GDIP21641-23	Insecta	Diptera	Sarcophagidae	Sarcophaginae	dummy_Sarcophaginae	Sarcophaga	1	1	1	0.9994999999999999	0.9994999999999999	0.7782
GDIP2614-21	Insecta	Diptera	Syrphidae	Eristalinae	Brachyopini	Orthonevra	1	1	1	1	1	0.902
SYGEO127-19	Insecta	Diptera	Syrphidae	Eristalinae	Milesiini	Xylota	1	1	1	1	1	0.6377
TESYR029-20	Insecta	Diptera	Syrphidae	Syrphinae	Syrphini	Xanthogramma	1	1	1	1	1	0.803
SYGEO367-19	Insecta	Diptera	Syrphidae	Syrphinae	Syrphini	Sphaerophoria	1	1	1	1	1	0.9994999999999999
GMGMI312-14	Insecta	Diptera	Tachinidae	Dexiinae	Voriini	unk	1	1	1	1	1	0.7248
TACFI206-12	Insecta	Diptera	Tachinidae	Exoristinae	Exoristini	unk	1	1	1	1	1	0.606
TACFI664-12	Insecta	Diptera	Tachinidae	Exoristinae	Eryciini	Senometopia	1	1	1	1	1	0.9991
GMGMN1276-14	Insecta	Diptera	Tachinidae	Exoristinae	Eryciini	Lydella	1	1	1	1	1	0.9007000000000001
TACFI435-12	Insecta	Diptera	Tachinidae	Exoristinae	Blondeliini	unk	1	1	1	1	1	0.8215
TACFI442-12	Insecta	Diptera	Tachinidae	Phasiinae	Phasiini	Phasia	1	1	1	1	1	0.9989
TACFI446-12	Insecta	Diptera	Tachinidae	Phasiinae	Cylindromyiini	Cylindromyia	1	1	1	1	1	0.7188
TACFI464-12	Insecta	Diptera	Tachinidae	Tachininae	Ernestiini	unk	1	1	1	1	1	0.9014
TACFI757-13	Insecta	Diptera	Tachinidae	Tachininae	Tachinini	Tachina	1	1	1	1	1	0.8627000000000001
GBDP21639-19	Insecta	Diptera	Pipunculidae	Chalarinae	dummy_Chalarinae	unk	1	1	0.6359	0.6359	0.6359	0.4494
GDIP3572-22	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Chironomus	1	1	1	1	1	0.6023999999999999
MIDGE200-06	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Zavrelia	1	1	1	1	1	0.7101
MIDGE144-06	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Micropsectra	1	1	1	1	1	0.6789999999999999
GDIP3666-22	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Paratanytarsus	1	1	1	1	1	0.8486000000000001
MIDGE180-06	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Rheotanytarsus	1	1	1	1	1	0.7976
GMGRA1226-13	Insecta	Diptera	Chironomidae	Orthocladiinae	dummy_Orthocladiinae	unk	1	1	1	1	1	0.7132
GDIP3726-22	Insecta	Diptera	Chironomidae	Tanypodinae	Tanypodini	Tanypus	1	1	1	1	0.9992	0.9992
GMGRC2572-13	Insecta	Diptera	Ceratopogonidae	Ceratopogoninae	Palpomyiini	unk	1	1	1	1	1	0.7271
GMGRD2712-13	Insecta	Diptera	Ceratopogonidae	Forcipomyiinae	unk	unk	1	1	1	1	0.9192	0.9192
GMGRE1551-13	Insecta	Diptera	Limoniidae	Chioneinae	dummy_Chioneinae	Neolimnophila	1	1	1	1	1	0.9997
SCINO933-15	Insecta	Diptera	Sciaridae	dummy_Sciaridae	dummy_Sciaridae	Lycoriella	1	1	1	1	1	0.999
GMGMW643-20	Insecta	Diptera	Mycetophilidae	Mycetophilinae	Mycetophilini	unk	1	1	1	1	1	0.8632000000000001
GMGMP4201-18	Insecta	Diptera	Mycetophilidae	Mycetophilinae	Mycetophilini	unk	1	1	1	1	1	0.5
GMGRD2814-13	Insecta	Diptera	Mycetophilidae	Gnoristinae	dummy_Gnoristinae	unk	1	1	1	0.6858	0.6858	0.5183
FBNE077-11	Insecta	Neuroptera	Chrysopidae	Chrysopinae	Chrysopini	unk	1	1	1	1	1	0.6218
FBNE220-13	Insecta	Neuroptera	Hemerobiidae	Hemerobiinae	dummy_Hemerobiinae	Hemerobius	1	1	1	1	1	0.9183
GBMWU016-15	Insecta	Neuroptera	Hemerobiidae	unk	unk	unk	1	1	1	0.6627	0.6627	0.6627
FBNE261-13	Insecta	Neuroptera	Coniopterygidae	Coniopteryginae	unk	unk	1	1	1	1	0.8222	0.8222
TBGMI048-21	Insecta	unk	unk	unk	unk	unk	1	0.9716	0.9716	0.9716	0.9716	0.9716
GBMND88342-21	Arachnida	unk	unk	unk	unk	unk	1	0.9374	0.9374	0.9374	0.9374	0.9374
MYFAB059-10	Arachnida	unk	unk	unk	unk	unk	1	0.7914999999999999	0.7914999999999999	0.7914999999999999	0.7914999999999999	0.7914999999999999
GBMYR750-15	Arachnida	Pseudoscorpiones	Cheliferidae	unk	unk	unk	1	0.6738	0.6738	0.6738	0.6738	0.6738
GBPSS029-20	Arachnida	unk	unk	unk	unk	unk	1	0.6683999999999999	0.6683999999999999	0.6683999999999999	0.6683999999999999	0.6683999999999999
SMNKA219-16	Arachnida	Araneae	Lycosidae	dummy_Lycosidae	dummy_Lycosidae	unk	1	1	1	1	1	0.8368000000000001
FBARB289-11	Arachnida	Araneae	Lycosidae	dummy_Lycosidae	dummy_Lycosidae	Alopecosa	1	1	1	1	1	0.9989
FBARB229-11	Arachnida	Araneae	Lycosidae	dummy_Lycosidae	dummy_Lycosidae	Hygrolycosa	1	1	1	1	1	0.9994
SMNKA031-16	Arachnida	Araneae	unk	unk	unk	unk	1	1	0.8996000000000001	0.8996000000000001	0.8996000000000001	0.8996000000000001
SMNKA237-16	Arachnida	Araneae	Araneidae	dummy_Araneidae	dummy_Araneidae	unk	1	1	1	1	1	0.5298
SMNSA049-16	Arachnida	Araneae	Tetragnathidae	dummy_Tetragnathidae	dummy_Tetragnathidae	unk	1	1	1	1	1	0.5507000000000001
GBBSP513-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	Araeoncus	1	1	1	1	1	0.9337000000000001
GBBSP1323-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	Tapinocyba	1	1	1	1	1	0.8829
GBBSP1321-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	unk	1	1	1	1	1	0.5
GBBSP655-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	unk	1	1	1	1	1	0.7811999999999999
SMNKA260-16	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	Bolyphantes	1	1	1	1	1	0.9494
FBARB213-11	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	unk	1	1	1	1	1	1
SMNKA262-16	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	unk	1	1	1	1	1	0.8271000000000001
GBBSP036-15	Arachnida	Araneae	Salticidae	dummy_Salticidae	dummy_Salticidae	unk	1	1	1	1	1	0.7096
