ID	class	order	family	subfamily	genus	species	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_genus	Prob_species
FBCOG203-12	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Acrossus	Acrossus_depressus	1	1	1	1	0.7948999999999999	0.7948999999999999
FBCOF180-12	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Acrossus	Acrossus_depressus	1	1	1	1	0.729	0.729
FBCOO472-13	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Otophorus	Otophorus_haemorrhoidalis	1	1	1	1	1	1
FBCON168-13	Insecta	Coleoptera	Staphylinidae	Omaliinae	unk	unk	1	1	1	1	0.7725	0.7725
FBCOG634-12	Insecta	Coleoptera	Staphylinidae	Omaliinae	unk	unk	1	1	1	1	0.7725	0.7725
FBCOG1153-12	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Psammodius	Psammodius_asper	1	1	1	1	0.9998	0.9998
FBCOK107-13	Insecta	Coleoptera	Erotylidae	Erotylinae	unk	unk	1	1	0.9521000000000001	0.8603000000000001	0.7775	0.7775
FBCOK487-13	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	unk	unk	1	1	1	0.9847	0.9821	0.9821
FBCOK561-13	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	unk	unk	1	1	1	0.9847	0.9821	0.9821
FBCOK072-13	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	Protaetia	unk	1	1	1	1	1	0.5
FBCOK073-13	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	Protaetia	unk	1	1	1	1	1	0.5
FBCOK036-13	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	Trichius	Trichius_fasciatus	1	1	1	1	0.8432000000000001	0.8432000000000001
FBCOJ641-12	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	unk	unk	1	1	0.8013	0.6909	0.4837	0.4837
FBCOJ484-12	Insecta	Coleoptera	Scarabaeidae	unk	unk	unk	1	1	0.387	0.3046	0.3046	0.3046
FBCOG967-12	Insecta	Coleoptera	Leiodidae	Leiodinae	Agathidium	unk	1	1	1	1	0.8893	0.5674
FBCON601-13	Insecta	Coleoptera	Leiodidae	Leiodinae	Anisotoma	Anisotoma_glabra	1	1	1	1	1	0.9722
FBCOP237-13	Insecta	Coleoptera	Leiodidae	Leiodinae	Amphicyllis	Amphicyllis_globus	1	1	1	1	0.6257	0.6257
FBCOG274-12	Insecta	Coleoptera	Leiodidae	Leiodinae	Agathidium	Agathidium_arcticum	1	1	1	1	1	0.6736
FBCOF506-12	Insecta	Coleoptera	Leiodidae	Leiodinae	unk	unk	1	1	1	0.5133	0.5133	0.5133
FBCON755-13	Insecta	Coleoptera	Leiodidae	unk	unk	unk	1	1	0.8919	0.5498000000000001	0.5498000000000001	0.5498000000000001
FBCON703-13	Insecta	Coleoptera	Leiodidae	unk	unk	unk	1	1	0.8919	0.5498000000000001	0.5498000000000001	0.5498000000000001
FBCON701-13	Insecta	Coleoptera	Leiodidae	unk	unk	unk	1	1	0.8919	0.5498000000000001	0.5498000000000001	0.5498000000000001
FBCON704-13	Insecta	Coleoptera	Leiodidae	unk	unk	unk	1	1	0.8919	0.5498000000000001	0.5498000000000001	0.5498000000000001
FBCON669-13	Insecta	Coleoptera	Leiodidae	unk	unk	unk	1	1	1	0.5542	0.5542	0.5542
FBCOP250-13	Insecta	Coleoptera	Leiodidae	Leiodinae	Leiodes	unk	1	1	1	1	1	0.9456000000000001
FBCOP414-13	Insecta	Coleoptera	Leiodidae	Leiodinae	unk	unk	1	1	1	0.6598	0.6597000000000001	0.6597000000000001
FBCOI949-12	Insecta	Coleoptera	Leiodidae	unk	unk	unk	1	1	1	0.5044	0.5044	0.5044
FBCOE585-12	Insecta	Coleoptera	Leiodidae	Cholevinae	Catops	unk	1	1	1	1	0.7867	0.7867
FBCOI390-12	Insecta	Coleoptera	Leiodidae	Cholevinae	Catops	Catops_tristis	1	1	1	1	1	0.9086000000000001
FBCON287-13	Insecta	Coleoptera	Leiodidae	Cholevinae	Catops	unk	1	1	1	1	0.9619	0.91
FBCOP427-13	Insecta	Coleoptera	Leiodidae	Cholevinae	Catops	Catops_coracinus	1	1	1	1	1	0.8276000000000001
FBCOO671-13	Insecta	Coleoptera	Leiodidae	Cholevinae	Apocatops	Apocatops_nigrita	1	1	1	1	1	1
FBCON016-13	Insecta	Coleoptera	Leiodidae	Cholevinae	Catops	unk	1	1	1	1	0.9619	0.91
FBCOG870-12	Insecta	Coleoptera	Leiodidae	Cholevinae	Choleva	Choleva_glauca	1	1	1	1	1	0.999
FBCOG1311-12	Insecta	Coleoptera	Leiodidae	unk	unk	unk	1	1	1	0.5542	0.5542	0.5542
FBCOG236-12	Insecta	Coleoptera	Leiodidae	Cholevinae	unk	unk	1	1	1	1	0.8466000000000001	0.8466000000000001
FBCOF133-12	Insecta	Coleoptera	Leiodidae	Cholevinae	Nargus	Nargus_velox	1	1	1	1	0.9998	0.9998
FBCOO888-13	Insecta	Coleoptera	Leiodidae	Cholevinae	Nemadus	Nemadus_colonoides	1	1	1	1	1	1
FBCON702-13	Insecta	Coleoptera	Leiodidae	unk	unk	unk	1	1	0.8919	0.5498000000000001	0.5498000000000001	0.5498000000000001
FBCOG1118-12	Insecta	Coleoptera	Leiodidae	Coloninae	Colon	Colon_serripes	1	1	1	1	1	1
FBCOO436-13	Insecta	Coleoptera	Leiodidae	Coloninae	Colon	Colon_serripes	1	1	1	0.9973	0.9973	0.602
FBCOF346-12	Insecta	Coleoptera	Clambidae	Clambinae	Clambus	unk	1	1	0.9703999999999999	0.9703999999999999	0.9703999999999999	0.8663000000000001
FBCOF345-12	Insecta	Coleoptera	Clambidae	Clambinae	Clambus	unk	1	1	0.9658	0.9658	0.9658	0.8773000000000001
FBCOE040-11	Insecta	Coleoptera	Clambidae	Clambinae	Clambus	unk	1	1	0.9658	0.9658	0.9658	0.8773000000000001
FBCOJ037-12	Insecta	Coleoptera	Clambidae	Clambinae	Clambus	unk	1	1	0.9884999999999999	0.9884999999999999	0.9884999999999999	0.9774999999999999
FBCOJ854-13	Insecta	Coleoptera	Cerambycidae	Spondylidinae	unk	unk	1	1	0.7763	0.7763	0.5352	0.5352
FBCOJ852-13	Insecta	Coleoptera	Melandryidae	Melandryinae	unk	unk	1	1	0.3656	0.3656	0.3633	0.3633
FBCOO462-13	Insecta	Coleoptera	Tetratomidae	unk	unk	unk	1	1	0.5337000000000001	0.3656	0.3656	0.3656
FBCOK085-13	Insecta	Coleoptera	Melandryidae	Melandryinae	unk	unk	1	1	0.9035	0.9035	0.6817	0.6817
FBCOH482-12	Insecta	Coleoptera	Cerambycidae	Spondylidinae	unk	unk	1	1	0.7763	0.7763	0.5352	0.5352
FBCOK714-13	Insecta	Coleoptera	Melandryidae	Melandryinae	unk	unk	1	1	1	1	0.8095	0.8095
FBCOG844-12	Insecta	Coleoptera	Hydraenidae	Ochthebiinae	Ochthebius	unk	1	1	0.5863999999999999	0.5863999999999999	0.5863999999999999	0.4782
FBCOO467-13	Insecta	Coleoptera	Tetratomidae	unk	unk	unk	1	1	0.5337000000000001	0.3656	0.3656	0.3656
FBCOI809-12	Insecta	Coleoptera	Anthribidae	Anthribinae	unk	unk	1	1	1	1	0.9721	0.9721
FBCOG522-12	Insecta	Coleoptera	Hydraenidae	unk	unk	unk	1	1	0.8484	0.6393	0.6393	0.6393
FBCOO707-13	Insecta	Coleoptera	Kateretidae	dummy_Kateretidae	unk	unk	1	1	1	1	0.7081	0.7081
FBCOK300-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	unk	unk	1	1	0.7763	0.7763	0.7004999999999999	0.7004999999999999
FBCOJ221-12	Insecta	Coleoptera	Erotylidae	Erotylinae	unk	unk	1	1	0.9612999999999999	0.8731000000000001	0.7888999999999999	0.7888999999999999
FBCOK417-13	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	1	1	1	0.9254	0.8646000000000001	0.8646000000000001
FBCOQ076-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Neocrepidodera	unk	1	1	1	1	0.9428000000000001	0.9223
FBCOJ850-13	Insecta	Coleoptera	Melandryidae	Melandryinae	unk	unk	1	1	0.3656	0.3656	0.3633	0.3633
FBCOO886-13	Insecta	Coleoptera	Chrysomelidae	unk	unk	unk	1	1	0.5354	0.5335	0.5335	0.5335
FBCOO045-13	Insecta	Coleoptera	Chrysomelidae	unk	unk	unk	1	1	0.5648000000000001	0.5629000000000001	0.5629000000000001	0.5629000000000001
FBCOI432-12	Insecta	Coleoptera	Latridiidae	Latridiinae	Cartodere	unk	1	1	1	1	0.9998	0.7449
FBCOK386-13	Insecta	Coleoptera	Latridiidae	Latridiinae	Cartodere	unk	1	1	1	1	0.9998	0.7309
FBCON481-13	Insecta	Coleoptera	Latridiidae	Corticariinae	Corticaria	Corticaria_abietorum	1	1	1	1	1	0.9603999999999999
FBCOG251-12	Insecta	Coleoptera	Latridiidae	Corticariinae	Corticaria	Corticaria_longicollis	1	1	1	1	1	1
FBCOG1057-12	Insecta	Coleoptera	Latridiidae	Corticariinae	Corticaria	unk	1	1	1	1	1	0.9278000000000001
FBCON623-13	Insecta	Coleoptera	Latridiidae	Corticariinae	Melanophthalma	Melanophthalma_transversalis	1	1	1	1	1	1
FBCOI887-12	Insecta	Coleoptera	Coccinellidae	Coccinellinae	Hyperaspis	unk	1	1	1	1	0.9048	0.9048
FBCOK616-13	Insecta	Coleoptera	Coccinellidae	Coccinellinae	Subcoccinella	Subcoccinella_vigintiquatuorpunctata	1	1	1	1	0.9565	0.9565
FBCON787-13	Insecta	Coleoptera	Coccinellidae	Coccinellinae	Scymnus	unk	1	1	1	1	1	0.9224
FBCON489-13	Insecta	Coleoptera	unk	unk	unk	unk	1	1	0.8079000000000001	0.8079000000000001	0.8079000000000001	0.8079000000000001
FBCOG644-12	Insecta	Coleoptera	Corylophidae	Corylophinae	Orthoperus	Orthoperus_corticalis	1	1	1	1	1	0.8462000000000001
FBCOI179-12	Insecta	Coleoptera	Corylophidae	Corylophinae	Orthoperus	Orthoperus_atomus	1	1	1	1	1	0.5781000000000001
FBCOP025-13	Insecta	Coleoptera	Staphylinidae	Pselaphinae	unk	unk	1	1	0.7393	0.7393	0.5379	0.5379
FBCOK453-13	Insecta	Coleoptera	Alexiidae	dummy_Alexiidae	Sphaerosoma	Sphaerosoma_pilosum	1	1	1	1	1	1
FBCOI616-12	Insecta	Coleoptera	Cerylonidae	Ceryloninae	Cerylon	unk	1	1	0.5872999999999999	0.5872999999999999	0.5872999999999999	0.5872999999999999
FBCOG575-12	Insecta	Coleoptera	unk	unk	unk	unk	1	1	0.7286	0.7286	0.7286	0.7286
FBCON225-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.5127	0.5127
FBCOF775-12	Insecta	Coleoptera	Brentidae	Apioninae	Oxystoma	unk	1	1	1	1	0.5384	0.5302
FBCOF983-12	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.5525	0.5525
FBCOP210-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.6323	0.6323
FBCOP736-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.5668000000000001	0.5668000000000001
FBCOI282-12	Insecta	Coleoptera	Brentidae	Apioninae	Stenopterapion	Stenopterapion_meliloti	1	1	1	1	1	1
FBCOE371-12	Insecta	Coleoptera	Brentidae	Apioninae	Eutrichapion	Eutrichapion_facetum	1	1	1	1	0.9541000000000001	0.8238000000000001
FBCOF1056-12	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.5463	0.5463
FBCOK024-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.8650000000000001	0.8650000000000001
FBCOF158-12	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.9767	0.9767
FBCOP296-13	Insecta	Coleoptera	Brentidae	Apioninae	Ischnopterapion	unk	1	1	1	1	0.8196000000000001	0.8106000000000001
FBCOK728-13	Insecta	Coleoptera	Brentidae	Apioninae	Eutrichapion	unk	1	1	1	1	0.9264	0.8615
FBCOF481-12	Insecta	Coleoptera	Brentidae	Apioninae	Eutrichapion	Eutrichapion_facetum	1	1	1	1	1	0.5049
FBCOF157-12	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.9741	0.9741
FBCOP881-13	Insecta	Coleoptera	Brentidae	Apioninae	Ischnopterapion	unk	1	1	1	1	0.9374	0.7926
FBCOP064-13	Insecta	Coleoptera	Brentidae	Apioninae	Eutrichapion	Eutrichapion_ervi	1	1	1	1	1	1
FBCON371-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.8543000000000001	0.8543000000000001
FBCON212-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.8223	0.8223
FBCOP681-13	Insecta	Coleoptera	Brentidae	Apioninae	Ischnopterapion	unk	1	1	1	1	0.7127	0.6937
FBCOF1014-12	Insecta	Coleoptera	Brentidae	Apioninae	Cyanapion	unk	1	1	1	1	1	0.7397
FBCON346-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.8139000000000001	0.8139000000000001
FBCOH628-12	Insecta	Coleoptera	Brentidae	Apioninae	Eutrichapion	unk	1	1	1	1	0.9998	0.6756
FBCOP285-13	Insecta	Coleoptera	Brentidae	Apioninae	Ischnopterapion	unk	1	1	1	1	0.9486000000000001	0.8778000000000001
FBCOQ192-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.5668000000000001	0.5668000000000001
FBCOK729-13	Insecta	Coleoptera	Brentidae	Apioninae	Ischnopterapion	Ischnopterapion_loti	1	1	1	1	1	1
FBCOQ191-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.5668000000000001	0.5668000000000001
FBCOP245-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.7398	0.7398
FBCOF160-12	Insecta	Coleoptera	Brentidae	Apioninae	Ischnopterapion	unk	1	1	1	1	0.8256000000000001	0.8256000000000001
FBCOH374-12	Insecta	Coleoptera	Brentidae	Apioninae	Apion	Apion_frumentarium	1	1	1	1	1	0.9681
FBCOJ366-12	Insecta	Coleoptera	Brentidae	Apioninae	Apion	Apion_frumentarium	1	1	1	1	1	0.9998
FBCOQ121-13	Insecta	Coleoptera	Brentidae	Apioninae	Apion	Apion_frumentarium	1	1	1	1	1	0.9998
FBCON211-13	Insecta	Coleoptera	Brentidae	Apioninae	Apion	unk	1	1	1	1	1	0.7094999999999999
FBCOP835-13	Insecta	Coleoptera	Brentidae	Apioninae	Apion	Apion_cruentatum	1	1	1	1	1	0.9999
FBCON840-13	Insecta	Coleoptera	Brentidae	Apioninae	Apion	unk	1	1	1	1	1	0.763
FBCOO335-13	Insecta	Coleoptera	Brentidae	Apioninae	Apion	unk	1	1	1	1	1	0.763
FBCOJ197-12	Insecta	Coleoptera	Brentidae	Apioninae	Apion	unk	1	1	1	1	0.6282	0.6282
FBCOK301-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.5367000000000001	0.5367000000000001
FBCON784-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.5367000000000001	0.5367000000000001
FBCOK724-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.9931	0.9931
FBCOP702-13	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	Protapion_assimile	1	1	1	1	1	0.9517000000000001
FBCOG909-12	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	Protapion_assimile	1	1	1	1	1	1
FBCOP700-13	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	Protapion_assimile	1	1	1	1	1	0.973
FBCON780-13	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	unk	1	1	1	1	1	0.9406000000000001
FBCON783-13	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	unk	1	1	1	1	0.5887	0.48810000000000003
FBCON779-13	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	unk	1	1	1	1	1	0.983
FBCOK076-13	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	unk	1	1	1	1	0.9847	0.9846
FBCOK723-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.9329000000000001	0.9329000000000001
FBCOQ122-13	Insecta	Coleoptera	Brentidae	Apioninae	Catapion	Catapion_seniculus	1	1	1	1	1	1
FBCOK727-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.8753000000000001	0.8753000000000001
FBCOP366-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.8174	0.8174
FBCON782-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.5367000000000001	0.5367000000000001
FBCOJ354-12	Insecta	Coleoptera	Brentidae	Apioninae	Taeniapion	Taeniapion_urticarium	1	1	1	1	0.5006	0.5006
FBCOP377-13	Insecta	Coleoptera	Brentidae	Apioninae	Taeniapion	Taeniapion_urticarium	1	1	1	1	0.5216000000000001	0.5216000000000001
FBCOK725-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.9951	0.9951
FBCOP367-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.7978	0.7978
FBCOQ146-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.8650000000000001	0.8650000000000001
FBCOP065-13	Insecta	Coleoptera	Brentidae	Apioninae	Eutrichapion	unk	1	1	1	1	0.9201	0.8605
FBCON216-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	1	1
FBCOJ356-12	Insecta	Coleoptera	Brentidae	Apioninae	Ceratapion	Ceratapion_onopordi	1	1	1	1	1	1
FBCON223-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.8153	0.8153
FBCON218-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	1	1
FBCOJ841-13	Insecta	Coleoptera	Brentidae	Apioninae	Perapion	unk	1	1	1	1	1	0.8440000000000001
FBCOK304-13	Insecta	Coleoptera	Brentidae	Apioninae	unk	unk	1	1	1	1	0.48590000000000005	0.48590000000000005
FBCOG1316-12	Insecta	Coleoptera	Brentidae	Nanophyinae	Nanophyes	Nanophyes_marmoratus	1	1	1	1	1	1
FBCOP056-13	Insecta	Coleoptera	Brentidae	Nanophyinae	Nanophyes	Nanophyes_marmoratus	1	1	1	1	1	1
FBCOO115-13	Insecta	Coleoptera	Cerambycidae	Cerambycinae	unk	unk	1	1	1	1	0.9903	0.9903
FBCOP200-13	Insecta	Coleoptera	Cerambycidae	Cerambycinae	unk	unk	1	1	1	1	0.9176000000000001	0.9176000000000001
FBCOE821-12	Insecta	Coleoptera	Cerambycidae	Cerambycinae	unk	unk	1	1	1	1	0.9462	0.9462
FBCON594-13	Insecta	Coleoptera	Cerambycidae	unk	unk	unk	1	1	1	0.5659000000000001	0.5659000000000001	0.5659000000000001
FBCON777-13	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	1	1	1	1	0.966	0.966
FBCON707-13	Insecta	Coleoptera	unk	unk	unk	unk	1	1	0.5184	0.5184	0.5184	0.5184
FBCOE822-12	Insecta	Coleoptera	Cerambycidae	Cerambycinae	unk	unk	1	1	1	1	0.9497000000000001	0.9497000000000001
FBCOK037-13	Insecta	Coleoptera	Cerambycidae	Cerambycinae	unk	unk	1	1	1	1	1	1
FBCON747-13	Insecta	Coleoptera	unk	unk	unk	unk	1	1	0.5184	0.5184	0.5184	0.5184
FBCOF457-12	Insecta	Coleoptera	Cerambycidae	Lamiinae	Monochamus	Monochamus_sutor	1	1	1	1	1	0.7977
FBCOJ827-13	Insecta	Coleoptera	Cerambycidae	Lamiinae	Exocentrus	Exocentrus_lusitanus	1	1	1	1	1	1
FBCOG1377-12	Insecta	Coleoptera	Cerambycidae	Lamiinae	Oberea	Oberea_oculata	1	1	1	1	1	1
FBCOG1425-12	Insecta	Coleoptera	Cerambycidae	Lamiinae	Mesosa	Mesosa_myops	1	1	1	1	0.8732000000000001	0.8732000000000001
FBCOG1086-12	Insecta	Coleoptera	Cerambycidae	Lamiinae	unk	unk	1	1	1	1	0.8944	0.8944
FBCOF422-12	Insecta	Coleoptera	Cerambycidae	Lepturinae	Stictoleptura	unk	1	1	1	1	0.6034999999999999	0.4292
FBCOE800-12	Insecta	Coleoptera	Cerambycidae	Lepturinae	Stictoleptura	unk	1	1	1	1	0.5291	0.4544
FBCOF1085-12	Insecta	Coleoptera	Cerambycidae	Lepturinae	Leptura	Leptura_quadrifasciata	1	1	1	1	1	0.6959
FBCOK483-13	Insecta	Coleoptera	Cerambycidae	Lepturinae	unk	unk	1	1	1	1	0.6729999999999999	0.6729999999999999
FBCOF011-12	Insecta	Coleoptera	Cerambycidae	Lepturinae	Lepturobosca	Lepturobosca_virens	1	1	1	1	1	1
FBCOF024-12	Insecta	Coleoptera	Cerambycidae	Lepturinae	Judolia	Judolia_sexmaculata	1	1	1	1	1	1
FBCOF748-12	Insecta	Coleoptera	Melandryidae	Melandryinae	Abdera	unk	1	1	0.9309000000000001	0.9309000000000001	0.904	0.7031999999999999
FBCOH486-12	Insecta	Coleoptera	Ciidae	Ciinae	Cis	Cis_bidentatus	1	1	1	1	1	1
FBCON712-13	Insecta	Coleoptera	Ciidae	Ciinae	unk	unk	1	1	1	1	0.8417000000000001	0.8417000000000001
FBCOO305-13	Insecta	Coleoptera	Ciidae	Ciinae	Cis	Cis_comptus	1	1	1	1	1	0.6782999999999999
FBCOO306-13	Insecta	Coleoptera	Ciidae	Ciinae	Cis	Cis_comptus	1	1	1	1	1	0.6782999999999999
FBCOH767-12	Insecta	Coleoptera	Ciidae	Ciinae	Cis	Cis_punctulatus	1	1	1	1	1	1
FBCOG1046-12	Insecta	Coleoptera	Ciidae	Ciinae	unk	unk	1	1	1	1	0.6831999999999999	0.6831999999999999
FBCON693-13	Insecta	Coleoptera	Ciidae	Ciinae	Cis	unk	1	1	1	1	1	0.9652
FBCOH309-12	Insecta	Coleoptera	Ciidae	Ciinae	Cis	Cis_boleti	1	1	1	1	1	1
FBCOH460-12	Insecta	Coleoptera	Ciidae	Ciinae	unk	unk	1	1	0.9999	0.9999	0.8946000000000001	0.8946000000000001
FBCOF245-12	Insecta	Coleoptera	Ciidae	Ciinae	unk	unk	1	1	1	1	0.6820999999999999	0.6820999999999999
FBCOQ011-13	Insecta	Coleoptera	Ciidae	Ciinae	unk	unk	1	1	1	1	0.5769000000000001	0.5769000000000001
FBCOH818-12	Insecta	Coleoptera	Ciidae	Ciinae	Cis	Cis_glabratus	1	1	1	1	1	0.9998
FBCOJ417-12	Insecta	Coleoptera	Ciidae	Ciinae	Orthocis	Orthocis_alni	1	1	1	1	1	1
FBCOP453-13	Insecta	Coleoptera	Ciidae	Ciinae	Cis	unk	1	1	1	1	1	0.8784000000000001
FBCOP549-13	Insecta	Coleoptera	Ciidae	Ciinae	unk	unk	1	1	1	1	0.7764	0.7764
FBCOO303-13	Insecta	Coleoptera	Ciidae	Ciinae	unk	unk	1	1	0.9251	0.9251	0.9251	0.9251
FBCOO304-13	Insecta	Coleoptera	Ciidae	Ciinae	unk	unk	1	1	0.9259000000000001	0.9259000000000001	0.9259000000000001	0.9259000000000001
FBCOP461-13	Insecta	Coleoptera	Ciidae	Ciinae	Cis	unk	1	1	1	1	1	0.8636000000000001
FBCOF1100-12	Insecta	Coleoptera	Ciidae	Ciinae	unk	unk	1	1	0.9259000000000001	0.9259000000000001	0.9259000000000001	0.9259000000000001
FBCON161-13	Insecta	Coleoptera	Melandryidae	Melandryinae	unk	unk	1	1	1	1	0.7687	0.7687
FBCOJ851-13	Insecta	Coleoptera	Melandryidae	Melandryinae	unk	unk	1	1	0.3656	0.3656	0.3633	0.3633
FBCOK164-13	Insecta	Coleoptera	Tetratomidae	Hallomeninae	Hallomenus	Hallomenus_axillaris	1	1	0.9634999999999999	0.5274	0.5274	0.5274
FBCON708-13	Insecta	Coleoptera	Mycetophagidae	Mycetophaginae	Mycetophagus	unk	1	1	1	1	1	0.9435
FBCOO155-13	Insecta	Coleoptera	Oedemeridae	Oedemerinae	Oedemera	unk	1	1	1	0.9854999999999999	0.7404	0.7278
FBCON228-13	Insecta	Coleoptera	Melandryidae	Melandryinae	unk	unk	1	1	1	1	0.9214	0.9214
FBCOO156-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	unk	1	1	1	1	0.6492	0.6492
FBCOI805-12	Insecta	Coleoptera	Tetratomidae	unk	unk	unk	1	1	1	0.5861	0.5861	0.5861
FBCON726-13	Insecta	Coleoptera	Tetratomidae	unk	unk	unk	1	1	1	0.54	0.54	0.54
FBCOE1312-12	Insecta	Coleoptera	Oedemeridae	Oedemerinae	Oedemera	unk	1	1	0.9889	0.9726	0.6851999999999999	0.6851999999999999
FBCOP872-13	Insecta	Coleoptera	Oedemeridae	Oedemerinae	Chrysanthia	unk	1	1	1	1	0.6647	0.6148
FBCOG1081-12	Insecta	Coleoptera	Dermestidae	Dermestinae	Dermestes	unk	1	1	1	1	1	0.7266
FBCON758-13	Insecta	Coleoptera	Dermestidae	Dermestinae	Dermestes	unk	1	1	1	1	1	0.9522
FBCOO869-13	Insecta	Coleoptera	Dermestidae	Dermestinae	Dermestes	unk	1	1	1	0.7163999999999999	0.7163999999999999	0.7163999999999999
FBCOG900-12	Insecta	Coleoptera	Ptinidae	Ernobiinae	unk	unk	1	1	0.9649	0.8923	0.7374999999999999	0.7374999999999999
FBCOO075-13	Insecta	Coleoptera	Dermestidae	Megatominae	Anthrenus	unk	1	1	1	1	0.6748	0.6747
FBCOF856-12	Insecta	Coleoptera	Ptinidae	Dorcatominae	Dorcatoma	Dorcatoma_punctulata	1	1	1	1	1	1
FBCOI378-12	Insecta	Coleoptera	Ptinidae	Dorcatominae	Dorcatoma	Dorcatoma_robusta	1	1	1	1	1	1
FBCOF1052-12	Insecta	Coleoptera	Ptinidae	Dorcatominae	Dorcatoma	Dorcatoma_dresdensis	1	1	1	1	1	1
FBCOO136-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Euryusa	Euryusa_castanoptera	1	1	0.9838	0.9838	0.5446000000000001	0.5446000000000001
FBCOQ041-13	Insecta	Coleoptera	Ptinidae	Xyletininae	Xyletinus	Xyletinus_planicollis	1	1	1	1	1	0.5322
FBCOF337-12	Insecta	Coleoptera	Ptinidae	Anobiinae	Anobium	unk	1	1	1	1	1	0.6513
FBCON603-13	Insecta	Coleoptera	Ptinidae	unk	unk	unk	1	1	1	0.8178000000000001	0.8178000000000001	0.8178000000000001
FBCON483-13	Insecta	Coleoptera	Ptinidae	unk	unk	unk	1	1	1	0.8302	0.8302	0.8302
FBCOO866-13	Insecta	Coleoptera	Ptinidae	unk	unk	unk	1	1	1	0.8151	0.8151	0.8151
FBCOG060-12	Insecta	Coleoptera	Staphylinidae	Staphylininae	unk	unk	1	1	0.6444	0.6444	0.4921	0.4921
FBCON683-13	Insecta	Coleoptera	Ptinidae	unk	unk	unk	1	1	0.9624999999999999	0.9624999999999999	0.9624999999999999	0.9624999999999999
FBCOO818-13	Insecta	Coleoptera	Ptinidae	unk	unk	unk	1	1	1	0.978	0.978	0.978
FBCOG250-12	Insecta	Coleoptera	Ptinidae	Ptininae	Ptinus	Ptinus_subpillosus	1	1	1	1	1	1
