ID	class	order	family	subfamily	genus	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_genus
FBCOB862-10	Insecta	Coleoptera	Byrrhidae	Byrrhinae	unk	1	1	1	1	0.9107000000000001
FBCOB892-10	Insecta	Coleoptera	Byrrhidae	Byrrhinae	Cytilus	1	1	1	1	1
FBCOB893-10	Insecta	Coleoptera	Byrrhidae	Byrrhinae	Cytilus	1	1	1	1	1
FBCOB533-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.7553	0.7553	0.7553
FBCOD562-11	Insecta	Coleoptera	Elateridae	Negastriinae	unk	1	1	1	0.8029000000000001	0.4955
FBCOA784-10	Insecta	Coleoptera	Elateridae	Dendrometrinae	Anostirus	1	1	1	1	1
FBCOC423-10	Insecta	Coleoptera	Elateridae	Dendrometrinae	unk	1	1	1	1	0.608
FBCOC424-10	Insecta	Coleoptera	Elateridae	Dendrometrinae	unk	1	1	1	1	0.608
FBCOA786-10	Insecta	Coleoptera	Elateridae	Dendrometrinae	Selatosomus	1	1	1	0.9324	0.8538000000000001
FBCOB547-10	Insecta	Coleoptera	Elateridae	unk	unk	1	1	1	0.3374	0.3374
FBCOB323-10	Insecta	Coleoptera	Elateridae	Elaterinae	Ampedus	1	1	1	1	1
FBCOB522-10	Insecta	Coleoptera	Elateridae	Elaterinae	Ampedus	1	1	1	1	1
FBCOB658-10	Insecta	Coleoptera	Elateridae	Elaterinae	Ampedus	1	1	1	1	1
FBCOD599-11	Insecta	Coleoptera	Elateridae	Elaterinae	Melanotus	1	1	1	1	0.6698
AGRID026-10	Insecta	Coleoptera	Elateridae	Elaterinae	unk	1	1	1	0.9213	0.7054999999999999
AGRID027-10	Insecta	Coleoptera	Elateridae	Elaterinae	unk	1	1	1	0.9213	0.7054999999999999
FBCOC796-10	Insecta	Coleoptera	Mordellidae	Mordellinae	Mordellistena	1	1	1	1	1
FBCOC811-10	Insecta	Coleoptera	Bostrichidae	unk	unk	1	1	0.9942	0.7213999999999999	0.7213999999999999
FBCOC596-10	Insecta	Coleoptera	Throscidae	dummy_Throscidae	Trixagus	1	1	1	1	1
FBCOD719-11	Insecta	Coleoptera	Heteroceridae	Heterocerinae	Augyles	1	1	0.9116000000000001	0.9116000000000001	0.7347
BISCE121-17	Insecta	Coleoptera	Eucnemidae	unk	unk	1	1	0.5046	0.4959	0.4959
FBCOD718-11	Insecta	Coleoptera	Heteroceridae	Heterocerinae	Augyles	1	1	0.9116000000000001	0.9116000000000001	0.7347
FBAQU154-09	Insecta	Coleoptera	Elmidae	Elminae	Elmis	1	1	1	1	1
FBAQU406-10	Insecta	Coleoptera	Elmidae	Elminae	Elmis	1	1	1	1	1
FBAQU671-10	Insecta	Coleoptera	Elmidae	Elminae	Elmis	1	1	1	1	1
FBAQU675-10	Insecta	Coleoptera	Elmidae	Elminae	unk	1	1	0.4474	0.4474	0.40790000000000004
FBAQU412-10	Insecta	Coleoptera	Elmidae	Elminae	unk	1	1	0.4474	0.4474	0.40790000000000004
FBCOB859-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.7476	0.7476	0.7476
FBCOC638-10	Insecta	Coleoptera	Ptinidae	Dorcatominae	Dorcatoma	1	1	1	1	0.8270000000000001
FBCOD775-11	Insecta	Coleoptera	Ptinidae	Dorcatominae	Dorcatoma	1	1	1	1	0.8270000000000001
FBCOC528-10	Insecta	Coleoptera	Ptinidae	unk	unk	1	1	1	0.6787	0.6787
FBCOC495-10	Insecta	Coleoptera	Ptinidae	Xyletininae	Xyletinus	1	1	1	0.6151	0.6151
FBCOC177-10	Insecta	Coleoptera	Ptinidae	unk	unk	1	1	1	0.6472	0.6472
FBCOC818-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.31980000000000003	0.31980000000000003	0.31980000000000003
CICRP046-15	Insecta	Coleoptera	Ptinidae	unk	unk	1	1	1	0.7501	0.7501
FBCOA856-10	Insecta	Coleoptera	Staphylinidae	Staphylininae	unk	1	1	0.6508	0.6508	0.3957
CSP045-09	Insecta	Coleoptera	Lucanidae	unk	unk	1	1	0.5309	0.4181	0.4181
FBCOC408-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.8915	0.8915	0.8915
FBCOB385-10	Insecta	Coleoptera	Ptinidae	Ernobiinae	Ernobius	1	1	1	1	0.8917
FBCOA905-10	Insecta	Coleoptera	Ptinidae	Ernobiinae	Ernobius	1	1	1	1	1
FBCOC793-10	Insecta	Coleoptera	Ptinidae	Ernobiinae	Ernobius	1	1	1	1	1
FBCOB393-10	Insecta	Coleoptera	Ciidae	Ciinae	unk	1	1	1	1	0.8258000000000001
FBCOD918-11	Insecta	Coleoptera	Ciidae	Ciinae	Cis	1	1	1	1	1
FBCOD921-11	Insecta	Coleoptera	Ciidae	Ciinae	Cis	1	1	1	1	1
FBCOA641-10	Insecta	Coleoptera	Ciidae	Ciinae	Cis	1	1	1	1	1
FBCOA557-10	Insecta	Coleoptera	Ciidae	Ciinae	Cis	1	1	1	1	1
FBCOD922-11	Insecta	Coleoptera	Ciidae	Ciinae	Cis	1	1	1	1	1
FBCOB391-10	Insecta	Coleoptera	Ciidae	Ciinae	unk	1	1	1	1	0.7980999999999999
FBCOA870-10	Insecta	Coleoptera	Ciidae	Ciinae	Orthocis	1	1	1	1	1
FBCOA823-10	Insecta	Coleoptera	Ciidae	Ciinae	unk	1	1	1	1	0.6124999999999999
FBCOD926-11	Insecta	Coleoptera	Ciidae	Ciinae	Sulcacis	1	1	1	1	1
FBCOA642-10	Insecta	Coleoptera	Ciidae	Ciinae	unk	1	1	0.9999	0.9999	0.9752
FBCOD916-11	Insecta	Coleoptera	Ciidae	Ciinae	Octotemnus	1	1	1	1	0.9998
FBCOB392-10	Insecta	Coleoptera	Ciidae	Ciinae	unk	1	1	1	1	0.8258000000000001
FBCOD913-11	Insecta	Coleoptera	Ciidae	Ciinae	Ennearthron	1	1	1	1	1
FBCOD601-11	Insecta	Coleoptera	Lycidae	Erotinae	unk	1	1	1	0.9135	0.9025
FBCOB988-10	Insecta	Coleoptera	Lycidae	Erotinae	Dictyoptera	1	1	1	1	1
FBCOA315-10	Insecta	Coleoptera	Lycidae	unk	unk	1	1	1	0.774	0.774
FBCOB566-10	Insecta	Coleoptera	Hydraenidae	Ochthebiinae	Ochthebius	1	1	0.7023999999999999	0.45180000000000003	0.45180000000000003
FBCOA887-10	Insecta	Coleoptera	Rhadalidae	Rhadalinae	Aplocnemus	1	1	0.9297000000000001	0.9297000000000001	0.9297000000000001
FBCOB314-10	Insecta	Coleoptera	Histeridae	Abraeinae	Plegaderus	1	1	0.7686000000000001	0.7686000000000001	0.7686000000000001
FBCOC762-10	Insecta	Coleoptera	Histeridae	Saprininae	Hypocaccus	1	1	1	1	1
FBCOC761-10	Insecta	Coleoptera	Histeridae	Saprininae	Hypocaccus	1	1	1	1	1
FBCOC499-10	Insecta	Coleoptera	Histeridae	Saprininae	unk	1	1	1	1	0.8447000000000001
FBCOC600-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	unk	1	1	1	1	1
FBCOA084-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Melinopterus	1	1	1	1	1
FBCOC599-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	unk	1	1	1	1	1
FBCOA038-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	unk	1	1	1	1	0.9448000000000001
FBCOA056-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Agrilinus	1	1	1	1	1
FBCOD1164-11	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	unk	1	1	1	1	0.9448000000000001
FBAQU455-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.40130000000000005	0.40130000000000005	0.40130000000000005
FBCOC755-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Bodilopsis	1	1	1	1	1
FBCOB509-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Otophorus	1	1	1	1	1
FBCOC323-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	unk	1	1	1	1	0.7761
FBCOB427-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	unk	1	1	0.7696000000000001	0.7696000000000001	0.6123
FBCOB886-10	Insecta	Coleoptera	Staphylinidae	Paederinae	unk	1	1	0.9532	0.9532	0.7182999999999999
FBCOB428-10	Insecta	Coleoptera	Staphylinidae	Omaliinae	unk	1	1	0.7162999999999999	0.7162999999999999	0.6633999999999999
FBCOB869-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Psammodius	1	1	1	1	0.8578000000000001
FBCOD1229-11	Insecta	Coleoptera	Scarabaeidae	unk	unk	1	1	1	0.8332	0.8332
FBCOD1228-11	Insecta	Coleoptera	Scarabaeidae	Rutelinae	unk	1	1	1	0.9766	0.7888
FBCOB508-10	Insecta	Coleoptera	Lucanidae	unk	unk	1	1	0.5704	0.3608	0.3608
FBCOC488-10	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	Protaetia	1	1	1	1	1
FBCOB769-10	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	unk	1	1	1	1	0.7699
FBCOC487-10	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	unk	1	1	1	0.9823999999999999	0.8996000000000001
FBCOC500-10	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	unk	1	1	1	0.982	0.9008
FBCOB829-10	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Melolontha	1	1	1	1	1
FBCOB828-10	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Melolontha	1	1	1	1	1
FBCOC535-10	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	unk	1	1	1	0.8278000000000001	0.8224
FBAQU054-09	Insecta	Coleoptera	Hydraenidae	Hydraeninae	Hydraena	1	1	1	1	1
FBCOA353-10	Insecta	Coleoptera	Cerambycidae	Lepturinae	Pachyta	1	1	0.5428000000000001	0.5428000000000001	0.39940000000000003
FBCOC491-10	Insecta	Coleoptera	Cerambycidae	Lepturinae	Pachyta	1	1	0.5784	0.5784	0.41630000000000006
FBAQU161-09	Insecta	Coleoptera	Hydraenidae	unk	unk	1	1	0.7879999999999999	0.42910000000000004	0.42910000000000004
FBAQU453-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.5111	0.5111	0.5111
FBCOB202-10	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalus	1	1	1	1	1
FBCOB249-10	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	unk	1	1	1	1	0.9213
FBCOC773-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Chaetocnema	1	1	1	1	1
FBCOC949-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Chaetocnema	1	1	1	1	1
FBCOC855-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Psylliodes	1	1	1	1	1
FBCOC854-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Psylliodes	1	1	1	1	1
FBCOB632-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	unk	1	1	1	1	0.6313
FBCOD694-11	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Neocrepidodera	1	1	1	1	1
FBCOB185-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Phyllotreta	1	1	1	1	1
FBCOD1135-11	Insecta	Coleoptera	Chrysomelidae	Galerucinae	unk	1	1	1	1	0.8240000000000001
FBCOB188-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	unk	1	1	1	0.9999	0.9884999999999999
FBCOB1030-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Longitarsus	1	1	1	1	1
FBCOA866-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Longitarsus	1	1	1	1	1
FBCOB538-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Longitarsus	1	1	1	1	1
FBCOB759-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Longitarsus	1	1	1	1	1
FBCOD1172-11	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Longitarsus	1	1	1	1	1
FBCOB760-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Longitarsus	1	1	1	1	1
FBCOB336-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Longitarsus	1	1	1	1	1
FBCOB313-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Longitarsus	1	1	1	1	1
FBCOA229-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Longitarsus	1	1	1	1	1
FBCOD488-11	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Lochmaea	1	1	1	1	1
FBCOD1069-11	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Chrysolina	1	1	1	1	1
FBCOD1189-11	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Phratora	1	1	1	1	1
FBCOC589-10	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Phratora	1	1	1	1	1
FBCOD547-11	Insecta	Coleoptera	Chrysomelidae	Cassidinae	Cassida	1	1	1	1	1
FBCOD1175-11	Insecta	Coleoptera	Chrysomelidae	Cassidinae	Cassida	1	1	1	1	1
FBCOA878-10	Insecta	Coleoptera	Melyridae	Dasytinae	Dasytes	1	1	0.4692	0.4611	0.4471
FBCOB807-10	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	unk	1	1	1	1	0.8192
FBCOB496-10	Insecta	Coleoptera	Chrysomelidae	Donaciinae	Plateumaris	1	1	1	1	1
CSP031-09	Insecta	Coleoptera	Chrysomelidae	Bruchinae	Acanthoscelides	1	1	1	1	1
FBCOA550-10	Insecta	Coleoptera	Chrysomelidae	Bruchinae	Bruchus	1	1	1	1	1
FBCOC433-10	Insecta	Coleoptera	Cleridae	unk	unk	1	1	0.9894999999999999	0.8226000000000001	0.8226000000000001
FBAQU685-10	Insecta	Coleoptera	Hydrophilidae	Hydrophilinae	Laccobius	1	1	1	1	0.972
FBAQU1039-10	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	Helophorus	1	1	1	1	1
FBAQU1038-10	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	Helophorus	1	1	1	1	1
FBAQU291-09	Insecta	Coleoptera	Hydrophilidae	Enochrinae	Enochrus	1	1	1	1	1
FBAQU1037-10	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	Helophorus	1	1	1	1	1
FBAQU1045-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.7603	0.7603	0.7603
FBCOD210-11	Insecta	Coleoptera	unk	unk	unk	1	1	0.7632	0.7632	0.7632
FBCOB856-10	Insecta	Coleoptera	Hydrophilidae	Chaetarthriinae	Chaetarthria	1	1	1	1	0.7910999999999999
FBCOB888-10	Insecta	Coleoptera	Hydrophilidae	Chaetarthriinae	Chaetarthria	1	1	1	1	0.9199
FBCOB855-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.2221	0.2221	0.2221
FBAQU990-10	Insecta	Coleoptera	unk	unk	unk	1	1	0.7599	0.7599	0.7599
FBAQU417-10	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	Helophorus	1	1	1	1	1
FBAQU018-09	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	Helophorus	1	1	1	1	1
FBAQU1023-10	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	Helophorus	1	1	0.9999	0.9999	0.9999
FBAQU097-09	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	Helophorus	1	1	1	1	1
FBCOC187-10	Insecta	Coleoptera	Silphidae	Silphinae	Oiceoptoma	1	1	1	1	1
FBCOA830-10	Insecta	Coleoptera	Leiodidae	Leiodinae	Agathidium	1	1	1	1	1
FBCOB688-10	Insecta	Coleoptera	Leiodidae	Cholevinae	unk	1	1	1	0.7493	0.6641999999999999
FBCOB1002-10	Insecta	Coleoptera	Leiodidae	Cholevinae	unk	1	1	1	0.6254	0.5527000000000001
FBCOC728-10	Insecta	Coleoptera	Leiodidae	Cholevinae	unk	1	1	1	0.5237	0.4722
FBCOB419-10	Insecta	Coleoptera	Leiodidae	unk	unk	1	1	1	0.4496	0.4496
FBCOC816-10	Insecta	Coleoptera	Leiodidae	Leiodinae	Leiodes	1	1	1	1	1
FBCOB1036-10	Insecta	Coleoptera	Leiodidae	Leiodinae	Leiodes	1	1	1	1	1
FBCOB151-10	Insecta	Coleoptera	Leiodidae	Leiodinae	unk	1	1	1	0.42050000000000004	0.42050000000000004
FBCOB687-10	Insecta	Coleoptera	Leiodidae	Cholevinae	unk	1	1	1	0.7639	0.6748
FBCOD541-11	Insecta	Coleoptera	Leiodidae	Cholevinae	Catops	1	1	1	1	0.7515
FBCOB396-10	Insecta	Coleoptera	Leiodidae	Cholevinae	Catops	1	1	1	1	0.8049000000000001
FBCOD824-11	Insecta	Coleoptera	Leiodidae	Cholevinae	Catops	1	1	1	1	0.7515
FBCOB369-10	Insecta	Coleoptera	Leiodidae	Cholevinae	Choleva	1	1	1	1	1
FBCOA801-10	Insecta	Coleoptera	Leiodidae	Cholevinae	Nargus	1	1	1	1	0.7862999999999999
CHOLH107-12	Insecta	Coleoptera	Leiodidae	Cholevinae	Choleva	1	1	1	1	0.6436000000000001
FBCOB929-10	Insecta	Coleoptera	Leiodidae	Cholevinae	Choleva	1	1	1	1	0.8590000000000001
FBCOD856-11	Insecta	Coleoptera	Leiodidae	Cholevinae	Nargus	1	1	1	1	0.7619
FBCOC729-10	Insecta	Coleoptera	Leiodidae	Cholevinae	unk	1	1	1	0.5237	0.4722
FBCOB796-10	Insecta	Coleoptera	Leiodidae	Cholevinae	Nemadus	1	1	1	1	1
FBCOB751-10	Insecta	Coleoptera	Leiodidae	Cholevinae	unk	1	1	1	0.5203	0.4959
FBCOB998-10	Insecta	Coleoptera	Leiodidae	Coloninae	Colon	1	1	1	0.997	0.997
FBCOB682-10	Insecta	Coleoptera	Leiodidae	Coloninae	Colon	1	1	1	0.9999	0.9999
FBCOA897-10	Insecta	Coleoptera	Leiodidae	Coloninae	Colon	1	1	1	0.9520000000000001	0.9520000000000001
FBCOA674-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Calodera	1	1	1	1	0.6987
FBCOB840-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Calodera	1	1	1	1	1
FBCOA683-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	1	0.9435
FBCOA431-10	Insecta	Coleoptera	Staphylinidae	Omaliinae	unk	1	1	0.9572	0.6804999999999999	0.4901
FBCOA466-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Haploglossa	1	1	1	1	1
FBCOA802-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Gyrophaena	1	1	1	1	1
FBCOB710-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	0.9807	0.9418000000000001
FBCOA023-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Atheta	1	1	1	1	0.8506000000000001
FBCOB180-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	0.977	0.9769
FBCOB837-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	0.9807	0.9418000000000001
FBCOA103-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Myllaena	1	1	1	1	1
FBCOA663-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Ischnoglossa	1	1	1	1	0.5619000000000001
FBCOD741-11	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Acrotona	1	1	1	1	0.8660000000000001
FBCOA867-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Dinaraea	1	1	1	1	0.6394
FBCOC851-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Acrotona	1	1	1	1	0.5674
FBCOA882-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	1	0.6033999999999999
FBCOD710-11	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Pella	1	1	1	1	1
FBCOD552-11	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	1	1
FBCOA020-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Atheta	1	1	1	1	1
FBCOB816-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Atheta	1	1	1	1	1
FBCOC852-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Acrotona	1	1	1	1	0.5674
FBCOC760-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Atheta	1	1	1	1	1
FBCOA189-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Atheta	1	1	1	1	1
FBCOA585-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Acrotona	1	1	1	1	1
FBCOD1047-11	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Liogluta	1	1	1	1	0.9532
FBCOA587-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Atheta	1	1	1	1	1
FBCOA081-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Aleochara	1	1	1	1	1
FBCOB883-10	Insecta	Coleoptera	Staphylinidae	Oxytelinae	unk	1	1	1	1	0.6019
FBCOD930-11	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Autalia	1	1	1	1	1
FBCOB441-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Leptusa	1	1	1	1	0.9726
FBCOA895-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	1	1	0.583
FBCOA177-10	Insecta	Coleoptera	Staphylinidae	Omaliinae	unk	1	1	1	0.9742	0.8414
FBCOA227-10	Insecta	Coleoptera	Staphylinidae	Omaliinae	Omalium	1	1	1	1	0.9867
FBCOD703-11	Insecta	Coleoptera	Staphylinidae	Omaliinae	Olophrum	1	1	1	1	1
FBCOA163-10	Insecta	Coleoptera	Staphylinidae	Omaliinae	Acidota	1	1	1	1	1
FBCOA233-10	Insecta	Coleoptera	Staphylinidae	Omaliinae	Coryphium	1	1	1	1	0.6362
FBCOD707-11	Insecta	Coleoptera	Staphylinidae	Omaliinae	Lesteva	1	1	1	1	1
FBCOD1094-11	Insecta	Coleoptera	Staphylinidae	Omaliinae	Anthophagus	1	1	1	1	1
FBCOD669-11	Insecta	Coleoptera	Staphylinidae	Omaliinae	Geodromicus	1	1	1	1	1
FBCOD1074-11	Insecta	Coleoptera	Staphylinidae	Omaliinae	Geodromicus	1	1	1	1	1
FBCOB800-10	Insecta	Coleoptera	Staphylinidae	Omaliinae	Phloeostiba	1	1	1	1	0.8931
FBAQU452-10	Insecta	Coleoptera	Silphidae	unk	unk	1	1	0.9308000000000001	0.5951	0.5951
FBCOB788-10	Insecta	Coleoptera	Staphylinidae	Tachyporinae	Tachyporus	1	1	1	1	1
FBCOD691-11	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	1	1	1	1	0.8605
FBCOA474-10	Insecta	Coleoptera	Staphylinidae	Mycetoporinae	Lordithon	1	1	1	1	0.9833
FBCOA531-10	Insecta	Coleoptera	Staphylinidae	Mycetoporinae	Mycetoporus	1	1	1	0.9977	0.8872
FBCOA644-10	Insecta	Coleoptera	Staphylinidae	Mycetoporinae	Ischnosoma	1	1	1	1	1
FBCOD685-11	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	1	1	1	1	1
FBCOB898-10	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	1	1	1	1	1
FBCOB899-10	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	1	1	1	1	1
FBCOD686-11	Insecta	Coleoptera	Staphylinidae	Staphylininae	Staphylinus	1	1	1	1	1
FBCOB447-10	Insecta	Coleoptera	Staphylinidae	Staphylininae	Xantholinus	1	1	1	1	1
FBCOB024-10	Insecta	Coleoptera	Staphylinidae	Staphylininae	Gabrius	1	1	1	1	1
FBCOA086-10	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	1	0.6485	0.6485
FBCOD690-11	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	1	1	1	1	0.8605
FBCOD1064-11	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	1	1	1	1	1
FBCOD1073-11	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	1	1	1	1	1
FBCOB981-10	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	1	1	1	1	1
FBCOA216-10	Insecta	Coleoptera	Staphylinidae	unk	unk	1	1	0.692	0.26380000000000003	0.26380000000000003
FBCOA321-10	Insecta	Coleoptera	Staphylinidae	Staphylininae	Othius	1	1	1	1	1
FBAQU895-10	Insecta	Coleoptera	Hydraenidae	unk	unk	1	1	0.6658	0.3494	0.3494
FBCOA098-10	Insecta	Coleoptera	Staphylinidae	Paederinae	Lathrobium	1	1	1	1	1
FBCOA340-10	Insecta	Coleoptera	Staphylinidae	Paederinae	Lathrobium	1	1	1	1	1
FBCOB359-10	Insecta	Coleoptera	Staphylinidae	Paederinae	Astenus	1	1	1	1	1
FBCOA511-10	Insecta	Coleoptera	Staphylinidae	Paederinae	Astenus	1	1	1	1	0.6243
FBCOA872-10	Insecta	Coleoptera	Staphylinidae	Paederinae	Astenus	1	1	1	1	0.6517000000000001
FBCOB993-10	Insecta	Coleoptera	Staphylinidae	Paederinae	unk	1	1	1	1	0.9162
FBCOC264-10	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	1	1	1	1	1
FBCOA578-10	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	1	1	1	1	1
FBCOD430-11	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	1	1	1	1	1
FBCOA132-10	Insecta	Coleoptera	Ptiliidae	Ptiliinae	Ptenidium	1	1	0.974	0.974	0.974
FBCOD1137-11	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Bledius	1	1	1	1	1
FBCOD1138-11	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Bledius	1	1	1	1	1
FBCOB903-10	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Bledius	1	1	1	1	1
FBCOA093-10	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Platystethus	1	1	1	1	0.5749000000000001
FBCOA770-10	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Carpelimus	1	1	1	1	1
FBCOC591-10	Insecta	Coleoptera	Staphylinidae	Oxytelinae	unk	1	1	1	1	0.6873999999999999
FBCOA681-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	unk	1	1	1	1	0.8909
FBCOA831-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Bibloporus	1	1	1	1	1
FBCOA514-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	unk	1	1	1	1	0.9486000000000001
FBCOB944-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Brachygluta	1	1	1	1	0.8609000000000001
FBCOA176-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Fagniezia	1	1	1	1	1
FBCOB717-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Fagniezia	1	1	1	1	0.5969
FBCOA515-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	unk	1	1	1	1	0.7242
FBCOA572-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Bibloplectus	1	1	1	1	0.8868
FBCOA809-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Bibloplectus	1	1	1	1	0.7532
FBCOA139-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Bibloplectus	1	1	1	1	1
FBCOB690-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Bibloplectus	1	1	1	1	0.754
FBCOA909-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Euplectus	1	1	1	1	1
FBCOD627-11	Insecta	Coleoptera	Staphylinidae	Pselaphinae	unk	1	1	1	1	0.9611999999999999
